tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
China Smash 2024 Presented by Zhonghui Life,2024-10-04,QIAN Tianyi/CHEN Xingtong,CHEN Yi/XU Yi,3,0,"11,11,11|7,8,5",SF,GRAND_SLAM,WD,2942,Main Draw,QIAN Tianyi/CHEN Xingtong (CHN),CHEN Yi/XU Yi (CHN),QIAN Tianyi/CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-04,FAN Siqi,CHENG I-Ching,4,3,"11,11,11,4,5,7,11|9,8,4,11,11,11,4",QF,GRAND_SLAM,WS,2942,Main Draw,FAN Siqi (CHN),CHENG I-Ching (TPE),FAN Siqi
China Smash 2024 Presented by Zhonghui Life,2024-10-04,LIN Gaoyuan/LIN Shidong,YUAN Licen/XIANG Peng,3,2,"9,11,8,11,11|11,7,11,9,5",SF,GRAND_SLAM,MD,2942,Main Draw,LIN Gaoyuan/LIN Shidong (CHN),YUAN Licen/XIANG Peng (CHN),LIN Gaoyuan/LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-04,WANG Manyu,HE Zhuojia,4,1,"11,11,11,11,11|13,5,4,5,9",QF,GRAND_SLAM,WS,2942,Main Draw,WANG Manyu (CHN),HE Zhuojia (CHN),WANG Manyu
China Smash 2024 Presented by Zhonghui Life,2024-10-04,MA Long,CALDERANO Hugo,4,0,"11,11,11,11|7,4,7,7",QF,GRAND_SLAM,MS,2942,Main Draw,MA Long (CHN),CALDERANO Hugo (BRA),MA Long
China Smash 2024 Presented by Zhonghui Life,2024-10-04,CHEN Xingtong,SUH Hyo Won,4,0,"11,11,11,11|9,5,4,5",QF,GRAND_SLAM,WS,2942,Main Draw,CHEN Xingtong (CHN),SUH Hyo Won (KOR),CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-04,LIN Shidong,LIND Anders,4,0,"12,11,11,11|10,8,7,7",QF,GRAND_SLAM,MS,2942,Main Draw,LIN Shidong (CHN),LIND Anders (DEN),LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-04,LIANG Jingkun/WANG Chuqin,LEBRUN Alexis/LEBRUN Felix,3,0,"11,11,14|3,9,12",SF,GRAND_SLAM,MD,2942,Main Draw,LIANG Jingkun/WANG Chuqin (CHN),LEBRUN Alexis/LEBRUN Felix (FRA),LIANG Jingkun/WANG Chuqin
China Smash 2024 Presented by Zhonghui Life,2024-10-04,WANG Yidi/SUN Yingsha,CHENG I-Ching/LI Yu-Jhun,3,0,"11,11,11|7,7,3",SF,GRAND_SLAM,WD,2942,Main Draw,WANG Yidi/SUN Yingsha (CHN),CHENG I-Ching/LI Yu-Jhun (TPE),WANG Yidi/SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-05,QIAN Tianyi/CHEN Xingtong,WANG Yidi/SUN Yingsha,3,1,"12,12,3,11|10,10,11,7",F,GRAND_SLAM,WD,2942,Main Draw,QIAN Tianyi/CHEN Xingtong (CHN),WANG Yidi/SUN Yingsha (CHN),QIAN Tianyi/CHEN Xingtong
China Smash 2024 Presented by Zhonghui Life,2024-10-05,MA Long,LIANG Jingkun,4,0,"11,11,11,12|8,7,8,10",SF,GRAND_SLAM,MS,2942,Main Draw,MA Long (CHN),LIANG Jingkun (CHN),MA Long
China Smash 2024 Presented by Zhonghui Life,2024-10-05,LIN Shidong,XIANG Peng,4,2,"8,14,11,12,7,11|11,12,7,10,11,4",SF,GRAND_SLAM,MS,2942,Main Draw,LIN Shidong (CHN),XIANG Peng (CHN),LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-05,SUN Yingsha,FAN Siqi,4,0,"11,11,11,11|7,5,3,9",SF,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),FAN Siqi (CHN),SUN Yingsha
China Smash 2024 Presented by Zhonghui Life,2024-10-05,WANG Manyu,CHEN Xingtong,4,2,"11,11,11,5,8,13|6,7,4,11,11,11",SF,GRAND_SLAM,WS,2942,Main Draw,WANG Manyu (CHN),CHEN Xingtong (CHN),WANG Manyu
China Smash 2024 Presented by Zhonghui Life,2024-10-05,LIANG Jingkun/WANG Chuqin,LIN Gaoyuan/LIN Shidong,3,2,"8,4,11,11,11|11,11,6,8,9",F,GRAND_SLAM,MD,2942,Main Draw,LIANG Jingkun/WANG Chuqin (CHN),LIN Gaoyuan/LIN Shidong (CHN),LIANG Jingkun/WANG Chuqin
China Smash 2024 Presented by Zhonghui Life,2024-10-06,LIN Shidong,MA Long,4,3,"11,7,5,13,11,11,11|4,11,11,15,4,5,8",F,GRAND_SLAM,MS,2942,Main Draw,LIN Shidong (CHN),MA Long (CHN),LIN Shidong
China Smash 2024 Presented by Zhonghui Life,2024-10-06,SUN Yingsha,WANG Manyu,4,2,"11,12,11,6,11,11|6,14,4,11,8,7",F,GRAND_SLAM,WS,2942,Main Draw,SUN Yingsha (CHN),WANG Manyu (CHN),SUN Yingsha
