tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Tokyo 2014,2014-04-28,BJARNADOTTIR Kolfinna,RADITLOKO Oabona,3,1,"9,11,11,11|11,7,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BJARNADOTTIR Kolfinna (ISL),RADITLOKO Oabona (BOT),BJARNADOTTIR Kolfinna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MIKHAILOVA Polina,RAKOVAC Lea,3,1,"14,10,11,11|12,12,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MIKHAILOVA Polina (RUS),RAKOVAC Lea (CRO),MIKHAILOVA Polina
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KUZMINA Elena,PETEK Petra,3,2,"10,13,11,11,11|12,11,6,13,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,KUZMINA Elena (RUS),PETEK Petra (CRO),KUZMINA Elena
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RAKOVAC Lea,DOLGIKH Maria,3,0,"11,11,11|9,9,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DOLGIKH Maria (RUS),RAKOVAC Lea (CRO),RAKOVAC Lea
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TIAN Yuan,MIKHAILOVA Polina,3,1,"13,11,9,11|11,7,11,3",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MIKHAILOVA Polina (RUS),TIAN Yuan (CRO),TIAN Yuan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PARTYKA Natalia,DEDERKO Zhenhua,3,0,"11,11,11|1,6,3",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PARTYKA Natalia (POL),DEDERKO Zhenhua (AUS),PARTYKA Natalia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TAPPER Melissa,BAJOR Natalia,3,2,"15,11,6,11,11|17,8,11,9,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BAJOR Natalia (POL),TAPPER Melissa (AUS),TAPPER Melissa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GRZYBOWSKA-FRANC Katarzyna,DEDERKO Zhenhua,3,0,"13,11,11|11,8,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GRZYBOWSKA-FRANC Katarzyna (POL),DEDERKO Zhenhua (AUS),GRZYBOWSKA-FRANC Katarzyna
World Team Table Tennis Championships Tokyo 2014,2014-04-28,PARTYKA Natalia,BROMLEY Michelle,3,1,"11,9,11,11|3,11,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PARTYKA Natalia (POL),BROMLEY Michelle (AUS),PARTYKA Natalia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VARADY Barbora,GRUNDISCH Carole,3,2,"11,11,9,9,11|7,5,11,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GRUNDISCH Carole (FRA),VARADY Barbora (SVK),VARADY Barbora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JURKOVA Eva,ZARIF Audrey,3,2,"12,8,11,6,11|10,11,4,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ZARIF Audrey (FRA),JURKOVA Eva (SVK),JURKOVA Eva
World Team Table Tennis Championships Tokyo 2014,2014-04-28,VARADY Barbora,GASNIER Laura,3,1,"11,11,9,11|9,8,11,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GASNIER Laura (FRA),VARADY Barbora (SVK),VARADY Barbora
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GRUNDISCH Carole,ODOROVA Eva,3,0,"12,13,12|10,11,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,GRUNDISCH Carole (FRA),ODOROVA Eva (SVK),GRUNDISCH Carole
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TODOROVIC Andrea,WANG Crystal,3,1,"11,1,13,11|9,11,11,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,TODOROVIC Andrea (SRB),WANG Crystal (USA),TODOROVIC Andrea
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ZHANG Lily,ERDELJI Anamaria,3,2,"11,11,10,9,11|4,7,12,11,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ERDELJI Anamaria (SRB),ZHANG Lily (USA),ZHANG Lily
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MAKSUTI Aneta,JHA Prachi,3,1,"8,11,11,11|11,9,3,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,MAKSUTI Aneta (SRB),JHA Prachi (USA),MAKSUTI Aneta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ZHANG Lily,TODOROVIC Andrea,3,0,"15,13,11|13,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,TODOROVIC Andrea (SRB),ZHANG Lily (USA),ZHANG Lily
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ERDELJI Anamaria,WANG Crystal,3,0,"11,11,11|2,6,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ERDELJI Anamaria (SRB),WANG Crystal (USA),ERDELJI Anamaria
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LIU Shiwen,HIRANO Sayaka,3,0,"11,11,11|4,2,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LIU Shiwen (CHN),HIRANO Sayaka (JPN),LIU Shiwen
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Xiaoxia,ISHIKAWA Kasumi,3,0,"11,11,11|8,7,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Xiaoxia (CHN),ISHIKAWA Kasumi (JPN),LI Xiaoxia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DING Ning,ISHIGAKI Yuka,3,1,"11,8,11,11|5,11,2,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DING Ning (CHN),ISHIGAKI Yuka (JPN),DING Ning
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ISHIKAWA Kasumi,LEE Ho Ching,3,2,"11,8,10,11,11|4,11,12,9,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LEE Ho Ching (HKG),ISHIKAWA Kasumi (JPN),ISHIKAWA Kasumi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HIRANO Sayaka,NG Wing Nam,3,2,"8,10,12,11,12|11,12,10,2,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,NG Wing Nam (HKG),HIRANO Sayaka (JPN),HIRANO Sayaka
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ISHIKAWA Kasumi,JIANG Huajun,3,2,"8,11,6,11,11|11,8,11,9,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,JIANG Huajun (HKG),ISHIKAWA Kasumi (JPN),ISHIKAWA Kasumi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEE Ho Ching,ISHIGAKI Yuka,3,0,"15,12,11|13,10,2",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LEE Ho Ching (HKG),ISHIGAKI Yuka (JPN),LEE Ho Ching
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ZHU Yuling,LI Isabelle Siyun,3,0,"11,11,11|4,7,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Isabelle Siyun (SGP),ZHU Yuling (MAC),ZHU Yuling
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DING Ning,YU Mengyu,3,0,"11,11,11|6,3,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,YU Mengyu (SGP),DING Ning (CHN),DING Ning
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Xiaoxia,FENG Tianwei,3,1,"8,11,11,11|11,8,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,FENG Tianwei (SGP),LI Xiaoxia (CHN),LI Xiaoxia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ISHIKAWA Kasumi,EERLAND Britt,3,2,"11,11,8,9,11|8,7,11,11,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ISHIKAWA Kasumi (JPN),EERLAND Britt (NED),ISHIKAWA Kasumi
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Jiao,HIRANO Sayaka,3,2,"9,12,11,4,11|11,10,3,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,HIRANO Sayaka (JPN),LI Jiao (NED),LI Jiao
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ISHIGAKI Yuka,LI Jie,3,1,"8,11,11,11|11,6,8,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ISHIGAKI Yuka (JPN),LI Jie (NED),ISHIGAKI Yuka
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Jiao,ISHIKAWA Kasumi,3,2,"9,11,11,7,12|11,8,9,11,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ISHIKAWA Kasumi (JPN),LI Jiao (NED),LI Jiao
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HIRANO Sayaka,EERLAND Britt,3,1,"11,11,9,11|7,8,11,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,HIRANO Sayaka (JPN),EERLAND Britt (NED),HIRANO Sayaka
World Team Table Tennis Championships Tokyo 2014,2014-04-28,NG Wing Nam,WINTER Sabine,3,0,"11,11,11|5,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,NG Wing Nam (HKG),WINTER Sabine (GER),NG Wing Nam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,JIANG Huajun,IVANCAN Irene,3,2,"11,9,4,11,12|6,11,11,8,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,JIANG Huajun (HKG),IVANCAN Irene (GER),JIANG Huajun
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LEE Ho Ching,SOLJA Petrissa,3,1,"9,11,11,11|11,3,9,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LEE Ho Ching (HKG),SOLJA Petrissa (GER),LEE Ho Ching
World Team Table Tennis Championships Tokyo 2014,2014-04-28,FENG Tianwei,SAMARA Elizabeta,3,0,"11,11,11|8,5,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SAMARA Elizabeta (ROU),FENG Tianwei (SGP),FENG Tianwei
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SZOCS Bernadette,LI Isabelle Siyun,3,2,"4,11,11,5,11|11,9,9,11,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SZOCS Bernadette (ROU),LI Isabelle Siyun (SGP),SZOCS Bernadette
World Team Table Tennis Championships Tokyo 2014,2014-04-28,FENG Tianwei,DODEAN Daniela,3,0,"12,11,11|10,8,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DODEAN Daniela (ROU),FENG Tianwei (SGP),FENG Tianwei
World Team Table Tennis Championships Tokyo 2014,2014-04-28,YU Mengyu,SAMARA Elizabeta,3,2,"11,4,11,2,11|8,11,8,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SAMARA Elizabeta (ROU),YU Mengyu (SGP),YU Mengyu
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ZHU Yuling,KIM Jong,3,1,"11,5,11,11|5,11,5,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,ZHU Yuling (MAC),KIM Jong (PRK),ZHU Yuling
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LIU Shiwen,RI Myong Sun,3,0,"11,11,11|8,4,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LIU Shiwen (CHN),RI Myong Sun (PRK),LIU Shiwen
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Xiaoxia,RI Mi Gyong,3,0,"11,11,11|6,3,8",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Xiaoxia (CHN),RI Mi Gyong (PRK),LI Xiaoxia
World Team Table Tennis Championships Tokyo 2014,2014-04-28,EERLAND Britt,CHEN Szu-Yu,3,0,"11,11,11|9,3,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,EERLAND Britt (NED),CHEN Szu-Yu (TPE),EERLAND Britt
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Jie,CHENG I-Ching,3,2,"11,8,11,5,11|7,11,0,11,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Jie (NED),CHENG I-Ching (TPE),LI Jie
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LI Jiao,HUANG Yi-Hua,3,1,"12,11,8,11|10,9,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,LI Jiao (NED),HUANG Yi-Hua (TPE),LI Jiao
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SOLJA Petrissa,DUBKOVA Elena,3,0,"11,11,11|3,9,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,DUBKOVA Elena (BLR),SOLJA Petrissa (GER),SOLJA Petrissa
World Team Table Tennis Championships Tokyo 2014,2014-04-28,IVANCAN Irene,PRIVALOVA Alexandra,3,2,"14,7,5,11,11|12,11,11,7,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PRIVALOVA Alexandra (BLR),IVANCAN Irene (GER),IVANCAN Irene
World Team Table Tennis Championships Tokyo 2014,2014-04-28,WINTER Sabine,PAVLOVICH Viktoria,3,1,"12,11,3,11|10,5,11,4",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PAVLOVICH Viktoria (BLR),WINTER Sabine (GER),WINTER Sabine
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SZOCS Bernadette,YANG Ha Eun,3,2,"11,11,11,7,11|13,9,8,11,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,YANG Ha Eun (KOR),SZOCS Bernadette (ROU),SZOCS Bernadette
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SUH Hyo Won,SAMARA Elizabeta,3,1,"8,11,11,12|11,7,6,10",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SUH Hyo Won (KOR),SAMARA Elizabeta (ROU),SUH Hyo Won
World Team Table Tennis Championships Tokyo 2014,2014-04-28,DODEAN Daniela,SEOK Hajung,3,2,"11,6,11,5,11|1,11,5,11,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SEOK Hajung (KOR),DODEAN Daniela (ROU),DODEAN Daniela
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SAMARA Elizabeta,YANG Ha Eun,3,2,"11,9,11,9,11|4,11,7,11,5",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,YANG Ha Eun (KOR),SAMARA Elizabeta (ROU),SAMARA Elizabeta
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SUH Hyo Won,SZOCS Bernadette,3,1,"8,11,11,11|11,6,6,6",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,SUH Hyo Won (KOR),SZOCS Bernadette (ROU),SUH Hyo Won
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KIM Jong,HAPONOVA Hanna,3,1,"11,11,4,11|8,8,11,1",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,HAPONOVA Hanna (UKR),KIM Jong (PRK),KIM Jong
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RI Mi Gyong,BILENKO Tetyana,3,0,"11,12,11|9,10,9",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,BILENKO Tetyana (UKR),RI Mi Gyong (PRK),RI Mi Gyong
World Team Table Tennis Championships Tokyo 2014,2014-04-28,RI Myong Sun,PESOTSKA Margaryta,3,0,"11,11,11|6,5,7",,WORLD_CHAMPIONSHIPS,WT,277,Main Draw,PESOTSKA Margaryta (UKR),RI Myong Sun (PRK),RI Myong Sun
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TAIT Fabian,OCAMPO Norby,3,0,"11,11,11|7,6,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,OCAMPO Norby (GUM),TAIT Fabian (NAM),TAIT Fabian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,FLEIDL Heiko,CERTEZA Gabriel,3,0,"14,11,11|12,9,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,CERTEZA Gabriel (GUM),FLEIDL Heiko (NAM),FLEIDL Heiko
World Team Table Tennis Championships Tokyo 2014,2014-04-28,STANLEY Reinhardt,BURGOS Arman,3,0,"11,15,11|2,13,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BURGOS Arman (GUM),STANLEY Reinhardt (NAM),STANLEY Reinhardt
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ESTHER Nicholas,STACEY Lawrence,3,1,"11,11,11,11|7,4,13,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,STACEY Lawrence (GGY),ESTHER Nicholas (SEY),ESTHER Nicholas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ROBILLIARD Liam,MOUSBE Byorn,3,1,"10,11,11,11|12,7,8,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ROBILLIARD Liam (GGY),MOUSBE Byorn (SEY),ROBILLIARD Liam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ESTHER Nicholas,STACEY Joshua,3,2,"11,6,11,8,11|5,11,5,11,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,STACEY Joshua (GGY),ESTHER Nicholas (SEY),ESTHER Nicholas
World Team Table Tennis Championships Tokyo 2014,2014-04-28,CREA Mick,STACEY Lawrence,3,2,"11,11,8,9,11|7,3,11,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,STACEY Lawrence (GGY),CREA Mick (SEY),CREA Mick
World Team Table Tennis Championships Tokyo 2014,2014-04-28,NASEEM Mohamed,KGATLAMPANE Joseph,3,0,"11,12,11|8,10,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,NASEEM Mohamed (MDV),KGATLAMPANE Joseph (BOT),NASEEM Mohamed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MA AAD Ahmed,MODISATHEBE Tshepho,3,2,"11,8,11,5,11|8,11,4,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MA AAD Ahmed (MDV),MODISATHEBE Tshepho (BOT),MA AAD Ahmed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ADAM ZAHIR Mohammad,KGATLAMPANE Joseph,3,1,"12,8,12,11|10,11,10,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ADAM ZAHIR Mohammad (MDV),KGATLAMPANE Joseph (BOT),ADAM ZAHIR Mohammad
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATLHATSI Thobo,NASEEM Mohamed,3,0,"13,11,11|11,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,NASEEM Mohamed (MDV),MATLHATSI Thobo (BOT),MATLHATSI Thobo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,STACEY Joshua,STRAUSS Darren,3,0,"11,11,11|1,4,1",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,STRAUSS Darren (NAM),STACEY Joshua (GGY),STACEY Joshua
World Team Table Tennis Championships Tokyo 2014,2014-04-28,STACEY Lawrence,FLEIDL Heiko,3,0,"11,11,11|6,4,3",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,FLEIDL Heiko (NAM),STACEY Lawrence (GGY),STACEY Lawrence
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ROBILLIARD Liam,TAIT Fabian,3,0,"11,11,11|8,1,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TAIT Fabian (NAM),ROBILLIARD Liam (GGY),ROBILLIARD Liam
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MODISATHEBE Tshepho,OCAMPO Norby,3,0,"11,11,11|8,2,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MODISATHEBE Tshepho (BOT),OCAMPO Norby (GUM),MODISATHEBE Tshepho
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATLHATSI Thobo,BURGOS Arman,3,0,"11,11,11|8,1,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MATLHATSI Thobo (BOT),BURGOS Arman (GUM),MATLHATSI Thobo
World Team Table Tennis Championships Tokyo 2014,2014-04-28,KGATLAMPANE Joseph,CERTEZA Gabriel,3,1,"11,12,11,11|4,14,6,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,KGATLAMPANE Joseph (BOT),CERTEZA Gabriel (GUM),KGATLAMPANE Joseph
World Team Table Tennis Championships Tokyo 2014,2014-04-28,WATSON Kane,LINGEVELDT Kurt,3,2,"11,6,11,3,11|9,11,8,11,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,WATSON Kane (JAM),LINGEVELDT Kurt (RSA),WATSON Kane
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATHOLE Terrence,HYATT Michael,3,2,"11,9,16,7,11|7,11,14,11,1",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HYATT Michael (JAM),MATHOLE Terrence (RSA),MATHOLE Terrence
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TOMLINSON Simon,LINGEVELDT Keegan,3,0,"12,11,11|10,9,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TOMLINSON Simon (JAM),LINGEVELDT Keegan (RSA),TOMLINSON Simon
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATHOLE Terrence,WATSON Kane,3,1,"11,8,11,11|9,11,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,WATSON Kane (JAM),MATHOLE Terrence (RSA),MATHOLE Terrence
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HYATT Michael,LINGEVELDT Kurt,3,1,"16,4,12,11|14,11,10,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HYATT Michael (JAM),LINGEVELDT Kurt (RSA),HYATT Michael
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATHOLE Terrence,ABUSHUWASHI Adir,3,0,"11,11,11|8,8,2",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ABUSHUWASHI Adir (LBA),MATHOLE Terrence (RSA),MATHOLE Terrence
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ELHEBSHI Mohamed,LINGEVELDT Keegan,3,0,"11,11,11|7,9,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ELHEBSHI Mohamed (LBA),LINGEVELDT Keegan (RSA),ELHEBSHI Mohamed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATHOLE Terrence,LARIFI Hisham,3,1,"11,8,11,11|8,11,8,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LARIFI Hisham (LBA),MATHOLE Terrence (RSA),MATHOLE Terrence
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LINGEVELDT Kurt,ABUSHUWASHI Adir,3,0,"13,11,16|11,4,14",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ABUSHUWASHI Adir (LBA),LINGEVELDT Kurt (RSA),LINGEVELDT Kurt
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HYATT Michael,SUWAL Ajay,3,2,"7,9,11,13,13|11,11,8,11,11",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HYATT Michael (JAM),SUWAL Ajay (NEP),HYATT Michael
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TOMLINSON Simon,GOTHE Shiva,3,1,"11,3,16,11|9,11,14,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,TOMLINSON Simon (JAM),GOTHE Shiva (NEP),TOMLINSON Simon
World Team Table Tennis Championships Tokyo 2014,2014-04-28,SUWAL Ajay,WATSON Kane,3,2,"11,4,11,12,12|13,11,4,10,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,WATSON Kane (JAM),SUWAL Ajay (NEP),SUWAL Ajay
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HYATT Michael,BAJRACHARYA Purshottam,3,1,"11,11,4,11|5,6,11,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,HYATT Michael (JAM),BAJRACHARYA Purshottam (NEP),HYATT Michael
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LINGEVELDT Keegan,TUHIN Mohammad,3,1,"9,11,11,11|11,9,5,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LINGEVELDT Keegan (RSA),TUHIN Mohammad (BAN),LINGEVELDT Keegan
World Team Table Tennis Championships Tokyo 2014,2014-04-28,MATHOLE Terrence,AHMED Md Javed,3,0,"11,13,11|5,11,4",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MATHOLE Terrence (RSA),AHMED Md Javed (BAN),MATHOLE Terrence
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LINGEVELDT Kurt,CHOWDHURY Manash,3,0,"11,11,12|7,9,10",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LINGEVELDT Kurt (RSA),CHOWDHURY Manash (BAN),LINGEVELDT Kurt
World Team Table Tennis Championships Tokyo 2014,2014-04-28,LARIFI Hisham,RASOLOMANANA Rija,3,2,"11,11,7,17,11|13,5,11,15,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LARIFI Hisham (LBA),RASOLOMANANA Rija (MAD),LARIFI Hisham
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ANDRIANJATOVO Jean Christian,ABUSHUWASHI Adir,3,2,"10,12,9,11,11|12,10,11,7,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ABUSHUWASHI Adir (LBA),ANDRIANJATOVO Jean Christian (MAD),ANDRIANJATOVO Jean Christian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ELHEBSHI Mohamed,ANDRIAN Jean-Luc,3,2,"11,6,11,12,11|5,11,2,14,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ELHEBSHI Mohamed (LBA),ANDRIAN Jean-Luc (MAD),ELHEBSHI Mohamed
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ANDRIANJATOVO Jean Christian,LARIFI Hisham,3,1,"9,11,11,11|11,8,8,8",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,LARIFI Hisham (LBA),ANDRIANJATOVO Jean Christian (MAD),ANDRIANJATOVO Jean Christian
World Team Table Tennis Championships Tokyo 2014,2014-04-28,ABUSHUWASHI Adir,RASOLOMANANA Rija,3,0,"11,11,11|6,5,9",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ABUSHUWASHI Adir (LBA),RASOLOMANANA Rija (MAD),ABUSHUWASHI Adir
World Team Table Tennis Championships Tokyo 2014,2014-04-28,TOMLINSON Simon,ELLIS Eugene,3,0,"11,11,11|4,7,6",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,ELLIS Eugene (JEY),TOMLINSON Simon (JAM),TOMLINSON Simon
World Team Table Tennis Championships Tokyo 2014,2014-04-28,WATSON Kane,MORSHEAD Christopher,3,1,"11,11,3,11|6,9,11,5",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,MORSHEAD Christopher (JEY),WATSON Kane (JAM),WATSON Kane
World Team Table Tennis Championships Tokyo 2014,2014-04-28,HYATT Michael,BAND Joshua,3,0,"11,11,11|9,7,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,BAND Joshua (JEY),HYATT Michael (JAM),HYATT Michael
World Team Table Tennis Championships Tokyo 2014,2014-04-28,GOTHE Shiva,BAJADA Daniel,3,0,"14,13,11|12,11,7",,WORLD_CHAMPIONSHIPS,MT,277,Main Draw,GOTHE Shiva (NEP),BAJADA Daniel (MLT),GOTHE Shiva
