tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Chile Open Santiago 2004,2004-06-16,KREANGA Kalinikos,MARTINEZ Rodrigo,4,0,"11,11,11,13|5,9,5,11",R64,GRAND_SLAM,MS,1683,Main Draw,KREANGA Kalinikos (GRE),MARTINEZ Rodrigo (CHI)
Chile Open Santiago 2004,2004-06-16,RODRIGUEZ Berta,CAMPILLAY Beatriz,4,2,"15,5,11,11,11,11|17,11,2,7,5,2",R32,GRAND_SLAM,WS,1683,Main Draw,RODRIGUEZ Berta (CHI),CAMPILLAY Beatriz (CHI)
Chile Open Santiago 2004,2004-06-16,ROUSSY Marie-Christine,SANHUEZA Javiera,4,0,"11,11,11,11|4,5,8,4",R32,GRAND_SLAM,WS,1683,Main Draw,ROUSSY Marie-Christine (CAN),SANHUEZA Javiera (CHI)
Chile Open Santiago 2004,2004-06-16,POTA Georgina,ARAYA Claudia,4,0,"11,11,11,11|4,4,3,3",R32,GRAND_SLAM,WS,1683,Main Draw,POTA Georgina (HUN),ARAYA Claudia (CHI)
Chile Open Santiago 2004,2004-06-16,KRAMER Tanja,DURAN Blanca,4,0,"11,11,11,11|2,3,5,3",R32,GRAND_SLAM,WS,1683,Main Draw,KRAMER Tanja (GER),DURAN Blanca (CHI)
Chile Open Santiago 2004,2004-06-16,MEDINA Iizzwa,CERON Ximena,4,1,"11,11,11,9,11|2,7,7,11,6",R32,GRAND_SLAM,WS,1683,Main Draw,MEDINA Iizzwa (HON),CERON Ximena (CHI)
Chile Open Santiago 2004,2004-06-16,CADA Petra,GATICA Karin,4,0,"11,11,11,11|3,4,2,3",R32,GRAND_SLAM,WS,1683,Main Draw,CADA Petra (CAN),GATICA Karin (CHI)
Chile Open Santiago 2004,2004-06-16,TAN Wenling,ISLA Melissa,4,0,"11,11,11,11|1,2,0,4",R32,GRAND_SLAM,WS,1683,Main Draw,TAN Wenling (ITA),ISLA Melissa (CHI)
Chile Open Santiago 2004,2004-06-16,TOTH Krisztina,SILVA Ligia,4,0,"13,11,11,11|11,6,6,0",R16,GRAND_SLAM,WS,1683,Main Draw,TOTH Krisztina (HUN),SILVA Ligia (BRA)
Chile Open Santiago 2004,2004-06-16,FAZEKAS Maria,VEGA Paulina,4,0,"11,11,11,11|8,6,8,6",R16,GRAND_SLAM,WS,1683,Main Draw,FAZEKAS Maria (HUN),VEGA Paulina (CHI)
Chile Open Santiago 2004,2004-06-16,KERTAI Rita,NEGRISOLI Laura,4,3,"4,6,11,11,3,11,11|11,11,6,9,11,7,6",R16,GRAND_SLAM,WS,1683,Main Draw,KERTAI Rita (HUN),NEGRISOLI Laura (ITA)
Chile Open Santiago 2004,2004-06-16,LOVAS Petra,STEFANOVA Nikoleta,4,3,"6,11,12,11,3,5,11|11,6,10,9,11,11,9",R16,GRAND_SLAM,WS,1683,Main Draw,LOVAS Petra (HUN),STEFANOVA Nikoleta (ITA)
Chile Open Santiago 2004,2004-06-16,BATORFI Csilla,RODRIGUEZ Berta,4,1,"11,8,11,11,11|7,11,8,6,7",R16,GRAND_SLAM,WS,1683,Main Draw,BATORFI Csilla (HUN),RODRIGUEZ Berta (CHI)
Chile Open Santiago 2004,2004-06-16,POTA Georgina,ROUSSY Marie-Christine,4,0,"14,11,11,11|12,1,8,7",R16,GRAND_SLAM,WS,1683,Main Draw,POTA Georgina (HUN),ROUSSY Marie-Christine (CAN)
Chile Open Santiago 2004,2004-06-16,KRAMER Tanja,MEDINA Iizzwa,4,1,"12,11,11,11,11|10,5,9,13,8",R16,GRAND_SLAM,WS,1683,Main Draw,KRAMER Tanja (GER),MEDINA Iizzwa (HON)
Chile Open Santiago 2004,2004-06-16,TAN Wenling,CADA Petra,4,1,"11,7,11,11,11|8,11,8,4,4",R16,GRAND_SLAM,WS,1683,Main Draw,TAN Wenling (ITA),CADA Petra (CAN)
Chile Open Santiago 2004,2004-06-16,FAZEKAS Maria,TOTH Krisztina,4,3,"11,11,9,9,11,6,11|6,8,11,11,8,11,9",QF,GRAND_SLAM,WS,1683,Main Draw,FAZEKAS Maria (HUN),TOTH Krisztina (HUN)
Chile Open Santiago 2004,2004-06-16,LOVAS Petra,KERTAI Rita,4,3,"8,6,11,12,8,11,11|11,11,9,10,11,2,7",QF,GRAND_SLAM,WS,1683,Main Draw,LOVAS Petra (HUN),KERTAI Rita (HUN)
Chile Open Santiago 2004,2004-06-16,POTA Georgina,BATORFI Csilla,4,3,"11,6,11,7,11,9,11|7,11,7,11,2,11,8",QF,GRAND_SLAM,WS,1683,Main Draw,POTA Georgina (HUN),BATORFI Csilla (HUN)
Chile Open Santiago 2004,2004-06-16,TAN Wenling,KRAMER Tanja,4,2,"11,11,10,11,11,11|5,13,12,5,4,9",QF,GRAND_SLAM,WS,1683,Main Draw,TAN Wenling (ITA),KRAMER Tanja (GER)
Chile Open Santiago 2004,2004-06-16,FAZEKAS Maria,LOVAS Petra,4,2,"12,11,11,5,6,11|10,7,5,11,11,9",SF,GRAND_SLAM,WS,1683,Main Draw,FAZEKAS Maria (HUN),LOVAS Petra (HUN)
Chile Open Santiago 2004,2004-06-16,TAN Wenling,POTA Georgina,4,1,"11,9,11,11,11|8,11,4,5,7",SF,GRAND_SLAM,WS,1683,Main Draw,TAN Wenling (ITA),POTA Georgina (HUN)
Chile Open Santiago 2004,2004-06-16,TAN Wenling,FAZEKAS Maria,4,3,"11,11,9,3,4,11,11|3,8,11,11,11,8,7",F,GRAND_SLAM,WS,1683,Main Draw,TAN Wenling (ITA),FAZEKAS Maria (HUN)
Chile Open Santiago 2004,2004-06-16,CERON Ximena,GOMEZ Giovanna,4,2,"7,11,11,11,11,11|11,6,13,8,8,3",,GRAND_SLAM,WS,1683,Qualification,CERON Ximena (CHI),GOMEZ Giovanna (CHI)
Chile Open Santiago 2004,2004-06-16,CERON Ximena,ARENAS Carmen Paz,4,3,"9,9,11,11,8,11,11|11,11,3,3,11,4,4",QR2,GRAND_SLAM,WS,1683,Qualification,CERON Ximena (CHI),ARENAS Carmen Paz (CHI)
Chile Open Santiago 2004,2004-06-16,GOMEZ Giovanna,ARENAS Carmen Paz,4,0,"12,11,11,11|10,7,8,8",3,GRAND_SLAM,WS,1683,Qualification,GOMEZ Giovanna (CHI),ARENAS Carmen Paz (CHI)
Chile Open Santiago 2004,2004-06-16,CAMPILLAY Beatriz,CONCHA Romina,4,2,"11,8,11,11,5,11|9,11,9,7,11,7",3,GRAND_SLAM,WS,1683,Qualification,CAMPILLAY Beatriz (CHI),CONCHA Romina (CHI)
Chile Open Santiago 2004,2004-06-16,CASTELLANO Natalia,LOYOLA Fernanda,4,0,"11,11,11,11|7,7,7,9",,GRAND_SLAM,WS,1683,Qualification,CASTELLANO Natalia (CHI),LOYOLA Fernanda (CHI)
Chile Open Santiago 2004,2004-06-16,CASTELLANO Natalia,DURAN Blanca,4,1,"11,8,11,11,11|4,11,7,6,7",QR2,GRAND_SLAM,WS,1683,Qualification,CASTELLANO Natalia (CHI),DURAN Blanca (CHI)
Chile Open Santiago 2004,2004-06-16,DURAN Blanca,LOYOLA Fernanda,4,1,"7,11,11,11,11|11,4,1,7,6",3,GRAND_SLAM,WS,1683,Qualification,DURAN Blanca (CHI),LOYOLA Fernanda (CHI)
Chile Open Santiago 2004,2004-06-16,RUZ Angela,ARAYA Claudia,4,1,"10,11,11,11,11|12,4,6,7,5",,GRAND_SLAM,WS,1683,Qualification,RUZ Angela (CHI),ARAYA Claudia (CHI)
Chile Open Santiago 2004,2004-06-16,ARAYA Claudia,ISLA Melissa,4,0,"11,11,11,11|4,7,7,9",QR2,GRAND_SLAM,WS,1683,Qualification,ARAYA Claudia (CHI),ISLA Melissa (CHI)
Chile Open Santiago 2004,2004-06-16,RUZ Angela,ISLA Melissa,4,2,"11,10,8,11,11,11|3,12,11,7,3,6",3,GRAND_SLAM,WS,1683,Qualification,RUZ Angela (CHI),ISLA Melissa (CHI)
Chile Open Santiago 2004,2004-06-16,CASTILLO Camila,ISLA Yurisam,4,0,"11,11,11,11|3,9,7,6",,GRAND_SLAM,WS,1683,Qualification,CASTILLO Camila (CHI),ISLA Yurisam (CHI)
Chile Open Santiago 2004,2004-06-16,DUARTE Paola,CASTILLO Camila,4,1,"4,11,11,11,11|11,5,9,6,9",QR2,GRAND_SLAM,WS,1683,Qualification,DUARTE Paola (CHI),CASTILLO Camila (CHI)
Chile Open Santiago 2004,2004-06-16,DUARTE Paola,ISLA Yurisam,4,1,"16,7,11,11,11|14,11,8,4,6",3,GRAND_SLAM,WS,1683,Qualification,DUARTE Paola (CHI),ISLA Yurisam (CHI)
Chile Open Santiago 2004,2004-06-16,SANHUEZA Javiera,GATICA Karin,4,0,"11,11,11,11|9,3,7,6",3,GRAND_SLAM,WS,1683,Qualification,SANHUEZA Javiera (CHI),GATICA Karin (CHI)
Chile Open Santiago 2004,2004-06-16,CARNEROS Alfredo/KREANGA Kalinikos,GONZALES Enrique/TABACHNIK Pablo,4,1,"11,13,12,5,11|8,11,10,11,9",R16,GRAND_SLAM,MD,1683,Main Draw,CARNEROS Alfredo (ESP) / KREANGA Kalinikos (GRE),GONZALES Enrique (ARG) / TABACHNIK Pablo (ARG)
Chile Open Santiago 2004,2004-06-16,CAMPUSANO Guillermo/COLLIO Fernando,COELLO Geovanny/GRECO Juan,3,1,"11,7,11,11|4,11,7,7",QR32,GRAND_SLAM,MD,1683,Qualification,CAMPUSANO Guillermo (CHI) / COLLIO Fernando (CHI),COELLO Geovanny (ECU) / GRECO Juan (ARG)
Chile Open Santiago 2004,2004-06-16,GONZALES Enrique/TABACHNIK Pablo,ALVEAR Julian/SALAMANCA Juan,3,0,"11,12,12|3,10,10",QR32,GRAND_SLAM,MD,1683,Qualification,GONZALES Enrique (ARG) / TABACHNIK Pablo (ARG),ALVEAR Julian (CHI) / SALAMANCA Juan (CHI)
Chile Open Santiago 2004,2004-06-16,GONZALES Enrique/TABACHNIK Pablo,GONZALES Rudy/NILO Felipe,3,1,"9,11,12,11|11,6,10,6",QR16,GRAND_SLAM,MD,1683,Qualification,GONZALES Enrique (ARG) / TABACHNIK Pablo (ARG),GONZALES Rudy (CHI) / NILO Felipe (CHI)
Chile Open Santiago 2004,2004-06-16,GARDOS Krisztian/GARDOS Robert,NAVAS Marco/PINO Jonathan,4,0,"11,11,11,11|4,6,6,9",R16,GRAND_SLAM,MD,1683,Main Draw,GARDOS Krisztian (AUT) / GARDOS Robert (AUT),NAVAS Marco (VEN) / PINO Jonathan (VEN)
Chile Open Santiago 2004,2004-06-16,HABESOHN Mathias/SIMONER Christoph,HUANG Johnny/KASSAM Faazil,4,3,"11,11,11,11,12,6,11|8,8,9,13,14,11,7",R16,GRAND_SLAM,MD,1683,Main Draw,HABESOHN Mathias (AUT) / SIMONER Christoph (AUT),HUANG Johnny (CAN) / KASSAM Faazil (CAN)
Chile Open Santiago 2004,2004-06-16,CSABA Bence/MONTEIRO Thiago,HABESOHN Daniel/PICHLER Michael,4,2,"7,12,11,11,8,11|11,10,6,8,11,7",R16,GRAND_SLAM,MD,1683,Main Draw,CSABA Bence (CAN) / MONTEIRO Thiago (BRA),HABESOHN Daniel (AUT) / PICHLER Michael (AUT)
Chile Open Santiago 2004,2004-06-16,GARDOS Krisztian/GARDOS Robert,HANASHIRO Hugo/HOYAMA Hugo,4,1,"9,11,11,11,11|11,5,3,7,7",QF,GRAND_SLAM,MD,1683,Main Draw,GARDOS Krisztian (AUT) / GARDOS Robert (AUT),HANASHIRO Hugo (BRA) / HOYAMA Hugo (BRA)
Chile Open Santiago 2004,2004-06-16,HABESOHN Mathias/SIMONER Christoph,FETH Stefan/KEINATH Thomas,4,2,"11,4,4,11,11,13|9,11,11,7,8,11",QF,GRAND_SLAM,MD,1683,Main Draw,HABESOHN Mathias (AUT) / SIMONER Christoph (AUT),FETH Stefan (GER) / KEINATH Thomas (SVK)
Chile Open Santiago 2004,2004-06-16,GARDOS Krisztian/GARDOS Robert,HABESOHN Mathias/SIMONER Christoph,4,3,"11,11,11,3,8,14,11|3,7,7,11,11,16,6",SF,GRAND_SLAM,MD,1683,Main Draw,GARDOS Krisztian (AUT) / GARDOS Robert (AUT),HABESOHN Mathias (AUT) / SIMONER Christoph (AUT)
Chile Open Santiago 2004,2004-06-16,KLASEK Marek/SURBEK Dragutin,GARDOS Krisztian/GARDOS Robert,4,3,"11,12,6,7,11,4,11|7,10,11,11,6,11,2",F,GRAND_SLAM,MD,1683,Main Draw,KLASEK Marek (CZE) / SURBEK Dragutin (CRO),GARDOS Krisztian (AUT) / GARDOS Robert (AUT)
Chile Open Santiago 2004,2004-06-16,HABESOHN Daniel/PICHLER Michael,ASTUDILLOS Marcos/SALAS Guillermo,3,0,"11,12,11|4,10,5",QR32,GRAND_SLAM,MD,1683,Qualification,HABESOHN Daniel (AUT) / PICHLER Michael (AUT),ASTUDILLOS Marcos (CHI) / SALAS Guillermo (CHI)
Chile Open Santiago 2004,2004-06-16,HABESOHN Daniel/PICHLER Michael,FERNANDEZ Marcelo/PINTO Martin,3,0,"11,11,11|8,8,6",QR16,GRAND_SLAM,MD,1683,Qualification,HABESOHN Daniel (AUT) / PICHLER Michael (AUT),FERNANDEZ Marcelo (CHI) / PINTO Martin (CHI)
Chile Open Santiago 2004,2004-06-16,KLASEK Marek/SURBEK Dragutin,CSABA Bence/MONTEIRO Thiago,4,2,"7,11,11,11,4,11|11,8,7,6,11,7",SF,GRAND_SLAM,MD,1683,Main Draw,KLASEK Marek (CZE) / SURBEK Dragutin (CRO),CSABA Bence (CAN) / MONTEIRO Thiago (BRA)
Chile Open Santiago 2004,2004-06-16,HUANG Johnny/KASSAM Faazil,MARTINEZ Rodrigo/MORALES Augusto,3,0,"11,11,11|2,6,3",QR32,GRAND_SLAM,MD,1683,Qualification,HUANG Johnny (CAN) / KASSAM Faazil (CAN),MARTINEZ Rodrigo (CHI) / MORALES Augusto (CHI)
Chile Open Santiago 2004,2004-06-16,HUANG Johnny/KASSAM Faazil,BELTRAN Jorge/FREDES Luis,3,0,"11,12,11|6,10,4",QR16,GRAND_SLAM,MD,1683,Qualification,HUANG Johnny (CAN) / KASSAM Faazil (CAN),BELTRAN Jorge (CHI) / FREDES Luis (CHI)
Chile Open Santiago 2004,2004-06-16,FETH Stefan/KEINATH Thomas,PAPIC Juan/RODRIGUEZ Alejandro,4,1,"11,11,13,5,11|6,2,11,11,9",R16,GRAND_SLAM,MD,1683,Main Draw,FETH Stefan (GER) / KEINATH Thomas (SVK),PAPIC Juan (CHI) / RODRIGUEZ Alejandro (CHI)
Chile Open Santiago 2004,2004-06-16,ALVEAR Julian/SALAMANCA Juan,DECAP Julio/SANDOVAL Rodrigo,3,0,"11,11,11|3,5,1",QR64,GRAND_SLAM,MD,1683,Qualification,ALVEAR Julian (CHI) / SALAMANCA Juan (CHI),DECAP Julio (CHI) / SANDOVAL Rodrigo (CHI)
Chile Open Santiago 2004,2004-06-16,PAPIC Juan/RODRIGUEZ Alejandro,FUENZALIDA Cristian/QUIROZ Rodrigo,3,0,"11,11,11|3,9,2",QR32,GRAND_SLAM,MD,1683,Qualification,PAPIC Juan (CHI) / RODRIGUEZ Alejandro (CHI),FUENZALIDA Cristian (CHI) / QUIROZ Rodrigo (CHI)
Chile Open Santiago 2004,2004-06-16,CARTAGENA Christopher/CONTRERAS Matias,ALAMOS Pedro/VIAL Gonzalo,3,1,"11,8,11,11|8,11,9,7",QR32,GRAND_SLAM,MD,1683,Qualification,CARTAGENA Christopher (CHI) / CONTRERAS Matias (CHI),ALAMOS Pedro (CHI) / VIAL Gonzalo (CHI)
Chile Open Santiago 2004,2004-06-16,LABARCA Nicolas/SOTO Ricardo,BASALETTI Carlos/GONZALEZ Felipe,3,1,"11,8,11,11|7,11,4,6",QR32,GRAND_SLAM,MD,1683,Qualification,LABARCA Nicolas (CHI) / SOTO Ricardo (CHI),BASALETTI Carlos (CHI) / GONZALEZ Felipe (CHI)
Chile Open Santiago 2004,2004-06-16,GONZALES Rudy/NILO Felipe,OPAZO Rodrigo/SZENFELD Jorge,3,0,"11,12,11|9,10,2",QR32,GRAND_SLAM,MD,1683,Qualification,GONZALES Rudy (CHI) / NILO Felipe (CHI),OPAZO Rodrigo (CHI) / SZENFELD Jorge (CHI)
Chile Open Santiago 2004,2004-06-16,BELTRAN Jorge/FREDES Luis,FREDES Rafael/GUAJARDO Gonzalo,3,0,"11,11,12|8,3,10",QR32,GRAND_SLAM,MD,1683,Qualification,BELTRAN Jorge (CHI) / FREDES Luis (CHI),FREDES Rafael (CHI) / GUAJARDO Gonzalo (CHI)
Chile Open Santiago 2004,2004-06-16,FERNANDEZ Marcelo/PINTO Martin,VERGARA Alexis/ZARATE Juan Carlos,3,0,"11,16,11|7,14,8",QR32,GRAND_SLAM,MD,1683,Qualification,FERNANDEZ Marcelo (CHI) / PINTO Martin (CHI),VERGARA Alexis (CHI) / ZARATE Juan Carlos (CHI)
Chile Open Santiago 2004,2004-06-16,PAPIC Juan/RODRIGUEZ Alejandro,CAMPUSANO Guillermo/COLLIO Fernando,3,0,"11,11,11|6,9,1",QR16,GRAND_SLAM,MD,1683,Qualification,PAPIC Juan (CHI) / RODRIGUEZ Alejandro (CHI),CAMPUSANO Guillermo (CHI) / COLLIO Fernando (CHI)
Chile Open Santiago 2004,2004-06-16,KLASEK Marek/SURBEK Dragutin,CARLIER Andres/GAETE Pablo,4,0,"11,11,11,11|6,5,4,4",R16,GRAND_SLAM,MD,1683,Main Draw,KLASEK Marek (CZE) / SURBEK Dragutin (CRO),CARLIER Andres (CHI) / GAETE Pablo (CHI)
Chile Open Santiago 2004,2004-06-16,KLASEK Marek/SURBEK Dragutin,CARNEROS Alfredo/KREANGA Kalinikos,4,2,"4,11,11,13,11,11|11,7,13,11,9,3",QF,GRAND_SLAM,MD,1683,Main Draw,KLASEK Marek (CZE) / SURBEK Dragutin (CRO),CARNEROS Alfredo (ESP) / KREANGA Kalinikos (GRE)
Chile Open Santiago 2004,2004-06-16,CLOSSET Marc/ZWICKL Daniel,FLORES Patricio/LOW Raul,3,0,"11,11,11|8,7,6",QR32,GRAND_SLAM,MD,1683,Qualification,CLOSSET Marc (BEL) / ZWICKL Daniel (HUN),FLORES Patricio (CHI) / LOW Raul (CHI)
Chile Open Santiago 2004,2004-06-16,CLOSSET Marc/ZWICKL Daniel,LEVIS Bruno/MAUREIRA Raul,3,0,"11,11,11|5,8,8",QR16,GRAND_SLAM,MD,1683,Qualification,CLOSSET Marc (BEL) / ZWICKL Daniel (HUN),LEVIS Bruno (CHI) / MAUREIRA Raul (CHI)
Chile Open Santiago 2004,2004-06-16,HANASHIRO Hugo/HOYAMA Hugo,CHIU Carlos Alfonso/MUNOZ Guillermo,4,1,"11,11,10,11,11|4,3,12,4,3",R16,GRAND_SLAM,MD,1683,Main Draw,HANASHIRO Hugo (BRA) / HOYAMA Hugo (BRA),CHIU Carlos Alfonso (MEX) / MUNOZ Guillermo (MEX)
Chile Open Santiago 2004,2004-06-16,CHIU Carlos Alfonso/MUNOZ Guillermo,JOFRE Marcelo/NEIRA Marco,3,0,"11,11,11|5,8,5",QR32,GRAND_SLAM,MD,1683,Qualification,CHIU Carlos Alfonso (MEX) / MUNOZ Guillermo (MEX),JOFRE Marcelo (CHI) / NEIRA Marco (CHI)
Chile Open Santiago 2004,2004-06-16,CHIU Carlos Alfonso/MUNOZ Guillermo,LABARCA Nicolas/SOTO Ricardo,3,0,"12,11,11|10,8,8",QR16,GRAND_SLAM,MD,1683,Qualification,CHIU Carlos Alfonso (MEX) / MUNOZ Guillermo (MEX),LABARCA Nicolas (CHI) / SOTO Ricardo (CHI)
Chile Open Santiago 2004,2004-06-16,ERLANDSEN Geir/MOLDOVAN Istvan,CLOSSET Marc/ZWICKL Daniel,4,3,"9,14,11,7,11,11,11|11,16,7,11,2,6,5",R16,GRAND_SLAM,MD,1683,Main Draw,ERLANDSEN Geir (NOR) / MOLDOVAN Istvan (NOR),CLOSSET Marc (BEL) / ZWICKL Daniel (HUN)
Chile Open Santiago 2004,2004-06-16,CSABA Bence/MONTEIRO Thiago,ERLANDSEN Geir/MOLDOVAN Istvan,4,0,"11,11,11,11|7,9,6,4",QF,GRAND_SLAM,MD,1683,Main Draw,CSABA Bence (CAN) / MONTEIRO Thiago (BRA),ERLANDSEN Geir (NOR) / MOLDOVAN Istvan (NOR)
Chile Open Santiago 2004,2004-06-16,CUMSILLE Sebastian/FERNANDEZ Emiliano,BRAVO Sergio/MANCIAT David,3,0,"12,12,11|10,10,1",QR32,GRAND_SLAM,MD,1683,Qualification,CUMSILLE Sebastian (CHI) / FERNANDEZ Emiliano (URU),BRAVO Sergio (CHI) / MANCIAT David (CHI)
Chile Open Santiago 2004,2004-06-16,CARLIER Andres/GAETE Pablo,CUMSILLE Sebastian/FERNANDEZ Emiliano,3,2,"11,11,7,7,11|9,8,11,11,6",QR16,GRAND_SLAM,MD,1683,Qualification,CARLIER Andres (CHI) / GAETE Pablo (CHI),CUMSILLE Sebastian (CHI) / FERNANDEZ Emiliano (URU)
Chile Open Santiago 2004,2004-06-16,NAVAS Marco/PINO Jonathan,CARTAGENA Christopher/CONTRERAS Matias,3,0,"12,11,11|10,5,9",QR16,GRAND_SLAM,MD,1683,Qualification,NAVAS Marco (VEN) / PINO Jonathan (VEN),CARTAGENA Christopher (CHI) / CONTRERAS Matias (CHI)
Chile Open Santiago 2004,2004-06-16,RODRIGUEZ Berta/VEGA Paulina,CONCHA Romina/SANHUEZA Javiera,4,0,"11,11,11,11|3,9,2,4",R16,GRAND_SLAM,WD,1683,Main Draw,RODRIGUEZ Berta (CHI) / VEGA Paulina (CHI),CONCHA Romina (CHI) / SANHUEZA Javiera (CHI)
Chile Open Santiago 2004,2004-06-16,CADA Petra/ROUSSY Marie-Christine,CASTILLO Camila/GOMEZ Giovanna,4,1,"11,11,4,11,11|4,3,11,3,6",R16,GRAND_SLAM,WD,1683,Main Draw,CADA Petra (CAN) / ROUSSY Marie-Christine (CAN),CASTILLO Camila (CHI) / GOMEZ Giovanna (CHI)
Chile Open Santiago 2004,2004-06-16,MEDINA Iizzwa/SILVA Ligia,DUARTE Paola/GATICA Karin,4,0,"11,11,11,11|9,1,3,3",R16,GRAND_SLAM,WD,1683,Main Draw,MEDINA Iizzwa (HON) / SILVA Ligia (BRA),DUARTE Paola (CHI) / GATICA Karin (CHI)
Chile Open Santiago 2004,2004-06-16,KRAMER Tanja/NEGRISOLI Laura,ARENAS Carmen Paz/CERON Ximena,4,0,"11,11,11,11|7,9,7,3",R16,GRAND_SLAM,WD,1683,Main Draw,KRAMER Tanja (GER) / NEGRISOLI Laura (ITA),ARENAS Carmen Paz (CHI) / CERON Ximena (CHI)
Chile Open Santiago 2004,2004-06-16,CAMPILLAY Beatriz/RUZ Angela,ARAYA Claudia/LOYOLA Fernanda,3,0,"11,11,11|3,9,6",QR16,GRAND_SLAM,WD,1683,Qualification,CAMPILLAY Beatriz (CHI) / RUZ Angela (CHI),ARAYA Claudia (CHI) / LOYOLA Fernanda (CHI)
Chile Open Santiago 2004,2004-06-16,BATORFI Csilla/TOTH Krisztina,ISLA Melissa/ISLA Yurisam,4,0,"11,11,11,11|3,2,4,4",R16,GRAND_SLAM,WD,1683,Main Draw,BATORFI Csilla (HUN) / TOTH Krisztina (HUN),ISLA Melissa (CHI) / ISLA Yurisam (CHI)
Chile Open Santiago 2004,2004-06-16,KERTAI Rita/LOVAS Petra,CAMPILLAY Beatriz/RUZ Angela,4,0,"14,11,11,11|12,3,3,6",R16,GRAND_SLAM,WD,1683,Main Draw,KERTAI Rita (HUN) / LOVAS Petra (HUN),CAMPILLAY Beatriz (CHI) / RUZ Angela (CHI)
Chile Open Santiago 2004,2004-06-16,FAZEKAS Maria/POTA Georgina,CASTELLANO Natalia/DURAN Blanca,4,0,"11,11,11,11|8,5,7,3",R16,GRAND_SLAM,WD,1683,Main Draw,FAZEKAS Maria (HUN) / POTA Georgina (HUN),CASTELLANO Natalia (CHI) / DURAN Blanca (CHI)
Chile Open Santiago 2004,2004-06-16,BATORFI Csilla/TOTH Krisztina,RODRIGUEZ Berta/VEGA Paulina,4,0,"11,11,11,11|5,7,7,6",QF,GRAND_SLAM,WD,1683,Main Draw,BATORFI Csilla (HUN) / TOTH Krisztina (HUN),RODRIGUEZ Berta (CHI) / VEGA Paulina (CHI)
Chile Open Santiago 2004,2004-06-16,KERTAI Rita/LOVAS Petra,CADA Petra/ROUSSY Marie-Christine,4,2,"7,11,10,11,13,11|11,2,12,7,11,8",QF,GRAND_SLAM,WD,1683,Main Draw,KERTAI Rita (HUN) / LOVAS Petra (HUN),CADA Petra (CAN) / ROUSSY Marie-Christine (CAN)
Chile Open Santiago 2004,2004-06-16,FAZEKAS Maria/POTA Georgina,KRAMER Tanja/NEGRISOLI Laura,4,2,"11,11,11,9,12,11|8,6,9,11,14,8",QF,GRAND_SLAM,WD,1683,Main Draw,FAZEKAS Maria (HUN) / POTA Georgina (HUN),KRAMER Tanja (GER) / NEGRISOLI Laura (ITA)
Chile Open Santiago 2004,2004-06-16,BATORFI Csilla/TOTH Krisztina,KERTAI Rita/LOVAS Petra,4,0,"11,11,11,11|9,7,8,4",SF,GRAND_SLAM,WD,1683,Main Draw,BATORFI Csilla (HUN) / TOTH Krisztina (HUN),KERTAI Rita (HUN) / LOVAS Petra (HUN)
Chile Open Santiago 2004,2004-06-16,BATORFI Csilla/TOTH Krisztina,STEFANOVA Nikoleta/TAN Wenling,4,2,"13,3,8,11,11,11|11,11,11,9,7,8",F,GRAND_SLAM,WD,1683,Main Draw,BATORFI Csilla (HUN) / TOTH Krisztina (HUN),STEFANOVA Nikoleta (ITA) / TAN Wenling (ITA)
Chile Open Santiago 2004,2004-06-16,STEFANOVA Nikoleta/TAN Wenling,MEDINA Iizzwa/SILVA Ligia,4,0,"11,11,11,11|7,4,7,7",QF,GRAND_SLAM,WD,1683,Main Draw,STEFANOVA Nikoleta (ITA) / TAN Wenling (ITA),MEDINA Iizzwa (HON) / SILVA Ligia (BRA)
Chile Open Santiago 2004,2004-06-16,STEFANOVA Nikoleta/TAN Wenling,FAZEKAS Maria/POTA Georgina,4,3,"11,11,5,2,8,11,11|7,7,11,11,11,8,7",SF,GRAND_SLAM,WD,1683,Main Draw,STEFANOVA Nikoleta (ITA) / TAN Wenling (ITA),FAZEKAS Maria (HUN) / POTA Georgina (HUN)
