tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MA Long,BOBOCICA Mihai,4,0,"11,11,11,11|9,5,5,5",R128,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,MA Long (CHN),BOBOCICA Mihai (ITA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HARIMOTO Tomokazu,LIAO Cheng-Ting,4,0,"11,12,11,12|7,10,8,10",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,HARIMOTO Tomokazu (JPN),LIAO Cheng-Ting (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PISTEJ Lubomir,LAKATOS Tamas,4,0,"11,11,11,11|5,7,9,7",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,LAKATOS Tamas (HUN),PISTEJ Lubomir (SVK)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIN Gaoyuan,ACHANTA Sharath,4,2,"11,11,11,8,11,11|13,9,7,11,8,4",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,LIN Gaoyuan (CHN),ACHANTA Sharath (IND)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,XU Xin,CALDERANO Hugo,4,1,"12,7,11,11,11|10,11,6,3,4",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,CALDERANO Hugo (BRA),XU Xin (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Sang Su,ZHANG Jike,4,1,"11,11,11,11,12|9,6,13,6,10",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,ZHANG Jike (CHN),LEE Sang Su (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SAMSONOV Vladimir,GIONIS Panagiotis,4,0,"11,11,11,11|6,5,7,5",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,GIONIS Panagiotis (GRE),SAMSONOV Vladimir (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,JEONG Sangeun,FEGERL Stefan,4,2,"12,8,11,9,11,11|10,11,6,11,5,1",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,JEONG Sangeun (KOR),FEGERL Stefan (AUT)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,WONG Chun Ting,KARLSSON Mattias,4,3,"10,9,11,11,11,12,11|12,11,5,8,7,14,3",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,KARLSSON Mattias (SWE),WONG Chun Ting (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,OVTCHAROV Dimitrij,SZOCS Hunor,4,3,"11,13,9,7,9,11,11|2,11,11,11,11,2,8",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,OVTCHAROV Dimitrij (GER),SZOCS Hunor (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NIWA Koki,GROTH Jonathan,4,2,"8,9,11,11,11,11|11,11,6,7,8,1",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,GROTH Jonathan (DEN),NIWA Koki (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FILUS Ruwen,NG Pak Nam,4,1,"11,8,11,11,11|6,11,5,2,5",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,NG Pak Nam (HKG),FILUS Ruwen (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong,SHIBAEV Alexander,4,1,"14,11,11,11,11|12,4,4,13,7",R32,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,SHIBAEV Alexander (RUS),FAN Zhendong (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MA Long,CHUANG Chih-Yuan,4,0,"11,13,11,11|8,11,1,6",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,MA Long (CHN),CHUANG Chih-Yuan (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,BOLL Timo,FREITAS Marcos,4,1,"5,11,15,11,11|11,7,13,9,6",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,FREITAS Marcos (POR),BOLL Timo (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HARIMOTO Tomokazu,PISTEJ Lubomir,4,1,"12,11,11,9,11|10,8,9,11,9",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,HARIMOTO Tomokazu (JPN),PISTEJ Lubomir (SVK)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,XU Xin,LIN Gaoyuan,4,3,"10,9,11,11,7,11,12|12,11,6,9,11,6,10",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,LIN Gaoyuan (CHN),XU Xin (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Sang Su,SAMSONOV Vladimir,4,0,"11,11,11,11|9,1,3,9",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,LEE Sang Su (KOR),SAMSONOV Vladimir (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,WONG Chun Ting,JEONG Sangeun,4,1,"11,13,11,6,11|7,11,8,11,7",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,JEONG Sangeun (KOR),WONG Chun Ting (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NIWA Koki,OVTCHAROV Dimitrij,4,3,"11,11,11,12,11,9,11|13,9,13,10,5,11,9",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,OVTCHAROV Dimitrij (GER),NIWA Koki (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong,FILUS Ruwen,4,2,"13,11,11,11,9,11|11,13,7,3,11,3",R16,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,FILUS Ruwen (GER),FAN Zhendong (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MA Long,BOLL Timo,4,2,"11,8,11,5,11,11|5,11,4,11,4,9",QF,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,MA Long (CHN),BOLL Timo (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,XU Xin,HARIMOTO Tomokazu,4,1,"11,6,11,11,11|9,11,6,8,4",QF,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,HARIMOTO Tomokazu (JPN),XU Xin (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Sang Su,WONG Chun Ting,4,1,"11,10,11,11,11|7,12,8,7,5",QF,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,LEE Sang Su (KOR),WONG Chun Ting (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong,NIWA Koki,4,1,"11,11,11,8,11|9,7,9,11,6",QF,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,NIWA Koki (JPN),FAN Zhendong (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MA Long,XU Xin,4,0,"11,11,11,11|6,9,9,3",SF,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,MA Long (CHN),XU Xin (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FAN Zhendong,LEE Sang Su,4,0,"11,11,11,11|6,9,6,1",SF,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,LEE Sang Su (KOR),FAN Zhendong (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MA Long,FAN Zhendong,4,3,"7,11,11,11,5,7,12|11,6,3,8,11,11,10",F,WORLD_CHAMPIONSHIPS,MS,472,Main Draw,MA Long (CHN),FAN Zhendong (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,TRIGOLOS Daria,4,0,"11,11,11,11|4,2,3,4",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),TRIGOLOS Daria (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,GROFOVA Karin,CIOBANU Irina,4,2,"11,12,7,9,11,12|5,10,11,11,9,10",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,GROFOVA Karin (CZE),CIOBANU Irina (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NI Xia Lian,MEDINA Paula,4,0,"11,11,11,11|6,4,2,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,NI Xia Lian (LUX),MEDINA Paula (COL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,POTA Georgina,BERGSTROM Linda,4,0,"11,11,11,11|8,8,3,5",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,BERGSTROM Linda (SWE),POTA Georgina (HUN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,WINTER Sabine,JEGER Mateja,4,1,"11,11,8,11,12|8,5,11,2,10",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,WINTER Sabine (GER),JEGER Mateja (CRO)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHANG Lily,MAI Trang,4,0,"11,11,11,11|5,8,8,4",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MAI Trang (VIE),ZHANG Lily (USA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ODOROVA Eva,RAMIREZ Sara,4,1,"11,7,11,11,11|7,11,6,9,4",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ODOROVA Eva (SVK),RAMIREZ Sara (ESP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LI Jie,KUKULKOVA Tatiana,4,0,"11,11,11,11|7,4,6,2",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KUKULKOVA Tatiana (SVK),LI Jie (NED)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SATO Hitomi,MUKHERJEE Ayhika,4,0,"11,11,11,11|4,5,4,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SATO Hitomi (JPN),MUKHERJEE Ayhika (IND)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHENG Hsien-Tzu,HELMY Yousra,4,0,"11,11,11,11|6,4,8,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HELMY Yousra (EGY),CHENG Hsien-Tzu (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KHETKHUAN Tamolwan,MAK Tze Wing,4,0,"11,11,12,11|5,8,10,4",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MAK Tze Wing (HKG),KHETKHUAN Tamolwan (THA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SAMARA Elizabeta,LUNG Lisa,4,1,"11,11,11,9,14|6,5,7,11,12",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LUNG Lisa (BEL),SAMARA Elizabeta (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MIKHAILOVA Polina,PARANANG Orawan,4,0,"11,12,11,12|6,10,4,10",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MIKHAILOVA Polina (RUS),PARANANG Orawan (THA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,RI Hyon Sim,GRZYBOWSKA-FRANC Katarzyna,4,0,"11,11,11,11|7,6,5,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,RI Hyon Sim (PRK),GRZYBOWSKA-FRANC Katarzyna (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NOSKOVA Yana,GALIC Alex,4,1,"9,11,11,11,12|11,9,9,6,10",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,NOSKOVA Yana (RUS),GALIC Alex (SLO)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ISHIKAWA Kasumi,KUMAHARA Luca,4,0,"11,11,11,11|2,7,2,8",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KUMAHARA Luca (BRA),ISHIKAWA Kasumi (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HIRANO Miu,OSHONAIKE Olufunke,4,0,"11,11,11,11|8,2,4,1",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HIRANO Miu (JPN),OSHONAIKE Olufunke (NGR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SAWETTABUT Suthasini,PICCOLIN Giorgia,4,0,"11,11,11,11|8,6,9,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,PICCOLIN Giorgia (ITA),SAWETTABUT Suthasini (THA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DIACONU Adina,MANTZ Chantal,4,2,"11,7,8,15,11,11|6,11,11,13,9,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DIACONU Adina (ROU),MANTZ Chantal (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHEN Szu-Yu,LOW Katherine,4,0,"11,11,11,11|5,1,4,5",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LOW Katherine (CHI),CHEN Szu-Yu (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,POLCANOVA Sofia,FAJMUT Manca,4,0,"11,12,11,11|4,10,8,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,POLCANOVA Sofia (AUT),FAJMUT Manca (SLO)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHANG Mo,TODOROVIC Andrea,4,0,"11,11,11,11|2,7,5,7",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,TODOROVIC Andrea (SRB),ZHANG Mo (CAN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,XIAO Maria,MITTELHAM Nina,4,0,"11,11,11,11|4,9,8,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,XIAO Maria (ESP),MITTELHAM Nina (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DOO Hoi Kem,ARLOUSKAYA Alina,4,0,"11,11,11,11|6,2,3,8",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ARLOUSKAYA Alina (BLR),DOO Hoi Kem (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,YU Mengyu,MORET Rachel,4,0,"11,11,11,11|5,8,4,1",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,YU Mengyu (SGP),MORET Rachel (SUI)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LANG Kristin,CAREY Charlotte,4,1,"11,11,7,11,11|5,7,11,7,8",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,CAREY Charlotte (WAL),LANG Kristin (GER)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Zion,LUPULESKU Izabela,4,3,"11,11,8,12,9,8,11|4,7,11,10,11,11,7",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LEE Zion (KOR),LUPULESKU Izabela (SRB)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,BILENKO Tetyana,ASCHWANDEN Rahel,4,0,"11,11,11,11|6,6,9,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ASCHWANDEN Rahel (SUI),BILENKO Tetyana (UKR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LEE Ho Ching,MARCHETTI Nathalie,4,0,"11,11,11,11|6,7,5,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LEE Ho Ching (HKG),MARCHETTI Nathalie (BEL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PARTYKA Natalia,CHASSELIN Pauline,4,1,"10,11,11,11,11|12,3,4,8,7",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,CHASSELIN Pauline (FRA),PARTYKA Natalia (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KOMWONG Nanthana,TOMANOVSKA Katerina,4,0,"15,14,11,11|13,12,6,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KOMWONG Nanthana (THA),TOMANOVSKA Katerina (CZE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,FENG Tianwei,VOROBEVA Olga,4,0,"11,11,11,11|5,4,7,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,VOROBEVA Olga (RUS),FENG Tianwei (SGP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHU Yuling,PETROVA Valeria,4,0,"11,11,11,11|3,5,3,2",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ZHU Yuling (MAC),PETROVA Valeria (EST)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DE NUTTE Sarah,HUANG Yu-Wen,4,3,"8,11,11,11,8,11,11|11,8,5,13,11,7,8",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HUANG Yu-Wen (TPE),DE NUTTE Sarah (LUX)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,BATRA Manika,KUSINSKA Klaudia,4,0,"11,11,11,11|6,6,3,5",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,BATRA Manika (IND),KUSINSKA Klaudia (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KIM Kyungah,YAREMCHUK Solomiya,4,0,"11,11,11,11|4,7,9,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,YAREMCHUK Solomiya (UKR),KIM Kyungah (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SOO Wai Yam,AMBRUS Krisztina,4,2,"11,11,12,7,11,11|7,5,10,11,13,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SOO Wai Yam (HKG),AMBRUS Krisztina (HUN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PAVLOVICH Viktoria,TOLIOU Aikaterini,4,0,"12,11,11,11|10,5,5,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,TOLIOU Aikaterini (GRE),PAVLOVICH Viktoria (BLR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,EERLAND Britt,SREBRNJAK Dorina,4,2,"11,11,27,11,7,11|5,5,29,8,11,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,EERLAND Britt (NED),SREBRNJAK Dorina (CRO)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ITO Mima,GUI Lin,4,3,"13,10,11,9,6,11,11|11,12,8,11,11,8,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,GUI Lin (BRA),ITO Mima (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Jia,DAS Mouma,4,1,"11,11,10,11,11|7,7,12,7,5",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LIU Jia (AUT),DAS Mouma (IND)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SZOCS Bernadette,LIU Yu-Hsin,4,3,"9,9,11,11,3,11,11|11,11,6,8,11,7,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LIU Yu-Hsin (TPE),SZOCS Bernadette (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DIAZ Adriana,OLIVEIRA Leila,4,0,"11,11,11,11|9,8,6,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DIAZ Adriana (PUR),OLIVEIRA Leila (POR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DODEAN Daniela,WANG Crystal,4,1,"11,10,11,11,11|7,12,6,6,6",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,WANG Crystal (USA),DODEAN Daniela (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CECHOVA Dana,EKHOLM Matilda,4,1,"15,5,12,13,13|13,11,10,11,11",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,EKHOLM Matilda (SWE),CECHOVA Dana (CZE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DVORAK Galia,WAN Yuan,4,1,"11,10,11,11,11|6,12,6,7,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,WAN Yuan (GER),DVORAK Galia (ESP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LAY Jian Fang,PATKAR Madhurika,4,0,"11,11,11,11|8,6,5,7",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LAY Jian Fang (AUS),PATKAR Madhurika (IND)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHEN Meng,TAILAKOVA Mariia,4,0,"11,11,11,11|3,4,2,2",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,TAILAKOVA Mariia (RUS),CHEN Meng (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHENG I-Ching,MESHREF Dina,4,0,"11,11,11,11|6,7,9,2",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,CHENG I-Ching (TPE),MESHREF Dina (EGY)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MU Zi,HAPONOVA Hanna,4,0,"11,11,11,11|7,9,7,1",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MU Zi (CHN),HAPONOVA Hanna (UKR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,YOO Eunchong,TAKAHASHI Bruna,4,0,"11,11,11,11|1,9,7,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,YOO Eunchong (KOR),TAKAHASHI Bruna (BRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LI Qian,STUCKYTE Egle,4,0,"11,11,11,15|3,5,6,13",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,STUCKYTE Egle (LTU),LI Qian (POL)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KATO Miyu,ZHANG Sofia-Xuan,4,0,"11,11,11,11|3,5,7,1",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KATO Miyu (JPN),ZHANG Sofia-Xuan (ESP)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NG Wing Nam,KALLBERG Christina,4,1,"11,11,11,6,11|5,7,6,11,5",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KALLBERG Christina (SWE),NG Wing Nam (HKG)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,RI Mi Gyong,GASNIER Laura,4,0,"11,11,13,11|7,8,11,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,RI Mi Gyong (PRK),GASNIER Laura (FRA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,YANG Ha Eun,GUFRANOVA Rimma,4,0,"11,11,11,12|3,3,4,10",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,GUFRANOVA Rimma (UZB),YANG Ha Eun (KOR)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SOLJA Petrissa,WU Yue,4,1,"11,11,11,8,11|5,8,7,11,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SOLJA Petrissa (GER),WU Yue (USA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PERGEL Szandra,GUAN Angela,4,1,"9,14,11,11,11|11,12,6,6,7",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,GUAN Angela (USA),PERGEL Szandra (HUN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,MADARASZ Dora,ZHOU Chuyi,4,0,"11,11,11,11|3,5,8,3",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MADARASZ Dora (HUN),ZHOU Chuyi (AZE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,KIM Song I,VIGNJEVIC Dragana,4,0,"12,11,11,11|10,7,7,9",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,VIGNJEVIC Dragana (SRB),KIM Song I (PRK)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SUH Hyo Won,ASHTARI Mahshid,4,1,"4,11,11,11,11|11,4,6,2,4",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SUH Hyo Won (KOR),ASHTARI Mahshid (IRI)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LOEUILLETTE Stephanie,MATELOVA Hana,4,2,"9,14,11,6,11,12|11,12,9,11,5,10",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,LOEUILLETTE Stephanie (FRA),MATELOVA Hana (CZE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,PASKAUSKIENE Ruta,VERMAAS Kim,4,1,"11,9,11,11,11|4,11,5,6,8",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,PASKAUSKIENE Ruta (LTU),VERMAAS Kim (NED)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LIU Shiwen,AVAMERI Airi,4,0,"11,11,11,11|2,2,3,5",R128,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,AVAMERI Airi (EST),LIU Shiwen (CHN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,DING Ning,GROFOVA Karin,4,0,"11,11,11,11|5,3,7,5",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DING Ning (CHN),GROFOVA Karin (CZE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,NI Xia Lian,POTA Georgina,4,1,"12,10,11,11,11|10,12,9,4,8",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,NI Xia Lian (LUX),POTA Georgina (HUN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHANG Lily,WINTER Sabine,4,3,"7,4,11,12,7,11,11|11,11,7,10,11,6,6",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,WINTER Sabine (GER),ZHANG Lily (USA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,LI Jie,ODOROVA Eva,4,1,"11,11,11,11,11|7,9,7,13,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,ODOROVA Eva (SVK),LI Jie (NED)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SATO Hitomi,CHENG Hsien-Tzu,4,0,"11,11,11,11|5,4,6,6",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,SATO Hitomi (JPN),CHENG Hsien-Tzu (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,SAMARA Elizabeta,KHETKHUAN Tamolwan,4,1,"12,11,11,9,11|10,4,2,11,5",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,KHETKHUAN Tamolwan (THA),SAMARA Elizabeta (ROU)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,RI Hyon Sim,MIKHAILOVA Polina,4,3,"12,12,12,10,11,11,11|10,10,14,12,13,9,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,MIKHAILOVA Polina (RUS),RI Hyon Sim (PRK)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ISHIKAWA Kasumi,NOSKOVA Yana,4,0,"11,11,11,11|3,6,3,4",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,NOSKOVA Yana (RUS),ISHIKAWA Kasumi (JPN)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,HIRANO Miu,SAWETTABUT Suthasini,4,0,"11,11,11,13|5,3,8,11",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,HIRANO Miu (JPN),SAWETTABUT Suthasini (THA)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,CHEN Szu-Yu,DIACONU Adina,4,0,"11,11,11,11|7,5,9,7",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,DIACONU Adina (ROU),CHEN Szu-Yu (TPE)
World Table Tennis Championships Dusseldorf 2017,2017-05-29,ZHANG Mo,POLCANOVA Sofia,4,1,"11,13,11,11,13|8,11,13,9,11",R64,WORLD_CHAMPIONSHIPS,WS,472,Main Draw,POLCANOVA Sofia (AUT),ZHANG Mo (CAN)
