tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
WTT Contender Rio de Janeiro 2023,2023-08-07,CHO Daeseong,AGUIRRE Marcelo,3,2,"6,13,11,7,11|11,11,6,11,8",QR1,WTT_CONTENDER,MS,2722,Qualification,CHO Daeseong (KOR),AGUIRRE Marcelo (PAR)
WTT Contender Rio de Janeiro 2023,2023-08-09,HURSEY Anna/KUKULKOVA Tatiana,VIVARELLI Debora/MONFARDINI Gaia,3,0,"11,12,11|7,10,7",QR2,WTT_CONTENDER,WD,2722,Qualification,HURSEY Anna/KUKULKOVA Tatiana (WAL/SVK),VIVARELLI Debora/MONFARDINI Gaia (ITA)
WTT Contender Rio de Janeiro 2023,2023-08-09,LEE Eunhye/YANG Ha Eun,HARTBRICH Leonie/DARI Helga,3,0,"11,11,11|8,5,2",QR2,WTT_CONTENDER,WD,2722,Qualification,LEE Eunhye/YANG Ha Eun (KOR),HARTBRICH Leonie/DARI Helga (HUN)
WTT Contender Rio de Janeiro 2023,2023-08-09,OIKAWA Mizuki/MATSUSHIMA Sora,DESAI Harmeet/GNANASEKARAN Sathiyan,3,2,"4,11,5,11,11|11,8,11,8,8",QR2,WTT_CONTENDER,MD,2722,Qualification,OIKAWA Mizuki/MATSUSHIMA Sora (JPN),DESAI Harmeet/GNANASEKARAN Sathiyan (IND)
WTT Contender Rio de Janeiro 2023,2023-08-09,ROSSI Carlo/OYEBODE John,AFANADOR Brian/GONZALEZ Daniel,3,1,"6,11,11,11|11,8,6,4",QR2,WTT_CONTENDER,MD,2722,Qualification,ROSSI Carlo/OYEBODE John (ITA),AFANADOR Brian/GONZALEZ Daniel (PUR)
WTT Contender Rio de Janeiro 2023,2023-08-09,LIND Anders/MAJOROS Bence,AGUIRRE Marcelo/TORANZOS Alejandro,3,0,"11,11,11|7,6,3",QR2,WTT_CONTENDER,MD,2722,Qualification,LIND Anders/MAJOROS Bence (DEN/HUN),AGUIRRE Marcelo/TORANZOS Alejandro (PAR)
WTT Contender Rio de Janeiro 2023,2023-08-09,PENG Wang-Wei/KAO Cheng-Jui,PRADELLA Thiago/CARVALHO Lucas,3,0,"11,11,11|6,1,5",QR2,WTT_CONTENDER,MD,2722,Qualification,PENG Wang-Wei/KAO Cheng-Jui (TPE),PRADELLA Thiago/CARVALHO Lucas (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-09,ZARIF Audrey/ZHANG Sofia-Xuan,SCHOLZ Vivien/MISCHEK Karoline,3,0,"11,11,11|0,0,0",QR2,WTT_CONTENDER,WD,2722,Qualification,ZARIF Audrey/ZHANG Sofia-Xuan (FRA/ESP),SCHOLZ Vivien/MISCHEK Karoline (LUX/AUT)
WTT Contender Rio de Janeiro 2023,2023-08-10,KAO Cheng-Jui,CHO Daeseong,3,2,"11,11,6,7,11|8,9,11,11,9",R32,WTT_CONTENDER,MS,2722,Main Draw,KAO Cheng-Jui (TPE),CHO Daeseong (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-10,PESOTSKA Margaryta,KUKULKOVA Tatiana,3,0,"13,11,11|11,7,8",R32,WTT_CONTENDER,WS,2722,Main Draw,PESOTSKA Margaryta (UKR),KUKULKOVA Tatiana (SVK)
WTT Contender Rio de Janeiro 2023,2023-08-10,SZOCS Bernadette,XIAO Maria,3,1,"8,11,11,11|11,9,9,9",R32,WTT_CONTENDER,WS,2722,Main Draw,SZOCS Bernadette (ROU),XIAO Maria (ESP)
WTT Contender Rio de Janeiro 2023,2023-08-10,DIAZ Adriana,MATELOVA Hana,3,1,"6,11,11,12|11,6,8,10",R32,WTT_CONTENDER,WS,2722,Main Draw,DIAZ Adriana (PUR),MATELOVA Hana (CZE)
WTT Contender Rio de Janeiro 2023,2023-08-10,LEE Sang Su/CHO Daeseong,PENG Wang-Wei/KAO Cheng-Jui,3,1,"11,11,11,11|13,6,5,9",R16,WTT_CONTENDER,MD,2722,Main Draw,LEE Sang Su/CHO Daeseong (KOR),PENG Wang-Wei/KAO Cheng-Jui (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-10,JEON Jihee,YANG Ha Eun,3,1,"9,11,11,11|11,7,8,6",R32,WTT_CONTENDER,WS,2722,Main Draw,JEON Jihee (KOR),YANG Ha Eun (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHEN Szu-Yu,TAKAHASHI Giulia,3,1,"11,8,11,11|7,11,8,3",R32,WTT_CONTENDER,WS,2722,Main Draw,CHEN Szu-Yu (TPE),TAKAHASHI Giulia (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,AN Jaehyun/LIM Jonghoon,ALLEGRO Martin/RASSENFOSSE Adrien,3,1,"11,11,9,11|6,5,11,9",R16,WTT_CONTENDER,MD,2722,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),ALLEGRO Martin/RASSENFOSSE Adrien (BEL)
WTT Contender Rio de Janeiro 2023,2023-08-10,ISHIY Vitor,KARLSSON Kristian,3,2,"12,2,8,11,12|10,11,11,7,10",R32,WTT_CONTENDER,MS,2722,Main Draw,ISHIY Vitor (BRA),KARLSSON Kristian (SWE)
WTT Contender Rio de Janeiro 2023,2023-08-10,OIKAWA Mizuki/MATSUSHIMA Sora,HUANG Yan-Cheng/LIAO Cheng-Ting,3,0,"11,11,12|8,6,10",R16,WTT_CONTENDER,MD,2722,Main Draw,OIKAWA Mizuki/MATSUSHIMA Sora (JPN),HUANG Yan-Cheng/LIAO Cheng-Ting (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-10,FRANZISKA Patrick,TEODORO Guilherme,3,0,"11,11,14|5,4,12",R32,WTT_CONTENDER,MS,2722,Main Draw,FRANZISKA Patrick (GER),TEODORO Guilherme (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHENG I-Ching/LI Yu-Jhun,HURSEY Anna/KUKULKOVA Tatiana,3,2,"3,11,7,11,11|11,3,11,8,7",R16,WTT_CONTENDER,WD,2722,Main Draw,CHENG I-Ching/LI Yu-Jhun (TPE),HURSEY Anna/KUKULKOVA Tatiana (WAL/SVK)
WTT Contender Rio de Janeiro 2023,2023-08-10,KIM Hayeong/YOON Hyobin,DE NUTTE Sarah/GONDERINGER Tessy,3,0,"12,11,11|10,2,9",R16,WTT_CONTENDER,WD,2722,Main Draw,KIM Hayeong/YOON Hyobin (KOR),DE NUTTE Sarah/GONDERINGER Tessy (LUX)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHO Seungmin,CALDERANO Hugo,3,1,"5,13,11,11|11,11,3,9",R32,WTT_CONTENDER,MS,2722,Main Draw,CHO Seungmin (KOR),CALDERANO Hugo (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,GAUZY Simon,PISTEJ Lubomir,3,2,"11,11,10,7,11|6,5,12,11,6",R32,WTT_CONTENDER,MS,2722,Main Draw,GAUZY Simon (FRA),PISTEJ Lubomir (SVK)
WTT Contender Rio de Janeiro 2023,2023-08-10,BERGSTROM Linda/KALLBERG Christina,XIAO Maria/ZHANG Lily,3,0,"11,11,11|9,7,7",R16,WTT_CONTENDER,WD,2722,Main Draw,BERGSTROM Linda/KALLBERG Christina (SWE),XIAO Maria/ZHANG Lily (ESP/USA)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHOI Hyojoo/KIM Nayeong,DIAZ Adriana/DIAZ Melanie,3,0,"11,11,11|6,8,3",R16,WTT_CONTENDER,WD,2722,Main Draw,CHOI Hyojoo/KIM Nayeong (KOR),DIAZ Adriana/DIAZ Melanie (PUR)
WTT Contender Rio de Janeiro 2023,2023-08-10,TAKAHASHI Bruna,SAMARA Elizabeta,3,1,"12,14,11,11|14,12,5,7",R32,WTT_CONTENDER,WS,2722,Main Draw,TAKAHASHI Bruna (BRA),SAMARA Elizabeta (ROU)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHUANG Chih-Yuan,WALTHER Ricardo,3,1,"11,11,6,11|8,3,11,7",R32,WTT_CONTENDER,MS,2722,Main Draw,CHUANG Chih-Yuan (TPE),WALTHER Ricardo (GER)
WTT Contender Rio de Janeiro 2023,2023-08-10,JANG Woojin,ROBLES Alvaro,3,1,"11,11,9,11|3,6,11,5",R32,WTT_CONTENDER,MS,2722,Main Draw,JANG Woojin (KOR),ROBLES Alvaro (ESP)
WTT Contender Rio de Janeiro 2023,2023-08-10,COSSIO ACEVES Arantxa,ALEXANDRE Bruna,3,0,"11,11,11|9,3,7",R32,WTT_CONTENDER,WS,2722,Main Draw,COSSIO ACEVES Arantxa (MEX),ALEXANDRE Bruna (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,PAVADE Prithika,DE NUTTE Sarah,3,1,"14,10,11,12|12,12,5,10",R32,WTT_CONTENDER,WS,2722,Main Draw,PAVADE Prithika (FRA),DE NUTTE Sarah (LUX)
WTT Contender Rio de Janeiro 2023,2023-08-10,OIKAWA Mizuki,AN Jaehyun,3,2,"11,11,2,11,11|9,7,11,13,3",R32,WTT_CONTENDER,MS,2722,Main Draw,OIKAWA Mizuki (JPN),AN Jaehyun (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-10,ZENG Jian,ZHANG Lily,3,2,"11,5,11,11,11|6,11,13,9,8",R32,WTT_CONTENDER,WS,2722,Main Draw,ZENG Jian (SGP),ZHANG Lily (USA)
WTT Contender Rio de Janeiro 2023,2023-08-10,KIM Nayeong,KAUFMANN Annett,3,0,"11,11,11|4,4,9",R32,WTT_CONTENDER,WS,2722,Main Draw,KIM Nayeong (KOR),KAUFMANN Annett (GER)
WTT Contender Rio de Janeiro 2023,2023-08-10,ISHIY Vitor/JOUTI Eric,PISTEJ Lubomir/ECSEKI Nandor,3,0,"11,13,11|9,11,8",R16,WTT_CONTENDER,MD,2722,Main Draw,ISHIY Vitor/JOUTI Eric (BRA),PISTEJ Lubomir/ECSEKI Nandor (SVK/HUN)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHO Seungmin/OH Junsung,KARLSSON Kristian/FALCK Mattias,3,2,"11,6,7,16,11|6,11,11,14,7",R16,WTT_CONTENDER,MD,2722,Main Draw,CHO Seungmin/OH Junsung (KOR),KARLSSON Kristian/FALCK Mattias (SWE)
WTT Contender Rio de Janeiro 2023,2023-08-10,BERGSTROM Linda,BRATEYKO Solomiya,3,1,"11,5,11,11|4,11,1,9",R32,WTT_CONTENDER,WS,2722,Main Draw,BERGSTROM Linda (SWE),BRATEYKO Solomiya (UKR)
WTT Contender Rio de Janeiro 2023,2023-08-10,PITCHFORD Liam/DRINKHALL Paul,ISHIDA Carlos/TEODORO Guilherme,3,2,"11,7,11,8,12|6,11,5,11,10",R16,WTT_CONTENDER,MD,2722,Main Draw,PITCHFORD Liam/DRINKHALL Paul (ENG),ISHIDA Carlos/TEODORO Guilherme (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,ALTO Gaston/CIFUENTES Horacio,LIND Anders/MAJOROS Bence,3,2,"7,11,6,11,11|11,8,11,7,7",R16,WTT_CONTENDER,MD,2722,Main Draw,ALTO Gaston/CIFUENTES Horacio (ARG),LIND Anders/MAJOROS Bence (DEN/HUN)
WTT Contender Rio de Janeiro 2023,2023-08-10,LEE Zion,CHENG I-Ching,3,1,"6,11,11,12|11,8,9,10",R32,WTT_CONTENDER,WS,2722,Main Draw,LEE Zion (KOR),CHENG I-Ching (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-10,QIU Dang,GERALDO Joao,3,1,"12,11,9,12|10,7,11,10",R32,WTT_CONTENDER,MS,2722,Main Draw,QIU Dang (GER),GERALDO Joao (POR)
WTT Contender Rio de Janeiro 2023,2023-08-10,SZOCS Bernadette/SAMARA Elizabeta,BALAZOVA Barbora/MATELOVA Hana,3,1,"11,11,9,14|6,7,11,12",R16,WTT_CONTENDER,WD,2722,Main Draw,SZOCS Bernadette/SAMARA Elizabeta (ROU),BALAZOVA Barbora/MATELOVA Hana (SVK/CZE)
WTT Contender Rio de Janeiro 2023,2023-08-10,LEE Eunhye/YANG Ha Eun,ZARIF Audrey/ZHANG Sofia-Xuan,3,0,"11,11,14|4,9,12",R16,WTT_CONTENDER,WD,2722,Main Draw,LEE Eunhye/YANG Ha Eun (KOR),ZARIF Audrey/ZHANG Sofia-Xuan (FRA/ESP)
WTT Contender Rio de Janeiro 2023,2023-08-10,LEE Sang Su,GROTH Jonathan,3,1,"7,11,11,11|11,9,1,5",R32,WTT_CONTENDER,MS,2722,Main Draw,LEE Sang Su (KOR),GROTH Jonathan (DEN)
WTT Contender Rio de Janeiro 2023,2023-08-10,WANG Yang,APOLONIA Tiago,3,2,"10,11,11,8,13|12,9,8,11,11",R32,WTT_CONTENDER,MS,2722,Main Draw,WANG Yang (SVK),APOLONIA Tiago (POR)
WTT Contender Rio de Janeiro 2023,2023-08-10,SHIN Yubin/JEON Jihee,TAKAHASHI Bruna/TAKAHASHI Giulia,3,2,"8,11,11,5,11|11,2,8,11,5",R16,WTT_CONTENDER,WD,2722,Main Draw,SHIN Yubin/JEON Jihee (KOR),TAKAHASHI Bruna/TAKAHASHI Giulia (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,CHEN Szu-Yu/HUANG Yi-Hua,LUTZ Camille/PAVADE Prithika,3,1,"8,11,11,11|11,7,8,9",R16,WTT_CONTENDER,WD,2722,Main Draw,CHEN Szu-Yu/HUANG Yi-Hua (TPE),LUTZ Camille/PAVADE Prithika (FRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,PUCAR Tomislav,DESAI Harmeet,3,0,"11,12,11|6,10,7",R32,WTT_CONTENDER,MS,2722,Main Draw,PUCAR Tomislav (CRO),DESAI Harmeet (IND)
WTT Contender Rio de Janeiro 2023,2023-08-10,FALCK Mattias,LIND Anders,3,0,"11,11,11|9,4,5",R32,WTT_CONTENDER,MS,2722,Main Draw,FALCK Mattias (SWE),LIND Anders (DEN)
WTT Contender Rio de Janeiro 2023,2023-08-10,OVTCHAROV Dimitrij,PITCHFORD Liam,3,2,"6,13,13,6,13|11,11,11,11,11",R32,WTT_CONTENDER,MS,2722,Main Draw,OVTCHAROV Dimitrij (GER),PITCHFORD Liam (ENG)
WTT Contender Rio de Janeiro 2023,2023-08-10,BURGOS Nicolas/GOMEZ Gustavo,ROSSI Carlo/OYEBODE John,3,0,"11,11,11|0,0,0",R16,WTT_CONTENDER,MD,2722,Main Draw,BURGOS Nicolas/GOMEZ Gustavo (CHI),ROSSI Carlo/OYEBODE John (ITA)
WTT Contender Rio de Janeiro 2023,2023-08-10,HAYATA Hina,CHOI Hyojoo,3,0,"11,11,11|9,6,5",R32,WTT_CONTENDER,WS,2722,Main Draw,HAYATA Hina (JPN),CHOI Hyojoo (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-10,LEE Eunhye,HUANG Yi-Hua,3,2,"11,11,6,9,11|8,7,11,11,6",R32,WTT_CONTENDER,WS,2722,Main Draw,LEE Eunhye (KOR),HUANG Yi-Hua (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-10,LI Yu-Jhun,WATANABE Laura,3,0,"11,11,11|9,6,6",R32,WTT_CONTENDER,WS,2722,Main Draw,LI Yu-Jhun (TPE),WATANABE Laura (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,MATSUSHIMA Sora,FREITAS Marcos,3,1,"11,7,11,11|7,11,4,9",R32,WTT_CONTENDER,MS,2722,Main Draw,MATSUSHIMA Sora (JPN),FREITAS Marcos (POR)
WTT Contender Rio de Janeiro 2023,2023-08-10,KALLBERG Christina,AKULA Sreeja,3,1,"10,11,11,11|12,5,6,5",R32,WTT_CONTENDER,WS,2722,Main Draw,KALLBERG Christina (SWE),AKULA Sreeja (IND)
WTT Contender Rio de Janeiro 2023,2023-08-10,ROLLAND Jules,AKKUZU Can,3,0,"11,12,11|9,10,5",R32,WTT_CONTENDER,MS,2722,Main Draw,ROLLAND Jules (FRA),AKKUZU Can (FRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,ROBLES Alvaro/XIAO Maria,LIANG Jishan/ZHANG Lily,3,2,"10,11,11,9,12|12,9,5,11,10",R16,WTT_CONTENDER,XD,2722,Main Draw,ROBLES Alvaro/XIAO Maria (ESP),LIANG Jishan/ZHANG Lily (USA)
WTT Contender Rio de Janeiro 2023,2023-08-10,JANG Woojin/JEON Jihee,AFANADOR Brian/DIAZ Adriana,3,1,"12,11,11,11|10,2,13,4",R16,WTT_CONTENDER,XD,2722,Main Draw,JANG Woojin/JEON Jihee (KOR),AFANADOR Brian/DIAZ Adriana (PUR)
WTT Contender Rio de Janeiro 2023,2023-08-10,TEODORO Guilherme/TAKAHASHI Giulia,PISTEJ Lubomir/BALAZOVA Barbora,3,1,"11,11,8,11|6,7,11,7",R16,WTT_CONTENDER,XD,2722,Main Draw,TEODORO Guilherme/TAKAHASHI Giulia (BRA),PISTEJ Lubomir/BALAZOVA Barbora (SVK)
WTT Contender Rio de Janeiro 2023,2023-08-10,ECSEKI Nandor/MADARASZ Dora,WANG Yang/KUKULKOVA Tatiana,3,1,"5,11,11,11|11,4,8,3",R16,WTT_CONTENDER,XD,2722,Main Draw,ECSEKI Nandor/MADARASZ Dora (HUN),WANG Yang/KUKULKOVA Tatiana (SVK)
WTT Contender Rio de Janeiro 2023,2023-08-10,LIM Jonghoon/SHIN Yubin,BURGOS Nicolas/VEGA Paulina,3,0,"12,11,11|10,5,8",R16,WTT_CONTENDER,XD,2722,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),BURGOS Nicolas/VEGA Paulina (CHI)
WTT Contender Rio de Janeiro 2023,2023-08-10,IONESCU Ovidiu/SZOCS Bernadette,GOMEZ Gustavo/ORTEGA Daniela,3,0,"11,11,11|4,6,9",R16,WTT_CONTENDER,XD,2722,Main Draw,IONESCU Ovidiu/SZOCS Bernadette (ROU),GOMEZ Gustavo/ORTEGA Daniela (CHI)
WTT Contender Rio de Janeiro 2023,2023-08-10,ISHIY Vitor/TAKAHASHI Bruna,ISHIDA Carlos/STRASSBURGER Victoria,3,0,"11,11,11|6,3,5",R16,WTT_CONTENDER,XD,2722,Main Draw,ISHIY Vitor/TAKAHASHI Bruna (BRA),ISHIDA Carlos/STRASSBURGER Victoria (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-10,GAUZY Simon/PAVADE Prithika,OYEBODE John/MONFARDINI Gaia,3,0,"11,11,11|6,5,5",R16,WTT_CONTENDER,XD,2722,Main Draw,GAUZY Simon/PAVADE Prithika (FRA),OYEBODE John/MONFARDINI Gaia (ITA)
WTT Contender Rio de Janeiro 2023,2023-08-11,ROBLES Alvaro/XIAO Maria,TEODORO Guilherme/TAKAHASHI Giulia,3,1,"8,11,11,11|11,6,9,4",SF,WTT_CONTENDER,XD,2722,Main Draw,ROBLES Alvaro/XIAO Maria (ESP),TEODORO Guilherme/TAKAHASHI Giulia (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,LIM Jonghoon/SHIN Yubin,JANG Woojin/JEON Jihee,3,0,"11,11,11|5,4,4",SF,WTT_CONTENDER,XD,2722,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),JANG Woojin/JEON Jihee (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-11,CHUANG Chih-Yuan,OIKAWA Mizuki,3,2,"11,9,6,11,11|9,11,11,6,9",R16,WTT_CONTENDER,MS,2722,Main Draw,CHUANG Chih-Yuan (TPE),OIKAWA Mizuki (JPN)
WTT Contender Rio de Janeiro 2023,2023-08-11,KIM Nayeong,DIAZ Adriana,3,1,"11,7,11,11|8,11,5,9",R16,WTT_CONTENDER,WS,2722,Main Draw,KIM Nayeong (KOR),DIAZ Adriana (PUR)
WTT Contender Rio de Janeiro 2023,2023-08-11,FALCK Mattias,PUCAR Tomislav,3,2,"14,8,11,11,11|16,11,2,9,8",R16,WTT_CONTENDER,MS,2722,Main Draw,FALCK Mattias (SWE),PUCAR Tomislav (CRO)
WTT Contender Rio de Janeiro 2023,2023-08-11,CHEN Szu-Yu,COSSIO ACEVES Arantxa,3,0,"11,11,12|8,5,10",R16,WTT_CONTENDER,WS,2722,Main Draw,CHEN Szu-Yu (TPE),COSSIO ACEVES Arantxa (MEX)
WTT Contender Rio de Janeiro 2023,2023-08-11,TAKAHASHI Bruna,LI Yu-Jhun,3,2,"10,11,5,11,11|12,7,11,7,7",R16,WTT_CONTENDER,WS,2722,Main Draw,TAKAHASHI Bruna (BRA),LI Yu-Jhun (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-11,LEE Sang Su/CHO Daeseong,BURGOS Nicolas/GOMEZ Gustavo,3,0,"11,12,11|9,10,5",QF,WTT_CONTENDER,MD,2722,Main Draw,LEE Sang Su/CHO Daeseong (KOR),BURGOS Nicolas/GOMEZ Gustavo (CHI)
WTT Contender Rio de Janeiro 2023,2023-08-11,BERGSTROM Linda/KALLBERG Christina,LEE Eunhye/YANG Ha Eun,3,1,"11,4,11,11|9,11,6,7",QF,WTT_CONTENDER,WD,2722,Main Draw,BERGSTROM Linda/KALLBERG Christina (SWE),LEE Eunhye/YANG Ha Eun (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-11,QIU Dang,ISHIY Vitor,3,0,"11,11,11|5,9,1",R16,WTT_CONTENDER,MS,2722,Main Draw,QIU Dang (GER),ISHIY Vitor (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,CHOI Hyojoo/KIM Nayeong,CHENG I-Ching/LI Yu-Jhun,3,1,"8,11,11,11|11,8,5,8",QF,WTT_CONTENDER,WD,2722,Main Draw,CHOI Hyojoo/KIM Nayeong (KOR),CHENG I-Ching/LI Yu-Jhun (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-11,ALTO Gaston/CIFUENTES Horacio,ISHIY Vitor/JOUTI Eric,3,2,"12,10,5,13,12|10,12,11,11,10",QF,WTT_CONTENDER,MD,2722,Main Draw,ALTO Gaston/CIFUENTES Horacio (ARG),ISHIY Vitor/JOUTI Eric (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,CHO Seungmin,GAUZY Simon,3,2,"12,4,14,3,11|10,11,12,11,4",R16,WTT_CONTENDER,MS,2722,Main Draw,CHO Seungmin (KOR),GAUZY Simon (FRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,SZOCS Bernadette,PESOTSKA Margaryta,3,1,"8,11,11,11|11,4,8,7",R16,WTT_CONTENDER,WS,2722,Main Draw,SZOCS Bernadette (ROU),PESOTSKA Margaryta (UKR)
WTT Contender Rio de Janeiro 2023,2023-08-11,BERGSTROM Linda,ZENG Jian,3,1,"13,8,11,11|11,11,8,5",R16,WTT_CONTENDER,WS,2722,Main Draw,BERGSTROM Linda (SWE),ZENG Jian (SGP)
WTT Contender Rio de Janeiro 2023,2023-08-11,FRANZISKA Patrick,WANG Yang,3,1,"11,11,9,11|6,7,11,5",R16,WTT_CONTENDER,MS,2722,Main Draw,FRANZISKA Patrick (GER),WANG Yang (SVK)
WTT Contender Rio de Janeiro 2023,2023-08-11,OVTCHAROV Dimitrij,KAO Cheng-Jui,3,0,"11,12,11|4,10,6",R16,WTT_CONTENDER,MS,2722,Main Draw,OVTCHAROV Dimitrij (GER),KAO Cheng-Jui (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-11,HAYATA Hina,KALLBERG Christina,3,0,"11,11,12|6,9,10",R16,WTT_CONTENDER,WS,2722,Main Draw,HAYATA Hina (JPN),KALLBERG Christina (SWE)
WTT Contender Rio de Janeiro 2023,2023-08-11,LIM Jonghoon/SHIN Yubin,IONESCU Ovidiu/SZOCS Bernadette,3,0,"13,11,11|11,4,2",QF,WTT_CONTENDER,XD,2722,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),IONESCU Ovidiu/SZOCS Bernadette (ROU)
WTT Contender Rio de Janeiro 2023,2023-08-11,TEODORO Guilherme/TAKAHASHI Giulia,ISHIY Vitor/TAKAHASHI Bruna,3,2,"11,11,11,7,17|7,8,13,11,15",QF,WTT_CONTENDER,XD,2722,Main Draw,TEODORO Guilherme/TAKAHASHI Giulia (BRA),ISHIY Vitor/TAKAHASHI Bruna (BRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,JANG Woojin/JEON Jihee,GAUZY Simon/PAVADE Prithika,3,0,"11,11,11|3,8,9",QF,WTT_CONTENDER,XD,2722,Main Draw,JANG Woojin/JEON Jihee (KOR),GAUZY Simon/PAVADE Prithika (FRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,ROBLES Alvaro/XIAO Maria,ECSEKI Nandor/MADARASZ Dora,3,0,"11,11,11|5,3,7",QF,WTT_CONTENDER,XD,2722,Main Draw,ROBLES Alvaro/XIAO Maria (ESP),ECSEKI Nandor/MADARASZ Dora (HUN)
WTT Contender Rio de Janeiro 2023,2023-08-11,MATSUSHIMA Sora,LEE Sang Su,3,1,"9,11,13,11|11,8,11,9",R16,WTT_CONTENDER,MS,2722,Main Draw,MATSUSHIMA Sora (JPN),LEE Sang Su (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-11,SHIN Yubin/JEON Jihee,CHEN Szu-Yu/HUANG Yi-Hua,3,0,"11,11,11|4,7,6",QF,WTT_CONTENDER,WD,2722,Main Draw,SHIN Yubin/JEON Jihee (KOR),CHEN Szu-Yu/HUANG Yi-Hua (TPE)
WTT Contender Rio de Janeiro 2023,2023-08-11,SZOCS Bernadette/SAMARA Elizabeta,KIM Hayeong/YOON Hyobin,3,0,"13,11,11|11,6,7",QF,WTT_CONTENDER,WD,2722,Main Draw,SZOCS Bernadette/SAMARA Elizabeta (ROU),KIM Hayeong/YOON Hyobin (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-11,JANG Woojin,ROLLAND Jules,3,1,"11,10,11,11|3,12,8,6",R16,WTT_CONTENDER,MS,2722,Main Draw,JANG Woojin (KOR),ROLLAND Jules (FRA)
WTT Contender Rio de Janeiro 2023,2023-08-11,AN Jaehyun/LIM Jonghoon,PITCHFORD Liam/DRINKHALL Paul,3,2,"11,6,11,12,11|8,11,4,14,9",QF,WTT_CONTENDER,MD,2722,Main Draw,AN Jaehyun/LIM Jonghoon (KOR),PITCHFORD Liam/DRINKHALL Paul (ENG)
WTT Contender Rio de Janeiro 2023,2023-08-11,LEE Eunhye,LEE Zion,3,1,"11,4,11,12|2,11,4,10",R16,WTT_CONTENDER,WS,2722,Main Draw,LEE Eunhye (KOR),LEE Zion (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-11,PAVADE Prithika,JEON Jihee,3,2,"4,13,11,11,11|11,15,8,6,9",R16,WTT_CONTENDER,WS,2722,Main Draw,PAVADE Prithika (FRA),JEON Jihee (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-11,CHO Seungmin/OH Junsung,OIKAWA Mizuki/MATSUSHIMA Sora,3,2,"11,8,11,6,11|5,11,6,11,8",QF,WTT_CONTENDER,MD,2722,Main Draw,CHO Seungmin/OH Junsung (KOR),OIKAWA Mizuki/MATSUSHIMA Sora (JPN)
WTT Contender Rio de Janeiro 2023,2023-08-12,LIM Jonghoon/SHIN Yubin,ROBLES Alvaro/XIAO Maria,3,1,"11,12,8,11|9,10,11,4",F,WTT_CONTENDER,XD,2722,Main Draw,LIM Jonghoon/SHIN Yubin (KOR),ROBLES Alvaro/XIAO Maria (ESP)
WTT Contender Rio de Janeiro 2023,2023-08-12,MATSUSHIMA Sora,CHO Seungmin,3,2,"19,7,11,8,13|17,11,6,11,11",SF,WTT_CONTENDER,MS,2722,Main Draw,MATSUSHIMA Sora (JPN),CHO Seungmin (KOR)
WTT Contender Rio de Janeiro 2023,2023-08-12,BERGSTROM Linda,TAKAHASHI Bruna,3,1,"11,8,11,11|6,11,8,6",SF,WTT_CONTENDER,WS,2722,Main Draw,BERGSTROM Linda (SWE),TAKAHASHI Bruna (BRA)
