tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
World Table Tennis Championships Suzhou 2015,2015-04-26,FILIMON Andrei/SAMARA Elizabeta,JAFAROV Ramil/IMANOVA Maryam,4,0,"11,11,11,11|8,5,4,2",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,FILIMON Andrei (ROU) / SAMARA Elizabeta (ROU),JAFAROV Ramil (AZE) / IMANOVA Maryam (AZE)
World Table Tennis Championships Suzhou 2015,2015-04-26,IONESCU Ovidiu/SZOCS Bernadette,CHUANG Chih-Yuan/CHENG I-Ching,4,2,"11,11,5,8,11,11|6,3,11,11,7,4",R64,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,IONESCU Ovidiu (ROU) / SZOCS Bernadette (ROU),CHUANG Chih-Yuan (TPE) / CHENG I-Ching (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,VLASOV Grigory/NOSKOVA Yana,FILIMON Andrei/SAMARA Elizabeta,4,2,"11,11,5,11,4,11|5,7,11,8,11,8",R64,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,VLASOV Grigory (RUS) / NOSKOVA Yana (RUS),FILIMON Andrei (ROU) / SAMARA Elizabeta (ROU)
World Table Tennis Championships Suzhou 2015,2015-04-26,LIVENTSOV Alexey/PAIKOV Mikhail,ALAMIAN Nima/ALAMIYAN Noshad,4,3,"8,12,11,6,11,11,11|11,14,7,11,2,7,8",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS),ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Diogo/FREITAS Marcos,LIVENTSOV Alexey/PAIKOV Mikhail,4,3,"11,8,11,13,12,5,11|8,11,9,11,14,11,4",R32,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,CHEN Diogo (POR) / FREITAS Marcos (POR),LIVENTSOV Alexey (RUS) / PAIKOV Mikhail (RUS)
World Table Tennis Championships Suzhou 2015,2015-04-26,NOSKOVA Yana/PROKHOROVA Yulia,LI Isabelle Siyun/LIM Eunice,4,0,"11,11,13,11|6,9,11,6",R64,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,NOSKOVA Yana (RUS) / PROKHOROVA Yulia (RUS),LI Isabelle Siyun (SGP) / LIM Eunice (SGP)
World Table Tennis Championships Suzhou 2015,2015-04-26,DING Ning/LI Xiaoxia,NOSKOVA Yana/PROKHOROVA Yulia,4,0,"11,11,11,12|5,2,4,10",R32,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,DING Ning (CHN) / LI Xiaoxia (CHN),NOSKOVA Yana (RUS) / PROKHOROVA Yulia (RUS)
World Table Tennis Championships Suzhou 2015,2015-04-26,LIVENTSOV Alexey/PROKHOROVA Yulia,IBRAHIM Muhd Shakirin/LEE Rou You,4,0,"11,11,11,11|9,5,6,6",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,LIVENTSOV Alexey (RUS) / PROKHOROVA Yulia (RUS),IBRAHIM Muhd Shakirin (MAS) / LEE Rou You (MAS)
World Table Tennis Championships Suzhou 2015,2015-04-26,LIVENTSOV Alexey/PROKHOROVA Yulia,GERALDO Joao/FINS Rita,4,0,"11,11,11,11|5,5,6,8",R64,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,LIVENTSOV Alexey (RUS) / PROKHOROVA Yulia (RUS),GERALDO Joao (POR) / FINS Rita (POR)
World Table Tennis Championships Suzhou 2015,2015-04-26,LIVENTSOV Alexey/PROKHOROVA Yulia,KOLAREK Tomislav/TIAN Yuan,4,3,"12,3,11,11,10,10,11|10,11,8,1,12,12,4",R32,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,LIVENTSOV Alexey (RUS) / PROKHOROVA Yulia (RUS),KOLAREK Tomislav (CRO) / TIAN Yuan (CRO)
World Table Tennis Championships Suzhou 2015,2015-04-26,PETO Zsolt/FEHER Gabriela,WHEELER Christopher/WHITAKER Corinna,4,1,"11,11,11,9,11|6,4,4,11,2",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,PETO Zsolt (SRB) / FEHER Gabriela (SRB),WHEELER Christopher (SCO) / WHITAKER Corinna (SCO)
World Table Tennis Championships Suzhou 2015,2015-04-26,PETO Zsolt/FEHER Gabriela,RUMGAY Gavin/EDWARDS Gillian,4,0,"11,11,16,11|9,6,14,6",R64,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,PETO Zsolt (SRB) / FEHER Gabriela (SRB),RUMGAY Gavin (SCO) / EDWARDS Gillian (SCO)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Chien-An/CHUANG Chih-Yuan,JORGIC Darko/ZIBRAT Jan,4,0,"11,11,11,11|4,2,2,6",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,CHEN Chien-An (TPE) / CHUANG Chih-Yuan (TPE),JORGIC Darko (SLO) / ZIBRAT Jan (SLO)
World Table Tennis Championships Suzhou 2015,2015-04-26,YOSHIMURA Maharu/ISHIKAWA Kasumi,ZIBRAT Jan/GALIC Alex,4,1,"11,11,14,5,11|8,2,12,11,5",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,YOSHIMURA Maharu (JPN) / ISHIKAWA Kasumi (JPN),ZIBRAT Jan (SLO) / GALIC Alex (SLO)
World Table Tennis Championships Suzhou 2015,2015-04-26,JEVTOVIC Marko/PETO Zsolt,GOMMERS Rajko/TROMER Laurens,4,2,"10,11,11,12,12,11|12,5,5,10,14,9",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,JEVTOVIC Marko (SRB) / PETO Zsolt (SRB),GOMMERS Rajko (NED) / TROMER Laurens (NED)
World Table Tennis Championships Suzhou 2015,2015-04-26,FAN Zhendong/ZHOU Yu,JEVTOVIC Marko/PETO Zsolt,4,0,"11,11,11,11|8,3,8,5",R32,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,FAN Zhendong (CHN) / ZHOU Yu (CHN),JEVTOVIC Marko (SRB) / PETO Zsolt (SRB)
World Table Tennis Championships Suzhou 2015,2015-04-26,ERDELJI Anamaria/FEHER Gabriela,PERGEL Szandra/SAMARA Elizabeta,4,0,,R64,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,ERDELJI Anamaria (SRB) / FEHER Gabriela (SRB),PERGEL Szandra (HUN) / SAMARA Elizabeta (ROU)
World Table Tennis Championships Suzhou 2015,2015-04-26,WONG Chun Ting/DOO Hoi Kem,PETO Zsolt/FEHER Gabriela,4,1,"12,4,11,11,11|10,11,4,9,8",R32,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),PETO Zsolt (SRB) / FEHER Gabriela (SRB)
World Table Tennis Championships Suzhou 2015,2015-04-26,MENGE Gencay/HU Melek,SIRISENA Rohan/MADURANGI Ishara,4,0,"11,11,11,11|6,8,5,2",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,MENGE Gencay (TUR) / HU Melek (TUR),SIRISENA Rohan (SRI) / MADURANGI Ishara (SRI)
World Table Tennis Championships Suzhou 2015,2015-04-26,GHOSH Soumyajit/DAS Mouma,MOHED Osama/HUSSEIN Habab,4,0,"11,11,11,11|3,4,5,3",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,GHOSH Soumyajit (IND) / DAS Mouma (IND),MOHED Osama (SUD) / HUSSEIN Habab (SUD)
World Table Tennis Championships Suzhou 2015,2015-04-26,MACHADO Carlos/SHEN Yanfei,SCHMID Elia/ASCHWANDEN Rahel,4,2,"11,7,11,12,11,11|7,11,6,14,8,9",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,MACHADO Carlos (ESP) / SHEN Yanfei (ESP),SCHMID Elia (SUI) / ASCHWANDEN Rahel (SUI)
World Table Tennis Championships Suzhou 2015,2015-04-26,HE Zhiwen/MACHADO Carlos,ALEXANDROV Teodor/VALUCH Alexander,4,1,"10,11,11,11,11|12,6,3,8,9",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,HE Zhiwen (ESP) / MACHADO Carlos (ESP),ALEXANDROV Teodor (BUL) / VALUCH Alexander (SVK)
World Table Tennis Championships Suzhou 2015,2015-04-26,LANG Kristin/WINTER Sabine,VARADY Barbora/ODOROVA Eva,4,2,"14,5,11,11,9,11|12,11,8,7,11,7",R64,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,LANG Kristin (GER) / WINTER Sabine (GER),VARADY Barbora (SVK) / ODOROVA Eva (SVK)
World Table Tennis Championships Suzhou 2015,2015-04-26,PISTEJ Lubomir/VARADY Barbora,YANG Zi/YU Mengyu,4,1,"12,11,9,11,11|10,6,11,6,7",R32,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),YANG Zi (SGP) / YU Mengyu (SGP)
World Table Tennis Championships Suzhou 2015,2015-04-26,KARLSSON Kristian/KARLSSON Mattias,KARAKASEVIC Aleksandar/TOKIC Bojan,4,2,"10,11,12,7,11,13|12,3,10,11,9,11",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,KARLSSON Kristian (SWE) / KARLSSON Mattias (SWE),KARAKASEVIC Aleksandar (SRB) / TOKIC Bojan (SLO)
World Table Tennis Championships Suzhou 2015,2015-04-26,GAO Ning/YANG Zi,GERELL Par/PERSSON Jon,4,3,"11,12,6,5,5,12,12|4,10,11,11,11,10,10",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,GAO Ning (SGP) / YANG Zi (SGP),GERELL Par (SWE) / PERSSON Jon (SWE)
World Table Tennis Championships Suzhou 2015,2015-04-26,KARLSSON Kristian/KARLSSON Mattias,JHA Kanak/WANG Timothy,4,0,"11,11,11,11|9,6,6,8",R32,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,KARLSSON Kristian (SWE) / KARLSSON Mattias (SWE),JHA Kanak (USA) / WANG Timothy (USA)
World Table Tennis Championships Suzhou 2015,2015-04-26,XU Xin/ZHANG Jike,KARLSSON Kristian/KARLSSON Mattias,4,1,"11,11,10,11,11|7,8,12,4,8",R16,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,XU Xin (CHN) / ZHANG Jike (CHN),KARLSSON Kristian (SWE) / KARLSSON Mattias (SWE)
World Table Tennis Championships Suzhou 2015,2015-04-26,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,KHOLIKOV Elmurod/GUFRANOVA Rimma,4,0,"11,11,11,11|6,9,6,2",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA),KHOLIKOV Elmurod (UZB) / GUFRANOVA Rimma (UZB)
World Table Tennis Championships Suzhou 2015,2015-04-26,YANG Zi/YU Mengyu,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,4,3,"11,11,8,8,11,7,13|7,9,11,11,9,11,11",R64,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,YANG Zi (SGP) / YU Mengyu (SGP),TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHIANG Hung-Chieh/HUANG Sheng-Sheng,GHOSH Soumyajit/SHETTY Sanil,4,2,"11,10,12,11,6,11|9,12,10,4,11,8",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,CHIANG Hung-Chieh (TPE) / HUANG Sheng-Sheng (TPE),GHOSH Soumyajit (IND) / SHETTY Sanil (IND)
World Table Tennis Championships Suzhou 2015,2015-04-26,DYJAS Jakub/GORAK Daniel,CHIANG Hung-Chieh/HUANG Sheng-Sheng,4,3,"3,13,9,11,4,11,11|11,11,11,5,11,9,9",R32,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,DYJAS Jakub (POL) / GORAK Daniel (POL),CHIANG Hung-Chieh (TPE) / HUANG Sheng-Sheng (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Szu-Yu/LIU Hsing-Yin,MEDINA Paula/RUANO Lady,4,0,"11,11,11,11|3,4,7,4",R64,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,CHEN Szu-Yu (TPE) / LIU Hsing-Yin (TPE),MEDINA Paula (COL) / RUANO Lady (COL)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHENG I-Ching/LEE I-Chen,HWANG Jina/LEE Zion,4,0,"11,11,11,11|4,7,9,5",R64,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,CHENG I-Ching (TPE) / LEE I-Chen (TPE),HWANG Jina (KOR) / LEE Zion (KOR)
World Table Tennis Championships Suzhou 2015,2015-04-26,LANG Kristin/WINTER Sabine,CHEN Szu-Yu/LIU Hsing-Yin,4,0,"11,11,11,11|8,8,6,7",R32,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,LANG Kristin (GER) / WINTER Sabine (GER),CHEN Szu-Yu (TPE) / LIU Hsing-Yin (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHENG I-Ching/LEE I-Chen,MADRID Mercedes/SILVA Yadira,4,0,"11,11,11,11|2,3,6,8",R32,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,CHENG I-Ching (TPE) / LEE I-Chen (TPE),MADRID Mercedes (MEX) / SILVA Yadira (MEX)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHENG I-Ching/LEE I-Chen,GRZYBOWSKA-FRANC Katarzyna/PARTYKA Natalia,4,3,"9,11,11,9,11,11,13|11,9,13,11,3,9,11",R16,WORLD_CHAMPIONSHIPS,WD,326,Main Draw,CHENG I-Ching (TPE) / LEE I-Chen (TPE),GRZYBOWSKA-FRANC Katarzyna (POL) / PARTYKA Natalia (POL)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Chien-An/CHEN Szu-Yu,SHETTY Sanil/BATRA Manika,4,1,"11,11,6,11,11|3,7,11,7,5",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,CHEN Chien-An (TPE) / CHEN Szu-Yu (TPE),SHETTY Sanil (IND) / BATRA Manika (IND)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Chien-An/CHEN Szu-Yu,CHAITAT Chaisit/KOMWONG Nanthana,4,2,"11,11,8,11,7,11|6,7,11,9,11,3",R64,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,CHEN Chien-An (TPE) / CHEN Szu-Yu (TPE),CHAITAT Chaisit (THA) / KOMWONG Nanthana (THA)
World Table Tennis Championships Suzhou 2015,2015-04-26,CHEN Chien-An/CHEN Szu-Yu,HE Zhiwen/RAMIREZ Sara,4,0,"11,11,12,11|8,9,10,8",R32,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,CHEN Chien-An (TPE) / CHEN Szu-Yu (TPE),HE Zhiwen (ESP) / RAMIREZ Sara (ESP)
World Table Tennis Championships Suzhou 2015,2015-04-26,PAK Sin Hyok/KIM Hye Song,CHEN Chien-An/CHEN Szu-Yu,4,0,"11,16,11,11|9,14,9,9",R16,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,PAK Sin Hyok (PRK) / KIM Hye Song (PRK),CHEN Chien-An (TPE) / CHEN Szu-Yu (TPE)
World Table Tennis Championships Suzhou 2015,2015-04-26,GOMEZ Gustavo/LOW Katherine,BEN YAHIA Kerem/HAJ SALAH Abir,4,2,"11,11,6,11,2,11|9,4,11,4,11,8",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,GOMEZ Gustavo (CHI) / LOW Katherine (CHI),BEN YAHIA Kerem (TUN) / HAJ SALAH Abir (TUN)
World Table Tennis Championships Suzhou 2015,2015-04-26,LEE Sang Su/PARK Youngsook,MENGE Gencay/HU Melek,4,0,"11,11,11,11|7,6,8,4",R32,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,LEE Sang Su (KOR) / PARK Youngsook (KOR),MENGE Gencay (TUR) / HU Melek (TUR)
World Table Tennis Championships Suzhou 2015,2015-04-26,KOU Lei/PESOTSKA Margaryta,DIAZ Luis/ARVELO Gremlis,4,0,,R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,KOU Lei (UKR) / PESOTSKA Margaryta (UKR),DIAZ Luis (VEN) / ARVELO Gremlis (VEN)
World Table Tennis Championships Suzhou 2015,2015-04-26,TROMER Laurens/EERLAND Britt,LORENZOTTI Gonzalo/LORENZOTTI Maria,4,0,"11,11,11,11|4,8,5,9",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,TROMER Laurens (NED) / EERLAND Britt (NED),LORENZOTTI Gonzalo (URU) / LORENZOTTI Maria (URU)
World Table Tennis Championships Suzhou 2015,2015-04-26,JHA Kanak/WANG Timothy,ELBEIALI Mohamed/LASHIN Elsayed,4,3,"11,11,11,7,7,2,11|7,6,9,11,11,11,7",R64,WORLD_CHAMPIONSHIPS,MD,326,Main Draw,JHA Kanak (USA) / WANG Timothy (USA),ELBEIALI Mohamed (EGY) / LASHIN Elsayed (EGY)
World Table Tennis Championships Suzhou 2015,2015-04-26,WANG Zengyi/PARTYKA Natalia,KENJAEV Zokhid/KIM Olga,4,0,"11,11,11,11|8,9,1,6",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,WANG Zengyi (POL) / PARTYKA Natalia (POL),KENJAEV Zokhid (UZB) / KIM Olga (UZB)
World Table Tennis Championships Suzhou 2015,2015-04-26,SAKA Suraju/HAN Xing,EVANS Callum/PHILLIPS Megan,4,0,"11,11,12,11|5,3,10,6",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,SAKA Suraju (CGO) / HAN Xing (CGO),EVANS Callum (WAL) / PHILLIPS Megan (WAL)
World Table Tennis Championships Suzhou 2015,2015-04-26,O'CONNELL Daniel/CAREY Charlotte,IDOWU Saheed/NWACHUKWU Onyinyechi,4,1,"11,11,11,9,11|8,7,7,11,7",R128,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,O'CONNELL Daniel (WAL) / CAREY Charlotte (WAL),IDOWU Saheed (CGO) / NWACHUKWU Onyinyechi (CGO)
World Table Tennis Championships Suzhou 2015,2015-04-26,JIANG Tianyi/LEE Ho Ching,O'CONNELL Daniel/CAREY Charlotte,4,0,"11,11,11,11|7,8,7,5",R32,WORLD_CHAMPIONSHIPS,XD,326,Main Draw,JIANG Tianyi (HKG) / LEE Ho Ching (HKG),O'CONNELL Daniel (WAL) / CAREY Charlotte (WAL)
