tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Chinese Taipei Open Taipei 2005,2005-06-16,CHUANG Chih-Yuan,HIDAKA Tatsuya,4,0,"11,11,11,11|6,8,2,4",R32,GRAND_SLAM,MS,1735,Main Draw,CHUANG Chih-Yuan (TPE),HIDAKA Tatsuya (AUS)
Chinese Taipei Open Taipei 2005,2005-06-16,LI Hang,HUANG Wei-Chin,3,1,"8,11,11,11|11,5,6,3",5,GRAND_SLAM,U21MS,1735,Qualification,LI Hang (SGP),HUANG Wei-Chin (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,MIZUNO Yuya,LIAO Hung-Wei,3,0,"11,11,11|8,7,5",6,GRAND_SLAM,U21MS,1735,Qualification,MIZUNO Yuya (JPN),LIAO Hung-Wei (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,ELENSKY Gregory,MIZUNO Yuya,3,0,"11,11,11|5,2,7",QR2,GRAND_SLAM,U21MS,1735,Qualification,ELENSKY Gregory (ISR),MIZUNO Yuya (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,YANG Zi,CHOU Tung-Yu,4,0,"11,11,11,15|6,7,2,13",R16,GRAND_SLAM,U21MS,1735,Main Draw,YANG Zi (SGP),CHOU Tung-Yu (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,BERTIN Christophe,CHIANG Hung-Chieh,4,2,"11,11,6,3,13,11|7,8,11,11,11,2",R16,GRAND_SLAM,U21MS,1735,Main Draw,BERTIN Christophe (FRA),CHIANG Hung-Chieh (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,BOBILLIER Loic,TAKAKIWA Kenichi,4,1,"7,11,11,13,11|11,5,7,11,9",R16,GRAND_SLAM,U21MS,1735,Main Draw,BOBILLIER Loic (FRA),TAKAKIWA Kenichi (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,TAKAKIWA Taku,LO Dany,4,2,"9,11,11,8,11,11|11,8,7,11,6,6",R16,GRAND_SLAM,U21MS,1735,Main Draw,TAKAKIWA Taku (JPN),LO Dany (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,WU Chih-Chi,LEE Jungsam,4,3,"11,7,9,7,13,11,11|5,11,11,11,11,9,4",R16,GRAND_SLAM,U21MS,1735,Main Draw,WU Chih-Chi (TPE),LEE Jungsam (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,CHO Eonrae,ELENSKY Gregory,4,0,"11,11,11,16|5,9,6,14",R16,GRAND_SLAM,U21MS,1735,Main Draw,CHO Eonrae (KOR),ELENSKY Gregory (ISR)
Chinese Taipei Open Taipei 2005,2005-06-16,HUANG Sheng-Sheng,SAKAMOTO Ryusuke,4,3,"10,7,11,11,11,7,11|12,11,8,9,9,11,9",R16,GRAND_SLAM,U21MS,1735,Main Draw,HUANG Sheng-Sheng (TPE),SAKAMOTO Ryusuke (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,LIM Jaehyun,DESPRES Rodolphe,4,1,"7,11,11,11,11|11,4,3,3,5",R16,GRAND_SLAM,U21MS,1735,Main Draw,LIM Jaehyun (KOR),DESPRES Rodolphe (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,YANG Zi,BERTIN Christophe,4,1,"7,11,11,11,12|11,8,9,3,10",QF,GRAND_SLAM,U21MS,1735,Main Draw,YANG Zi (SGP),BERTIN Christophe (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,TAKAKIWA Taku,BOBILLIER Loic,4,2,"11,9,11,8,11,15|6,11,6,11,5,13",QF,GRAND_SLAM,U21MS,1735,Main Draw,TAKAKIWA Taku (JPN),BOBILLIER Loic (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,CHO Eonrae,WU Chih-Chi,4,0,"11,11,11,11|5,7,2,3",QF,GRAND_SLAM,U21MS,1735,Main Draw,CHO Eonrae (KOR),WU Chih-Chi (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,LIM Jaehyun,HUANG Sheng-Sheng,4,1,"11,11,7,11,11|6,5,11,7,9",QF,GRAND_SLAM,U21MS,1735,Main Draw,LIM Jaehyun (KOR),HUANG Sheng-Sheng (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,YANG Zi,TAKAKIWA Taku,4,1,"11,9,11,11,11|6,11,7,5,8",SF,GRAND_SLAM,U21MS,1735,Main Draw,YANG Zi (SGP),TAKAKIWA Taku (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,LIM Jaehyun,CHO Eonrae,4,3,"12,11,7,5,8,11,11|10,7,11,11,11,4,9",SF,GRAND_SLAM,U21MS,1735,Main Draw,LIM Jaehyun (KOR),CHO Eonrae (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,YANG Zi,LIM Jaehyun,4,2,"11,5,3,12,11,11|9,11,11,10,4,7",F,GRAND_SLAM,U21MS,1735,Main Draw,YANG Zi (SGP),LIM Jaehyun (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,CHANG Yen-Shu/HUANG Sheng-Sheng,CSABA Bence/ZHANG Wilson,3,0,"11,11,11|7,2,9",QR16,GRAND_SLAM,MD,1735,Qualification,CHANG Yen-Shu (TPE) / HUANG Sheng-Sheng (TPE),CSABA Bence (CAN) / ZHANG Wilson (CAN)
Chinese Taipei Open Taipei 2005,2005-06-16,DESPRES Rodolphe/LEGOUT Christophe,TAKAKIWA Kenichi/TAKAKIWA Taku,4,1,"7,13,11,11,11|11,11,5,6,5",R16,GRAND_SLAM,MD,1735,Main Draw,DESPRES Rodolphe (FRA) / LEGOUT Christophe (FRA),TAKAKIWA Kenichi (JPN) / TAKAKIWA Taku (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Jungsam/OH Sangeun,DESPRES Rodolphe/LEGOUT Christophe,4,2,"12,11,6,11,8,11|10,5,11,7,11,9",QF,GRAND_SLAM,MD,1735,Main Draw,LEE Jungsam (KOR) / OH Sangeun (KOR),DESPRES Rodolphe (FRA) / LEGOUT Christophe (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,ELENSKY Gregory/LO Dany,LAI Kuan-Shen/SUN Wen-Wei,3,0,"11,11,11|8,3,5",QR16,GRAND_SLAM,MD,1735,Qualification,ELENSKY Gregory (ISR) / LO Dany (FRA),LAI Kuan-Shen (TPE) / SUN Wen-Wei (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,KO Lai Chak/LI Ching,MIZUNO Yuya/SHIMOYAMA Takanori,4,1,"11,7,13,11,11|5,11,11,3,4",R16,GRAND_SLAM,MD,1735,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),MIZUNO Yuya (JPN) / SHIMOYAMA Takanori (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,KO Lai Chak/LI Ching,LEE Chulseung/YOO Changjae,4,3,"11,11,9,9,11,12,11|9,7,11,11,4,14,5",QF,GRAND_SLAM,MD,1735,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),LEE Chulseung (KOR) / YOO Changjae (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,KO Lai Chak/LI Ching,CHIANG Peng-Lung/CHUANG Chih-Yuan,4,3,"7,11,9,11,8,11,11|11,7,11,8,11,8,7",SF,GRAND_SLAM,MD,1735,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),CHIANG Peng-Lung (TPE) / CHUANG Chih-Yuan (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,KO Lai Chak/LI Ching,KISHIKAWA Seiya/SAKAMOTO Ryusuke,4,0,"11,11,11,11|7,9,6,2",F,GRAND_SLAM,MD,1735,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),KISHIKAWA Seiya (JPN) / SAKAMOTO Ryusuke (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,MIZUNO Yuya/SHIMOYAMA Takanori,LIM Jaehyun/TSE Ka Chun,3,2,"11,11,7,6,11|6,8,11,11,7",QR16,GRAND_SLAM,MD,1735,Qualification,MIZUNO Yuya (JPN) / SHIMOYAMA Takanori (JPN),LIM Jaehyun (KOR) / TSE Ka Chun (HKG)
Chinese Taipei Open Taipei 2005,2005-06-16,CHOI Hyunjin/LEE Jungwoo,MIZUTANI Jun/YOSHIDA Kaii,4,1,"13,11,10,11,11|11,9,12,6,7",R16,GRAND_SLAM,MD,1735,Main Draw,CHOI Hyunjin (KOR) / LEE Jungwoo (KOR),MIZUTANI Jun (JPN) / YOSHIDA Kaii (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,KISHIKAWA Seiya/SAKAMOTO Ryusuke,ELENSKY Gregory/LO Dany,4,2,"11,11,11,6,5,11|1,6,5,11,11,9",R16,GRAND_SLAM,MD,1735,Main Draw,KISHIKAWA Seiya (JPN) / SAKAMOTO Ryusuke (JPN),ELENSKY Gregory (ISR) / LO Dany (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,KISHIKAWA Seiya/SAKAMOTO Ryusuke,CHANG Yen-Shu/HUANG Sheng-Sheng,4,0,"11,12,13,11|4,10,11,5",QF,GRAND_SLAM,MD,1735,Main Draw,KISHIKAWA Seiya (JPN) / SAKAMOTO Ryusuke (JPN),CHANG Yen-Shu (TPE) / HUANG Sheng-Sheng (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,KISHIKAWA Seiya/SAKAMOTO Ryusuke,LEE Jungsam/OH Sangeun,4,2,"11,8,11,5,11,11|4,11,7,11,8,7",SF,GRAND_SLAM,MD,1735,Main Draw,KISHIKAWA Seiya (JPN) / SAKAMOTO Ryusuke (JPN),LEE Jungsam (KOR) / OH Sangeun (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,LAI Kuan-Shen/SUN Wen-Wei,HIDAKA Tatsuya/MORITA Yuki (YOB=1984),3,2,"11,11,7,8,11|8,8,11,11,5",QR32,GRAND_SLAM,MD,1735,Qualification,LAI Kuan-Shen (TPE) / SUN Wen-Wei (TPE),HIDAKA Tatsuya (AUS) / MORITA Yuki (YOB=1984) (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,MIZUNO Yuya/SHIMOYAMA Takanori,CHIANG Hung-Chieh/WU Chih-Chi,3,0,"11,11,11|9,3,9",QR32,GRAND_SLAM,MD,1735,Qualification,MIZUNO Yuya (JPN) / SHIMOYAMA Takanori (JPN),CHIANG Hung-Chieh (TPE) / WU Chih-Chi (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Jungsam/OH Sangeun,CHEN Weixing/GARDOS Robert,4,1,"11,7,11,11,11|9,11,8,8,8",R16,GRAND_SLAM,MD,1735,Main Draw,LEE Jungsam (KOR) / OH Sangeun (KOR),CHEN Weixing (AUT) / GARDOS Robert (AUT)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Jungsam/OH Sangeun,CHEN Chien-An/CHEN Yi-Chieh,3,0,"11,11,12|6,6,10",QR16,GRAND_SLAM,MD,1735,Qualification,LEE Jungsam (KOR) / OH Sangeun (KOR),CHEN Chien-An (TPE) / CHEN Yi-Chieh (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,CHO Eonrae/YOON Jaeyoung,GAO Ning/ZHENG Qi,3,2,"11,11,11,7,11|13,5,8,11,9",QR16,GRAND_SLAM,MD,1735,Qualification,CHO Eonrae (KOR) / YOON Jaeyoung (KOR),GAO Ning (SGP) / ZHENG Qi (SGP)
Chinese Taipei Open Taipei 2005,2005-06-16,MIZUTANI Jun/YOSHIDA Kaii,CHAN Koon Wah/IBRAHIM Muhd Shakirin,3,0,"12,11,11|10,6,2",QR16,GRAND_SLAM,MD,1735,Qualification,MIZUTANI Jun (JPN) / YOSHIDA Kaii (JPN),CHAN Koon Wah (MAS) / IBRAHIM Muhd Shakirin (MAS)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Chulseung/YOO Changjae,CAI Xiaoli/YANG Zi,4,3,"5,11,9,9,12,11,12|11,7,11,11,10,5,10",R16,GRAND_SLAM,MD,1735,Main Draw,LEE Chulseung (KOR) / YOO Changjae (KOR),CAI Xiaoli (SGP) / YANG Zi (SGP)
Chinese Taipei Open Taipei 2005,2005-06-16,GAO Ning/ZHENG Qi,CHANG Yao-Chun/HUANG Chang-Chun,3,1,"11,11,15,11|3,6,17,4",QR32,GRAND_SLAM,MD,1735,Qualification,GAO Ning (SGP) / ZHENG Qi (SGP),CHANG Yao-Chun (TPE) / HUANG Chang-Chun (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,LI Hang/ZHANG Yiqin,LIU Yi-Te/WEI Chun-Ta,3,2,"8,15,4,14,11|11,13,11,12,5",QR32,GRAND_SLAM,MD,1735,Qualification,LI Hang (SGP) / ZHANG Yiqin (SGP),LIU Yi-Te (TPE) / WEI Chun-Ta (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,CAI Xiaoli/YANG Zi,CHOU Tung-Yu/HUANG Wei-Chin,3,2,"11,7,9,11,11|6,11,11,7,6",QR16,GRAND_SLAM,MD,1735,Qualification,CAI Xiaoli (SGP) / YANG Zi (SGP),CHOU Tung-Yu (TPE) / HUANG Wei-Chin (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,TAKAKIWA Kenichi/TAKAKIWA Taku,LI Hang/ZHANG Yiqin,3,1,"11,11,9,11|8,3,11,6",QR16,GRAND_SLAM,MD,1735,Qualification,TAKAKIWA Kenichi (JPN) / TAKAKIWA Taku (JPN),LI Hang (SGP) / ZHANG Yiqin (SGP)
Chinese Taipei Open Taipei 2005,2005-06-16,CHIANG Peng-Lung/CHUANG Chih-Yuan,CHO Eonrae/YOON Jaeyoung,4,2,"9,11,12,14,11,11|11,7,14,12,7,6",R16,GRAND_SLAM,MD,1735,Main Draw,CHIANG Peng-Lung (TPE) / CHUANG Chih-Yuan (TPE),CHO Eonrae (KOR) / YOON Jaeyoung (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,CHANG Yen-Shu/HUANG Sheng-Sheng,BERTIN Christophe/BOBILLIER Loic,4,0,"11,11,12,11|9,7,10,4",R16,GRAND_SLAM,MD,1735,Main Draw,CHANG Yen-Shu (TPE) / HUANG Sheng-Sheng (TPE),BERTIN Christophe (FRA) / BOBILLIER Loic (FRA)
Chinese Taipei Open Taipei 2005,2005-06-16,CHIANG Peng-Lung/CHUANG Chih-Yuan,CHOI Hyunjin/LEE Jungwoo,4,3,"7,6,12,7,11,11,11|11,11,10,11,8,6,7",QF,GRAND_SLAM,MD,1735,Main Draw,CHIANG Peng-Lung (TPE) / CHUANG Chih-Yuan (TPE),CHOI Hyunjin (KOR) / LEE Jungwoo (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,CAI Xiaoli/YANG Zi,SHEN Chi-Min/WANG Yi-Tse,3,0,"11,12,11|9,10,5",QR32,GRAND_SLAM,MD,1735,Qualification,CAI Xiaoli (SGP) / YANG Zi (SGP),SHEN Chi-Min (TPE) / WANG Yi-Tse (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,CHAN Koon Wah/IBRAHIM Muhd Shakirin,CHEN Yi-Fan/LU Ching-Chun,3,1,"11,11,5,11|9,7,11,7",QR32,GRAND_SLAM,MD,1735,Qualification,CHAN Koon Wah (MAS) / IBRAHIM Muhd Shakirin (MAS),CHEN Yi-Fan (TPE) / LU Ching-Chun (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,IMAFUKU Kumi/KAMISAKA Eri,LEE I-Chen,3,0,"11,11,11|6,6,8",QR16,GRAND_SLAM,WD,1735,Qualification,IMAFUKU Kumi (JPN) / KAMISAKA Eri (JPN),LEE I-Chen (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,GAO Jun/SHEN Yanfei,LAU Sui Fei/SONG Ah Sim,4,2,"11,9,11,9,11,11|8,11,8,11,7,9",R16,GRAND_SLAM,WD,1735,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),LAU Sui Fei (HKG) / SONG Ah Sim (HKG)
Chinese Taipei Open Taipei 2005,2005-06-16,TIE Yana/ZHANG Rui,HASAMA Nozomi/WATANABE Yuko,4,1,"11,11,11,9,12|9,6,5,11,10",R16,GRAND_SLAM,WD,1735,Main Draw,TIE Yana (HKG) / ZHANG Rui (HKG),HASAMA Nozomi (JPN) / WATANABE Yuko (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,TIE Yana/ZHANG Rui,TAN Paey Fern/ZHANG Xueling,4,1,"11,6,11,12,11|9,11,9,10,9",QF,GRAND_SLAM,WD,1735,Main Draw,TIE Yana (HKG) / ZHANG Rui (HKG),TAN Paey Fern (SGP) / ZHANG Xueling (SGP)
Chinese Taipei Open Taipei 2005,2005-06-16,SUN Beibei/WANG Yuegu,TIE Yana/ZHANG Rui,4,2,"6,7,11,11,11,11|11,11,9,6,7,8",SF,GRAND_SLAM,WD,1735,Main Draw,SUN Beibei (SGP) / WANG Yuegu (SGP),TIE Yana (HKG) / ZHANG Rui (HKG)
Chinese Taipei Open Taipei 2005,2005-06-16,GAO Jun/SHEN Yanfei,KUNG Hsiao-Fang/YU Kwok See,3,0,"11,11,11|9,4,1",QR16,GRAND_SLAM,WD,1735,Qualification,GAO Jun (USA) / SHEN Yanfei (ESP),KUNG Hsiao-Fang (TPE) / YU Kwok See (HKG)
Chinese Taipei Open Taipei 2005,2005-06-16,FUKUOKA Haruna/HIRANO Sayaka,KIM Hyehyun/KIM Junghyun,4,2,"11,10,12,11,9,12|4,12,10,4,11,10",R16,GRAND_SLAM,WD,1735,Main Draw,FUKUOKA Haruna (JPN) / HIRANO Sayaka (JPN),KIM Hyehyun (KOR) / KIM Junghyun (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,FUJINUMA Ai/HIURA Reiko,JUN Hyunsil/KIM Sujin,4,2,"13,4,9,11,16,11|11,11,11,8,14,6",R16,GRAND_SLAM,WD,1735,Main Draw,FUJINUMA Ai (JPN) / HIURA Reiko (JPN),JUN Hyunsil (KOR) / KIM Sujin (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,GAO Jun/SHEN Yanfei,FUJINUMA Ai/HIURA Reiko,4,2,"11,10,5,11,12,11|1,12,11,5,10,7",QF,GRAND_SLAM,WD,1735,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),FUJINUMA Ai (JPN) / HIURA Reiko (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,GAO Jun/SHEN Yanfei,FUKUOKA Haruna/HIRANO Sayaka,4,2,"11,6,11,4,13,11|5,11,7,11,11,6",SF,GRAND_SLAM,WD,1735,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),FUKUOKA Haruna (JPN) / HIRANO Sayaka (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,HASAMA Nozomi/WATANABE Yuko,PENG Wan-Hua/SUN Chian-Lan,3,0,"11,11,12|5,8,10",QR16,GRAND_SLAM,WD,1735,Qualification,HASAMA Nozomi (JPN) / WATANABE Yuko (JPN),PENG Wan-Hua (TPE) / SUN Chian-Lan (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,SUN Beibei/WANG Yuegu,LEE Hyangmi/MOON Hyunjung,4,2,"9,11,8,11,12,11|11,7,11,5,10,2",R16,GRAND_SLAM,WD,1735,Main Draw,SUN Beibei (SGP) / WANG Yuegu (SGP),LEE Hyangmi (KOR) / MOON Hyunjung (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Eunhee/NAM Hyejin (1985),LI Jiawei/XU Yan,4,3,"9,11,11,11,8,9,11|11,6,4,9,11,11,6",R16,GRAND_SLAM,WD,1735,Main Draw,LEE Eunhee (KOR) / NAM Hyejin (1985) (KOR),LI Jiawei (SGP) / XU Yan (SGP)
Chinese Taipei Open Taipei 2005,2005-06-16,IMAFUKU Kumi/KAMISAKA Eri,KIM Minji/PARK Seonghye,3,0,"11,11,11|6,8,3",QR32,GRAND_SLAM,WD,1735,Qualification,IMAFUKU Kumi (JPN) / KAMISAKA Eri (JPN),KIM Minji (KOR) / PARK Seonghye (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,SUN Beibei/WANG Yuegu,LEE Kyeola/SUNG Jungah,3,1,"11,8,11,11|4,11,6,7",QR32,GRAND_SLAM,WD,1735,Qualification,SUN Beibei (SGP) / WANG Yuegu (SGP),LEE Kyeola (KOR) / SUNG Jungah (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Eunhee/NAM Hyejin (1985),ITO Midori/SHIOSAKI Yuka,3,1,"11,2,11,11|6,11,3,5",QR16,GRAND_SLAM,WD,1735,Qualification,LEE Eunhee (KOR) / NAM Hyejin (1985) (KOR),ITO Midori (JPN) / SHIOSAKI Yuka (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,FUKUOKA Haruna/HIRANO Sayaka,MOON Bosun/SHIN Soohee,3,0,"11,11,15|7,8,13",QR16,GRAND_SLAM,WD,1735,Qualification,FUKUOKA Haruna (JPN) / HIRANO Sayaka (JPN),MOON Bosun (KOR) / SHIN Soohee (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,TAN Paey Fern/ZHANG Xueling,BEH Lee Fong/BEH Lee Wei,4,1,"9,11,11,11,11|11,6,6,9,6",R16,GRAND_SLAM,WD,1735,Main Draw,TAN Paey Fern (SGP) / ZHANG Xueling (SGP),BEH Lee Fong (MAS) / BEH Lee Wei (MAS)
Chinese Taipei Open Taipei 2005,2005-06-16,JUN Hyunsil/KIM Sujin,CHIU Soo Jiin/NG Sock Khim,3,1,"6,11,11,11|11,3,4,6",QR32,GRAND_SLAM,WD,1735,Qualification,JUN Hyunsil (KOR) / KIM Sujin (KOR),CHIU Soo Jiin (MAS) / NG Sock Khim (MAS)
Chinese Taipei Open Taipei 2005,2005-06-16,SUN Beibei/WANG Yuegu,LEE Eunhee/NAM Hyejin (1985),4,1,"11,11,12,6,11|8,7,10,11,7",QF,GRAND_SLAM,WD,1735,Main Draw,SUN Beibei (SGP) / WANG Yuegu (SGP),LEE Eunhee (KOR) / NAM Hyejin (1985) (KOR)
Chinese Taipei Open Taipei 2005,2005-06-16,GAO Jun/SHEN Yanfei,SUN Beibei/WANG Yuegu,4,1,"11,12,11,4,11|7,10,6,11,6",F,GRAND_SLAM,WD,1735,Main Draw,GAO Jun (USA) / SHEN Yanfei (ESP),SUN Beibei (SGP) / WANG Yuegu (SGP)
Chinese Taipei Open Taipei 2005,2005-06-16,HUANG Yi-Hua/LU Yun-Feng,IMAFUKU Kumi/KAMISAKA Eri,4,2,"11,7,8,11,11,11|7,11,11,3,3,9",R16,GRAND_SLAM,WD,1735,Main Draw,HUANG Yi-Hua (TPE) / LU Yun-Feng (TPE),IMAFUKU Kumi (JPN) / KAMISAKA Eri (JPN)
Chinese Taipei Open Taipei 2005,2005-06-16,FUKUOKA Haruna/HIRANO Sayaka,HUANG Yi-Hua/LU Yun-Feng,4,3,"11,11,13,10,5,3,11|6,4,11,12,11,11,8",QF,GRAND_SLAM,WD,1735,Main Draw,FUKUOKA Haruna (JPN) / HIRANO Sayaka (JPN),HUANG Yi-Hua (TPE) / LU Yun-Feng (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,MOON Bosun/SHIN Soohee,HSIUNG Nai-I/LIU Hsing-Yin,3,1,"4,11,14,11|11,5,12,5",QR32,GRAND_SLAM,WD,1735,Qualification,MOON Bosun (KOR) / SHIN Soohee (KOR),HSIUNG Nai-I (TPE) / LIU Hsing-Yin (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,KUNG Hsiao-Fang/YU Kwok See,CHOU Pei-Chi/YU Chun-Ho,3,1,"11,4,11,11|5,11,3,7",QR32,GRAND_SLAM,WD,1735,Qualification,KUNG Hsiao-Fang (TPE) / YU Kwok See (HKG),CHOU Pei-Chi (TPE) / YU Chun-Ho (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,BEH Lee Fong/BEH Lee Wei,CHENG I-Ching/WU Li-Hsin,3,0,"11,11,11|7,5,9",QR16,GRAND_SLAM,WD,1735,Qualification,BEH Lee Fong (MAS) / BEH Lee Wei (MAS),CHENG I-Ching (TPE) / WU Li-Hsin (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,JUN Hyunsil/KIM Sujin,PAN Chun-Chu/YU Mei-Ju,3,2,"11,6,11,7,11|6,11,6,11,6",QR16,GRAND_SLAM,WD,1735,Qualification,JUN Hyunsil (KOR) / KIM Sujin (KOR),PAN Chun-Chu (TPE) / YU Mei-Ju (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,SUN Beibei/WANG Yuegu,LIN Chia-Hui/LU Yu-Hua,3,1,"9,11,11,11|11,2,4,4",QR16,GRAND_SLAM,WD,1735,Qualification,SUN Beibei (SGP) / WANG Yuegu (SGP),LIN Chia-Hui (TPE) / LU Yu-Hua (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,LEE Eunhee/NAM Hyejin (1985),/HONG Li-Ting,3,1,"11,3,11,11|5,11,5,8",QR32,GRAND_SLAM,WD,1735,Qualification,LEE Eunhee (KOR) / NAM Hyejin (1985) (KOR), / HONG Li-Ting (TPE)
Chinese Taipei Open Taipei 2005,2005-06-16,HASAMA Nozomi/WATANABE Yuko,SU Hsien-Ching,3,1,"11,3,11,11|5,11,7,9",QR32,GRAND_SLAM,WD,1735,Qualification,HASAMA Nozomi (JPN) / WATANABE Yuko (JPN),SU Hsien-Ching (TPE)
