tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LAMBIET Florent,HODAEI Amir Hossein,4,3,"8,11,11,7,14,9,11|11,8,9,11,12,11,0",R16,OLYMPICS,MS,2044,Main Draw,LAMBIET Florent (BEL),HODAEI Amir Hossein (IRI),LAMBIET Florent
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LAM Siu Hang,YOKOTANI Jo,4,1,"12,11,11,11,11|14,7,6,9,2",R16,OLYMPICS,MS,2044,Main Draw,YOKOTANI Jo (JPN),LAM Siu Hang (HKG),LAM Siu Hang
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KIZUKURI Yuto,MATSUYAMA Yuki,4,2,"9,11,11,12,14,13|11,7,7,10,16,11",R16,OLYMPICS,MS,2044,Main Draw,MATSUYAMA Yuki (JPN),KIZUKURI Yuto (JPN),KIZUKURI Yuto
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DESAI Harmeet,NG Pak Nam,4,0,"11,11,11,11|7,9,6,9",R16,OLYMPICS,MS,2044,Main Draw,NG Pak Nam (HKG),DESAI Harmeet (IND),DESAI Harmeet
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ALLEGRO Martin,HACHARD Antoine,4,3,"11,8,12,10,8,11,11|7,11,10,12,11,8,9",R16,OLYMPICS,MS,2044,Main Draw,ALLEGRO Martin (BEL),HACHARD Antoine (FRA),ALLEGRO Martin
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima,TANVIRIYAVECHAKUL Padasak,4,2,"6,9,11,11,11,11|11,11,7,8,4,4",R16,OLYMPICS,MS,2044,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),DIAW Ibrahima (DEN),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ANTHONY Amalraj,BROSSIER Benjamin,4,0,"11,11,11,11|2,7,6,2",R16,OLYMPICS,MS,2044,Main Draw,ANTHONY Amalraj (IND),BROSSIER Benjamin (FRA),ANTHONY Amalraj
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,MONTEIRO Joao,TAKAMI Masaki,4,0,"11,11,11,11|3,7,9,8",R16,OLYMPICS,MS,2044,Main Draw,TAKAMI Masaki (JPN),MONTEIRO Joao (POR),MONTEIRO Joao
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,TANIGAKI Yuma,TAI Ming-Wei,3,0,"11,11,11|9,9,2",F,OLYMPICS,U21MS,2044,Main Draw,TAI Ming-Wei (TPE),TANIGAKI Yuma (JPN),TANIGAKI Yuma
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,NOMURA Moe,SHIOMI Maki,3,1,"11,12,6,12|5,10,11,10",F,OLYMPICS,U21WS,2044,Main Draw,SHIOMI Maki (JPN),NOMURA Moe (JPN),NOMURA Moe
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,PARANANG Orawan/SAWETTABUT Suthasini,KOMWONG Nanthana/SAWETTABUT Jinnipa,3,0,"11,11,11|7,5,4",SF,OLYMPICS,WD,2044,Main Draw,PARANANG Orawan (THA) / SAWETTABUT Suthasini (THA),KOMWONG Nanthana (THA) / SAWETTABUT Jinnipa (THA),PARANANG Orawan
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima/TANVIRIYAVECHAKUL Padasak,CHEW Clarence/POH Ethan,3,2,"11,12,5,11,11|7,10,11,13,9",SF,OLYMPICS,MD,2044,Main Draw,DIAW Ibrahima (DEN) / TANVIRIYAVECHAKUL Padasak (THA),CHEW Clarence (SGP) / POH Ethan (SGP),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,KWAN Man Ho/LAM Siu Hang,ANTHONY Amalraj/DESAI Harmeet,3,0,"11,11,11|7,9,9",SF,OLYMPICS,MD,2044,Main Draw,KWAN Man Ho (HKG) / LAM Siu Hang (HKG),ANTHONY Amalraj (IND) / DESAI Harmeet (IND),KWAN Man Ho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SAWETTABUT Suthasini,MAEDA Miyu,4,2,"11,11,6,8,11,11|3,4,11,11,8,9",QF,OLYMPICS,WS,2044,Main Draw,SAWETTABUT Suthasini (THA),MAEDA Miyu (JPN),SAWETTABUT Suthasini
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,AKAE Kaho,KOMWONG Nanthana,4,1,"11,11,11,8,12|8,3,8,11,10",QF,OLYMPICS,WS,2044,Main Draw,KOMWONG Nanthana (THA),AKAE Kaho (JPN),AKAE Kaho
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHIOMI Maki,PARANANG Orawan,4,3,"11,14,11,11,3,6,11|4,12,7,13,11,11,7",QF,OLYMPICS,WS,2044,Main Draw,SHIOMI Maki (JPN),PARANANG Orawan (THA),SHIOMI Maki
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHAO Jieni,KAMATH Archana,4,1,"5,11,11,11,11|11,7,7,5,8",QF,OLYMPICS,WS,2044,Main Draw,KAMATH Archana (IND),SHAO Jieni (POR),SHAO Jieni
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LAM Siu Hang,LAMBIET Florent,4,1,"11,11,11,11,11|7,3,13,8,8",QF,OLYMPICS,MS,2044,Main Draw,LAMBIET Florent (BEL),LAM Siu Hang (HKG),LAM Siu Hang
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DESAI Harmeet,KIZUKURI Yuto,4,2,"11,11,11,9,10,11|9,6,9,11,12,6",QF,OLYMPICS,MS,2044,Main Draw,KIZUKURI Yuto (JPN),DESAI Harmeet (IND),DESAI Harmeet
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima,ALLEGRO Martin,4,3,"14,11,3,9,11,11,11|16,2,11,11,5,8,8",QF,OLYMPICS,MS,2044,Main Draw,ALLEGRO Martin (BEL),DIAW Ibrahima (DEN),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ANTHONY Amalraj,MONTEIRO Joao,4,0,"11,16,11,11|7,14,2,7",QF,OLYMPICS,MS,2044,Main Draw,ANTHONY Amalraj (IND),MONTEIRO Joao (POR),ANTHONY Amalraj
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SAWETTABUT Suthasini,AKAE Kaho,4,2,"11,9,11,11,9,11|4,11,8,8,11,7",SF,OLYMPICS,WS,2044,Main Draw,SAWETTABUT Suthasini (THA),AKAE Kaho (JPN),SAWETTABUT Suthasini
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DESAI Harmeet,LAM Siu Hang,4,2,"11,16,4,11,11,11|5,18,11,9,5,8",SF,OLYMPICS,MS,2044,Main Draw,LAM Siu Hang (HKG),DESAI Harmeet (IND),DESAI Harmeet
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHAO Jieni,SHIOMI Maki,4,2,"5,11,7,11,11,11|11,8,11,8,8,3",SF,OLYMPICS,WS,2044,Main Draw,SHIOMI Maki (JPN),SHAO Jieni (POR),SHAO Jieni
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,ANTHONY Amalraj,DIAW Ibrahima,4,0,"11,11,11,11|4,7,8,3",SF,OLYMPICS,MS,2044,Main Draw,DIAW Ibrahima (DEN),ANTHONY Amalraj (IND),ANTHONY Amalraj
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,LUO Xue/SHAO Jieni,PARANANG Orawan/SAWETTABUT Suthasini,3,2,"11,5,11,6,11|6,11,4,11,5",F,OLYMPICS,WD,2044,Main Draw,LUO Xue (POR) / SHAO Jieni (POR),PARANANG Orawan (THA) / SAWETTABUT Suthasini (THA),LUO Xue
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DIAW Ibrahima/TANVIRIYAVECHAKUL Padasak,KWAN Man Ho/LAM Siu Hang,3,0,"11,11,12|7,8,10",F,OLYMPICS,MD,2044,Main Draw,DIAW Ibrahima (DEN) / TANVIRIYAVECHAKUL Padasak (THA),KWAN Man Ho (HKG) / LAM Siu Hang (HKG),DIAW Ibrahima
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,SHAO Jieni,SAWETTABUT Suthasini,4,3,"6,12,9,11,11,11,11|11,10,11,6,5,13,2",F,OLYMPICS,WS,2044,Main Draw,SAWETTABUT Suthasini (THA),SHAO Jieni (POR),SHAO Jieni
ITTF Challenge Indonesia Open Jogjakarta 2019,2019-11-13,DESAI Harmeet,ANTHONY Amalraj,4,2,"11,9,11,11,10,11|9,11,9,9,12,8",F,OLYMPICS,MS,2044,Main Draw,DESAI Harmeet (IND),ANTHONY Amalraj (IND),DESAI Harmeet
