tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Table Tennis Championships Paris 2013,2013-05-13,RI Myong Sun,ISHIKAWA Kasumi,4,0,"12,11,11,11|10,8,9,5",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,RI Myong Sun (PRK),ISHIKAWA Kasumi (JPN),RI Myong Sun
World Table Tennis Championships Paris 2013,2013-05-13,WU Yang,WU Jiaduo,4,0,"11,11,11,11|3,5,4,7",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,WU Yang (CHN),WU Jiaduo (GER),WU Yang
World Table Tennis Championships Paris 2013,2013-05-13,KIM Hye Song,HUANG Yi-Hua,4,0,"11,11,11,11|6,6,9,8",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,KIM Hye Song (PRK),HUANG Yi-Hua (TPE),KIM Hye Song
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Meng,PESOTSKA Margaryta,4,0,"11,11,11,11|8,6,8,5",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,CHEN Meng (CHN),PESOTSKA Margaryta (UKR),CHEN Meng
World Table Tennis Championships Paris 2013,2013-05-13,LI Xiaoxia,HIRANO Sayaka,4,0,"11,11,11,11|4,6,4,6",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LI Xiaoxia (CHN),HIRANO Sayaka (JPN),LI Xiaoxia
World Table Tennis Championships Paris 2013,2013-05-13,FENG Tianwei,MATSUDAIRA Shiho,4,0,"11,11,12,11|6,6,10,3",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,FENG Tianwei (SGP),MATSUDAIRA Shiho (JPN),FENG Tianwei
World Table Tennis Championships Paris 2013,2013-05-13,BILENKO Tetyana,FUJII Hiroko,4,2,"11,12,8,8,11,12|5,10,11,11,9,10",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,BILENKO Tetyana (UKR),FUJII Hiroko (JPN),BILENKO Tetyana
World Table Tennis Championships Paris 2013,2013-05-13,JIANG Huajun,LANG Kristin,4,0,"11,11,12,11|9,8,10,7",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,JIANG Huajun (HKG),LANG Kristin (GER),JIANG Huajun
World Table Tennis Championships Paris 2013,2013-05-13,ZHU Yuling,LEE Ho Ching,4,2,"11,11,9,9,11,11|3,8,11,11,9,7",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,ZHU Yuling (MAC),LEE Ho Ching (HKG),ZHU Yuling
World Table Tennis Championships Paris 2013,2013-05-13,SHEN Yanfei,DODEAN Daniela,4,2,"11,6,11,11,8,11|9,11,2,8,11,9",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,SHEN Yanfei (ESP),DODEAN Daniela (ROU),SHEN Yanfei
World Table Tennis Championships Paris 2013,2013-05-13,HU Melek,EKHOLM Matilda,4,2,"11,11,11,13,7,11|8,9,7,15,11,6",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,HU Melek (TUR),EKHOLM Matilda (SWE),HU Melek
World Table Tennis Championships Paris 2013,2013-05-13,SUH Hyo Won,LI Jiao,4,2,"11,11,6,8,11,11|8,8,11,11,8,6",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,SUH Hyo Won (KOR),LI Jiao (NED),SUH Hyo Won
World Table Tennis Championships Paris 2013,2013-05-13,LIU Shiwen,BARTHEL Zhenqi,4,0,"11,11,11,11|3,8,8,3",R32,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LIU Shiwen (CHN),BARTHEL Zhenqi (GER),LIU Shiwen
World Table Tennis Championships Paris 2013,2013-05-13,DING Ning,PARK Seonghye,4,0,"11,11,11,11|8,4,5,7",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,DING Ning (CHN),PARK Seonghye (KOR),DING Ning
World Table Tennis Championships Paris 2013,2013-05-13,RI Myong Sun,LIU Jia,4,0,"11,11,11,11|4,5,8,7",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,RI Myong Sun (PRK),LIU Jia (AUT),RI Myong Sun
World Table Tennis Championships Paris 2013,2013-05-13,WU Yang,KIM Hye Song,4,0,"11,11,11,11|2,9,4,7",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,WU Yang (CHN),KIM Hye Song (PRK),WU Yang
World Table Tennis Championships Paris 2013,2013-05-13,LI Xiaoxia,CHEN Meng,4,0,"11,11,11,11|6,6,3,9",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LI Xiaoxia (CHN),CHEN Meng (CHN),LI Xiaoxia
World Table Tennis Championships Paris 2013,2013-05-13,FENG Tianwei,BILENKO Tetyana,4,2,"11,11,9,7,11,11|8,6,11,11,8,9",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,FENG Tianwei (SGP),BILENKO Tetyana (UKR),FENG Tianwei
World Table Tennis Championships Paris 2013,2013-05-13,ZHU Yuling,JIANG Huajun,4,2,"11,7,11,11,9,21|7,11,8,7,11,19",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,ZHU Yuling (MAC),JIANG Huajun (HKG),ZHU Yuling
World Table Tennis Championships Paris 2013,2013-05-13,HU Melek,SHEN Yanfei,4,2,"6,13,11,13,11,11|11,15,9,11,5,6",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,HU Melek (TUR),SHEN Yanfei (ESP),HU Melek
World Table Tennis Championships Paris 2013,2013-05-13,LIU Shiwen,SUH Hyo Won,4,0,"11,11,11,11|4,7,7,5",R16,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LIU Shiwen (CHN),SUH Hyo Won (KOR),LIU Shiwen
World Table Tennis Championships Paris 2013,2013-05-13,DING Ning,RI Myong Sun,4,1,"11,9,11,11,11|6,11,8,4,6",QF,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,DING Ning (CHN),RI Myong Sun (PRK),DING Ning
World Table Tennis Championships Paris 2013,2013-05-13,LI Xiaoxia,WU Yang,4,1,"14,11,6,11,11|12,4,11,4,7",QF,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LI Xiaoxia (CHN),WU Yang (CHN),LI Xiaoxia
World Table Tennis Championships Paris 2013,2013-05-13,ZHU Yuling,FENG Tianwei,4,0,"11,11,11,11|7,5,6,7",QF,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,ZHU Yuling (MAC),FENG Tianwei (SGP),ZHU Yuling
World Table Tennis Championships Paris 2013,2013-05-13,LIU Shiwen,HU Melek,4,1,"7,11,11,11,11|11,5,5,9,5",QF,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LIU Shiwen (CHN),HU Melek (TUR),LIU Shiwen
World Table Tennis Championships Paris 2013,2013-05-13,LI Xiaoxia,DING Ning,4,2,"8,11,4,13,11,11|11,1,11,11,6,8",SF,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LI Xiaoxia (CHN),DING Ning (CHN),LI Xiaoxia
World Table Tennis Championships Paris 2013,2013-05-13,LIU Shiwen,ZHU Yuling,4,1,"11,9,11,11,11|8,11,9,5,8",SF,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LIU Shiwen (CHN),ZHU Yuling (MAC),LIU Shiwen
World Table Tennis Championships Paris 2013,2013-05-13,LI Xiaoxia,LIU Shiwen,4,2,"11,4,11,12,6,13|8,11,7,10,11,11",F,WORLD_CHAMPIONSHIPS,WS,599,Main Draw,LI Xiaoxia (CHN),LIU Shiwen (CHN),LI Xiaoxia
World Table Tennis Championships Paris 2013,2013-05-13,XU Xin,MENGEL Steffen,4,0,"11,11,11,11|5,8,2,8",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,XU Xin (CHN),MENGEL Steffen (GER),XU Xin
World Table Tennis Championships Paris 2013,2013-05-13,GERELL Par,LIN Ju,4,3,"11,6,9,11,11,11,11|8,11,11,9,6,13,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GERELL Par (SWE),LIN Ju (DOM),GERELL Par
World Table Tennis Championships Paris 2013,2013-05-13,ELOI Damien,PITCHFORD Liam,4,3,"11,11,12,11,2,5,11|7,7,14,9,11,11,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ELOI Damien (FRA),PITCHFORD Liam (ENG),ELOI Damien
World Table Tennis Championships Paris 2013,2013-05-13,APOLONIA Tiago,SEREDA Peter,4,0,"11,11,11,11|6,5,8,8",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,APOLONIA Tiago (POR),SEREDA Peter (SVK),APOLONIA Tiago
World Table Tennis Championships Paris 2013,2013-05-13,CHAN Kazuhiro,CALDERANO Hugo,4,2,"11,6,13,11,9,12|9,11,11,5,11,10",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHAN Kazuhiro (JPN),CALDERANO Hugo (BRA),CHAN Kazuhiro
World Table Tennis Championships Paris 2013,2013-05-13,SKACHKOV Kirill,KARLSSON Kristian,4,2,"11,7,11,11,11,11|13,11,8,7,8,8",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SKACHKOV Kirill (RUS),KARLSSON Kristian (SWE),SKACHKOV Kirill
World Table Tennis Championships Paris 2013,2013-05-13,PAK Sin Hyok,LASHIN Elsayed,4,0,"11,11,11,11|6,8,9,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,PAK Sin Hyok (PRK),LASHIN Elsayed (EGY),PAK Sin Hyok
World Table Tennis Championships Paris 2013,2013-05-13,FREITAS Marcos,YANG Zi,4,3,"3,11,11,11,8,12,11|11,7,5,9,11,14,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FREITAS Marcos (POR),YANG Zi (SGP),FREITAS Marcos
World Table Tennis Championships Paris 2013,2013-05-13,SAMSONOV Vladimir,AL-HASAN Ibrahem,4,1,"11,11,8,11,11|9,7,11,9,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SAMSONOV Vladimir (BLR),AL-HASAN Ibrahem (KUW),SAMSONOV Vladimir
World Table Tennis Championships Paris 2013,2013-05-13,GIONIS Panagiotis,KOSIBA Daniel,4,2,"11,11,11,12,7,11|7,13,7,10,11,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GIONIS Panagiotis (GRE),KOSIBA Daniel (HUN),GIONIS Panagiotis
World Table Tennis Championships Paris 2013,2013-05-13,HABESOHN Daniel,SLATINSEK Uros,4,1,"11,11,5,11,13|8,8,11,4,11",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,HABESOHN Daniel (AUT),SLATINSEK Uros (SLO),HABESOHN Daniel
World Table Tennis Championships Paris 2013,2013-05-13,GACINA Andrej,LEE Chia-Sheng,4,1,"11,9,11,11,13|9,11,6,2,11",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GACINA Andrej (CRO),LEE Chia-Sheng (TPE),GACINA Andrej
World Table Tennis Championships Paris 2013,2013-05-13,CHIANG Hung-Chieh,KIM Hyok Bong,4,1,"11,11,11,8,11|8,6,8,11,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHIANG Hung-Chieh (TPE),KIM Hyok Bong (PRK),CHIANG Hung-Chieh
World Table Tennis Championships Paris 2013,2013-05-13,LEE Sang Su,ROBINOT Quentin,4,1,"11,11,12,8,11|8,8,10,11,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,LEE Sang Su (KOR),ROBINOT Quentin (FRA),LEE Sang Su
World Table Tennis Championships Paris 2013,2013-05-13,MATSUDAIRA Kenta,REED Daniel,4,0,"11,11,11,11|7,3,7,8",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MATSUDAIRA Kenta (JPN),REED Daniel (ENG),MATSUDAIRA Kenta
World Table Tennis Championships Paris 2013,2013-05-13,MA Lin,LEGOUT Christophe,4,0,"11,11,13,11|4,8,11,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MA Lin (CHN),LEGOUT Christophe (FRA),MA Lin
World Table Tennis Championships Paris 2013,2013-05-13,OVTCHAROV Dimitrij,BUROV Viacheslav,4,0,"11,11,12,11|3,2,10,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,OVTCHAROV Dimitrij (GER),BUROV Viacheslav (RUS),OVTCHAROV Dimitrij
World Table Tennis Championships Paris 2013,2013-05-13,PRIMORAC Zoran,DEVOS Robin,4,1,"11,9,11,11,11|5,11,6,8,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,PRIMORAC Zoran (CRO),DEVOS Robin (BEL),PRIMORAC Zoran
World Table Tennis Championships Paris 2013,2013-05-13,GAUZY Simon,SEO Hyundeok,4,1,"11,11,9,14,12|5,3,11,12,10",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GAUZY Simon (FRA),SEO Hyundeok (KOR),GAUZY Simon
World Table Tennis Championships Paris 2013,2013-05-13,TANG Peng,JANCARIK Lubomir,4,1,"13,11,11,11,11|11,6,13,7,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,TANG Peng (HKG),JANCARIK Lubomir (CZE),TANG Peng
World Table Tennis Championships Paris 2013,2013-05-13,BAUM Patrick,LASAN Sas,4,2,"11,11,5,13,11,11|8,4,11,15,8,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BAUM Patrick (GER),LASAN Sas (SLO),BAUM Patrick
World Table Tennis Championships Paris 2013,2013-05-13,SCHLAGER Werner,PLATONOV Pavel,4,1,"11,8,11,11,14|9,11,1,7,12",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SCHLAGER Werner (AUT),PLATONOV Pavel (BLR),SCHLAGER Werner
World Table Tennis Championships Paris 2013,2013-05-13,LEBESSON Emmanuel,SALEH Ahmed,4,1,"11,13,7,11,11|7,11,11,5,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,LEBESSON Emmanuel (FRA),SALEH Ahmed (EGY),LEBESSON Emmanuel
World Table Tennis Championships Paris 2013,2013-05-13,PROKOPCOV Dmitrij,JIANG Tianyi,4,2,"9,11,11,11,7,11|11,7,8,6,11,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,PROKOPCOV Dmitrij (CZE),JIANG Tianyi (HKG),PROKOPCOV Dmitrij
World Table Tennis Championships Paris 2013,2013-05-13,CRISAN Adrian,MONTEIRO Thiago,4,0,"11,11,11,11|7,8,9,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CRISAN Adrian (ROU),MONTEIRO Thiago (BRA),CRISAN Adrian
World Table Tennis Championships Paris 2013,2013-05-13,ASSAR Omar,GORAK Daniel,4,2,"11,2,3,12,12,11|7,11,11,10,10,8",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ASSAR Omar (EGY),GORAK Daniel (POL),ASSAR Omar
World Table Tennis Championships Paris 2013,2013-05-13,SAIVE Jean-Michel,VANG Bora,4,3,"14,4,11,8,7,11,11|12,11,9,11,11,9,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SAIVE Jean-Michel (BEL),VANG Bora (TUR),SAIVE Jean-Michel
World Table Tennis Championships Paris 2013,2013-05-13,GARDOS Robert,DURAN Marc,4,0,"11,11,12,11|9,7,10,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GARDOS Robert (AUT),DURAN Marc (ESP),GARDOS Robert
World Table Tennis Championships Paris 2013,2013-05-13,FAN Zhendong,DIDUKH Oleksandr,4,1,"11,8,11,14,11|9,11,8,12,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FAN Zhendong (CHN),DIDUKH Oleksandr (UKR),FAN Zhendong
World Table Tennis Championships Paris 2013,2013-05-13,MONTEIRO Joao,JEVTOVIC Marko,4,3,"11,11,9,11,11,10,11|13,7,11,9,4,12,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MONTEIRO Joao (POR),JEVTOVIC Marko (SRB),MONTEIRO Joao
World Table Tennis Championships Paris 2013,2013-05-13,TSUBOI Gustavo,PAPAGEORGIOU Konstantinos,4,1,"11,11,11,4,11|8,5,6,11,4",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,TSUBOI Gustavo (BRA),PAPAGEORGIOU Konstantinos (GRE),TSUBOI Gustavo
World Table Tennis Championships Paris 2013,2013-05-13,ZHANG Jike,AKERSTROM Fabian,4,0,"11,11,12,11|5,1,10,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ZHANG Jike (CHN),AKERSTROM Fabian (SWE),ZHANG Jike
World Table Tennis Championships Paris 2013,2013-05-13,WANG Hao,MADRID Marcos,4,1,"9,11,11,11,11|11,7,1,9,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Hao (CHN),MADRID Marcos (MEX),WANG Hao
World Table Tennis Championships Paris 2013,2013-05-13,CHEUNG Yuk,KIM Nam Chol,4,3,"11,11,6,10,9,11,14|5,7,11,12,11,9,12",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHEUNG Yuk (HKG),KIM Nam Chol (PRK),CHEUNG Yuk
World Table Tennis Championships Paris 2013,2013-05-13,ALAMIYAN Noshad,SILVA Andre,4,2,"11,8,11,6,11,11|9,11,8,11,9,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ALAMIYAN Noshad (IRI),SILVA Andre (POR),ALAMIYAN Noshad
World Table Tennis Championships Paris 2013,2013-05-13,MATTENET Adrien,STOYANOV Niagol,4,3,"3,11,11,6,7,11,11|11,6,7,11,11,5,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MATTENET Adrien (FRA),STOYANOV Niagol (ITA),MATTENET Adrien
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Chien-An,PISTEJ Lubomir,4,0,"11,11,11,11|7,6,4,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHEN Chien-An (TPE),PISTEJ Lubomir (SVK),CHEN Chien-An
World Table Tennis Championships Paris 2013,2013-05-13,MATSUMOTO Cazuo,IONESCU Ovidiu,4,1,"11,12,10,11,11|9,10,12,6,3",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MATSUMOTO Cazuo (BRA),IONESCU Ovidiu (ROU),MATSUMOTO Cazuo
World Table Tennis Championships Paris 2013,2013-05-13,PATTANTYUS Adam,HUANG Sheng-Sheng,4,2,"7,11,12,11,11,11|11,4,14,6,9,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,PATTANTYUS Adam (HUN),HUANG Sheng-Sheng (TPE),PATTANTYUS Adam
World Table Tennis Championships Paris 2013,2013-05-13,GAO Ning,RUMGAY Gavin,4,2,"9,11,11,12,11,11|11,8,6,14,7,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GAO Ning (SGP),RUMGAY Gavin (SCO),GAO Ning
World Table Tennis Championships Paris 2013,2013-05-13,YAN An,TOSIC Roko,4,0,"11,11,11,12|8,4,5,10",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,YAN An (CHN),TOSIC Roko (CRO),YAN An
World Table Tennis Championships Paris 2013,2013-05-13,LEUNG Chu Yan,SALIFOU Abdel-Kader,4,2,"11,9,4,13,14,11|8,11,11,11,12,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,LEUNG Chu Yan (HKG),SALIFOU Abdel-Kader (BEN),LEUNG Chu Yan
World Table Tennis Championships Paris 2013,2013-05-13,KREANGA Kalinikos,ZWICKL Daniel,4,0,"18,12,16,11|16,10,14,2",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,KREANGA Kalinikos (GRE),ZWICKL Daniel (HUN),KREANGA Kalinikos
World Table Tennis Championships Paris 2013,2013-05-13,KIM Minseok,BAGGALEY Andrew,4,1,"9,11,11,11,11|11,3,9,6,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,KIM Minseok (KOR),BAGGALEY Andrew (ENG),KIM Minseok
World Table Tennis Championships Paris 2013,2013-05-13,TAKAKIWA Taku,KEINATH Thomas,4,3,"8,11,13,11,8,6,11|11,5,11,9,11,11,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,TAKAKIWA Taku (JPN),KEINATH Thomas (SVK),TAKAKIWA Taku
World Table Tennis Championships Paris 2013,2013-05-13,CHO Eonrae,BURGIS Matiss,4,2,"11,11,7,11,6,11|8,7,11,3,11,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHO Eonrae (KOR),BURGIS Matiss (LAT),CHO Eonrae
World Table Tennis Championships Paris 2013,2013-05-13,FRANZISKA Patrick,LIU Song,4,2,"11,11,8,11,10,11|5,7,11,5,12,3",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FRANZISKA Patrick (GER),LIU Song (ARG),FRANZISKA Patrick
World Table Tennis Championships Paris 2013,2013-05-13,CHUANG Chih-Yuan,PEREIRA Andy,4,0,"11,11,11,11|5,6,5,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHUANG Chih-Yuan (TPE),PEREIRA Andy (CUB),CHUANG Chih-Yuan
World Table Tennis Championships Paris 2013,2013-05-13,BOLL Timo,DURANSPAHIC Admir,4,0,"11,11,11,11|4,5,5,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,BOLL Timo (GER),DURANSPAHIC Admir (BIH),BOLL Timo
World Table Tennis Championships Paris 2013,2013-05-13,ACHANTA Sharath,MACHADO Carlos,4,2,"11,11,8,11,5,11|7,5,11,8,11,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,ACHANTA Sharath (IND),MACHADO Carlos (ESP),ACHANTA Sharath
World Table Tennis Championships Paris 2013,2013-05-13,LUNDQVIST Jens,KIM Kyungmin,4,3,"11,9,10,11,10,11,11|9,11,12,8,12,8,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,LUNDQVIST Jens (SWE),KIM Kyungmin (KOR),LUNDQVIST Jens
World Table Tennis Championships Paris 2013,2013-05-13,JEOUNG Youngsik,KOLAREK Tomislav,4,1,"11,7,11,11,11|7,11,2,6,1",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,JEOUNG Youngsik (KOR),KOLAREK Tomislav (CRO),JEOUNG Youngsik
World Table Tennis Championships Paris 2013,2013-05-13,KISHIKAWA Seiya,GROTH Jonathan,4,1,"11,8,12,12,11|4,11,10,10,6",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,KISHIKAWA Seiya (JPN),GROTH Jonathan (DEN),KISHIKAWA Seiya
World Table Tennis Championships Paris 2013,2013-05-13,FEGERL Stefan,ZHMUDENKO Yaroslav,4,1,"11,12,11,8,11|8,10,9,11,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FEGERL Stefan (AUT),ZHMUDENKO Yaroslav (UKR),FEGERL Stefan
World Table Tennis Championships Paris 2013,2013-05-13,SMIRNOV Alexey,FLORAS Robert,4,2,"11,10,12,12,7,11|2,12,10,10,11,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SMIRNOV Alexey (RUS),FLORAS Robert (POL),SMIRNOV Alexey
World Table Tennis Championships Paris 2013,2013-05-13,SIRUCEK Pavel,MIZUTANI Jun,4,2,"6,11,4,11,12,11|11,5,11,8,10,8",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SIRUCEK Pavel (CZE),MIZUTANI Jun (JPN),SIRUCEK Pavel
World Table Tennis Championships Paris 2013,2013-05-13,NIWA Koki,ANTHONY Amalraj,4,0,"11,11,11,11|5,4,8,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,NIWA Koki (JPN),ANTHONY Amalraj (IND),NIWA Koki
World Table Tennis Championships Paris 2013,2013-05-13,PAIKOV Mikhail,BOBOCICA Mihai,4,0,"11,11,11,11|9,9,6,5",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,PAIKOV Mikhail (RUS),BOBOCICA Mihai (ITA),PAIKOV Mikhail
World Table Tennis Championships Paris 2013,2013-05-13,HE Zhiwen,VLASOV Grigory,4,1,"11,11,9,11,11|4,9,11,8,2",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,HE Zhiwen (ESP),VLASOV Grigory (RUS),HE Zhiwen
World Table Tennis Championships Paris 2013,2013-05-13,CHEN Weixing,KOU Lei,4,1,"11,11,11,6,11|6,7,8,11,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHEN Weixing (AUT),KOU Lei (UKR),CHEN Weixing
World Table Tennis Championships Paris 2013,2013-05-13,STEGER Bastian,WU Chih-Chi,4,1,"10,11,11,11,11|12,9,7,8,4",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,STEGER Bastian (GER),WU Chih-Chi (TPE),STEGER Bastian
World Table Tennis Championships Paris 2013,2013-05-13,TOKIC Bojan,PETO Zsolt,4,1,"11,11,9,11,11|9,9,11,4,7",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,TOKIC Bojan (SLO),PETO Zsolt (SRB),TOKIC Bojan
World Table Tennis Championships Paris 2013,2013-05-13,WANG Zengyi,CIOTI Constantin,4,0,"11,12,11,12|6,10,8,10",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,WANG Zengyi (POL),CIOTI Constantin (ROU),WANG Zengyi
World Table Tennis Championships Paris 2013,2013-05-13,MA Long,GHOSH Soumyajit,4,0,"11,11,11,11|8,4,3,9",R128,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,MA Long (CHN),GHOSH Soumyajit (IND),MA Long
World Table Tennis Championships Paris 2013,2013-05-13,XU Xin,GERELL Par,4,0,"11,11,11,11|5,3,7,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,XU Xin (CHN),GERELL Par (SWE),XU Xin
World Table Tennis Championships Paris 2013,2013-05-13,APOLONIA Tiago,ELOI Damien,4,2,"11,11,11,9,8,11|7,7,4,11,11,5",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,APOLONIA Tiago (POR),ELOI Damien (FRA),APOLONIA Tiago
World Table Tennis Championships Paris 2013,2013-05-13,CHAN Kazuhiro,SKACHKOV Kirill,4,1,"13,11,11,9,11|11,5,7,11,6",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHAN Kazuhiro (JPN),SKACHKOV Kirill (RUS),CHAN Kazuhiro
World Table Tennis Championships Paris 2013,2013-05-13,FREITAS Marcos,PAK Sin Hyok,4,3,"8,8,9,11,11,11,11|11,11,11,5,9,9,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,FREITAS Marcos (POR),PAK Sin Hyok (PRK),FREITAS Marcos
World Table Tennis Championships Paris 2013,2013-05-13,SAMSONOV Vladimir,GIONIS Panagiotis,4,2,"11,6,11,11,7,11|7,11,1,5,11,4",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,SAMSONOV Vladimir (BLR),GIONIS Panagiotis (GRE),SAMSONOV Vladimir
World Table Tennis Championships Paris 2013,2013-05-13,GACINA Andrej,HABESOHN Daniel,4,0,"11,11,11,11|4,9,9,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,GACINA Andrej (CRO),HABESOHN Daniel (AUT),GACINA Andrej
World Table Tennis Championships Paris 2013,2013-05-13,CHIANG Hung-Chieh,LEE Sang Su,4,3,"3,12,11,6,12,11,11|11,10,9,11,14,7,7",R64,WORLD_CHAMPIONSHIPS,MS,599,Main Draw,CHIANG Hung-Chieh (TPE),LEE Sang Su (KOR),CHIANG Hung-Chieh
