tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
ITTF Asian Championships Wuxi 2017,2017-04-09,PATKAR Madhurika,NYYAZGYLYJOVA Oguljennet,3,0,"11,11,11|6,2,5",R128,OTHER,WS,515,Main Draw,NYYAZGYLYJOVA Oguljennet (TKM),PATKAR Madhurika (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOE Il,NOROOZI Afshin,3,1,"13,11,10,11|11,6,12,5",,OTHER,MT,515,Main Draw,NOROOZI Afshin (IRI),CHOE Il (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,PAK Sin Hyok,AHMADIAN Amin,3,0,"11,11,11|9,6,2",,OTHER,MT,515,Main Draw,AHMADIAN Amin (IRI),PAK Sin Hyok (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,KANG Wi Hun,TAHERKHANI Hamidreza,3,0,"11,11,11|4,5,5",,OTHER,MT,515,Main Draw,TAHERKHANI Hamidreza (IRI),KANG Wi Hun (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,TANVIRIYAVECHAKUL Padasak,GNANASEKARAN Sathiyan,3,0,"11,11,14|9,6,12",,OTHER,MT,515,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),GNANASEKARAN Sathiyan (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,ACHANTA Sharath,WISUTMAYTHANGKOON Supanut,3,0,"11,11,11|9,6,7",,OTHER,MT,515,Main Draw,WISUTMAYTHANGKOON Supanut (THA),ACHANTA Sharath (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,DESAI Harmeet,PASSARA Pattaratorn,3,1,"15,14,11,11|13,16,8,5",,OTHER,MT,515,Main Draw,PASSARA Pattaratorn (THA),DESAI Harmeet (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,ACHANTA Sharath,TANVIRIYAVECHAKUL Padasak,3,0,"11,11,11|7,6,4",,OTHER,MT,515,Main Draw,TANVIRIYAVECHAKUL Padasak (THA),ACHANTA Sharath (IND)
ITTF Asian Championships Wuxi 2017,2017-04-09,GHOSH Soumyajit,CHOE Il,3,0,"11,11,12|6,9,10",,OTHER,MT,515,Main Draw,GHOSH Soumyajit (IND),CHOE Il (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,KANG Wi Hun,GNANASEKARAN Sathiyan,3,0,"11,11,11|7,9,9",,OTHER,MT,515,Main Draw,GNANASEKARAN Sathiyan (IND),KANG Wi Hun (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,PAK Sin Hyok,GHOSH Soumyajit,3,2,"12,6,11,8,11|10,11,6,11,9",,OTHER,MT,515,Main Draw,GHOSH Soumyajit (IND),PAK Sin Hyok (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,DESAI Harmeet,CHOE Il,3,0,"11,11,11|7,5,9",,OTHER,MT,515,Main Draw,DESAI Harmeet (IND),CHOE Il (PRK)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMADIAN Amin,WISUTMAYTHANGKOON Supanut,3,1,"10,11,11,12|12,4,8,10",,OTHER,MT,515,Main Draw,AHMADIAN Amin (IRI),WISUTMAYTHANGKOON Supanut (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,TANVIRIYAVECHAKUL Padasak,LOTFIJANABADI Miad,3,0,"11,11,11|5,9,8",,OTHER,MT,515,Main Draw,LOTFIJANABADI Miad (IRI),TANVIRIYAVECHAKUL Padasak (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,ROUINTANESFAHANI Mohammadali,PASSARA Pattaratorn,3,0,"11,11,11|3,4,7",,OTHER,MT,515,Main Draw,ROUINTANESFAHANI Mohammadali (IRI),PASSARA Pattaratorn (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,TANVIRIYAVECHAKUL Padasak,AHMADIAN Amin,3,0,"11,11,13|9,9,11",,OTHER,MT,515,Main Draw,AHMADIAN Amin (IRI),TANVIRIYAVECHAKUL Padasak (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,LOTFIJANABADI Miad,WISUTMAYTHANGKOON Supanut,3,1,"9,11,14,11|11,6,12,9",,OTHER,MT,515,Main Draw,LOTFIJANABADI Miad (IRI),WISUTMAYTHANGKOON Supanut (THA)
ITTF Asian Championships Wuxi 2017,2017-04-09,LEONG Chee Feng,DINH Quang Linh,3,2,"9,11,11,11,14|11,8,13,7,12",,OTHER,MT,515,Main Draw,DINH Quang Linh (VIE),LEONG Chee Feng (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,NGUYEN Anh Tu,HAIQAL Muhamad Ashraf,3,0,"11,11,11|5,8,8",,OTHER,MT,515,Main Draw,NGUYEN Anh Tu (VIE),HAIQAL Muhamad Ashraf (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,IBRAHIM Muhd Shakirin,NGUYEN Duc Tuan,3,2,"11,11,9,7,11|8,8,11,11,2",,OTHER,MT,515,Main Draw,NGUYEN Duc Tuan (VIE),IBRAHIM Muhd Shakirin (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,HAIQAL Muhamad Ashraf,DINH Quang Linh,3,2,"11,11,4,10,11|8,8,11,12,9",,OTHER,MT,515,Main Draw,DINH Quang Linh (VIE),HAIQAL Muhamad Ashraf (MAS)
ITTF Asian Championships Wuxi 2017,2017-04-09,SANTOSO Ficky,TESHABOEV Kutbidillo,3,0,"11,11,11|8,5,6",,OTHER,MT,515,Main Draw,SANTOSO Ficky (INA),TESHABOEV Kutbidillo (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,KENJAEV Zokhid,BHAGWANI Deepash,3,1,"9,11,11,11|11,9,8,8",,OTHER,MT,515,Main Draw,BHAGWANI Deepash (INA),KENJAEV Zokhid (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,NEGARA Muhammad,LEVCHENKO Gennadiy,3,0,"11,11,12|7,5,10",,OTHER,MT,515,Main Draw,NEGARA Muhammad (INA),LEVCHENKO Gennadiy (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,KENJAEV Zokhid,SANTOSO Ficky,3,1,"12,10,11,11|10,12,7,9",,OTHER,MT,515,Main Draw,SANTOSO Ficky (INA),KENJAEV Zokhid (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,BHAGWANI Deepash,TESHABOEV Kutbidillo,3,1,"11,9,11,14|9,11,6,12",,OTHER,MT,515,Main Draw,BHAGWANI Deepash (INA),TESHABOEV Kutbidillo (UZB)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALKHADRAWI Ali,CHANG Hoi Wa,3,0,"11,11,11|2,4,3",,OTHER,MT,515,Main Draw,CHANG Hoi Wa (MAC),ALKHADRAWI Ali (KSA)
ITTF Asian Championships Wuxi 2017,2017-04-09,AL-ABBAD Abdulaziz,CHEONG Chi Cheng,3,0,"11,11,11|5,6,7",,OTHER,MT,515,Main Draw,CHEONG Chi Cheng (MAC),AL-ABBAD Abdulaziz (KSA)
ITTF Asian Championships Wuxi 2017,2017-04-09,BU SHULAYBI Abdulaziz,CHEONG Chi Cheng,3,0,"11,12,11|5,10,5",,OTHER,MT,515,Main Draw,CHEONG Chi Cheng (MAC),BU SHULAYBI Abdulaziz (KSA)
ITTF Asian Championships Wuxi 2017,2017-04-09,GERASSIMENKO Kirill,BHAGWANI Deepash,3,0,"11,11,11|6,8,8",,OTHER,MT,515,Main Draw,GERASSIMENKO Kirill (KAZ),BHAGWANI Deepash (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,SANTOSO Ficky,KENZHIGULOV Aidos,3,1,"11,5,11,11|3,11,8,9",,OTHER,MT,515,Main Draw,KENZHIGULOV Aidos (KAZ),SANTOSO Ficky (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOLUDEV Denis,NEGARA Muhammad,3,2,"11,7,13,9,11|6,11,11,11,9",,OTHER,MT,515,Main Draw,ZHOLUDEV Denis (KAZ),NEGARA Muhammad (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,GERASSIMENKO Kirill,SANTOSO Ficky,3,1,"11,13,9,11|5,11,11,6",,OTHER,MT,515,Main Draw,GERASSIMENKO Kirill (KAZ),SANTOSO Ficky (INA)
ITTF Asian Championships Wuxi 2017,2017-04-09,AL-ABBAD Abdulaziz,RAMEEZ Muhammad,3,0,"11,11,11|4,5,5",,OTHER,MT,515,Main Draw,AL-ABBAD Abdulaziz (KSA),RAMEEZ Muhammad (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALKHADRAWI Ali,QURESHI Asim,3,0,"11,11,12|7,6,10",,OTHER,MT,515,Main Draw,ALKHADRAWI Ali (KSA),QURESHI Asim (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,BU SHULAYBI Abdulaziz,RAHIM Abdul,3,0,"11,11,11|5,7,9",,OTHER,MT,515,Main Draw,BU SHULAYBI Abdulaziz (KSA),RAHIM Abdul (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,AL-ABBAD Abdulaziz,ZHOLUDEV Denis,3,0,"11,11,11|4,4,7",,OTHER,MT,515,Main Draw,AL-ABBAD Abdulaziz (KSA),ZHOLUDEV Denis (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,GERASSIMENKO Kirill,ALKHADRAWI Ali,3,0,"11,11,11|5,7,8",,OTHER,MT,515,Main Draw,ALKHADRAWI Ali (KSA),GERASSIMENKO Kirill (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,BU SHULAYBI Abdulaziz,KENZHIGULOV Aidos,3,0,"11,11,11|5,4,8",,OTHER,MT,515,Main Draw,BU SHULAYBI Abdulaziz (KSA),KENZHIGULOV Aidos (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,GERASSIMENKO Kirill,AL-ABBAD Abdulaziz,3,1,"11,9,11,11|4,11,5,7",,OTHER,MT,515,Main Draw,AL-ABBAD Abdulaziz (KSA),GERASSIMENKO Kirill (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,ZHOLUDEV Denis,ALKHADRAWI Ali,3,0,"11,16,11|9,14,6",,OTHER,MT,515,Main Draw,ALKHADRAWI Ali (KSA),ZHOLUDEV Denis (KAZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,RAMEEZ Muhammad,BHAGWANI Deepash,3,2,"11,11,2,5,11|4,9,11,11,6",,OTHER,MT,515,Main Draw,BHAGWANI Deepash (INA),RAMEEZ Muhammad (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,NEGARA Muhammad,QURESHI Asim,3,1,"6,11,11,11|11,9,9,4",,OTHER,MT,515,Main Draw,NEGARA Muhammad (INA),QURESHI Asim (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,WAHID Habibie,RAHIM Abdul,3,1,"11,10,11,11|6,12,7,7",,OTHER,MT,515,Main Draw,WAHID Habibie (INA),RAHIM Abdul (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,BHAGWANI Deepash,QURESHI Asim,3,0,"11,11,12|5,8,10",,OTHER,MT,515,Main Draw,BHAGWANI Deepash (INA),QURESHI Asim (PAK)
ITTF Asian Championships Wuxi 2017,2017-04-09,KENJAEV Zokhid,CHEONG Chi Cheng,3,2,"8,11,10,11,11|11,6,12,6,8",,OTHER,MT,515,Main Draw,KENJAEV Zokhid (UZB),CHEONG Chi Cheng (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHANG Hoi Wa,SULTONOV Islombek,3,0,"13,11,11|11,6,2",,OTHER,MT,515,Main Draw,SULTONOV Islombek (UZB),CHANG Hoi Wa (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,WANG Chun,TESHABOEV Kutbidillo,3,2,"6,11,4,11,11|11,8,11,8,7",,OTHER,MT,515,Main Draw,TESHABOEV Kutbidillo (UZB),WANG Chun (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHANG Hoi Wa,KENJAEV Zokhid,3,1,"14,4,11,13|12,11,7,11",,OTHER,MT,515,Main Draw,KENJAEV Zokhid (UZB),CHANG Hoi Wa (MAC)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALBALOOSHI Abdulla,AHMEDOV Ravil,3,1,"5,11,12,11|11,5,10,7",,OTHER,MT,515,Main Draw,ALBALOOSHI Abdulla (UAE),AHMEDOV Ravil (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMEDOV Rashid,ALBLOOSHI Essa,3,2,"11,13,11,9,12|3,15,3,11,10",,OTHER,MT,515,Main Draw,ALBLOOSHI Essa (UAE),AHMEDOV Rashid (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,NURGELDIYEV Annaberdi,ABDULLA Mohammed,3,1,"11,4,11,11|7,11,7,8",,OTHER,MT,515,Main Draw,ABDULLA Mohammed (UAE),NURGELDIYEV Annaberdi (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALBALOOSHI Abdulla,AHMEDOV Rashid,3,1,"11,10,11,11|9,12,7,8",,OTHER,MT,515,Main Draw,ALBALOOSHI Abdulla (UAE),AHMEDOV Rashid (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMEDOV Ravil,ALBLOOSHI Essa,3,1,"9,11,11,18|11,9,7,16",,OTHER,MT,515,Main Draw,ALBLOOSHI Essa (UAE),AHMEDOV Ravil (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,TULGUUR Chinzorig,RANASINGHA Imesh,3,1,"11,7,13,11|4,11,11,8",,OTHER,MT,515,Main Draw,RANASINGHA Imesh (USA),TULGUUR Chinzorig (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,SIRISENA Rohan,BATKHISHIG Bilegt,3,1,"9,11,11,11|11,6,8,6",,OTHER,MT,515,Main Draw,SIRISENA Rohan (SRI),BATKHISHIG Bilegt (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHINBAT Erdenebayar,RANJANA Chalitha,3,2,"11,11,7,7,11|7,7,11,11,9",,OTHER,MT,515,Main Draw,RANJANA Chalitha (SRI),CHINBAT Erdenebayar (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,RANASINGHA Imesh,BATKHISHIG Bilegt,3,2,"11,11,4,9,11|9,9,11,11,8",,OTHER,MT,515,Main Draw,RANASINGHA Imesh (USA),BATKHISHIG Bilegt (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,SIRISENA Rohan,TULGUUR Chinzorig,3,2,"10,11,11,9,11|12,9,7,11,9",,OTHER,MT,515,Main Draw,SIRISENA Rohan (SRI),TULGUUR Chinzorig (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMEDOV Rashid,SAGYNDYKOV Talgat,3,2,"11,11,10,6,11|7,5,12,11,8",,OTHER,MT,515,Main Draw,AHMEDOV Rashid (TKM),SAGYNDYKOV Talgat (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,IAKUPBAEV Alisher,YAKUBOV Davut,3,0,"11,11,11|7,7,4",,OTHER,MT,515,Main Draw,YAKUBOV Davut (TKM),IAKUPBAEV Alisher (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMEDOV Ravil,AKHMEDZHANOV Mukhammed,3,2,"11,5,11,12,11|7,11,5,14,9",,OTHER,MT,515,Main Draw,AHMEDOV Ravil (TKM),AKHMEDZHANOV Mukhammed (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,IAKUPBAEV Alisher,AHMEDOV Rashid,3,0,"11,11,11|2,9,4",,OTHER,MT,515,Main Draw,AHMEDOV Rashid (TKM),IAKUPBAEV Alisher (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,SAGYNDYKOV Talgat,YAKUBOV Davut,3,0,"11,11,11|6,5,8",,OTHER,MT,515,Main Draw,YAKUBOV Davut (TKM),SAGYNDYKOV Talgat (KGZ)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO YAMAN Zaid,SIRISENA Rohan,3,2,"5,11,11,9,11|11,6,5,11,5",,OTHER,MT,515,Main Draw,ABO YAMAN Zaid (JOR),SIRISENA Rohan (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,RANASINGHA Imesh,SALAMEH Mohammad,3,0,"11,11,11|9,9,9",,OTHER,MT,515,Main Draw,SALAMEH Mohammad (JOR),RANASINGHA Imesh (USA)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALDMAISY Zeyad,KARUNARATHNA Milinda,3,2,"11,7,10,11,13|2,11,12,6,11",,OTHER,MT,515,Main Draw,ALDMAISY Zeyad (JOR),KARUNARATHNA Milinda (SRI)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO YAMAN Zaid,RANASINGHA Imesh,3,0,"11,11,11|2,8,3",,OTHER,MT,515,Main Draw,ABO YAMAN Zaid (JOR),RANASINGHA Imesh (USA)
ITTF Asian Championships Wuxi 2017,2017-04-09,IAKUPBAEV Alisher,ALHOURANI Hasan,3,1,"11,6,11,11|5,11,6,4",,OTHER,MT,515,Main Draw,IAKUPBAEV Alisher (KGZ),ALHOURANI Hasan (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO YAMAN Zaid,SAGYNDYKOV Talgat,3,0,"11,11,11|7,6,7",,OTHER,MT,515,Main Draw,SAGYNDYKOV Talgat (KGZ),ABO YAMAN Zaid (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,KHADER Khaled,AKHMEDZHANOV Mukhammed,3,2,"10,11,11,7,11|12,6,8,11,6",,OTHER,MT,515,Main Draw,AKHMEDZHANOV Mukhammed (KGZ),KHADER Khaled (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,ABO YAMAN Zaid,IAKUPBAEV Alisher,3,1,"11,7,11,11|6,11,7,6",,OTHER,MT,515,Main Draw,IAKUPBAEV Alisher (KGZ),ABO YAMAN Zaid (JOR)
ITTF Asian Championships Wuxi 2017,2017-04-09,SIRISENA Rohan,AHMEDOV Ravil,3,0,"11,11,11|3,9,5",,OTHER,MT,515,Main Draw,SIRISENA Rohan (SRI),AHMEDOV Ravil (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,KARUNARATHNA Milinda,AHMEDOV Rashid,3,2,"13,11,5,11,11|15,6,11,6,9",,OTHER,MT,515,Main Draw,KARUNARATHNA Milinda (SRI),AHMEDOV Rashid (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,JAYASINGHA Nirmala,NURGELDIYEV Annaberdi,3,2,"8,11,13,8,11|11,4,11,11,1",,OTHER,MT,515,Main Draw,JAYASINGHA Nirmala (SRI),NURGELDIYEV Annaberdi (TKM)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALBALOOSHI Abdulla,CHINBAT Erdenebayar,3,0,"13,11,12|11,9,10",,OTHER,MT,515,Main Draw,ALBALOOSHI Abdulla (UAE),CHINBAT Erdenebayar (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATKHISHIG Bilegt,ALBLOOSHI Essa,3,1,"11,8,11,11|9,11,8,3",,OTHER,MT,515,Main Draw,ALBLOOSHI Essa (UAE),BATKHISHIG Bilegt (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,JARGALSAIKHAN Munkhzorig,SARHAN Zubair,3,0,"11,11,11|8,7,7",,OTHER,MT,515,Main Draw,SARHAN Zubair (UAE),JARGALSAIKHAN Munkhzorig (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,BATKHISHIG Bilegt,ALBALOOSHI Abdulla,3,1,"7,16,11,11|11,14,8,9",,OTHER,MT,515,Main Draw,ALBALOOSHI Abdulla (UAE),BATKHISHIG Bilegt (MGL)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMED Moosa,BILLAH Mahbub,3,1,"7,11,11,11|11,5,8,8",,OTHER,MT,515,Main Draw,AHMED Moosa (MDV),BILLAH Mahbub (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOWDHURY Manash,NASEEM Mohamed,3,1,"12,11,11,15|10,13,6,13",,OTHER,MT,515,Main Draw,NASEEM Mohamed (MDV),CHOWDHURY Manash (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,PARAG Masud Rana,SHAFFAN Mohamed,3,0,"11,12,11|3,10,8",,OTHER,MT,515,Main Draw,SHAFFAN Mohamed (MDV),PARAG Masud Rana (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMED Moosa,CHOWDHURY Manash,3,2,"7,12,11,10,11|11,10,9,12,9",,OTHER,MT,515,Main Draw,AHMED Moosa (MDV),CHOWDHURY Manash (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,BILLAH Mahbub,NASEEM Mohamed,3,0,"11,11,11|5,4,6",,OTHER,MT,515,Main Draw,NASEEM Mohamed (MDV),BILLAH Mahbub (BAN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALRAISI Asad,FAHES Ghaleb,3,2,"11,9,11,11,11|13,11,8,4,8",,OTHER,MT,515,Main Draw,ALRAISI Asad (OMA),FAHES Ghaleb (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,HARB Ahmad,AL QARANI Said,3,0,"11,11,11|4,3,5",,OTHER,MT,515,Main Draw,AL QARANI Said (OMA),HARB Ahmad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,AL KHARUSI Said,HAMIE Mohamad,3,0,,,OTHER,MT,515,Main Draw,AL KHARUSI Said (OMA),HAMIE Mohamad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,ALRAISI Asad,HARB Ahmad,3,2,"11,9,9,11,13|9,11,11,8,11",,OTHER,MT,515,Main Draw,ALRAISI Asad (OMA),HARB Ahmad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,CHOWDHURY Manash,AL KHARUSI Said,3,0,"11,11,11|2,3,6",,OTHER,MT,515,Main Draw,CHOWDHURY Manash (BAN),AL KHARUSI Said (OMA)
ITTF Asian Championships Wuxi 2017,2017-04-09,BILLAH Mahbub,ALRAISI Asad,3,0,"11,11,11|2,3,7",,OTHER,MT,515,Main Draw,BILLAH Mahbub (BAN),ALRAISI Asad (OMA)
ITTF Asian Championships Wuxi 2017,2017-04-09,PARAG Masud Rana,AL QARANI Said,3,2,"11,11,9,5,11|9,8,11,11,6",,OTHER,MT,515,Main Draw,PARAG Masud Rana (BAN),AL QARANI Said (OMA)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAHES Ghaleb,AHMED Moosa,3,2,"11,4,8,11,11|6,11,11,9,6",,OTHER,MT,515,Main Draw,AHMED Moosa (MDV),FAHES Ghaleb (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,HARB Ahmad,NASEEM Mohamed,3,1,"8,11,11,11|11,4,3,4",,OTHER,MT,515,Main Draw,NASEEM Mohamed (MDV),HARB Ahmad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,SHAFFAN Mohamed,HAMIE Mohamad,3,0,,,OTHER,MT,515,Main Draw,SHAFFAN Mohamed (MDV),HAMIE Mohamad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,AHMED Moosa,HARB Ahmad,3,0,"11,11,11|9,7,8",,OTHER,MT,515,Main Draw,AHMED Moosa (MDV),HARB Ahmad (LBN)
ITTF Asian Championships Wuxi 2017,2017-04-09,FAHES Ghaleb,NASEEM Mohamed,3,1,"13,11,9,12|11,5,11,10",,OTHER,MT,515,Main Draw,NASEEM Mohamed (MDV),FAHES Ghaleb (LBN)
