tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
ITTF Asian Championships Pattaya 2015,2015-09-26,NIWA Koki,LIM Zheng Jie Edric,4,1,"11,11,11,8,11|6,8,9,11,4",R64,OTHER,MS,254,Main Draw,LIM Zheng Jie Edric (SGP),NIWA Koki (JPN),NIWA Koki
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik,KENJAEV Zokhid,4,1,"12,11,9,11,11|10,9,11,2,3",R64,OTHER,MS,254,Main Draw,JEOUNG Youngsik (KOR),KENJAEV Zokhid (UZB),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Zi,YADMAA Begz,4,0,"11,11,11,11|6,8,5,7",R64,OTHER,MS,254,Main Draw,YADMAA Begz (MGL),YANG Zi (SGP),YANG Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,GNANASEKARAN Sathiyan,HAIQAL Muhamad Ashraf,4,1,"11,13,11,7,11|6,11,3,11,3",R64,OTHER,MS,254,Main Draw,GNANASEKARAN Sathiyan (IND),HAIQAL Muhamad Ashraf (MAS),GNANASEKARAN Sathiyan
ITTF Asian Championships Pattaya 2015,2015-09-26,OSHIMA Yuya,NGUYEN Anh Tu,4,0,"11,13,11,11|2,11,5,6",R64,OTHER,MS,254,Main Draw,NGUYEN Anh Tu (VIE),OSHIMA Yuya (JPN),OSHIMA Yuya
ITTF Asian Championships Pattaya 2015,2015-09-26,ALAMIAN Nima,LI Ping,4,1,"11,11,6,11,11|9,7,11,2,9",R64,OTHER,MS,254,Main Draw,LI Ping (QAT),ALAMIAN Nima (IRI),ALAMIAN Nima
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Chia-Sheng,RI Kwang Won,4,1,"13,3,11,13,11|11,11,8,11,6",R64,OTHER,MS,254,Main Draw,RI Kwang Won (PRK),LEE Chia-Sheng (TPE),LEE Chia-Sheng
ITTF Asian Championships Pattaya 2015,2015-09-26,LAM Siu Hang,CHO Seungmin,4,3,"10,4,11,7,14,15,11|12,11,9,11,12,13,7",R64,OTHER,MS,254,Main Draw,CHO Seungmin (KOR),LAM Siu Hang (HKG),LAM Siu Hang
ITTF Asian Championships Pattaya 2015,2015-09-26,XU Xin,AL-JADAI Naif,4,0,"11,11,11,11|4,4,5,1",R64,OTHER,MS,254,Main Draw,AL-JADAI Naif (KSA),XU Xin (CHN),XU Xin
ITTF Asian Championships Pattaya 2015,2015-09-26,GONZALES Richard,ALKHADRAWI Ali,4,3,"9,13,9,10,11,11,11|11,11,11,12,7,2,7",R32,OTHER,MS,254,Main Draw,ALKHADRAWI Ali (KSA),GONZALES Richard (PHI),GONZALES Richard
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Kwan Kit,WANG LI Chung-Yi,4,0,"11,11,11,11|7,8,6,8",R32,OTHER,MS,254,Main Draw,HO Kwan Kit (HKG),WANG LI Chung-Yi (TPE),HO Kwan Kit
ITTF Asian Championships Pattaya 2015,2015-09-26,CHOE Il,YOSHIMURA Maharu,4,3,"5,11,9,11,6,11,11|11,6,11,8,11,9,8",R32,OTHER,MS,254,Main Draw,YOSHIMURA Maharu (JPN),CHOE Il (PRK),CHOE Il
ITTF Asian Championships Pattaya 2015,2015-09-26,CHUANG Chih-Yuan,KIM Minhyeok,4,3,"12,9,11,6,11,6,14|10,11,4,11,3,11,12",R32,OTHER,MS,254,Main Draw,KIM Minhyeok (KOR),CHUANG Chih-Yuan (TPE),CHUANG Chih-Yuan
ITTF Asian Championships Pattaya 2015,2015-09-26,FANG Bo,GHOSH Soumyajit,4,0,"11,11,11,11|9,5,5,6",R32,OTHER,MS,254,Main Draw,FANG Bo (KAZ),GHOSH Soumyajit (IND),FANG Bo
ITTF Asian Championships Pattaya 2015,2015-09-26,LIAO Cheng-Ting,MORIZONO Masataka,4,2,"11,11,8,11,9,11|9,7,11,7,11,4",R32,OTHER,MS,254,Main Draw,LIAO Cheng-Ting (TPE),MORIZONO Masataka (JPN),LIAO Cheng-Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Sang Su,JIANG Tianyi,4,2,"11,11,11,8,9,11|1,2,7,11,11,7",R32,OTHER,MS,254,Main Draw,LEE Sang Su (KOR),JIANG Tianyi (HKG),LEE Sang Su
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,PAK Sin Hyok,4,2,"8,11,8,11,11,11|11,5,11,3,7,5",R32,OTHER,MS,254,Main Draw,PAK Sin Hyok (PRK),FAN Zhendong (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,ZHANG Jike,CHEW Clarence,4,1,"6,11,11,11,11|11,7,4,7,7",R32,OTHER,MS,254,Main Draw,ZHANG Jike (CHN),CHEW Clarence (SGP),ZHANG Jike
ITTF Asian Championships Pattaya 2015,2015-09-26,JANG Woojin,MURAMATSU Yuto,4,3,"8,11,11,7,12,11,12|11,4,13,11,10,5,10",R32,OTHER,MS,254,Main Draw,JANG Woojin (KOR),MURAMATSU Yuto (JPN),JANG Woojin
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting,ACHANTA Sharath,4,1,"11,5,11,11,11|8,11,7,5,4",R32,OTHER,MS,254,Main Draw,WONG Chun Ting (HKG),ACHANTA Sharath (IND),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,CHIANG Hung-Chieh,NIWA Koki,4,3,"12,7,8,9,11,11,11|10,11,11,11,9,7,6",R32,OTHER,MS,254,Main Draw,CHIANG Hung-Chieh (TPE),NIWA Koki (JPN),CHIANG Hung-Chieh
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik,YANG Zi,4,2,"7,12,12,11,6,11|11,10,10,5,11,9",R32,OTHER,MS,254,Main Draw,JEOUNG Youngsik (KOR),YANG Zi (SGP),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,OSHIMA Yuya,GNANASEKARAN Sathiyan,4,1,"11,11,11,11,11|7,8,6,13,6",R32,OTHER,MS,254,Main Draw,GNANASEKARAN Sathiyan (IND),OSHIMA Yuya (JPN),OSHIMA Yuya
ITTF Asian Championships Pattaya 2015,2015-09-26,LEE Chia-Sheng,ALAMIAN Nima,4,1,"11,6,11,11,12|3,11,9,7,10",R32,OTHER,MS,254,Main Draw,ALAMIAN Nima (IRI),LEE Chia-Sheng (TPE),LEE Chia-Sheng
ITTF Asian Championships Pattaya 2015,2015-09-26,XU Xin,LAM Siu Hang,4,0,"11,11,11,11|4,8,5,6",R32,OTHER,MS,254,Main Draw,LAM Siu Hang (HKG),XU Xin (CHN),XU Xin
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Kwan Kit,GONZALES Richard,4,1,"11,11,12,11,11|8,5,14,8,8",R16,OTHER,MS,254,Main Draw,GONZALES Richard (PHI),HO Kwan Kit (HKG),HO Kwan Kit
ITTF Asian Championships Pattaya 2015,2015-09-26,CHUANG Chih-Yuan,CHOE Il,4,3,"13,9,11,6,11,11,11|15,11,5,11,9,4,5",R16,OTHER,MS,254,Main Draw,CHOE Il (PRK),CHUANG Chih-Yuan (TPE),CHUANG Chih-Yuan
ITTF Asian Championships Pattaya 2015,2015-09-26,FANG Bo,LIAO Cheng-Ting,4,3,"12,7,7,11,6,11,11|10,11,11,6,11,4,5",R16,OTHER,MS,254,Main Draw,FANG Bo (KAZ),LIAO Cheng-Ting (TPE),FANG Bo
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,LEE Sang Su,4,1,"11,7,11,11,11|6,11,9,7,6",R16,OTHER,MS,254,Main Draw,LEE Sang Su (KOR),FAN Zhendong (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,JANG Woojin,ZHANG Jike,4,2,"11,5,11,11,12,11|3,11,7,4,14,8",R16,OTHER,MS,254,Main Draw,ZHANG Jike (CHN),JANG Woojin (KOR),JANG Woojin
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting,CHIANG Hung-Chieh,4,1,"11,5,12,11,11|7,11,10,5,4",R16,OTHER,MS,254,Main Draw,WONG Chun Ting (HKG),CHIANG Hung-Chieh (TPE),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik,OSHIMA Yuya,4,3,"11,8,6,12,13,11,11|7,11,11,10,15,6,3",R16,OTHER,MS,254,Main Draw,JEOUNG Youngsik (KOR),OSHIMA Yuya (JPN),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,XU Xin,LEE Chia-Sheng,4,0,"11,11,11,11|5,4,5,5",R16,OTHER,MS,254,Main Draw,LEE Chia-Sheng (TPE),XU Xin (CHN),XU Xin
ITTF Asian Championships Pattaya 2015,2015-09-26,CHUANG Chih-Yuan,HO Kwan Kit,4,1,"11,11,8,12,11|8,9,11,10,5",QF,OTHER,MS,254,Main Draw,HO Kwan Kit (HKG),CHUANG Chih-Yuan (TPE),CHUANG Chih-Yuan
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,FANG Bo,4,1,"11,11,7,12,11|6,6,11,10,5",QF,OTHER,MS,254,Main Draw,FANG Bo (KAZ),FAN Zhendong (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,WONG Chun Ting,JANG Woojin,4,0,"11,11,11,11|2,7,3,8",QF,OTHER,MS,254,Main Draw,JANG Woojin (KOR),WONG Chun Ting (HKG),WONG Chun Ting
ITTF Asian Championships Pattaya 2015,2015-09-26,XU Xin,JEOUNG Youngsik,4,2,"11,5,7,11,11,11|4,11,11,6,7,4",QF,OTHER,MS,254,Main Draw,JEOUNG Youngsik (KOR),XU Xin (CHN),XU Xin
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,CHUANG Chih-Yuan,4,2,"11,7,12,9,11,11|7,11,10,11,7,7",SF,OTHER,MS,254,Main Draw,CHUANG Chih-Yuan (TPE),FAN Zhendong (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,XU Xin,WONG Chun Ting,4,1,"11,11,12,10,12|7,2,10,12,10",SF,OTHER,MS,254,Main Draw,WONG Chun Ting (HKG),XU Xin (CHN),XU Xin
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong,XU Xin,4,3,"12,11,12,7,9,11,11|10,2,10,11,11,13,9",F,OTHER,MS,254,Main Draw,FAN Zhendong (CHN),XU Xin (CHN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,CHAITAT Chaisit/PASSARA Pattaratorn,JAMI Abdul/MOHAMMADIAN Hussain,3,0,"11,11,11|1,2,6",R64,OTHER,MD,254,Main Draw,CHAITAT Chaisit (THA) / PASSARA Pattaratorn (THA),JAMI Abdul (AFG) / MOHAMMADIAN Hussain (AFG),CHAITAT Chaisit
ITTF Asian Championships Pattaya 2015,2015-09-26,KHOLIKOV Elmurod/KENJAEV Zokhid,MUSHFIQ Hujatullah/WALIZADA Wahidullah,3,0,"11,11,11|3,9,3",R64,OTHER,MD,254,Main Draw,KHOLIKOV Elmurod (UZB) / KENJAEV Zokhid (UZB),MUSHFIQ Hujatullah (AFG) / WALIZADA Wahidullah (AFG),KHOLIKOV Elmurod
ITTF Asian Championships Pattaya 2015,2015-09-26,JAMALIFAR Fatemeh/SHAHSAVARI Neda,MINARA Sarmin/MOU Sadia,3,0,"11,11,11|1,6,2",R64,OTHER,WD,254,Main Draw,JAMALIFAR Fatemeh (IRI) / SHAHSAVARI Neda (IRI),MINARA Sarmin (BAN) / MOU Sadia (BAN),JAMALIFAR Fatemeh
ITTF Asian Championships Pattaya 2015,2015-09-26,GONZALES Richard/SERONIO Isaias,AHMED Md Javed/CHOWDHURY Manash,3,0,"11,11,11|8,6,4",R64,OTHER,MD,254,Main Draw,GONZALES Richard (PHI) / SERONIO Isaias (PHI),AHMED Md Javed (BAN) / CHOWDHURY Manash (BAN),GONZALES Richard
ITTF Asian Championships Pattaya 2015,2015-09-26,CHIANG Hung-Chieh/CHUANG Chih-Yuan,PARAG Masud Rana/SYED Mahmuduzzaman,3,0,"11,11,11|4,5,4",R64,OTHER,MD,254,Main Draw,CHIANG Hung-Chieh (TPE) / CHUANG Chih-Yuan (TPE),PARAG Masud Rana (BAN) / SYED Mahmuduzzaman (BAN),CHIANG Hung-Chieh
ITTF Asian Championships Pattaya 2015,2015-09-26,HAIQAL Muhamad Ashraf/HO Ying,AHMED Md Javed/AKTER Rahima,3,0,"11,11,11|9,3,6",R64,OTHER,XD,254,Main Draw,HAIQAL Muhamad Ashraf (MAS) / HO Ying (MAS),AHMED Md Javed (BAN) / AKTER Rahima (BAN),HAIQAL Muhamad Ashraf
ITTF Asian Championships Pattaya 2015,2015-09-26,FANG Bo/MU Zi,PARAG Masud Rana/ALAM Moumita,3,0,"11,11,11|3,2,7",R32,OTHER,XD,254,Main Draw,FANG Bo (KAZ) / MU Zi (CHN),PARAG Masud Rana (BAN) / ALAM Moumita (BAN),FANG Bo
ITTF Asian Championships Pattaya 2015,2015-09-26,DAS Mouma/KUMARESAN Shamini,DING Ning/LIU Shiwen,3,0,,R32,OTHER,WD,254,Main Draw,DAS Mouma (IND) / KUMARESAN Shamini (IND),DING Ning (CHN) / LIU Shiwen (CHN),DAS Mouma
ITTF Asian Championships Pattaya 2015,2015-09-26,MA Long/ZHANG Jike,ENKHBAT Lkhagvasuren/YADMAA Begz,3,1,"11,12,11,11|3,14,3,3",R32,OTHER,MD,254,Main Draw,MA Long (CHN) / ZHANG Jike (CHN),ENKHBAT Lkhagvasuren (MGL) / YADMAA Begz (MGL),MA Long
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/CHEN Meng,SERONIO Isaias/BALATBAT Sendrina,3,0,"11,11,11|9,1,4",R32,OTHER,XD,254,Main Draw,FAN Zhendong (CHN) / CHEN Meng (CHN),SERONIO Isaias (PHI) / BALATBAT Sendrina (PHI),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/CHEN Meng,TANVIRIYAVECHAKUL Padasak/SAWETTABUT Suthasini,3,1,"11,9,11,11|4,11,8,2",R16,OTHER,XD,254,Main Draw,FAN Zhendong (CHN) / CHEN Meng (CHN),TANVIRIYAVECHAKUL Padasak (THA) / SAWETTABUT Suthasini (THA),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/CHEN Meng,OSHIMA Yuya/WAKAMIYA Misako,4,2,"6,11,11,11,9,11|11,8,5,7,11,7",SF,OTHER,XD,254,Main Draw,FAN Zhendong (CHN) / CHEN Meng (CHN),OSHIMA Yuya (JPN) / WAKAMIYA Misako (JPN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/CHEN Meng,YANG Zi/YU Mengyu,4,0,"11,11,11,11|8,3,5,9",F,OTHER,XD,254,Main Draw,FAN Zhendong (CHN) / CHEN Meng (CHN),YANG Zi (SGP) / YU Mengyu (SGP),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,HIRANO Miu/ITO Mima,JIANG Huajun/TIE Yana,4,0,"11,11,11,11|6,7,9,7",SF,OTHER,WD,254,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),JIANG Huajun (HKG) / TIE Yana (HKG),HIRANO Miu
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Kwan Kit/TANG Peng,AL KHARUSI Aljulanda/AL QARANI Said,3,0,"11,11,11|4,2,4",R64,OTHER,MD,254,Main Draw,HO Kwan Kit (HKG) / TANG Peng (HKG),AL KHARUSI Aljulanda (OMA) / AL QARANI Said (OMA),HO Kwan Kit
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Tianyi/WONG Chun Ting,ERGESHOV Azamat/IAKUPBAEV Alisher,3,0,"11,11,11|6,6,9",R64,OTHER,MD,254,Main Draw,JIANG Tianyi (HKG) / WONG Chun Ting (HKG),ERGESHOV Azamat (KGZ) / IAKUPBAEV Alisher (KGZ),JIANG Tianyi
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Tianyi/WONG Chun Ting,AHMED Moosa/SIRISENA Rohan,3,0,"11,11,11|4,9,5",R32,OTHER,MD,254,Main Draw,JIANG Tianyi (HKG) / WONG Chun Ting (HKG),AHMED Moosa (MDV) / SIRISENA Rohan (SRI),JIANG Tianyi
ITTF Asian Championships Pattaya 2015,2015-09-26,HO Kwan Kit/TANG Peng,ALAMIAN Nima/ALAMIYAN Noshad,3,2,"11,6,11,9,11|5,11,5,11,8",R16,OTHER,MD,254,Main Draw,HO Kwan Kit (HKG) / TANG Peng (HKG),ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),HO Kwan Kit
ITTF Asian Championships Pattaya 2015,2015-09-26,KANG Wi Hun/RO Hyon Song,JIANG Tianyi/WONG Chun Ting,3,2,"12,9,9,11,11|10,11,11,9,2",R16,OTHER,MD,254,Main Draw,KANG Wi Hun (PRK) / RO Hyon Song (PRK),JIANG Tianyi (HKG) / WONG Chun Ting (HKG),KANG Wi Hun
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik/LEE Sang Su,HO Kwan Kit/TANG Peng,3,2,"11,8,11,11,11|8,11,13,7,9",QF,OTHER,MD,254,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),HO Kwan Kit (HKG) / TANG Peng (HKG),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Tianyi/LEE Ho Ching,GONZALES Richard/LARIBA Ian,3,1,"11,11,6,11|8,9,11,4",R32,OTHER,XD,254,Main Draw,JIANG Tianyi (HKG) / LEE Ho Ching (HKG),GONZALES Richard (PHI) / LARIBA Ian (PHI),JIANG Tianyi
ITTF Asian Championships Pattaya 2015,2015-09-26,JIANG Tianyi/LEE Ho Ching,CHAITAT Chaisit/KOMWONG Nanthana,3,0,"11,11,11|5,6,9",R16,OTHER,XD,254,Main Draw,JIANG Tianyi (HKG) / LEE Ho Ching (HKG),CHAITAT Chaisit (THA) / KOMWONG Nanthana (THA),JIANG Tianyi
ITTF Asian Championships Pattaya 2015,2015-09-26,YANG Zi/YU Mengyu,JIANG Tianyi/LEE Ho Ching,3,2,"12,11,11,8,12|14,7,9,11,10",QF,OTHER,XD,254,Main Draw,YANG Zi (SGP) / YU Mengyu (SGP),JIANG Tianyi (HKG) / LEE Ho Ching (HKG),YANG Zi
ITTF Asian Championships Pattaya 2015,2015-09-26,INDRIANI Lilis/JUSMA Ceria Nilasari,KAZAKOVA Saidakhon/KIM Olga,3,0,"12,11,11|10,7,9",R64,OTHER,WD,254,Main Draw,INDRIANI Lilis (INA) / JUSMA Ceria Nilasari (INA),KAZAKOVA Saidakhon (UZB) / KIM Olga (UZB),INDRIANI Lilis
ITTF Asian Championships Pattaya 2015,2015-09-26,BATRA Manika/DAS Ankita,INDRIANI Lilis/JUSMA Ceria Nilasari,3,1,"7,11,11,14|11,6,7,12",R32,OTHER,WD,254,Main Draw,BATRA Manika (IND) / DAS Ankita (IND),INDRIANI Lilis (INA) / JUSMA Ceria Nilasari (INA),BATRA Manika
ITTF Asian Championships Pattaya 2015,2015-09-26,MAULANA Gilang/SANTOSO Ficky,QURESHI Asim/RAMEEZ Muhammad,3,2,"8,9,11,11,11|11,11,7,5,5",R64,OTHER,MD,254,Main Draw,MAULANA Gilang (INA) / SANTOSO Ficky (INA),QURESHI Asim (PAK) / RAMEEZ Muhammad (PAK),MAULANA Gilang
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik/LEE Sang Su,MAULANA Gilang/SANTOSO Ficky,3,0,"11,11,11|3,7,8",R32,OTHER,MD,254,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),MAULANA Gilang (INA) / SANTOSO Ficky (INA),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,RAMADHAN Gilang/OKTARIYANI Novita,ENKHBAT Lkhagvasuren/MERGEN Delgermaa,3,1,"13,11,9,11|11,8,11,4",R64,OTHER,XD,254,Main Draw,RAMADHAN Gilang (INA) / OKTARIYANI Novita (INA),ENKHBAT Lkhagvasuren (MGL) / MERGEN Delgermaa (MGL),RAMADHAN Gilang
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Song I/RI Myong Sun,DAS Mouma/KUMARESAN Shamini,3,0,"11,11,11|9,5,8",R16,OTHER,WD,254,Main Draw,KIM Song I (PRK) / RI Myong Sun (PRK),DAS Mouma (IND) / KUMARESAN Shamini (IND),KIM Song I
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka/OSHIMA Yuya,DESAI Harmeet/GHOSH Soumyajit,3,1,"11,11,10,12|6,5,12,10",QF,OTHER,MD,254,Main Draw,MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),DESAI Harmeet (IND) / GHOSH Soumyajit (IND),MORIZONO Masataka
ITTF Asian Championships Pattaya 2015,2015-09-26,KOMWONG Nanthana/SAWETTABUT Suthasini,OMRANI Mahjobeh/SAMET Maryam,3,0,"11,11,11|8,5,7",R32,OTHER,WD,254,Main Draw,KOMWONG Nanthana (THA) / SAWETTABUT Suthasini (THA),OMRANI Mahjobeh (IRI) / SAMET Maryam (IRI),KOMWONG Nanthana
ITTF Asian Championships Pattaya 2015,2015-09-26,LOTFIJANABADI Miad/OMRANI Seyed Pourya,CHANG Hoi Wa/CHE Chi Pan,3,2,"11,7,12,10,12|6,11,10,12,10",R64,OTHER,MD,254,Main Draw,LOTFIJANABADI Miad (IRI) / OMRANI Seyed Pourya (IRI),CHANG Hoi Wa (MAC) / CHE Chi Pan (MAC),LOTFIJANABADI Miad
ITTF Asian Championships Pattaya 2015,2015-09-26,CHIANG Hung-Chieh/CHUANG Chih-Yuan,LOTFIJANABADI Miad/OMRANI Seyed Pourya,3,0,"11,11,11|7,6,9",R32,OTHER,MD,254,Main Draw,CHIANG Hung-Chieh (TPE) / CHUANG Chih-Yuan (TPE),LOTFIJANABADI Miad (IRI) / OMRANI Seyed Pourya (IRI),CHIANG Hung-Chieh
ITTF Asian Championships Pattaya 2015,2015-09-26,HIRANO Miu/ITO Mima,DOUANGPANYA Seangdavieng/SOUTHAMMAVONG Thiphakone,3,1,"11,8,11,11|2,11,4,6",R32,OTHER,WD,254,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),DOUANGPANYA Seangdavieng (LAO) / SOUTHAMMAVONG Thiphakone (LAO),HIRANO Miu
ITTF Asian Championships Pattaya 2015,2015-09-26,FUKUHARA Ai/WAKAMIYA Misako,TAH Sut Tei/WONG Choi Chi,3,0,"11,11,11|2,1,1",R32,OTHER,WD,254,Main Draw,FUKUHARA Ai (JPN) / WAKAMIYA Misako (JPN),TAH Sut Tei (MAC) / WONG Choi Chi (MAC),FUKUHARA Ai
ITTF Asian Championships Pattaya 2015,2015-09-26,HIRANO Miu/ITO Mima,CHEN Szu-Yu/CHENG Hsien-Tzu,3,0,"11,11,12|8,8,10",R16,OTHER,WD,254,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),CHEN Szu-Yu (TPE) / CHENG Hsien-Tzu (TPE),HIRANO Miu
ITTF Asian Championships Pattaya 2015,2015-09-26,FUKUHARA Ai/WAKAMIYA Misako,KOMWONG Nanthana/SAWETTABUT Suthasini,3,0,"11,11,11|7,4,7",R16,OTHER,WD,254,Main Draw,FUKUHARA Ai (JPN) / WAKAMIYA Misako (JPN),KOMWONG Nanthana (THA) / SAWETTABUT Suthasini (THA),FUKUHARA Ai
ITTF Asian Championships Pattaya 2015,2015-09-26,HIRANO Miu/ITO Mima,SONG Maeum/YOO Eunchong,3,1,"11,6,11,11|4,11,8,8",QF,OTHER,WD,254,Main Draw,HIRANO Miu (JPN) / ITO Mima (JPN),SONG Maeum (KOR) / YOO Eunchong (KOR),HIRANO Miu
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Hye Song/RI Mi Gyong,FUKUHARA Ai/WAKAMIYA Misako,3,1,"13,11,9,11|11,9,11,3",QF,OTHER,WD,254,Main Draw,KIM Hye Song (PRK) / RI Mi Gyong (PRK),FUKUHARA Ai (JPN) / WAKAMIYA Misako (JPN),KIM Hye Song
ITTF Asian Championships Pattaya 2015,2015-09-26,KIM Hye Song/RI Mi Gyong,HIRANO Miu/ITO Mima,4,0,"11,12,11,11|3,10,5,7",F,OTHER,WD,254,Main Draw,KIM Hye Song (PRK) / RI Mi Gyong (PRK),HIRANO Miu (JPN) / ITO Mima (JPN),KIM Hye Song
ITTF Asian Championships Pattaya 2015,2015-09-26,NIWA Koki/YOSHIMURA Maharu,SARSEMBAYEV Dias/ZHOLUDEV Denis,3,0,"11,11,11|7,5,9",R64,OTHER,MD,254,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),SARSEMBAYEV Dias (KAZ) / ZHOLUDEV Denis (KAZ),NIWA Koki
ITTF Asian Championships Pattaya 2015,2015-09-26,NIWA Koki/YOSHIMURA Maharu,TANVIRIYAVECHAKUL Padasak/UDOMSILP Chanakarn,3,0,"11,11,11|5,7,8",R32,OTHER,MD,254,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),TANVIRIYAVECHAKUL Padasak (THA) / UDOMSILP Chanakarn (THA),NIWA Koki
ITTF Asian Championships Pattaya 2015,2015-09-26,NIWA Koki/YOSHIMURA Maharu,GNANASEKARAN Sathiyan/SHETTY Sanil,3,0,"11,14,11|8,12,3",R16,OTHER,MD,254,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),GNANASEKARAN Sathiyan (IND) / SHETTY Sanil (IND),NIWA Koki
ITTF Asian Championships Pattaya 2015,2015-09-26,NIWA Koki/YOSHIMURA Maharu,CHIANG Hung-Chieh/CHUANG Chih-Yuan,3,1,"8,11,15,11|11,4,13,6",QF,OTHER,MD,254,Main Draw,NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),CHIANG Hung-Chieh (TPE) / CHUANG Chih-Yuan (TPE),NIWA Koki
ITTF Asian Championships Pattaya 2015,2015-09-26,JEOUNG Youngsik/LEE Sang Su,MORIZONO Masataka/OSHIMA Yuya,4,2,"5,9,14,11,11,11|11,11,12,5,8,8",SF,OTHER,MD,254,Main Draw,JEOUNG Youngsik (KOR) / LEE Sang Su (KOR),MORIZONO Masataka (JPN) / OSHIMA Yuya (JPN),JEOUNG Youngsik
ITTF Asian Championships Pattaya 2015,2015-09-26,FAN Zhendong/XU Xin,NIWA Koki/YOSHIMURA Maharu,4,1,"12,9,11,11,11|10,11,6,5,9",SF,OTHER,MD,254,Main Draw,FAN Zhendong (CHN) / XU Xin (CHN),NIWA Koki (JPN) / YOSHIMURA Maharu (JPN),FAN Zhendong
ITTF Asian Championships Pattaya 2015,2015-09-26,OSHIMA Yuya/WAKAMIYA Misako,TRAN Tuan Quynh/NGUYEN Thi Nga,3,1,"11,11,8,11|5,5,11,3",R32,OTHER,XD,254,Main Draw,OSHIMA Yuya (JPN) / WAKAMIYA Misako (JPN),TRAN Tuan Quynh (VIE) / NGUYEN Thi Nga (VIE),OSHIMA Yuya
ITTF Asian Championships Pattaya 2015,2015-09-26,MORIZONO Masataka/ITO Mima,AJI Donny/INDRIANI Lilis,3,0,"11,11,13|5,4,11",R32,OTHER,XD,254,Main Draw,MORIZONO Masataka (JPN) / ITO Mima (JPN),AJI Donny (INA) / INDRIANI Lilis (INA),MORIZONO Masataka
