tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GRUNDISCH Carole,CHENG I-Ching,3,2,"4,8,11,11,15|11,11,6,2,13",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GRUNDISCH Carole (FRA),CHENG I-Ching (TPE),GRUNDISCH Carole
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Szu-Yu,ABBAT Alice,3,0,"11,11,11|6,3,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHEN Szu-Yu (TPE),ABBAT Alice (FRA),CHEN Szu-Yu
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BOROS Tamara,GAO Jun,3,2,"9,9,11,11,11|11,11,3,5,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,BOROS Tamara (CRO),GAO Jun (USA),BOROS Tamara
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MOLNAR Cornelia,ZHANG Lily,3,0,"11,11,11|7,6,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MOLNAR Cornelia (CRO),ZHANG Lily (USA),MOLNAR Cornelia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HSING Ariel,TIAN Yuan,3,1,"11,8,11,15|8,11,7,13",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HSING Ariel (USA),TIAN Yuan (CRO),HSING Ariel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BOROS Tamara,ZHANG Lily,3,1,"13,8,11,11|11,11,4,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,BOROS Tamara (CRO),ZHANG Lily (USA),BOROS Tamara
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NOSKOVA Yana,VACENOVSKA Iveta,3,0,"11,11,14|8,7,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NOSKOVA Yana (RUS),VACENOVSKA Iveta (CZE),NOSKOVA Yana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TIKHOMIROVA Anna,STRBIKOVA Renata,3,1,"13,11,8,11|11,4,11,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TIKHOMIROVA Anna (RUS),STRBIKOVA Renata (CZE),TIKHOMIROVA Anna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FADEEVA Oxana,CECHOVA Dana,3,2,"11,11,7,8,11|9,3,11,11,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,FADEEVA Oxana (RUS),CECHOVA Dana (CZE),FADEEVA Oxana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLOVICH Veronika,HAPONOVA Hanna,3,0,"11,12,11|7,10,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLOVICH Veronika (BLR),HAPONOVA Hanna (UKR),PAVLOVICH Veronika
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLOVICH Viktoria,VASYLIEVA Ievgeniia,3,0,"11,11,11|6,4,2",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLOVICH Viktoria (BLR),VASYLIEVA Ievgeniia (UKR),PAVLOVICH Viktoria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PRIVALOVA Alexandra,BILENKO Tetyana,3,0,"11,12,11|8,10,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PRIVALOVA Alexandra (BLR),BILENKO Tetyana (UKR),PRIVALOVA Alexandra
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SHEN Yanfei,CHEN Szu-Yu,3,2,"8,11,5,11,14|11,6,11,9,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SHEN Yanfei (ESP),CHEN Szu-Yu (TPE),SHEN Yanfei
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHENG I-Ching,RAMIREZ Sara,3,0,"11,13,11|9,11,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHENG I-Ching (TPE),RAMIREZ Sara (ESP),CHENG I-Ching
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LIN Chia-Hui,DVORAK Galia,3,0,"17,11,11|15,3,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LIN Chia-Hui (TPE),DVORAK Galia (ESP),LIN Chia-Hui
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SHEN Yanfei,CHENG I-Ching,3,0,"11,11,11|7,4,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SHEN Yanfei (ESP),CHENG I-Ching (TPE),SHEN Yanfei
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Szu-Yu,RAMIREZ Sara,3,0,"11,11,11|4,6,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHEN Szu-Yu (TPE),RAMIREZ Sara (ESP),CHEN Szu-Yu
World Team Table Tennis Championships Dortmund 2012,2012-03-25,EKHOLM Matilda,BOROS Tamara,3,1,"11,9,15,11|9,11,13,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,EKHOLM Matilda (SWE),BOROS Tamara (CRO),EKHOLM Matilda
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MOLNAR Cornelia,MOSKOVITS Daniela,3,0,"11,11,11|6,2,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MOLNAR Cornelia (CRO),MOSKOVITS Daniela (SWE),MOLNAR Cornelia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TIAN Yuan,BERGSTROM Linda,3,1,"11,11,8,11|3,2,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TIAN Yuan (CRO),BERGSTROM Linda (SWE),TIAN Yuan
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BOROS Tamara,MOSKOVITS Daniela,3,1,"11,6,11,11|8,11,7,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,BOROS Tamara (CRO),MOSKOVITS Daniela (SWE),BOROS Tamara
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLOVICH Viktoria,FADEEVA Oxana,3,0,"11,11,11|7,7,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLOVICH Viktoria (BLR),FADEEVA Oxana (RUS),PAVLOVICH Viktoria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NOSKOVA Yana,PAVLOVICH Veronika,3,0,"11,11,11|6,9,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NOSKOVA Yana (RUS),PAVLOVICH Veronika (BLR),NOSKOVA Yana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PRIVALOVA Alexandra,MIKHAILOVA Polina,3,2,"6,11,7,11,12|11,9,11,4,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PRIVALOVA Alexandra (BLR),MIKHAILOVA Polina (RUS),PRIVALOVA Alexandra
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLOVICH Viktoria,NOSKOVA Yana,3,0,"11,11,11|2,3,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLOVICH Viktoria (BLR),NOSKOVA Yana (RUS),PAVLOVICH Viktoria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Szu-Yu,TUBIKANEC Ivana,3,0,"11,11,11|5,4,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHEN Szu-Yu (TPE),TUBIKANEC Ivana (CRO),CHEN Szu-Yu
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHENG I-Ching,PETEK Petra,3,0,"11,11,11|7,6,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHENG I-Ching (TPE),PETEK Petra (CRO),CHENG I-Ching
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MOLNAR Cornelia,LIN Chia-Hui,3,0,"11,11,11|3,3,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MOLNAR Cornelia (CRO),LIN Chia-Hui (TPE),MOLNAR Cornelia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHENG I-Ching,TUBIKANEC Ivana,3,1,"7,11,11,11|11,8,5,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHENG I-Ching (TPE),TUBIKANEC Ivana (CRO),CHENG I-Ching
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLOVICH Viktoria,CHENG Hsien-Tzu,3,0,"11,11,11|1,3,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLOVICH Viktoria (BLR),CHENG Hsien-Tzu (TPE),PAVLOVICH Viktoria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CHEN Szu-Yu,PRIVALOVA Alexandra,3,2,"11,7,10,13,14|7,11,12,11,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CHEN Szu-Yu (TPE),PRIVALOVA Alexandra (BLR),CHEN Szu-Yu
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LIN Chia-Hui,BARAVOK Katsiaryna,3,1,"11,11,11,11|5,5,13,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LIN Chia-Hui (TPE),BARAVOK Katsiaryna (BLR),LIN Chia-Hui
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PAVLOVICH Viktoria,CHEN Szu-Yu,3,0,"11,11,11|8,7,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PAVLOVICH Viktoria (BLR),CHEN Szu-Yu (TPE),PAVLOVICH Viktoria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PRIVALOVA Alexandra,CHENG Hsien-Tzu,3,2,"7,10,13,11,11|11,12,11,5,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PRIVALOVA Alexandra (BLR),CHENG Hsien-Tzu (TPE),PRIVALOVA Alexandra
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NOSKOVA Yana,PETEK Petra,3,0,"11,11,12|9,9,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NOSKOVA Yana (RUS),PETEK Petra (CRO),NOSKOVA Yana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,FADEEVA Oxana,TUBIKANEC Ivana,3,0,"11,11,11|6,3,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,FADEEVA Oxana (RUS),TUBIKANEC Ivana (CRO),FADEEVA Oxana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MIKHAILOVA Polina,TIAN Yuan,3,0,"11,13,11|8,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MIKHAILOVA Polina (RUS),TIAN Yuan (CRO),MIKHAILOVA Polina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,STRBIKOVA Renata,BILENKO Tetyana,3,1,"3,13,11,11|11,11,9,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,STRBIKOVA Renata (CZE),BILENKO Tetyana (UKR),STRBIKOVA Renata
World Team Table Tennis Championships Dortmund 2012,2012-03-25,CECHOVA Dana,PESOTSKA Margaryta,3,2,"11,4,14,10,11|7,11,12,12,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,CECHOVA Dana (CZE),PESOTSKA Margaryta (UKR),CECHOVA Dana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VACENOVSKA Iveta,HAPONOVA Hanna,3,1,"4,11,11,14|11,8,8,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VACENOVSKA Iveta (CZE),HAPONOVA Hanna (UKR),VACENOVSKA Iveta
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SHEN Yanfei,EKHOLM Matilda,3,1,"11,6,11,12|3,11,8,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SHEN Yanfei (ESP),EKHOLM Matilda (SWE),SHEN Yanfei
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DVORAK Galia,MOSKOVITS Daniela,3,0,"11,11,11|5,8,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DVORAK Galia (ESP),MOSKOVITS Daniela (SWE),DVORAK Galia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMIREZ Sara,BERGSTROM Linda,3,0,"11,11,11|2,5,5",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RAMIREZ Sara (ESP),BERGSTROM Linda (SWE),RAMIREZ Sara
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RAMIREZ Sara,CECHOVA Dana,3,1,"11,5,11,13|8,11,4,11",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RAMIREZ Sara (ESP),CECHOVA Dana (CZE),RAMIREZ Sara
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZHU Fang,PENKAVOVA Katerina,3,0,"11,11,11|9,9,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ZHU Fang (ESP),PENKAVOVA Katerina (CZE),ZHU Fang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DVORAK Galia,MATELOVA Hana,3,1,"7,11,11,11|11,6,8,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DVORAK Galia (ESP),MATELOVA Hana (CZE),DVORAK Galia
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HAPONOVA Hanna,JONSSON Jennifer,3,0,"11,11,11|4,5,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HAPONOVA Hanna (UKR),JONSSON Jennifer (SWE),HAPONOVA Hanna
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PESOTSKA Margaryta,MOSKOVITS Daniela,3,1,"9,11,11,11|11,7,8,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PESOTSKA Margaryta (UKR),MOSKOVITS Daniela (SWE),PESOTSKA Margaryta
World Team Table Tennis Championships Dortmund 2012,2012-03-25,BILENKO Tetyana,BERGSTROM Linda,3,0,"11,11,11|8,3,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,BILENKO Tetyana (UKR),BERGSTROM Linda (SWE),BILENKO Tetyana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KNEZEVIC Monika,YILDIRIM Fulya,3,0,"11,11,11|3,1,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KNEZEVIC Monika (SRB),YILDIRIM Fulya (TUR),KNEZEVIC Monika
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ERDELJI Anamaria,GUNGOR Gokce Nur,3,0,"11,11,11|3,5,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ERDELJI Anamaria (SRB),GUNGOR Gokce Nur (TUR),ERDELJI Anamaria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TODOROVIC Andrea,KARAHAN Ipek,3,0,"11,11,11|6,4,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TODOROVIC Andrea (SRB),KARAHAN Ipek (TUR),TODOROVIC Andrea
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HSING Ariel,ABBAT Alice,3,0,"11,11,11|7,4,2",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HSING Ariel (USA),ABBAT Alice (FRA),HSING Ariel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,XIAN Yifang,ZHANG Lily,3,1,"11,10,11,11|8,12,9,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,XIAN Yifang (FRA),ZHANG Lily (USA),XIAN Yifang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LENNON Emmanuelle,WU Erica,3,0,"13,11,11|11,6,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LENNON Emmanuelle (FRA),WU Erica (USA),LENNON Emmanuelle
World Team Table Tennis Championships Dortmund 2012,2012-03-25,XIAN Yifang,HSING Ariel,3,0,"11,11,11|5,4,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,XIAN Yifang (FRA),HSING Ariel (USA),XIAN Yifang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KNEZEVIC Monika,LENNON Emmanuelle,3,2,"11,10,14,8,14|7,12,12,11,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KNEZEVIC Monika (SRB),LENNON Emmanuelle (FRA),KNEZEVIC Monika
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ERDELJI Anamaria,ABBAT Alice,3,1,"11,8,11,11|7,11,6,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ERDELJI Anamaria (SRB),ABBAT Alice (FRA),ERDELJI Anamaria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,XIAN Yifang,TODOROVIC Andrea,3,1,"7,12,11,11|11,10,5,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,XIAN Yifang (FRA),TODOROVIC Andrea (SRB),XIAN Yifang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ERDELJI Anamaria,LENNON Emmanuelle,3,0,"11,11,11|9,6,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ERDELJI Anamaria (SRB),LENNON Emmanuelle (FRA),ERDELJI Anamaria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ZHANG Lily,GUNGOR Gokce Nur,3,1,"7,11,11,11|11,5,3,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ZHANG Lily (USA),GUNGOR Gokce Nur (TUR),ZHANG Lily
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HSING Ariel,YILDIRIM Fulya,3,0,"11,14,14|4,12,12",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HSING Ariel (USA),YILDIRIM Fulya (TUR),HSING Ariel
World Team Table Tennis Championships Dortmund 2012,2012-03-25,HUGH Judy,KARAHAN Ipek,3,1,"11,6,11,11|7,11,7,3",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,HUGH Judy (USA),KARAHAN Ipek (TUR),HUGH Judy
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TAN Wenling,KOMWONG Nanthana,3,2,"7,3,11,11,11|11,11,9,9,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TAN Wenling (ITA),KOMWONG Nanthana (THA),TAN Wenling
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RIDOLFI Lisa,MUANGSUK Anisara,3,2,"11,11,6,4,11|8,7,11,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RIDOLFI Lisa (ITA),MUANGSUK Anisara (THA),RIDOLFI Lisa
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VIVARELLI Debora,PANNAK Piyaporn,3,2,"5,14,11,13,11|11,12,13,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VIVARELLI Debora (ITA),PANNAK Piyaporn (THA),VIVARELLI Debora
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKOV Mie,ALTINKAYA Sibel,3,0,"11,11,11|3,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SKOV Mie (DEN),ALTINKAYA Sibel (TUR),SKOV Mie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,PETROVA Detelina,AGERHOLM Pernille,3,0,"11,11,11|4,7,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,PETROVA Detelina (BUL),AGERHOLM Pernille (DEN),PETROVA Detelina
World Team Table Tennis Championships Dortmund 2012,2012-03-25,JACOBSEN Mie,KASABOVA Asya,3,0,"11,11,11|6,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,JACOBSEN Mie (DEN),KASABOVA Asya (BUL),JACOBSEN Mie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKOV Mie,PETROVA Detelina,3,2,"11,11,8,5,11|6,3,11,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SKOV Mie (DEN),PETROVA Detelina (BUL),SKOV Mie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,XIAO Maria,ARAQUE Johana,3,0,"11,11,11|7,3,1",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,XIAO Maria (ESP),ARAQUE Johana (COL),XIAO Maria
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MEDINA Paula,MARTINS Catia,3,1,"10,11,11,11|12,5,7,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MEDINA Paula (COL),MARTINS Catia (POR),MEDINA Paula
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NEVES Ana,RUANO Lady,3,0,"11,11,11|9,6,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NEVES Ana (POR),RUANO Lady (COL),NEVES Ana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MEDINA Paula,XIAO Maria,3,2,"12,11,4,12,11|14,7,11,10,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MEDINA Paula (COL),XIAO Maria (ESP),MEDINA Paula
World Team Table Tennis Championships Dortmund 2012,2012-03-25,ARAQUE Johana,MARTINS Catia,3,2,"8,11,11,9,11|11,7,7,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,ARAQUE Johana (COL),MARTINS Catia (POR),ARAQUE Johana
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Mouma,SILVA Ligia,3,1,"7,11,11,12|11,7,8,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Mouma (IND),SILVA Ligia (BRA),DAS Mouma
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUMAHARA Luca,KUMARESAN Shamini,3,1,"11,8,12,11|4,11,10,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KUMAHARA Luca (BRA),KUMARESAN Shamini (IND),KUMAHARA Luca
World Team Table Tennis Championships Dortmund 2012,2012-03-25,YAMADA Jessica,DAS Ankita,3,2,"10,11,11,5,12|12,6,6,11,10",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,YAMADA Jessica (BRA),DAS Ankita (IND),YAMADA Jessica
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUMARESAN Shamini,SILVA Ligia,3,0,"11,11,11|7,8,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KUMARESAN Shamini (IND),SILVA Ligia (BRA),KUMARESAN Shamini
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Mouma,KUMAHARA Luca,3,0,"11,11,12|4,5,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Mouma (IND),KUMAHARA Luca (BRA),DAS Mouma
World Team Table Tennis Championships Dortmund 2012,2012-03-25,TAN Wenling,KRAVCHENKO Marina,3,1,"6,11,11,11|11,6,8,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,TAN Wenling (ITA),KRAVCHENKO Marina (ISR),TAN Wenling
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RIDOLFI Lisa,RUVMAN Natali,3,2,"8,12,4,11,11|11,10,11,8,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RIDOLFI Lisa (ITA),RUVMAN Natali (ISR),RIDOLFI Lisa
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VIVARELLI Debora,TROSMAN Nicole,3,0,"11,13,11|9,11,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VIVARELLI Debora (ITA),TROSMAN Nicole (ISR),VIVARELLI Debora
World Team Table Tennis Championships Dortmund 2012,2012-03-25,SKOV Mie,GONDERINGER Tessy,3,2,"11,11,9,11,11|13,3,11,6,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,SKOV Mie (DEN),GONDERINGER Tessy (LUX),SKOV Mie
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NI Xia Lian,JACOBSEN Mie,3,0,"11,11,11|8,7,2",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NI Xia Lian (LUX),JACOBSEN Mie (DEN),NI Xia Lian
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DE NUTTE Sarah,AGERHOLM Pernille,3,0,"11,11,11|9,4,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DE NUTTE Sarah (LUX),AGERHOLM Pernille (DEN),DE NUTTE Sarah
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NI Xia Lian,SKOV Mie,3,1,"11,9,13,11|4,11,11,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NI Xia Lian (LUX),SKOV Mie (DEN),NI Xia Lian
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MEDINA Paula,MIAO Miao,3,2,"7,11,8,11,11|11,8,11,7,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MEDINA Paula (COL),MIAO Miao (AUS),MEDINA Paula
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAY Jian Fang,ARAQUE Johana,3,0,"11,11,11|7,5,6",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LAY Jian Fang (AUS),ARAQUE Johana (COL),LAY Jian Fang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,RUANO Lady,BROMLEY Michelle,3,1,"11,8,11,11|4,11,9,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,RUANO Lady (COL),BROMLEY Michelle (AUS),RUANO Lady
World Team Table Tennis Championships Dortmund 2012,2012-03-25,LAY Jian Fang,MEDINA Paula,3,1,"11,2,11,11|9,11,4,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,LAY Jian Fang (AUS),MEDINA Paula (COL),LAY Jian Fang
World Team Table Tennis Championships Dortmund 2012,2012-03-25,MIAO Miao,ARAQUE Johana,3,1,"11,11,8,11|8,8,11,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,MIAO Miao (AUS),ARAQUE Johana (COL),MIAO Miao
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Ankita,HUDECOVA Sona,3,2,"5,11,10,11,11|11,5,12,5,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Ankita (IND),HUDECOVA Sona (SVK),DAS Ankita
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VARADY Barbora,DAS Mouma,3,2,"5,11,6,11,11|11,5,11,9,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VARADY Barbora (SVK),DAS Mouma (IND),VARADY Barbora
World Team Table Tennis Championships Dortmund 2012,2012-03-25,KUMARESAN Shamini,DAUBNEROVA Andrea,3,1,"11,5,11,11|6,11,9,9",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,KUMARESAN Shamini (IND),DAUBNEROVA Andrea (SVK),KUMARESAN Shamini
World Team Table Tennis Championships Dortmund 2012,2012-03-25,VARADY Barbora,DAS Ankita,3,0,"11,11,11|8,4,4",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,VARADY Barbora (SVK),DAS Ankita (IND),VARADY Barbora
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DAS Mouma,HUDECOVA Sona,3,2,"11,10,9,11,11|9,12,11,7,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DAS Mouma (IND),HUDECOVA Sona (SVK),DAS Mouma
World Team Table Tennis Championships Dortmund 2012,2012-03-25,NI Xia Lian,TAN Wenling,3,0,"11,11,11|9,6,8",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,NI Xia Lian (LUX),TAN Wenling (ITA),NI Xia Lian
World Team Table Tennis Championships Dortmund 2012,2012-03-25,GONDERINGER Tessy,RIDOLFI Lisa,3,0,"14,12,11|12,10,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,GONDERINGER Tessy (LUX),RIDOLFI Lisa (ITA),GONDERINGER Tessy
World Team Table Tennis Championships Dortmund 2012,2012-03-25,DE NUTTE Sarah,VIVARELLI Debora,3,2,"10,11,10,11,11|12,9,12,4,7",,WORLD_CHAMPIONSHIPS,WT,923,Main Draw,DE NUTTE Sarah (LUX),VIVARELLI Debora (ITA),DE NUTTE Sarah
