tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,LEBESSON Emmanuel/YUAN Jia Nan,GARDOS Robert/SAMARA Elizabeta,FRA,AUT,3,1,"9,11,11,11|11,8,9,6",R16,OTHER,XD,2219,Main Draw,LEBESSON Emmanuel (FRA) / YUAN Jia Nan (FRA),GARDOS Robert (AUT) / SAMARA Elizabeta (ROU),YUAN Jia Nan (FRA),SAMARA Elizabeta (ROU),1 - 3,11:9 8:11 9:11 6:11,LEBESSON Emmanuel,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PISTEJ Lubomir/VARADY Barbora,OLAH Benedek/EERLAND Britt,SVK,FIN,3,2,"7,11,13,8,11|11,5,11,11,7",QF,OTHER,XD,2219,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),OLAH Benedek (FIN) / EERLAND Britt (NED),VARADY Barbora (SVK),EERLAND Britt (NED),3 - 2,7:11 11:5 13:11 8:11 11:7,PISTEJ Lubomir,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,GAUZY Simon/PAVADE Prithika,FRANZISKA Patrick/SOLJA Petrissa,FRA,GER,3,0,"11,12,12|9,10,10",QF,OTHER,XD,2219,Main Draw,GAUZY Simon (FRA) / PAVADE Prithika (FRA),FRANZISKA Patrick (GER) / SOLJA Petrissa (GER),PAVADE Prithika (FRA),SOLJA Petrissa (GER),3 - 0,11:9 12:10 12:10,GAUZY Simon,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,QIU Dang/MITTELHAM Nina,YIGENLER Abdullah/YILMAZ Ozge,GER,TUR,3,0,"11,11,11|8,6,8",QF,OTHER,XD,2219,Main Draw,QIU Dang (GER) / MITTELHAM Nina (GER),YIGENLER Abdullah (TUR) / YILMAZ Ozge (TUR),MITTELHAM Nina (GER),YILMAZ Ozge (TUR),3 - 0,11:8 11:6 11:8,QIU Dang,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,LEBESSON Emmanuel/YUAN Jia Nan,DYJAS Jakub/PARTYKA Natalia,FRA,POL,3,2,"8,8,11,11,11|11,11,2,8,6",QF,OTHER,XD,2219,Main Draw,LEBESSON Emmanuel (FRA) / YUAN Jia Nan (FRA),DYJAS Jakub (POL) / PARTYKA Natalia (POL),YUAN Jia Nan (FRA),PARTYKA Natalia (POL),2 - 3,11:8 11:8 2:11 8:11 6:11,LEBESSON Emmanuel,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,PISTEJ Lubomir/VARADY Barbora,GAUZY Simon/PAVADE Prithika,SVK,FRA,3,2,"11,9,7,13,11|7,11,11,11,4",SF,OTHER,XD,2219,Main Draw,PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),GAUZY Simon (FRA) / PAVADE Prithika (FRA),VARADY Barbora (SVK),PAVADE Prithika (FRA),3 - 2,11:7 9:11 7:11 13:11 11:4,PISTEJ Lubomir,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,QIU Dang/MITTELHAM Nina,LEBESSON Emmanuel/YUAN Jia Nan,GER,FRA,3,2,"14,11,4,5,13|12,7,11,11,11",SF,OTHER,XD,2219,Main Draw,QIU Dang (GER) / MITTELHAM Nina (GER),LEBESSON Emmanuel (FRA) / YUAN Jia Nan (FRA),MITTELHAM Nina (GER),YUAN Jia Nan (FRA),3 - 2,14:12 11:7 4:11 5:11 13:11,QIU Dang,2021
LIEBHERR ITTF European Championships Warsaw 2021,2021-06-22,QIU Dang/MITTELHAM Nina,PISTEJ Lubomir/VARADY Barbora,GER,SVK,3,0,"11,11,11|9,8,6",F,OTHER,XD,2219,Main Draw,QIU Dang (GER) / MITTELHAM Nina (GER),PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),MITTELHAM Nina (GER),VARADY Barbora (SVK),0 - 3,9:11 8:11 6:11,QIU Dang,2021
Central American Championships San Jose 2021,2021-05-14,ORANTES Cecilia/SUAREZ Gabriela,CASTRO SALAS Victoria Sofia/ROJAS Sol,ESA,CRC,3,0,"11,11,11|9,6,7",R16,OTHER,WD,2214,Main Draw,ORANTES Cecilia (ESA) / SUAREZ Gabriela (ESA),CASTRO SALAS Victoria Sofia (CRC) / ROJAS Sol (CRC),SUAREZ Gabriela (ESA),ROJAS Sol (CRC),0 - 3,9:11 6:11 7:11,ORANTES Cecilia,2021
Central American Championships San Jose 2021,2021-05-14,AYESTAS Rebecca/DISCUA Raquel,DIAZ Sharon/GRANADOS Nicole,HON,CRC,3,1,"9,11,11,11|11,8,6,7",R16,OTHER,WD,2214,Main Draw,AYESTAS Rebecca (HON) / DISCUA Raquel (HON),DIAZ Sharon (CRC) / GRANADOS Nicole (CRC),DISCUA Raquel (HON),GRANADOS Nicole (CRC),1 - 3,11:9 8:11 6:11 7:11,AYESTAS Rebecca,2021
Central American Championships San Jose 2021,2021-05-14,FERNANDEZ Kevin/MONTOYA Alejandro,GATICA Hector/MOSCOSO Heber,CRC,GUA,3,2,"4,12,5,11,11|11,10,11,9,9",R16,OTHER,MD,2214,Main Draw,FERNANDEZ Kevin (CRC) / MONTOYA Alejandro (CRC),GATICA Hector (GUA) / MOSCOSO Heber (GUA),MONTOYA Alejandro (CRC),MOSCOSO Heber (GUA),3 - 2,4:11 12:10 5:11 11:9 11:9,FERNANDEZ Kevin,2021
Central American Championships San Jose 2021,2021-05-14,ARAYA Daniel/SANCHEZ Alfredo,MORAZAN Alfredo/MUNOZ Guillermo,CRC,HON,3,0,"12,11,11|10,6,5",R16,OTHER,MD,2214,Main Draw,ARAYA Daniel (CRC) / SANCHEZ Alfredo (CRC),MORAZAN Alfredo (HON) / MUNOZ Guillermo (HON),SANCHEZ Alfredo (CRC),MUNOZ Guillermo (HON),3 - 0,12:10 11:6 11:5,ARAYA Daniel,2021
Central American Championships San Jose 2021,2021-05-14,MARTINEZ Job/SANCHEZ Edgardo,CASTILLO HERRERA Leonardo Alberto/WONG Emilio,ESA,PAN,3,1,"11,5,12,11|5,11,10,8",R16,OTHER,MD,2214,Main Draw,MARTINEZ Job (ESA) / SANCHEZ Edgardo (ESA),CASTILLO HERRERA Leonardo Alberto (PAN) / WONG Emilio (PAN),SANCHEZ Edgardo (ESA),WONG Emilio (PAN),3 - 1,11:5 5:11 12:10 11:8,MARTINEZ Job,2021
Central American Championships San Jose 2021,2021-05-14,GUTIERREZ Allan/MONTUFAR Kevin,AZOFEIFA Ricardo/PEREZ Jose,GUA,CRC,3,0,"11,13,11|9,11,9",R16,OTHER,MD,2214,Main Draw,GUTIERREZ Allan (GUA) / MONTUFAR Kevin (GUA),AZOFEIFA Ricardo (CRC) / PEREZ Jose (CRC),MONTUFAR Kevin (GUA),PEREZ Jose (CRC),3 - 0,11:9 13:11 11:9,GUTIERREZ Allan,2021
Central American Championships San Jose 2021,2021-05-14,CASTRO Gary/ROUSTAN Genaro,MARTINEZ ESCOBAR Porfirio Alexander/REYES Cesar,NCA,HON,3,1,"13,11,9,11|11,7,11,6",R16,OTHER,MD,2214,Main Draw,CASTRO Gary (NCA) / ROUSTAN Genaro (NCA),MARTINEZ ESCOBAR Porfirio Alexander (HON) / REYES Cesar (HON),ROUSTAN Genaro (NCA),REYES Cesar (HON),1 - 3,11:13 7:11 11:9 6:11,CASTRO Gary,2021
Central American Championships San Jose 2021,2021-05-14,CASTRO Rogelio/ZAMORA Carlos,CALVO Allan/MARTINEZ Jeison,MEX,CRC,3,0,"0,0,0|0,0,0",R16,OTHER,MD,2214,Main Draw,CASTRO Rogelio (MEX) / ZAMORA Carlos (MEX),CALVO Allan (CRC) / MARTINEZ Jeison (CRC),ZAMORA Carlos (MEX),MARTINEZ Jeison (CRC),3 - 0,0:0 0:0 0:0,CASTRO Rogelio,2021
Central American Championships San Jose 2021,2021-05-14,GALEANO Jaime/ORANTES Diego,SHI Calvin/TUNON Jean Carlos,ESA,PAN,3,0,"11,11,11|9,7,4",R16,OTHER,MD,2214,Main Draw,GALEANO Jaime (ESA) / ORANTES Diego (ESA),SHI Calvin (PAN) / TUNON Jean Carlos (PAN),ORANTES Diego (ESA),TUNON Jean Carlos (PAN),0 - 3,9:11 7:11 4:11,GALEANO Jaime,2021
Central American Championships San Jose 2021,2021-05-14,GALEANO Jaime/ORANTES Cecilia,MONTOYA Alejandro/PEREZ Sofia,ESA,CRC,3,1,"11,11,9,11|7,9,11,5",R16,OTHER,XD,2214,Main Draw,GALEANO Jaime (ESA) / ORANTES Cecilia (ESA),MONTOYA Alejandro (CRC) / PEREZ Sofia (CRC),ORANTES Cecilia (ESA),PEREZ Sofia (CRC),1 - 3,7:11 9:11 11:9 5:11,GALEANO Jaime,2021
Central American Championships San Jose 2021,2021-05-14,MUNOZ Guillermo/AYESTAS Rebecca,AZOFEIFA Ricardo/DIAZ Sharon,HON,CRC,3,2,"11,7,11,8,11|9,11,6,11,3",R16,OTHER,XD,2214,Main Draw,MUNOZ Guillermo (HON) / AYESTAS Rebecca (HON),AZOFEIFA Ricardo (CRC) / DIAZ Sharon (CRC),AYESTAS Rebecca (HON),DIAZ Sharon (CRC),2 - 3,9:11 11:7 6:11 11:8 3:11,MUNOZ Guillermo,2021
Central American Championships San Jose 2021,2021-05-14,ORANTES Diego/SUAREZ Gabriela,MARTINEZ Jeison/GRANADOS Nicole,ESA,CRC,3,0,"0,0,0|0,0,0",R16,OTHER,XD,2214,Main Draw,ORANTES Diego (ESA) / SUAREZ Gabriela (ESA),MARTINEZ Jeison (CRC) / GRANADOS Nicole (CRC),SUAREZ Gabriela (ESA),GRANADOS Nicole (CRC),0 - 3,0:0 0:0 0:0,ORANTES Diego,2021
Central American Championships San Jose 2021,2021-05-14,BARCENAS Clio,MAROTO Paola,MEX,CRC,3,2,"11,11,9,10,11|6,8,11,12,7",QUAL,OTHER,WS,2214,Qualification,BARCENAS Clio (MEX),MAROTO Paola (CRC),,,3 - 2,11:6 11:8 9:11 10:12 11:7,BARCENAS Clio,2021
Central American Championships San Jose 2021,2021-05-14,SUAREZ Gabriela,MUNOZ Monica,ESA,MEX,3,2,"10,8,11,17,11|12,11,6,15,6",QUAL,OTHER,WS,2214,Qualification,SUAREZ Gabriela (ESA),MUNOZ Monica (MEX),,,2 - 3,12:10 11:8 6:11 15:17 6:11,SUAREZ Gabriela,2021
Central American Championships San Jose 2021,2021-05-14,COSSIO Arantxa,CORDERO Lucia,MEX,GUA,3,1,"11,10,12,11|8,12,10,3",QUAL,OTHER,WS,2214,Qualification,COSSIO Arantxa (MEX),CORDERO Lucia (GUA),,,1 - 3,8:11 12:10 10:12 3:11,COSSIO Arantxa,2021
Central American Championships San Jose 2021,2021-05-14,DIAZ Sharon,ROJAS Sol,CRC,CRC,3,1,"5,11,12,13|11,6,10,11",QUAL,OTHER,WS,2214,Qualification,DIAZ Sharon (CRC),ROJAS Sol (CRC),,,3 - 1,5:11 11:6 12:10 13:11,DIAZ Sharon,2021
Central American Championships San Jose 2021,2021-05-14,ACEVES Marbella,AYESTAS Rebecca,MEX,HON,3,1,"11,11,8,11|9,8,11,7",QUAL,OTHER,WS,2214,Qualification,ACEVES Marbella (MEX),AYESTAS Rebecca (HON),,,3 - 1,11:9 11:8 8:11 11:7,ACEVES Marbella,2021
Central American Championships San Jose 2021,2021-05-14,GRANADOS Nicole,ORANTES Cecilia,CRC,ESA,3,1,"11,7,11,16|5,11,6,14",QUAL,OTHER,WS,2214,Qualification,GRANADOS Nicole (CRC),ORANTES Cecilia (ESA),,,1 - 3,5:11 11:7 6:11 14:16,GRANADOS Nicole,2021
Central American Championships San Jose 2021,2021-05-14,MONTUFAR Andrea,PEREZ Sofia,GUA,CRC,3,2,"11,9,6,11,11|4,11,11,7,9",QUAL,OTHER,WS,2214,Qualification,MONTUFAR Andrea (GUA),PEREZ Sofia (CRC),,,3 - 2,11:4 9:11 6:11 11:7 11:9,MONTUFAR Andrea,2021
Central American Championships San Jose 2021,2021-05-14,CASTRO SALAS Victoria Sofia,ROJAS Stefanny,CRC,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,WS,2214,Qualification,CASTRO SALAS Victoria Sofia (CRC),ROJAS Stefanny (CRC),,,0 - 3,0:0 0:0 0:0,CASTRO SALAS Victoria Sofia,2021
Central American Championships San Jose 2021,2021-05-14,MACHADO Cristina,SOLIS Reina,ESA,HON,3,0,"11,11,11|3,6,5",QUAL,OTHER,WS,2214,Qualification,MACHADO Cristina (ESA),SOLIS Reina (HON),,,3 - 0,11:3 11:6 11:5,MACHADO Cristina,2021
Central American Championships San Jose 2021,2021-05-14,ZAPATA Hidalynn,CONSTANZA Keren,GUA,ESA,3,1,"11,10,11,11|7,12,5,4",QUAL,OTHER,WS,2214,Qualification,ZAPATA Hidalynn (GUA),CONSTANZA Keren (ESA),,,3 - 1,11:7 10:12 11:5 11:4,ZAPATA Hidalynn,2021
Central American Championships San Jose 2021,2021-05-14,MONTOYA Alejandro,ROUSTAN Genaro,CRC,NCA,3,1,"9,11,11,11|11,7,9,4",QUAL,OTHER,MS,2214,Qualification,MONTOYA Alejandro (CRC),ROUSTAN Genaro (NCA),,,1 - 3,11:9 7:11 9:11 4:11,MONTOYA Alejandro,2021
Central American Championships San Jose 2021,2021-05-14,MONTUFAR Kevin,MUNOZ Guillermo,GUA,HON,3,1,"8,11,11,11|11,4,8,2",QUAL,OTHER,MS,2214,Qualification,MONTUFAR Kevin (GUA),MUNOZ Guillermo (HON),,,3 - 1,8:11 11:4 11:8 11:2,MONTUFAR Kevin,2021
Central American Championships San Jose 2021,2021-05-14,VILLA Ricardo,SANCHEZ Alfredo,MEX,CRC,3,1,"11,13,10,11|9,11,12,6",QUAL,OTHER,MS,2214,Qualification,VILLA Ricardo (MEX),SANCHEZ Alfredo (CRC),,,3 - 1,11:9 13:11 10:12 11:6,VILLA Ricardo,2021
Central American Championships San Jose 2021,2021-05-14,LARA Miguel,CASTELLON Denilson,MEX,NCA,3,1,"11,9,11,11|6,11,7,9",QUAL,OTHER,MS,2214,Qualification,LARA Miguel (MEX),CASTELLON Denilson (NCA),,,3 - 1,11:6 9:11 11:7 11:9,LARA Miguel,2021
Central American Championships San Jose 2021,2021-05-14,GATICA Hector,CALVO Allan,GUA,CRC,3,0,"15,13,14|13,11,12",QUAL,OTHER,MS,2214,Qualification,GATICA Hector (GUA),CALVO Allan (CRC),,,3 - 0,15:13 13:11 14:12,GATICA Hector,2021
Central American Championships San Jose 2021,2021-05-14,SHI Calvin,MARTINEZ Jeison,PAN,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,MS,2214,Qualification,SHI Calvin (PAN),MARTINEZ Jeison (CRC),,,0 - 3,0:0 0:0 0:0,SHI Calvin,2021
Central American Championships San Jose 2021,2021-05-14,GALEANO Jaime,MARTINEZ ESCOBAR Porfirio Alexander,ESA,HON,3,1,"12,11,11,12|10,8,13,10",QUAL,OTHER,MS,2214,Qualification,GALEANO Jaime (ESA),MARTINEZ ESCOBAR Porfirio Alexander (HON),,,3 - 1,12:10 11:8 11:13 12:10,GALEANO Jaime,2021
Central American Championships San Jose 2021,2021-05-14,MARTINEZ Job,MOSCOSO Heber,ESA,GUA,3,1,"9,11,11,11|11,8,9,8",QUAL,OTHER,MS,2214,Qualification,MARTINEZ Job (ESA),MOSCOSO Heber (GUA),,,1 - 3,11:9 8:11 9:11 8:11,MARTINEZ Job,2021
Central American Championships San Jose 2021,2021-05-14,PEREZ Jose,TUNON Jean Carlos,CRC,PAN,3,0,"11,11,11|3,5,5",QUAL,OTHER,MS,2214,Qualification,PEREZ Jose (CRC),TUNON Jean Carlos (PAN),,,3 - 0,11:3 11:5 11:5,PEREZ Jose,2021
Central American Championships San Jose 2021,2021-05-14,ZAMORA Carlos,FERNANDEZ Kevin,MEX,CRC,3,0,"11,11,11|9,9,4",QUAL,OTHER,MS,2214,Qualification,ZAMORA Carlos (MEX),FERNANDEZ Kevin (CRC),,,3 - 0,11:9 11:9 11:4,ZAMORA Carlos,2021
Central American Championships San Jose 2021,2021-05-14,ORANTES Diego,REYES Cesar,ESA,HON,3,0,"12,11,11|10,4,9",QUAL,OTHER,MS,2214,Qualification,ORANTES Diego (ESA),REYES Cesar (HON),,,3 - 0,12:10 11:4 11:9,ORANTES Diego,2021
Central American Championships San Jose 2021,2021-05-14,CASTRO Gary,WONG Emilio,NCA,PAN,3,1,"11,12,4,11|9,10,11,6",QUAL,OTHER,MS,2214,Qualification,CASTRO Gary (NCA),WONG Emilio (PAN),,,3 - 1,11:9 12:10 4:11 11:6,CASTRO Gary,2021
Central American Championships San Jose 2021,2021-05-14,CASTRO Rogelio,ARAYA Daniel,MEX,CRC,3,2,"11,12,7,8,11|8,10,11,11,9",QUAL,OTHER,MS,2214,Qualification,CASTRO Rogelio (MEX),ARAYA Daniel (CRC),,,2 - 3,8:11 10:12 11:7 11:8 9:11,CASTRO Rogelio,2021
Central American Championships San Jose 2021,2021-05-14,SANCHEZ Edgardo,CASTILLO HERRERA Leonardo Alberto,ESA,PAN,3,0,"11,11,11|7,9,9",QUAL,OTHER,MS,2214,Qualification,SANCHEZ Edgardo (ESA),CASTILLO HERRERA Leonardo Alberto (PAN),,,0 - 3,7:11 9:11 9:11,SANCHEZ Edgardo,2021
Central American Championships San Jose 2021,2021-05-14,BARCENAS Clio,DISCUA Raquel,MEX,HON,3,0,"11,11,11|5,7,6",QUAL,OTHER,WS,2214,Qualification,BARCENAS Clio (MEX),DISCUA Raquel (HON),,,3 - 0,11:5 11:7 11:6,BARCENAS Clio,2021
Central American Championships San Jose 2021,2021-05-14,MUNOZ Monica,VALLECILLO Fiorella,MEX,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,WS,2214,Qualification,MUNOZ Monica (MEX),VALLECILLO Fiorella (CRC),,,3 - 0,0:0 0:0 0:0,MUNOZ Monica,2021
Central American Championships San Jose 2021,2021-05-14,CORDERO Lucia,DIAZ Sharon,GUA,CRC,3,1,"11,11,9,11|9,6,11,9",QUAL,OTHER,WS,2214,Qualification,CORDERO Lucia (GUA),DIAZ Sharon (CRC),,,3 - 1,11:9 11:6 9:11 11:9,CORDERO Lucia,2021
Central American Championships San Jose 2021,2021-05-14,COSSIO Arantxa,ROJAS Sol,MEX,CRC,3,0,"11,11,11|5,7,5",QUAL,OTHER,WS,2214,Qualification,COSSIO Arantxa (MEX),ROJAS Sol (CRC),,,3 - 0,11:5 11:7 11:5,COSSIO Arantxa,2021
Central American Championships San Jose 2021,2021-05-14,ACEVES Marbella,ORANTES Cecilia,MEX,ESA,3,1,"9,12,11,11|11,10,7,3",QUAL,OTHER,WS,2214,Qualification,ACEVES Marbella (MEX),ORANTES Cecilia (ESA),,,3 - 1,9:11 12:10 11:7 11:3,ACEVES Marbella,2021
Central American Championships San Jose 2021,2021-05-14,AYESTAS Rebecca,GRANADOS Nicole,HON,CRC,3,0,"11,11,11|9,9,2",QUAL,OTHER,WS,2214,Qualification,AYESTAS Rebecca (HON),GRANADOS Nicole (CRC),,,3 - 0,11:9 11:9 11:2,AYESTAS Rebecca,2021
Central American Championships San Jose 2021,2021-05-14,ZAPATA Hidalynn,ROJAS Stefanny,GUA,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,WS,2214,Qualification,ZAPATA Hidalynn (GUA),ROJAS Stefanny (CRC),,,3 - 0,0:0 0:0 0:0,ZAPATA Hidalynn,2021
Central American Championships San Jose 2021,2021-05-14,CONSTANZA Keren,CASTRO SALAS Victoria Sofia,ESA,CRC,3,2,"6,11,11,8,11|11,9,8,11,9",QUAL,OTHER,WS,2214,Qualification,CONSTANZA Keren (ESA),CASTRO SALAS Victoria Sofia (CRC),,,3 - 2,6:11 11:9 11:8 8:11 11:9,CONSTANZA Keren,2021
Central American Championships San Jose 2021,2021-05-14,MONTUFAR Andrea,MACHADO Cristina,GUA,ESA,3,0,"11,11,11|2,8,9",QUAL,OTHER,WS,2214,Qualification,MONTUFAR Andrea (GUA),MACHADO Cristina (ESA),,,3 - 0,11:2 11:8 11:9,MONTUFAR Andrea,2021
Central American Championships San Jose 2021,2021-05-14,PEREZ Sofia,SOLIS Reina,CRC,HON,3,0,"11,11,11|5,7,3",QUAL,OTHER,WS,2214,Qualification,PEREZ Sofia (CRC),SOLIS Reina (HON),,,3 - 0,11:5 11:7 11:3,PEREZ Sofia,2021
Central American Championships San Jose 2021,2021-05-14,LARA Miguel,MARTINEZ Jeison,MEX,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,MS,2214,Qualification,LARA Miguel (MEX),MARTINEZ Jeison (CRC),,,3 - 0,0:0 0:0 0:0,LARA Miguel,2021
Central American Championships San Jose 2021,2021-05-14,MONTUFAR Kevin,ROUSTAN Genaro,GUA,NCA,3,0,"11,11,11|4,6,5",QUAL,OTHER,MS,2214,Qualification,MONTUFAR Kevin (GUA),ROUSTAN Genaro (NCA),,,3 - 0,11:4 11:6 11:5,MONTUFAR Kevin,2021
Central American Championships San Jose 2021,2021-05-14,MONTOYA Alejandro,MUNOZ Guillermo,CRC,HON,3,0,"11,11,11|7,9,7",QUAL,OTHER,MS,2214,Qualification,MONTOYA Alejandro (CRC),MUNOZ Guillermo (HON),,,0 - 3,7:11 9:11 7:11,MONTOYA Alejandro,2021
Central American Championships San Jose 2021,2021-05-14,VILLA Ricardo,MORAZAN Alfredo,MEX,HON,3,0,"11,11,11|7,7,5",QUAL,OTHER,MS,2214,Qualification,VILLA Ricardo (MEX),MORAZAN Alfredo (HON),,,3 - 0,11:7 11:7 11:5,VILLA Ricardo,2021
Central American Championships San Jose 2021,2021-05-14,CASTELLON Denilson,SHI Calvin,NCA,PAN,3,2,"7,11,3,11,11|11,9,11,8,9",QUAL,OTHER,MS,2214,Qualification,CASTELLON Denilson (NCA),SHI Calvin (PAN),,,3 - 2,7:11 11:9 3:11 11:8 11:9,CASTELLON Denilson,2021
Central American Championships San Jose 2021,2021-05-14,MOSCOSO Heber,PEREZ Jose,GUA,CRC,3,0,"11,11,11|2,6,9",QUAL,OTHER,MS,2214,Qualification,MOSCOSO Heber (GUA),PEREZ Jose (CRC),,,3 - 0,11:2 11:6 11:9,MOSCOSO Heber,2021
Central American Championships San Jose 2021,2021-05-14,CALVO Allan,MARTINEZ ESCOBAR Porfirio Alexander,CRC,HON,3,0,"11,11,11|4,8,7",QUAL,OTHER,MS,2214,Qualification,CALVO Allan (CRC),MARTINEZ ESCOBAR Porfirio Alexander (HON),,,3 - 0,11:4 11:8 11:7,CALVO Allan,2021
Central American Championships San Jose 2021,2021-05-14,GATICA Hector,GALEANO Jaime,GUA,ESA,3,1,"8,12,11,11|11,10,9,6",QUAL,OTHER,MS,2214,Qualification,GATICA Hector (GUA),GALEANO Jaime (ESA),,,3 - 1,8:11 12:10 11:9 11:6,GATICA Hector,2021
Central American Championships San Jose 2021,2021-05-14,MARTINEZ Job,TUNON Jean Carlos,ESA,PAN,3,1,"11,11,11,11|8,13,4,6",QUAL,OTHER,MS,2214,Qualification,MARTINEZ Job (ESA),TUNON Jean Carlos (PAN),,,3 - 1,11:8 11:13 11:4 11:6,MARTINEZ Job,2021
Central American Championships San Jose 2021,2021-05-14,ORANTES Diego,ZAMORA Carlos,ESA,MEX,3,0,"11,11,11|6,7,2",QUAL,OTHER,MS,2214,Qualification,ORANTES Diego (ESA),ZAMORA Carlos (MEX),,,3 - 0,11:6 11:7 11:2,ORANTES Diego,2021
Central American Championships San Jose 2021,2021-05-14,FERNANDEZ Kevin,REYES Cesar,CRC,HON,3,1,"11,11,7,11|9,9,11,8",QUAL,OTHER,MS,2214,Qualification,FERNANDEZ Kevin (CRC),REYES Cesar (HON),,,1 - 3,9:11 9:11 11:7 8:11,FERNANDEZ Kevin,2021
Central American Championships San Jose 2021,2021-05-14,GUTIERREZ Allan,CASTRO Gary,GUA,NCA,3,2,"11,11,8,9,11|8,9,11,11,4",QUAL,OTHER,MS,2214,Qualification,GUTIERREZ Allan (GUA),CASTRO Gary (NCA),,,3 - 2,11:8 11:9 8:11 9:11 11:4,GUTIERREZ Allan,2021
Central American Championships San Jose 2021,2021-05-14,AZOFEIFA Ricardo,WONG Emilio,CRC,PAN,3,1,"11,8,11,11|9,11,5,4",QUAL,OTHER,MS,2214,Qualification,AZOFEIFA Ricardo (CRC),WONG Emilio (PAN),,,3 - 1,11:9 8:11 11:5 11:4,AZOFEIFA Ricardo,2021
Central American Championships San Jose 2021,2021-05-14,ARAYA Daniel,CASTILLO HERRERA Leonardo Alberto,CRC,PAN,3,1,"11,9,11,11|8,11,8,5",QUAL,OTHER,MS,2214,Qualification,ARAYA Daniel (CRC),CASTILLO HERRERA Leonardo Alberto (PAN),,,1 - 3,8:11 11:9 8:11 5:11,ARAYA Daniel,2021
Central American Championships San Jose 2021,2021-05-14,CASTRO Rogelio,SANCHEZ Edgardo,MEX,ESA,3,0,"11,11,11|6,8,7",QUAL,OTHER,MS,2214,Qualification,CASTRO Rogelio (MEX),SANCHEZ Edgardo (ESA),,,0 - 3,6:11 8:11 7:11,CASTRO Rogelio,2021
Central American Championships San Jose 2021,2021-05-14,ACEVES Marbella,GRANADOS Nicole,MEX,CRC,3,0,"11,11,11|4,7,6",QUAL,OTHER,WS,2214,Qualification,ACEVES Marbella (MEX),GRANADOS Nicole (CRC),,,3 - 0,11:4 11:7 11:6,ACEVES Marbella,2021
Central American Championships San Jose 2021,2021-05-14,MAROTO Paola,DISCUA Raquel,CRC,HON,3,0,"11,11,11|6,6,6",QUAL,OTHER,WS,2214,Qualification,MAROTO Paola (CRC),DISCUA Raquel (HON),,,0 - 3,6:11 6:11 6:11,MAROTO Paola,2021
Central American Championships San Jose 2021,2021-05-14,ZAPATA Hidalynn,CASTRO SALAS Victoria Sofia,GUA,CRC,3,0,"11,11,11|4,1,9",QUAL,OTHER,WS,2214,Qualification,ZAPATA Hidalynn (GUA),CASTRO SALAS Victoria Sofia (CRC),,,3 - 0,11:4 11:1 11:9,ZAPATA Hidalynn,2021
Central American Championships San Jose 2021,2021-05-14,COSSIO Arantxa,DIAZ Sharon,MEX,CRC,3,0,"11,11,11|8,8,5",QUAL,OTHER,WS,2214,Qualification,COSSIO Arantxa (MEX),DIAZ Sharon (CRC),,,0 - 3,8:11 8:11 5:11,COSSIO Arantxa,2021
Central American Championships San Jose 2021,2021-05-14,SUAREZ Gabriela,VALLECILLO Fiorella,ESA,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,WS,2214,Qualification,SUAREZ Gabriela (ESA),VALLECILLO Fiorella (CRC),,,0 - 3,0:0 0:0 0:0,SUAREZ Gabriela,2021
Central American Championships San Jose 2021,2021-05-14,CORDERO Lucia,ROJAS Sol,GUA,CRC,3,1,"11,8,11,11|8,11,2,7",QUAL,OTHER,WS,2214,Qualification,CORDERO Lucia (GUA),ROJAS Sol (CRC),,,3 - 1,11:8 8:11 11:2 11:7,CORDERO Lucia,2021
Central American Championships San Jose 2021,2021-05-14,ORANTES Cecilia,AYESTAS Rebecca,ESA,HON,3,2,"7,11,11,11,11|11,8,7,13,9",QUAL,OTHER,WS,2214,Qualification,ORANTES Cecilia (ESA),AYESTAS Rebecca (HON),,,3 - 2,7:11 11:8 11:7 11:13 11:9,ORANTES Cecilia,2021
Central American Championships San Jose 2021,2021-05-14,CONSTANZA Keren,ROJAS Stefanny,ESA,CRC,3,0,"0,0,0|0,0,0",QUAL,OTHER,WS,2214,Qualification,CONSTANZA Keren (ESA),ROJAS Stefanny (CRC),,,0 - 3,0:0 0:0 0:0,CONSTANZA Keren,2021
