tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF Finlandia Open Lohja 2021,2021-12-02,OLESKEVYCH Yaroslav,FRANSSON Alexander,UKR,NOR,3,1,"11,6,12,11|6,11,10,7",,WTT_CONTENDER,MS,2479,Main Draw,OLESKEVYCH Yaroslav (UKR),FRANSSON Alexander (NOR),,,1 - 3,6:11 11:6 10:12 7:11,OLESKEVYCH Yaroslav,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TRETIAK Nazar,PIHKALA Arttu,UKR,FIN,3,0,"11,11,12|9,9,10",,WTT_CONTENDER,MS,2479,Main Draw,TRETIAK Nazar (UKR),PIHKALA Arttu (FIN),,,0 - 3,9:11 9:11 10:12,TRETIAK Nazar,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,BELAKON Viachaslau,VILLANUEVA Nelson,BLR,VEN,3,2,"11,11,8,2,11|5,9,11,11,9",,WTT_CONTENDER,MS,2479,Main Draw,BELAKON Viachaslau (BLR),VILLANUEVA Nelson (VEN),,,2 - 3,5:11 9:11 11:8 11:2 9:11,BELAKON Viachaslau,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,SANCHEZ Juan Pedro,ALBALOOSHI Abdulla,ESP,UAE,3,0,"11,12,11|5,10,4",,WTT_CONTENDER,MS,2479,Main Draw,SANCHEZ Juan Pedro (ESP),ALBALOOSHI Abdulla (UAE),,,0 - 3,5:11 10:12 4:11,SANCHEZ Juan Pedro,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TSCHANZ Cedric,PIGGOTT Benjamin,SUI,ENG,3,2,"11,7,7,12,11|5,11,11,10,4",,WTT_CONTENDER,MS,2479,Main Draw,TSCHANZ Cedric (SUI),PIGGOTT Benjamin (ENG),,,3 - 2,11:5 7:11 7:11 12:10 11:4,TSCHANZ Cedric,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,RAITER Erik,BERNHARD Denis,KAZ,SUI,3,2,"10,11,11,9,12|12,7,7,11,10",,WTT_CONTENDER,MS,2479,Main Draw,RAITER Erik (KAZ),BERNHARD Denis (SUI),,,2 - 3,12:10 7:11 7:11 11:9 10:12,RAITER Erik,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,EVANS Callum,TUUTTILA Juhana,WAL,FIN,3,0,"11,11,11|9,7,6",,WTT_CONTENDER,MS,2479,Main Draw,EVANS Callum (WAL),TUUTTILA Juhana (FIN),,,3 - 0,11:9 11:7 11:6,EVANS Callum,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ALBALUSHI Salah,STEVENS Maxim Oliver,UAE,ENG,3,1,"8,11,11,11|11,8,5,4",,WTT_CONTENDER,MS,2479,Main Draw,ALBALUSHI Salah (UAE),STEVENS Maxim Oliver (ENG),,,3 - 1,8:11 11:8 11:5 11:4,ALBALUSHI Salah,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TRUMMLER Linus,RASANEN Aleksi,SUI,FIN,3,2,"12,13,11,12,11|14,15,5,10,8",,WTT_CONTENDER,MS,2479,Main Draw,TRUMMLER Linus (SUI),RASANEN Aleksi (FIN),,,2 - 3,14:12 15:13 5:11 10:12 8:11,TRUMMLER Linus,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,GILLES Sohan,AHMAD Faisal,FRA,UAE,3,0,"11,11,11|3,3,8",,WTT_CONTENDER,MS,2479,Main Draw,GILLES Sohan (FRA),AHMAD Faisal (UAE),,,3 - 0,11:3 11:3 11:8,GILLES Sohan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HEDBOM Max,ELLIS Tobias,SWE,ENG,3,0,"16,11,11|14,9,7",,WTT_CONTENDER,MS,2479,Main Draw,HEDBOM Max (SWE),ELLIS Tobias (ENG),,,3 - 0,16:14 11:9 11:7,HEDBOM Max,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HETHERTON Rhys Conor,RODRIGUEZ Ingi Darvis,WAL,ISL,3,2,"18,5,11,11,14|20,11,8,4,12",,WTT_CONTENDER,MS,2479,Main Draw,HETHERTON Rhys Conor (WAL),RODRIGUEZ Ingi Darvis (ISL),,,2 - 3,20:18 11:5 8:11 4:11 12:14,HETHERTON Rhys Conor,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,BAECHLER Martin,SOINE Samuli,FRA,FIN,3,1,"11,11,3,11|3,6,11,7",,WTT_CONTENDER,MS,2479,Main Draw,BAECHLER Martin (FRA),SOINE Samuli (FIN),,,1 - 3,3:11 6:11 11:3 7:11,BAECHLER Martin,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,SINKEVYCH Bohdan,KIM Temirlan,UKR,KAZ,3,0,"11,11,11|7,7,9",,WTT_CONTENDER,MS,2479,Main Draw,SINKEVYCH Bohdan (UKR),KIM Temirlan (KAZ),,,3 - 0,11:7 11:7 11:9,SINKEVYCH Bohdan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,VETVIK Finn,HAKASTE Lauri,NOR,FIN,3,1,"11,11,10,11|7,8,12,8",,WTT_CONTENDER,MS,2479,Main Draw,VETVIK Finn (NOR),HAKASTE Lauri (FIN),,,1 - 3,7:11 8:11 12:10 8:11,VETVIK Finn,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,GREEN Connor,LEBEDA Matyas,ENG,CZE,3,1,"10,11,14,14|12,6,12,12",,WTT_CONTENDER,MS,2479,Main Draw,GREEN Connor (ENG),LEBEDA Matyas (CZE),,,1 - 3,12:10 6:11 12:14 12:14,GREEN Connor,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ZAVADA Mykyta,THOMIS Felix,UKR,ENG,3,1,"9,11,13,11|11,6,11,9",,WTT_CONTENDER,MS,2479,Main Draw,ZAVADA Mykyta (UKR),THOMIS Felix (ENG),,,3 - 1,9:11 11:6 13:11 11:9,ZAVADA Mykyta,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,OCONNOR Miikka,TORNER Jakob,FIN,SWE,3,1,"6,11,12,11|11,6,10,9",,WTT_CONTENDER,MS,2479,Main Draw,OCONNOR Miikka (FIN),TORNER Jakob (SWE),,,3 - 1,6:11 11:6 12:10 11:9,OCONNOR Miikka,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,DORCESCU Denis,EVANS Louie,FRA,WAL,3,0,"11,11,11|2,6,5",,WTT_CONTENDER,MS,2479,Main Draw,DORCESCU Denis (FRA),EVANS Louie (WAL),,,3 - 0,11:2 11:6 11:5,DORCESCU Denis,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,MUSTONEN Aleksi,NIELSEN Ivik,FIN,GRL,3,2,"11,11,9,12,11|13,8,11,10,6",,WTT_CONTENDER,MS,2479,Main Draw,MUSTONEN Aleksi (FIN),NIELSEN Ivik (GRL),,,3 - 2,11:13 11:8 9:11 12:10 11:6,MUSTONEN Aleksi,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,PEDRAZA Matias,BJURSTROM Jacob,CHI,LUX,3,1,"11,11,9,11|9,9,11,9",,WTT_CONTENDER,MS,2479,Main Draw,PEDRAZA Matias (CHI),BJURSTROM Jacob (LUX),,,3 - 1,11:9 11:9 9:11 11:9,PEDRAZA Matias,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,OLAH Benedek,KUNATS Heorhi,FIN,BLR,3,0,"11,12,11|8,10,8",,WTT_CONTENDER,MS,2479,Main Draw,OLAH Benedek (FIN),KUNATS Heorhi (BLR),,,3 - 0,11:8 12:10 11:8,OLAH Benedek,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HARDMEIER Elias,SKARSHOLM Patrick,SUI,DEN,3,0,"11,11,11|6,6,6",,WTT_CONTENDER,MS,2479,Main Draw,HARDMEIER Elias (SUI),SKARSHOLM Patrick (DEN),,,0 - 3,6:11 6:11 6:11,HARDMEIER Elias,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,MOULLET Barish,HVID Noah,SUI,DEN,3,1,"5,11,17,11|11,3,15,6",,WTT_CONTENDER,MS,2479,Main Draw,MOULLET Barish (SUI),HVID Noah (DEN),,,3 - 1,5:11 11:3 17:15 11:6,MOULLET Barish,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,STOLL Loic,DE HOOP Jochem,SUI,NED,3,0,"11,11,11|8,4,7",,WTT_CONTENDER,MS,2479,Main Draw,STOLL Loic (SUI),DE HOOP Jochem (NED),,,3 - 0,11:8 11:4 11:7,STOLL Loic,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,PINTO Daniele,CAMARA Gabrielius,ITA,NED,3,0,"11,11,14|7,4,12",,WTT_CONTENDER,MS,2479,Main Draw,PINTO Daniele (ITA),CAMARA Gabrielius (NED),,,3 - 0,11:7 11:4 14:12,PINTO Daniele,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,AYUSO Angel,TSYHANOUSKI Mikhail,ESP,BLR,3,0,"11,11,11|6,9,9",,WTT_CONTENDER,MS,2479,Main Draw,AYUSO Angel (ESP),TSYHANOUSKI Mikhail (BLR),,,0 - 3,6:11 9:11 9:11,AYUSO Angel,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,DYEKJAER Theo,SUNDIN Isak Theodor Mikael,DEN,SWE,3,1,"12,11,11,11|14,8,7,7",,WTT_CONTENDER,MS,2479,Main Draw,DYEKJAER Theo (DEN),SUNDIN Isak Theodor Mikael (SWE),,,3 - 1,12:14 11:8 11:7 11:7,DYEKJAER Theo,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ANGLES Enzo,ZAKHAROV Vladislav,FRA,KAZ,3,0,"11,13,11|6,11,4",,WTT_CONTENDER,MS,2479,Main Draw,ANGLES Enzo (FRA),ZAKHAROV Vladislav (KAZ),,,0 - 3,6:11 11:13 4:11,ANGLES Enzo,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HODAEI Amir Hossein,KHOSRAVI Sam,IRI,FIN,3,0,"12,11,11|10,8,6",,WTT_CONTENDER,MS,2479,Main Draw,HODAEI Amir Hossein (IRI),KHOSRAVI Sam (FIN),,,3 - 0,12:10 11:8 11:6,HODAEI Amir Hossein,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ROUINTANESFAHANI Mohammadali,VAN DESSEL Mael,IRI,LUX,3,1,"6,11,11,11|11,5,2,8",,WTT_CONTENDER,MS,2479,Main Draw,ROUINTANESFAHANI Mohammadali (IRI),VAN DESSEL Mael (LUX),,,1 - 3,11:6 5:11 2:11 8:11,ROUINTANESFAHANI Mohammadali,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,OSIRO Pedro,HORT Tomas,SUI,CZE,3,1,"11,11,10,11|6,8,12,9",,WTT_CONTENDER,MS,2479,Main Draw,OSIRO Pedro (SUI),HORT Tomas (CZE),,,3 - 1,11:6 11:8 10:12 11:9,OSIRO Pedro,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,NAUMI Alex,SORHEIM Sigurd,FIN,NOR,3,0,"11,11,11|8,2,3",,WTT_CONTENDER,MS,2479,Main Draw,NAUMI Alex (FIN),SORHEIM Sigurd (NOR),,,0 - 3,8:11 2:11 3:11,NAUMI Alex,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,AHMADIAN Amin,BLINKA Michal,IRI,CZE,3,1,"11,9,11,11|3,11,5,8",,WTT_CONTENDER,MS,2479,Main Draw,AHMADIAN Amin (IRI),BLINKA Michal (CZE),,,3 - 1,11:3 9:11 11:5 11:8,AHMADIAN Amin,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,VALENTA Jan,KOGANS Daniels,CZE,LAT,3,1,"9,11,11,11|11,8,9,2",,WTT_CONTENDER,MS,2479,Main Draw,VALENTA Jan (CZE),KOGANS Daniels (LAT),,,1 - 3,11:9 8:11 9:11 2:11,VALENTA Jan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,LIMONOV Anton,LINDSO Daniel,UKR,SWE,3,0,"11,12,11|4,10,9",,WTT_CONTENDER,MS,2479,Main Draw,LIMONOV Anton (UKR),LINDSO Daniel (SWE),,,3 - 0,11:4 12:10 11:9,LIMONOV Anton,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,GERALDO Joao,PUKK Markkos,POR,EST,3,0,"11,11,11|4,6,5",,WTT_CONTENDER,MS,2479,Main Draw,GERALDO Joao (POR),PUKK Markkos (EST),,,0 - 3,4:11 6:11 5:11,GERALDO Joao,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,KURMANGALIYEV Alan,OLESKEVYCH Yaroslav,KAZ,UKR,3,0,"11,11,11|6,9,9",,WTT_CONTENDER,MS,2479,Main Draw,KURMANGALIYEV Alan (KAZ),OLESKEVYCH Yaroslav (UKR),,,0 - 3,6:11 9:11 9:11,KURMANGALIYEV Alan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TRETIAK Nazar,BELAKON Viachaslau,UKR,BLR,3,0,"11,11,12|7,7,10",,WTT_CONTENDER,MS,2479,Main Draw,TRETIAK Nazar (UKR),BELAKON Viachaslau (BLR),,,3 - 0,11:7 11:7 12:10,TRETIAK Nazar,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,SANCHEZ Juan Pedro,CARLSSON Charlie,ESP,SWE,3,1,"11,7,12,11|9,11,10,5",,WTT_CONTENDER,MS,2479,Main Draw,SANCHEZ Juan Pedro (ESP),CARLSSON Charlie (SWE),,,3 - 1,11:9 7:11 12:10 11:5,SANCHEZ Juan Pedro,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TSCHANZ Cedric,VUHKA Maksim,SUI,EST,3,1,"11,11,9,11|6,7,11,5",,WTT_CONTENDER,MS,2479,Main Draw,TSCHANZ Cedric (SUI),VUHKA Maksim (EST),,,1 - 3,6:11 7:11 11:9 5:11,TSCHANZ Cedric,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,PUKK Oskar,RAITER Erik,EST,KAZ,3,0,"11,11,11|8,9,7",,WTT_CONTENDER,MS,2479,Main Draw,PUKK Oskar (EST),RAITER Erik (KAZ),,,0 - 3,8:11 9:11 7:11,PUKK Oskar,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,EVANS Callum,SCHARRER Mauro,WAL,SUI,3,2,"8,11,8,12,11|11,4,11,10,5",,WTT_CONTENDER,MS,2479,Main Draw,EVANS Callum (WAL),SCHARRER Mauro (SUI),,,2 - 3,11:8 4:11 11:8 10:12 5:11,EVANS Callum,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ALBALUSHI Salah,TRUMMLER Linus,UAE,SUI,3,2,"11,7,9,15,11|3,11,11,13,7",,WTT_CONTENDER,MS,2479,Main Draw,ALBALUSHI Salah (UAE),TRUMMLER Linus (SUI),,,3 - 2,11:3 7:11 9:11 15:13 11:7,ALBALUSHI Salah,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,GILLES Sohan,STROGOV Stanislav,FRA,EST,3,1,"11,9,13,11|8,11,11,6",,WTT_CONTENDER,MS,2479,Main Draw,GILLES Sohan (FRA),STROGOV Stanislav (EST),,,1 - 3,8:11 11:9 11:13 6:11,GILLES Sohan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HEDBOM Max,LAANE Lauri,SWE,EST,3,1,"11,12,7,14|1,10,11,12",,WTT_CONTENDER,MS,2479,Main Draw,HEDBOM Max (SWE),LAANE Lauri (EST),,,3 - 1,11:1 12:10 7:11 14:12,HEDBOM Max,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,BAECHLER Martin,HETHERTON Rhys Conor,FRA,WAL,3,0,"11,11,11|5,3,9",,WTT_CONTENDER,MS,2479,Main Draw,BAECHLER Martin (FRA),HETHERTON Rhys Conor (WAL),,,0 - 3,5:11 3:11 9:11,BAECHLER Martin,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,SINKEVYCH Bohdan,VETVIK Finn,UKR,NOR,3,2,"11,9,11,8,11|9,11,5,11,5",,WTT_CONTENDER,MS,2479,Main Draw,SINKEVYCH Bohdan (UKR),VETVIK Finn (NOR),,,3 - 2,11:9 9:11 11:5 8:11 11:5,SINKEVYCH Bohdan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,NUNEZ Miguel,GREEN Connor,ESP,ENG,3,1,"6,11,12,11|11,7,10,5",,WTT_CONTENDER,MS,2479,Main Draw,NUNEZ Miguel (ESP),GREEN Connor (ENG),,,3 - 1,6:11 11:7 12:10 11:5,NUNEZ Miguel,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ZAVADA Mykyta,THILLEN Eric,UKR,LUX,3,2,"13,10,11,7,11|11,12,9,11,6",,WTT_CONTENDER,MS,2479,Main Draw,ZAVADA Mykyta (UKR),THILLEN Eric (LUX),,,3 - 2,13:11 10:12 11:9 7:11 11:6,ZAVADA Mykyta,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,OCONNOR Miikka,MOHAMMED Jassem,FIN,UAE,3,0,"11,11,11|4,7,8",,WTT_CONTENDER,MS,2479,Main Draw,OCONNOR Miikka (FIN),MOHAMMED Jassem (UAE),,,0 - 3,4:11 7:11 8:11,OCONNOR Miikka,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,DORCESCU Denis,MUSTONEN Aleksi,FRA,FIN,3,1,"9,11,11,11|11,5,5,3",,WTT_CONTENDER,MS,2479,Main Draw,DORCESCU Denis (FRA),MUSTONEN Aleksi (FIN),,,3 - 1,9:11 11:5 11:5 11:3,DORCESCU Denis,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,PEDRAZA Matias,ULFARSSON Magnus,CHI,ISL,3,1,"12,8,11,11|10,11,5,8",,WTT_CONTENDER,MS,2479,Main Draw,PEDRAZA Matias (CHI),ULFARSSON Magnus (ISL),,,1 - 3,10:12 11:8 5:11 8:11,PEDRAZA Matias,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,STEVENS Maxim Oliver,RASANEN Aleksi,ENG,FIN,3,2,"11,3,11,4,11|5,11,7,11,9",,WTT_CONTENDER,MS,2479,Main Draw,STEVENS Maxim Oliver (ENG),RASANEN Aleksi (FIN),,,3 - 2,11:5 3:11 11:7 4:11 11:9,STEVENS Maxim Oliver,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,SOINE Samuli,RODRIGUEZ Ingi Darvis,FIN,ISL,3,0,"11,11,11|9,6,4",,WTT_CONTENDER,MS,2479,Main Draw,SOINE Samuli (FIN),RODRIGUEZ Ingi Darvis (ISL),,,0 - 3,9:11 6:11 4:11,SOINE Samuli,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,KIM Temirlan,HAKASTE Lauri,KAZ,FIN,3,1,"11,6,11,11|6,11,7,4",,WTT_CONTENDER,MS,2479,Main Draw,KIM Temirlan (KAZ),HAKASTE Lauri (FIN),,,3 - 1,11:6 6:11 11:7 11:4,KIM Temirlan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,EVANS Louie,NIELSEN Ivik,WAL,GRL,3,2,"8,9,11,11,11|11,11,7,5,9",,WTT_CONTENDER,MS,2479,Main Draw,EVANS Louie (WAL),NIELSEN Ivik (GRL),,,3 - 2,8:11 9:11 11:7 11:5 11:9,EVANS Louie,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,KURMANGALIYEV Alan,KHOSRAVI Sam,KAZ,FIN,3,2,"8,10,11,11,11|11,12,2,8,5",,WTT_CONTENDER,MS,2479,Main Draw,KURMANGALIYEV Alan (KAZ),KHOSRAVI Sam (FIN),,,2 - 3,11:8 12:10 2:11 8:11 5:11,KURMANGALIYEV Alan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TRETIAK Nazar,VAN DESSEL Mael,UKR,LUX,3,1,"11,12,6,11|7,10,11,7",,WTT_CONTENDER,MS,2479,Main Draw,TRETIAK Nazar (UKR),VAN DESSEL Mael (LUX),,,1 - 3,7:11 10:12 11:6 7:11,TRETIAK Nazar,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HORT Tomas,SANCHEZ Juan Pedro,CZE,ESP,3,1,"11,11,9,11|5,8,11,8",,WTT_CONTENDER,MS,2479,Main Draw,HORT Tomas (CZE),SANCHEZ Juan Pedro (ESP),,,3 - 1,11:5 11:8 9:11 11:8,HORT Tomas,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TSCHANZ Cedric,SORHEIM Sigurd,SUI,NOR,3,0,"11,11,11|8,5,5",,WTT_CONTENDER,MS,2479,Main Draw,TSCHANZ Cedric (SUI),SORHEIM Sigurd (NOR),,,0 - 3,8:11 5:11 5:11,TSCHANZ Cedric,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,PUKK Oskar,BLINKA Michal,EST,CZE,3,2,"11,11,9,10,11|9,9,11,12,6",,WTT_CONTENDER,MS,2479,Main Draw,PUKK Oskar (EST),BLINKA Michal (CZE),,,2 - 3,9:11 9:11 11:9 12:10 6:11,PUKK Oskar,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,EVANS Callum,KOGANS Daniels,WAL,LAT,3,1,"11,11,7,12|9,4,11,10",,WTT_CONTENDER,MS,2479,Main Draw,EVANS Callum (WAL),KOGANS Daniels (LAT),,,1 - 3,9:11 4:11 11:7 10:12,EVANS Callum,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,LINDSO Daniel,ALBALUSHI Salah,SWE,UAE,3,1,"11,9,11,11|9,11,5,6",,WTT_CONTENDER,MS,2479,Main Draw,LINDSO Daniel (SWE),ALBALUSHI Salah (UAE),,,3 - 1,11:9 9:11 11:5 11:6,LINDSO Daniel,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,GILLES Sohan,PUKK Markkos,FRA,EST,3,0,"11,11,11|5,6,4",,WTT_CONTENDER,MS,2479,Main Draw,GILLES Sohan (FRA),PUKK Markkos (EST),,,0 - 3,5:11 6:11 4:11,GILLES Sohan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,KUNATS Heorhi,HEDBOM Max,BLR,SWE,3,0,"11,12,13|6,10,11",,WTT_CONTENDER,MS,2479,Main Draw,KUNATS Heorhi (BLR),HEDBOM Max (SWE),,,3 - 0,11:6 12:10 13:11,KUNATS Heorhi,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,BAECHLER Martin,SKARSHOLM Patrick,FRA,DEN,3,2,"9,11,9,11,11|11,9,11,7,7",,WTT_CONTENDER,MS,2479,Main Draw,BAECHLER Martin (FRA),SKARSHOLM Patrick (DEN),,,2 - 3,11:9 9:11 11:9 7:11 7:11,BAECHLER Martin,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,SINKEVYCH Bohdan,HVID Noah,UKR,DEN,3,0,"15,16,11|13,14,4",,WTT_CONTENDER,MS,2479,Main Draw,SINKEVYCH Bohdan (UKR),HVID Noah (DEN),,,0 - 3,13:15 14:16 4:11,SINKEVYCH Bohdan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,NUNEZ Miguel,DE HOOP Jochem,ESP,NED,3,1,"8,11,11,11|11,7,7,4",,WTT_CONTENDER,MS,2479,Main Draw,NUNEZ Miguel (ESP),DE HOOP Jochem (NED),,,1 - 3,11:8 7:11 7:11 4:11,NUNEZ Miguel,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ZAVADA Mykyta,CAMARA Gabrielius,UKR,NED,3,1,"11,8,11,11|6,11,9,6",,WTT_CONTENDER,MS,2479,Main Draw,ZAVADA Mykyta (UKR),CAMARA Gabrielius (NED),,,1 - 3,6:11 11:8 9:11 6:11,ZAVADA Mykyta,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,TSYHANOUSKI Mikhail,OCONNOR Miikka,BLR,FIN,3,1,"9,11,15,11|11,6,13,3",,WTT_CONTENDER,MS,2479,Main Draw,TSYHANOUSKI Mikhail (BLR),OCONNOR Miikka (FIN),,,3 - 1,9:11 11:6 15:13 11:3,TSYHANOUSKI Mikhail,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,DORCESCU Denis,SUNDIN Isak Theodor Mikael,FRA,SWE,3,0,"11,11,14|8,5,12",,WTT_CONTENDER,MS,2479,Main Draw,DORCESCU Denis (FRA),SUNDIN Isak Theodor Mikael (SWE),,,0 - 3,8:11 5:11 12:14,DORCESCU Denis,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ZAKHAROV Vladislav,PEDRAZA Matias,KAZ,CHI,3,1,"7,11,11,11|11,9,8,5",,WTT_CONTENDER,MS,2479,Main Draw,ZAKHAROV Vladislav (KAZ),PEDRAZA Matias (CHI),,,3 - 1,7:11 11:9 11:8 11:5,ZAKHAROV Vladislav,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,BERNHARD Denis,TUUTTILA Juhana,SUI,FIN,3,0,"11,11,11|5,5,8",,WTT_CONTENDER,MS,2479,Main Draw,BERNHARD Denis (SUI),TUUTTILA Juhana (FIN),,,3 - 0,11:5 11:5 11:8,BERNHARD Denis,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,OLAH Benedek,HARDMEIER Elias,FIN,SUI,3,0,"11,11,11|9,6,6",,WTT_CONTENDER,MS,2479,Main Draw,OLAH Benedek (FIN),HARDMEIER Elias (SUI),,,3 - 0,11:9 11:6 11:6,OLAH Benedek,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,STOLL Loic,MOULLET Barish,SUI,SUI,3,2,"8,9,13,11,11|11,11,11,9,8",,WTT_CONTENDER,MS,2479,Main Draw,STOLL Loic (SUI),MOULLET Barish (SUI),,,2 - 3,11:8 11:9 11:13 9:11 8:11,STOLL Loic,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,AYUSO Angel,PINTO Daniele,ESP,ITA,3,2,"7,12,11,7,11|11,10,5,11,9",,WTT_CONTENDER,MS,2479,Main Draw,AYUSO Angel (ESP),PINTO Daniele (ITA),,,2 - 3,11:7 10:12 5:11 11:7 9:11,AYUSO Angel,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,ANGLES Enzo,DYEKJAER Theo,FRA,DEN,3,0,"11,11,11|4,6,4",,WTT_CONTENDER,MS,2479,Main Draw,ANGLES Enzo (FRA),DYEKJAER Theo (DEN),,,0 - 3,4:11 6:11 4:11,ANGLES Enzo,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,HODAEI Amir Hossein,ROUINTANESFAHANI Mohammadali,IRI,IRI,3,1,"11,11,8,11|6,4,11,7",,WTT_CONTENDER,MS,2479,Main Draw,HODAEI Amir Hossein (IRI),ROUINTANESFAHANI Mohammadali (IRI),,,3 - 1,11:6 11:4 8:11 11:7,HODAEI Amir Hossein,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,NAUMI Alex,OSIRO Pedro,FIN,SUI,3,2,"11,11,11,9,11|4,4,13,11,6",,WTT_CONTENDER,MS,2479,Main Draw,NAUMI Alex (FIN),OSIRO Pedro (SUI),,,2 - 3,4:11 4:11 13:11 11:9 6:11,NAUMI Alex,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,VALENTA Jan,AHMADIAN Amin,CZE,IRI,3,0,"11,11,11|6,9,7",,WTT_CONTENDER,MS,2479,Main Draw,VALENTA Jan (CZE),AHMADIAN Amin (IRI),,,0 - 3,6:11 9:11 7:11,VALENTA Jan,2021
ITTF Finlandia Open Lohja 2021,2021-12-02,GERALDO Joao,LIMONOV Anton,POR,UKR,3,1,"13,11,11,11|11,13,8,9",,WTT_CONTENDER,MS,2479,Main Draw,GERALDO Joao (POR),LIMONOV Anton (UKR),,,1 - 3,11:13 13:11 8:11 9:11,GERALDO Joao,2021
