tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF-Oceania Cup 2022,2022-12-17,YEE Grace Rosi,WANEGUI Julie,FIJ,NCL,4,3,"11,9,11,11,9,9,11|4,11,8,6,11,11,6",QUAL,OTHER,WS,2670,Qualification,YEE Grace Rosi (FIJ),WANEGUI Julie (NCL),,,4 - 3,11:4 9:11 11:8 11:6 9:11 9:11 11:6,YEE Grace Rosi,2022
2022 - Central American Championships,2022-05-03,MORAZAN Alfredo,HUKMANI Devesh,HON,BIZ,3,1,"11,11,6,11|8,3,11,7",GROUP,OTHER,MT,2783,Main Draw,HUKMANI Devesh (BIZ),MORAZAN Alfredo (HON),,,1 - 3,8:11 3:11 11:6 7:11,MORAZAN Alfredo,2022
2022 - Central American Championships,2022-05-03,MEDINA Luis,PARKINSON Taye,HON,BIZ,3,0,"11,11,11|1,6,5",GROUP,OTHER,MT,2783,Main Draw,PARKINSON Taye (BIZ),MEDINA Luis (HON),,,0 - 3,1:11 6:11 5:11,MEDINA Luis,2022
2022 - Central American Championships,2022-05-03,ENRIQUEZ Mabelyn,ARIAS Emme,GUA,ESA,3,2,"11,11,7,9,11|8,2,11,11,9",GROUP,OTHER,WT,2783,Main Draw,ENRIQUEZ Mabelyn (GUA),ARIAS Emme (ESA),,,3 - 2,11:8 11:2 7:11 9:11 11:9,ENRIQUEZ Mabelyn,2022
2022 - Central American Championships,2022-05-03,SUAREZ Gabriela,CORDERO Lucia,ESA,GUA,3,0,"11,11,11|3,4,8",GROUP,OTHER,WT,2783,Main Draw,CORDERO Lucia (GUA),SUAREZ Gabriela (ESA),,,0 - 3,3:11 4:11 8:11,SUAREZ Gabriela,2022
2022 - Central American Championships,2022-05-03,CUX Jenny,MACHADO Cristina,GUA,ESA,3,1,"7,11,11,11|11,6,4,9",GROUP,OTHER,WT,2783,Main Draw,CUX Jenny (GUA),MACHADO Cristina (ESA),,,3 - 1,7:11 11:6 11:4 11:9,CUX Jenny,2022
2022 - Central American Championships,2022-05-03,ENRIQUEZ Mabelyn,SUAREZ Gabriela,GUA,ESA,3,1,"11,8,11,11|8,11,9,7",GROUP,OTHER,WT,2783,Main Draw,ENRIQUEZ Mabelyn (GUA),SUAREZ Gabriela (ESA),,,3 - 1,11:8 8:11 11:9 11:7,ENRIQUEZ Mabelyn,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa,CASTRO SALAS Victoria Sofia,MEX,CRC,3,0,"11,11,11|4,1,3",GROUP,OTHER,WT,2783,Main Draw,COSSIO Arantxa (MEX),CASTRO SALAS Victoria Sofia (CRC),,,3 - 0,11:4 11:1 11:3,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,BARCENAS Clio,ZAVALETA Lucia,MEX,CRC,3,1,"11,7,11,11|5,11,8,8",GROUP,OTHER,WT,2783,Main Draw,BARCENAS Clio (MEX),ZAVALETA Lucia (CRC),,,3 - 1,11:5 7:11 11:8 11:8,BARCENAS Clio,2022
2022 - Central American Championships,2022-05-03,PEREZ Sofia,REYES Ixchel,CRC,MEX,3,1,"11,11,7,12|9,9,11,10",GROUP,OTHER,WT,2783,Main Draw,REYES Ixchel (MEX),PEREZ Sofia (CRC),,,1 - 3,9:11 9:11 11:7 10:12,PEREZ Sofia,2022
2022 - Central American Championships,2022-05-03,ARCE Dario,VILLALTA Oscar,MEX,ESA,3,0,"11,11,11|6,7,8",GROUP,OTHER,MT,2783,Main Draw,ARCE Dario (MEX),VILLALTA Oscar (ESA),,,3 - 0,11:6 11:7 11:8,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,GATICA Hector,MEDINA Luis,GUA,HON,3,0,"12,11,11|10,1,4",GROUP,OTHER,MT,2783,Main Draw,GATICA Hector (GUA),MEDINA Luis (HON),,,3 - 0,12:10 11:1 11:4,GATICA Hector,2022
2022 - Central American Championships,2022-05-03,DE LA CRUZ Diego,LIMAS Jorge,GUA,HON,3,0,"11,11,11|6,9,5",GROUP,OTHER,MT,2783,Main Draw,DE LA CRUZ Diego (GUA),LIMAS Jorge (HON),,,3 - 0,11:6 11:9 11:5,DE LA CRUZ Diego,2022
2022 - Central American Championships,2022-05-03,HUKMANI Devesh,MONTOYA Alejandro,BIZ,CRC,3,1,"11,11,6,11|8,7,11,8",GROUP,OTHER,MT,2783,Main Draw,HUKMANI Devesh (BIZ),MONTOYA Alejandro (CRC),,,3 - 1,11:8 11:7 6:11 11:8,HUKMANI Devesh,2022
2022 - Central American Championships,2022-05-03,FERNANDEZ Kevin,THADANI Parin Chanderkant,CRC,BIZ,3,0,"11,11,11|6,5,3",GROUP,OTHER,MT,2783,Main Draw,THADANI Parin Chanderkant (BIZ),FERNANDEZ Kevin (CRC),,,0 - 3,6:11 5:11 3:11,FERNANDEZ Kevin,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel,HUKMANI Devesh,CRC,BIZ,3,0,"11,11,11|7,5,7",GROUP,OTHER,MT,2783,Main Draw,HUKMANI Devesh (BIZ),ARAYA Daniel (CRC),,,0 - 3,7:11 5:11 7:11,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,CORDERO Lucia,ZAVALETA Lucia,GUA,CRC,3,1,"11,8,11,11|5,11,9,5",GROUP,OTHER,WT,2783,Main Draw,CORDERO Lucia (GUA),ZAVALETA Lucia (CRC),,,3 - 1,11:5 8:11 11:9 11:5,CORDERO Lucia,2022
2022 - Central American Championships,2022-05-03,ZAPATA Hidalynn,CASTRO SALAS Victoria Sofia,GUA,CRC,3,1,"11,13,8,11|5,11,11,6",GROUP,OTHER,WT,2783,Main Draw,ZAPATA Hidalynn (GUA),CASTRO SALAS Victoria Sofia (CRC),,,3 - 1,11:5 13:11 8:11 11:6,ZAPATA Hidalynn,2022
2022 - Central American Championships,2022-05-03,BARCENAS Clio,SUAREZ Gabriela,MEX,ESA,3,1,"4,11,13,11|11,4,11,8",GROUP,OTHER,WT,2783,Main Draw,SUAREZ Gabriela (ESA),BARCENAS Clio (MEX),,,1 - 3,11:4 4:11 11:13 8:11,BARCENAS Clio,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa,ARIAS Emme,MEX,ESA,3,0,"11,11,11|8,9,8",GROUP,OTHER,WT,2783,Main Draw,ARIAS Emme (ESA),COSSIO Arantxa (MEX),,,0 - 3,8:11 9:11 8:11,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,REYES Ixchel,ORANTES Cecilia,MEX,ESA,3,2,"11,11,9,6,11|9,1,11,11,7",GROUP,OTHER,WT,2783,Main Draw,ORANTES Cecilia (ESA),REYES Ixchel (MEX),,,2 - 3,9:11 1:11 11:9 11:6 7:11,REYES Ixchel,2022
2022 - Central American Championships,2022-05-03,ORANTES Diego,CHOCK GOMEZ Jahir,ESA,PAN,3,0,"11,11,11|3,6,2",GROUP,OTHER,MT,2783,Main Draw,ORANTES Diego (ESA),CHOCK GOMEZ Jahir (PAN),,,3 - 0,11:3 11:6 11:2,ORANTES Diego,2022
2022 - Central American Championships,2022-05-03,VILLALTA Oscar,MIRANDA Raul,ESA,PAN,3,2,"11,6,11,5,11|7,11,6,11,8",GROUP,OTHER,MT,2783,Main Draw,VILLALTA Oscar (ESA),MIRANDA Raul (PAN),,,3 - 2,11:7 6:11 11:6 5:11 11:8,VILLALTA Oscar,2022
2022 - Central American Championships,2022-05-03,MARTINEZ Job,WONG Emilio,ESA,PAN,3,0,"11,11,11|4,8,8",GROUP,OTHER,MT,2783,Main Draw,MARTINEZ Job (ESA),WONG Emilio (PAN),,,3 - 0,11:4 11:8 11:8,MARTINEZ Job,2022
2022 - Central American Championships,2022-05-03,DE LA CRUZ Diego,PARKINSON Taye,GUA,BIZ,3,1,"11,17,11,11|2,19,5,3",GROUP,OTHER,MT,2783,Main Draw,DE LA CRUZ Diego (GUA),PARKINSON Taye (BIZ),,,3 - 1,11:2 17:19 11:5 11:3,DE LA CRUZ Diego,2022
2022 - Central American Championships,2022-05-03,CARRILLO Sergio,HUKMANI Devesh,GUA,BIZ,3,0,"11,11,11|8,5,6",GROUP,OTHER,MT,2783,Main Draw,CARRILLO Sergio (GUA),HUKMANI Devesh (BIZ),,,3 - 0,11:8 11:5 11:6,CARRILLO Sergio,2022
2022 - Central American Championships,2022-05-03,MOSCOSO Heber,THADANI Parin Chanderkant,GUA,BIZ,3,0,"11,11,11|0,4,5",GROUP,OTHER,MT,2783,Main Draw,MOSCOSO Heber (GUA),THADANI Parin Chanderkant (BIZ),,,3 - 0,11:0 11:4 11:5,MOSCOSO Heber,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel,MEDINA Luis,CRC,HON,3,1,"11,11,8,11|8,9,11,6",GROUP,OTHER,MT,2783,Main Draw,MEDINA Luis (HON),ARAYA Daniel (CRC),,,1 - 3,8:11 9:11 11:8 6:11,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,CALVO Allan,LIMAS Jorge,CRC,HON,3,0,"11,11,11|5,5,7",GROUP,OTHER,MT,2783,Main Draw,LIMAS Jorge (HON),CALVO Allan (CRC),,,0 - 3,5:11 5:11 7:11,CALVO Allan,2022
2022 - Central American Championships,2022-05-03,FERNANDEZ Kevin,MORAZAN Alfredo,CRC,HON,3,1,"11,11,9,11|8,8,11,8",GROUP,OTHER,MT,2783,Main Draw,MORAZAN Alfredo (HON),FERNANDEZ Kevin (CRC),,,1 - 3,8:11 8:11 11:9 8:11,FERNANDEZ Kevin,2022
2022 - Central American Championships,2022-05-03,MOSCOSO Heber,ORANTES Diego,GUA,ESA,3,1,"13,12,13,11|11,14,11,9",SemiFinal,OTHER,MT,2783,Main Draw,ORANTES Diego (ESA),MOSCOSO Heber (GUA),,,1 - 3,11:13 14:12 11:13 9:11,MOSCOSO Heber,2022
2022 - Central American Championships,2022-05-03,GATICA Hector,VILLALTA Oscar,GUA,ESA,3,1,"11,11,10,11|6,5,12,6",SemiFinal,OTHER,MT,2783,Main Draw,VILLALTA Oscar (ESA),GATICA Hector (GUA),,,1 - 3,6:11 5:11 12:10 6:11,GATICA Hector,2022
2022 - Central American Championships,2022-05-03,GOMEZ Juan Jesus,CALVO Allan,MEX,CRC,3,1,"10,11,13,11|12,4,11,6",SemiFinal,OTHER,MT,2783,Main Draw,GOMEZ Juan Jesus (MEX),CALVO Allan (CRC),,,3 - 1,10:12 11:4 13:11 11:6,GOMEZ Juan Jesus,2022
2022 - Central American Championships,2022-05-03,GASTELUM Pablo,MONTOYA Alejandro,MEX,CRC,3,2,"8,11,11,9,11|11,9,8,11,3",SemiFinal,OTHER,MT,2783,Main Draw,GASTELUM Pablo (MEX),MONTOYA Alejandro (CRC),,,3 - 2,8:11 11:9 11:8 9:11 11:3,GASTELUM Pablo,2022
2022 - Central American Championships,2022-05-03,BARCENAS Clio,CORDERO Lucia,MEX,GUA,3,1,"11,8,12,11|6,11,10,3",GROUP,OTHER,WT,2783,Main Draw,CORDERO Lucia (GUA),BARCENAS Clio (MEX),,,1 - 3,6:11 11:8 10:12 3:11,BARCENAS Clio,2022
2022 - Central American Championships,2022-05-03,SILVA Yadira,ENRIQUEZ Mabelyn,MEX,GUA,3,0,"11,11,11|9,7,2",GROUP,OTHER,WT,2783,Main Draw,ENRIQUEZ Mabelyn (GUA),SILVA Yadira (MEX),,,0 - 3,9:11 7:11 2:11,SILVA Yadira,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa,ZAPATA Hidalynn,MEX,GUA,3,2,"11,8,6,11,11|9,11,11,3,8",GROUP,OTHER,WT,2783,Main Draw,ZAPATA Hidalynn (GUA),COSSIO Arantxa (MEX),,,2 - 3,9:11 11:8 11:6 3:11 8:11,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,SUAREZ Gabriela,ARAYA Angie,ESA,CRC,3,1,"5,11,11,11|11,7,7,5",GROUP,OTHER,WT,2783,Main Draw,SUAREZ Gabriela (ESA),ARAYA Angie (CRC),,,3 - 1,5:11 11:7 11:7 11:5,SUAREZ Gabriela,2022
2022 - Central American Championships,2022-05-03,ARIAS Emme,ZAVALETA Lucia,ESA,CRC,3,1,"11,11,8,11|8,4,11,9",GROUP,OTHER,WT,2783,Main Draw,ARIAS Emme (ESA),ZAVALETA Lucia (CRC),,,3 - 1,11:8 11:4 8:11 11:9,ARIAS Emme,2022
2022 - Central American Championships,2022-05-03,ORANTES Cecilia,PEREZ Sofia,ESA,CRC,3,2,"11,4,11,10,11|4,11,2,12,8",GROUP,OTHER,WT,2783,Main Draw,ORANTES Cecilia (ESA),PEREZ Sofia (CRC),,,3 - 2,11:4 4:11 11:2 10:12 11:8,ORANTES Cecilia,2022
2022 - Central American Championships,2022-05-03,GOMEZ Juan Jesus,GATICA Hector,MEX,GUA,3,0,"11,11,11|4,2,8",Final,OTHER,MT,2783,Main Draw,GOMEZ Juan Jesus (MEX),GATICA Hector (GUA),,,3 - 0,11:4 11:2 11:8,GOMEZ Juan Jesus,2022
2022 - Central American Championships,2022-05-03,GASTELUM Pablo,CARRILLO Sergio,MEX,GUA,3,1,"11,11,5,11|9,7,11,3",Final,OTHER,MT,2783,Main Draw,GASTELUM Pablo (MEX),CARRILLO Sergio (GUA),,,3 - 1,11:9 11:7 5:11 11:3,GASTELUM Pablo,2022
2022 Caribbean Senior Championships,2022-03-03,RIOS Daniely,FRASER Chloe,PUR,TTO,3,0,"11,11,11|2,4,5",GROUP,OTHER,WT,2565,Main Draw,RIOS Daniely (PUR),FRASER Chloe (TTO),,,3 - 0,11:2 11:4 11:5,RIOS Daniely,2022
2022 Caribbean Senior Championships,2022-03-03,CHUNG Rheann,DIAZ Fabiola,TTO,PUR,3,0,"11,11,11|3,4,5",GROUP,OTHER,WT,2565,Main Draw,DIAZ Fabiola (PUR),CHUNG Rheann (TTO),,,0 - 3,3:11 4:11 5:11,CHUNG Rheann,2022
2022 Caribbean Senior Championships,2022-03-03,BURGOS Brianna,EDWARDS-TAYLOR Imani,PUR,TTO,3,0,"11,11,11|5,4,3",GROUP,OTHER,WT,2565,Main Draw,BURGOS Brianna (PUR),EDWARDS-TAYLOR Imani (TTO),,,3 - 0,11:5 11:4 11:3,BURGOS Brianna,2022
2022 Caribbean Senior Championships,2022-03-03,CHUNG Rheann,RIOS Daniely,TTO,PUR,3,2,"3,7,11,11,13|11,11,3,7,11",GROUP,OTHER,WT,2565,Main Draw,RIOS Daniely (PUR),CHUNG Rheann (TTO),,,2 - 3,11:3 11:7 3:11 7:11 11:13,CHUNG Rheann,2022
2022 Caribbean Senior Championships,2022-03-03,DIAZ Fabiola,FRASER Chloe,PUR,TTO,3,0,"11,12,11|3,10,8",GROUP,OTHER,WT,2565,Main Draw,DIAZ Fabiola (PUR),FRASER Chloe (TTO),,,3 - 0,11:3 12:10 11:8,DIAZ Fabiola,2022
2022 Caribbean Senior Championships,2022-03-03,FONSECA Daniela,RILEY Anthonette,CUB,BAR,3,0,"11,11,11|3,2,9",GROUP,OTHER,WT,2565,Main Draw,FONSECA Daniela (CUB),RILEY Anthonette (BAR),,,3 - 0,11:3 11:2 11:9,FONSECA Daniela,2022
2022 Caribbean Senior Championships,2022-03-03,PEREZ GONZALEZ Karla,HARVEY Krystle,CUB,BAR,3,0,"11,11,11|8,1,3",GROUP,OTHER,WT,2565,Main Draw,PEREZ GONZALEZ Karla (CUB),HARVEY Krystle (BAR),,,3 - 0,11:8 11:1 11:3,PEREZ GONZALEZ Karla,2022
2022 Caribbean Senior Championships,2022-03-03,RODRIGUEZ Lizdainet,KING Kenady,CUB,BAR,3,0,"11,11,11|5,8,5",GROUP,OTHER,WT,2565,Main Draw,RODRIGUEZ Lizdainet (CUB),KING Kenady (BAR),,,3 - 0,11:5 11:8 11:5,RODRIGUEZ Lizdainet,2022
2022 Caribbean Senior Championships,2022-03-03,CASTRO Esmerlyn,YOUNG Solesha,DOM,JAM,3,1,"11,6,11,11|6,11,8,6",GROUP,OTHER,WT,2565,Main Draw,YOUNG Solesha (JAM),CASTRO Esmerlyn (DOM),,,1 - 3,6:11 11:6 8:11 6:11,CASTRO Esmerlyn,2022
2022 Caribbean Senior Championships,2022-03-03,BRITO Eva,LEWIS Tsenaye,DOM,JAM,3,0,"11,11,11|5,5,3",GROUP,OTHER,WT,2565,Main Draw,LEWIS Tsenaye (JAM),BRITO Eva (DOM),,,0 - 3,5:11 5:11 3:11,BRITO Eva,2022
2022 Caribbean Senior Championships,2022-03-03,ORTIZ Yasiris,LEWIS Gianna,DOM,JAM,3,1,"7,11,11,11|11,6,7,5",GROUP,OTHER,WT,2565,Main Draw,LEWIS Gianna (JAM),ORTIZ Yasiris (DOM),,,1 - 3,11:7 6:11 7:11 5:11,ORTIZ Yasiris,2022
2022 Caribbean Senior Championships,2022-03-03,GONZALEZ Daniel,DOUGLAS Derron,PUR,TTO,3,0,"11,11,11|5,2,3",GROUP,OTHER,MT,2565,Main Draw,GONZALEZ Daniel (PUR),DOUGLAS Derron (TTO),,,3 - 0,11:5 11:2 11:3,GONZALEZ Daniel,2022
2022 Caribbean Senior Championships,2022-03-03,NARANJO Angel,WILSON Aaron,PUR,TTO,3,1,"11,12,8,11|4,10,11,7",GROUP,OTHER,MT,2565,Main Draw,NARANJO Angel (PUR),WILSON Aaron (TTO),,,3 - 1,11:4 12:10 8:11 11:7,NARANJO Angel,2022
2022 Caribbean Senior Championships,2022-03-03,BIRRIEL Oscar,MAXWELL Joshua,PUR,TTO,3,0,"11,11,11|7,6,7",GROUP,OTHER,MT,2565,Main Draw,BIRRIEL Oscar (PUR),MAXWELL Joshua (TTO),,,3 - 0,11:7 11:6 11:7,BIRRIEL Oscar,2022
2022 Caribbean Senior Championships,2022-03-03,GALVEZ Samuel,MOO YOUNG Peter,DOM,JAM,3,0,"11,11,11|7,4,5",GROUP,OTHER,MT,2565,Main Draw,GALVEZ Samuel (DOM),MOO YOUNG Peter (JAM),,,3 - 0,11:7 11:4 11:5,GALVEZ Samuel,2022
2022 Caribbean Senior Championships,2022-03-03,VILA Isaac,WATSON Kane,DOM,JAM,3,1,"11,11,9,11|2,1,11,4",GROUP,OTHER,MT,2565,Main Draw,VILA Isaac (DOM),WATSON Kane (JAM),,,3 - 1,11:2 11:1 9:11 11:4,VILA Isaac,2022
2022 Caribbean Senior Championships,2022-03-03,TEJADA Abit,PHILLIPS Mark,DOM,JAM,3,1,"10,11,11,11|12,9,6,4",GROUP,OTHER,MT,2565,Main Draw,TEJADA Abit (DOM),PHILLIPS Mark (JAM),,,3 - 1,10:12 11:9 11:6 11:4,TEJADA Abit,2022
2022 Caribbean Senior Championships,2022-03-03,CAMPOS Jorge,FARLEY Kevin,CUB,BAR,3,0,"11,11,11|4,8,8",GROUP,OTHER,MT,2565,Main Draw,CAMPOS Jorge (CUB),FARLEY Kevin (BAR),,,3 - 0,11:4 11:8 11:8,CAMPOS Jorge,2022
2022 Caribbean Senior Championships,2022-03-03,MARTINEZ Livan,KNIGHT Tyrese,CUB,BAR,3,0,"13,11,11|11,3,3",GROUP,OTHER,MT,2565,Main Draw,MARTINEZ Livan (CUB),KNIGHT Tyrese (BAR),,,3 - 0,13:11 11:3 11:3,MARTINEZ Livan,2022
2022 Caribbean Senior Championships,2022-03-03,GOMEZ ROJAS Eday,MAXWELL Ramon,CUB,BAR,3,0,"12,11,11|10,4,5",GROUP,OTHER,MT,2565,Main Draw,GOMEZ ROJAS Eday (CUB),MAXWELL Ramon (BAR),,,3 - 0,12:10 11:4 11:5,GOMEZ ROJAS Eday,2022
2022 Caribbean Senior Championships,2022-03-03,ST-FLEUR Donika,FRANKLIN Christopher,HAI,GUY,3,2,"10,11,11,10,11|12,7,5,12,5",GROUP,OTHER,MT,2565,Main Draw,ST-FLEUR Donika (HAI),FRANKLIN Christopher (GUY),,,3 - 2,10:12 11:7 11:5 10:12 11:5,ST-FLEUR Donika,2022
2022 Caribbean Senior Championships,2022-03-03,BRITTON Shemar,PAUL Mackentoche,GUY,HAI,3,0,"11,11,11|5,6,7",GROUP,OTHER,MT,2565,Main Draw,PAUL Mackentoche (HAI),BRITTON Shemar (GUY),,,0 - 3,5:11 6:11 7:11,BRITTON Shemar,2022
2022 Caribbean Senior Championships,2022-03-03,VAN LANGE Jonathan,AZOR Brayon,GUY,HAI,3,0,"11,11,11|4,6,9",GROUP,OTHER,MT,2565,Main Draw,AZOR Brayon (HAI),VAN LANGE Jonathan (GUY),,,0 - 3,4:11 6:11 9:11,VAN LANGE Jonathan,2022
2022 Caribbean Senior Championships,2022-03-03,BRITTON Shemar,ST-FLEUR Donika,GUY,HAI,3,1,"11,11,9,11|8,9,11,9",GROUP,OTHER,MT,2565,Main Draw,ST-FLEUR Donika (HAI),BRITTON Shemar (GUY),,,1 - 3,8:11 9:11 11:9 9:11,BRITTON Shemar,2022
2022 Caribbean Senior Championships,2022-03-03,FONSECA Daniela,BRITO Eva,CUB,DOM,3,2,"12,11,11,11,11|14,13,8,5,9",GROUP,OTHER,WT,2565,Main Draw,FONSECA Daniela (CUB),BRITO Eva (DOM),,,3 - 2,12:14 11:13 11:8 11:5 11:9,FONSECA Daniela,2022
2022 Caribbean Senior Championships,2022-03-03,CASTRO Esmerlyn,LOVET Idalys,DOM,CUB,3,2,"13,11,11,8,11|15,9,6,11,8",GROUP,OTHER,WT,2565,Main Draw,LOVET Idalys (CUB),CASTRO Esmerlyn (DOM),,,2 - 3,15:13 9:11 6:11 11:8 8:11,CASTRO Esmerlyn,2022
2022 Caribbean Senior Championships,2022-03-03,PEREZ GONZALEZ Karla,ORTIZ Yasiris,CUB,DOM,3,0,"11,11,14|3,3,12",GROUP,OTHER,WT,2565,Main Draw,PEREZ GONZALEZ Karla (CUB),ORTIZ Yasiris (DOM),,,3 - 0,11:3 11:3 14:12,PEREZ GONZALEZ Karla,2022
2022 Caribbean Senior Championships,2022-03-03,FONSECA Daniela,CASTRO Esmerlyn,CUB,DOM,3,0,"11,11,11|9,8,3",GROUP,OTHER,WT,2565,Main Draw,FONSECA Daniela (CUB),CASTRO Esmerlyn (DOM),,,3 - 0,11:9 11:8 11:3,FONSECA Daniela,2022
2022 Caribbean Senior Championships,2022-03-03,DIAZ Fabiola,EDGHILL Chelsea,PUR,GUY,3,1,"11,13,12,11|5,11,14,5",GROUP,OTHER,WT,2565,Main Draw,EDGHILL Chelsea (GUY),DIAZ Fabiola (PUR),,,1 - 3,5:11 11:13 14:12 5:11,DIAZ Fabiola,2022
2022 Caribbean Senior Championships,2022-03-03,RIOS Daniely,CUMMINGS Natalie,PUR,GUY,3,0,"11,11,11|5,8,2",GROUP,OTHER,WT,2565,Main Draw,CUMMINGS Natalie (GUY),RIOS Daniely (PUR),,,0 - 3,5:11 8:11 2:11,RIOS Daniely,2022
2022 Caribbean Senior Championships,2022-03-03,MELENDEZ Kristal,GREAVES Priscilla,PUR,GUY,3,0,"11,11,11|5,7,8",GROUP,OTHER,WT,2565,Main Draw,GREAVES Priscilla (GUY),MELENDEZ Kristal (PUR),,,0 - 3,5:11 7:11 8:11,MELENDEZ Kristal,2022
2022 Caribbean Senior Championships,2022-03-03,YOUNG Solesha,KING Kenady,JAM,BAR,3,0,"11,11,11|4,6,2",GROUP,OTHER,WT,2565,Main Draw,YOUNG Solesha (JAM),KING Kenady (BAR),,,3 - 0,11:4 11:6 11:2,YOUNG Solesha,2022
2022 Caribbean Senior Championships,2022-03-03,HARVEY Krystle,LEWIS Tsenaye,BAR,JAM,3,0,"11,14,11|4,12,5",GROUP,OTHER,WT,2565,Main Draw,LEWIS Tsenaye (JAM),HARVEY Krystle (BAR),,,0 - 3,4:11 12:14 5:11,HARVEY Krystle,2022
2022 Caribbean Senior Championships,2022-03-03,LEWIS Janae,LEWIS Gianna,BAR,JAM,3,0,"11,11,11|6,4,6",GROUP,OTHER,WT,2565,Main Draw,LEWIS Gianna (JAM),LEWIS Janae (BAR),,,0 - 3,6:11 4:11 6:11,LEWIS Janae,2022
2022 Caribbean Senior Championships,2022-03-03,YOUNG Solesha,HARVEY Krystle,JAM,BAR,3,0,"11,11,11|8,6,4",GROUP,OTHER,WT,2565,Main Draw,YOUNG Solesha (JAM),HARVEY Krystle (BAR),,,3 - 0,11:8 11:6 11:4,YOUNG Solesha,2022
2022 Caribbean Senior Championships,2022-03-03,KING Kenady,LEWIS Tsenaye,BAR,JAM,3,1,"11,6,11,11|7,11,9,8",GROUP,OTHER,WT,2565,Main Draw,LEWIS Tsenaye (JAM),KING Kenady (BAR),,,1 - 3,7:11 11:6 9:11 8:11,KING Kenady,2022
2022 Caribbean Senior Championships,2022-03-03,CAMPOS Jorge,FRANKLIN Christopher,CUB,GUY,3,0,"11,11,11|6,3,7",GROUP,OTHER,MT,2565,Main Draw,CAMPOS Jorge (CUB),FRANKLIN Christopher (GUY),,,3 - 0,11:6 11:3 11:7,CAMPOS Jorge,2022
2022 Caribbean Senior Championships,2022-03-03,PEREZ Adrian,BRITTON Shemar,CUB,GUY,3,0,"11,11,11|7,9,6",GROUP,OTHER,MT,2565,Main Draw,PEREZ Adrian (CUB),BRITTON Shemar (GUY),,,3 - 0,11:7 11:9 11:6,PEREZ Adrian,2022
2022 Caribbean Senior Championships,2022-03-03,MARTINEZ Livan,WONG Miguel,CUB,GUY,3,0,"11,11,11|4,9,2",GROUP,OTHER,MT,2565,Main Draw,MARTINEZ Livan (CUB),WONG Miguel (GUY),,,3 - 0,11:4 11:9 11:2,MARTINEZ Livan,2022
2022 Caribbean Senior Championships,2022-03-03,ASGARALI Khaleel,MOO YOUNG Peter,TTO,JAM,3,0,"11,11,11|6,7,8",GROUP,OTHER,MT,2565,Main Draw,ASGARALI Khaleel (TTO),MOO YOUNG Peter (JAM),,,3 - 0,11:6 11:7 11:8,ASGARALI Khaleel,2022
2022 Caribbean Senior Championships,2022-03-03,WILSON Aaron,WATSON Kane,TTO,JAM,3,1,"11,11,4,12|6,6,11,10",GROUP,OTHER,MT,2565,Main Draw,WILSON Aaron (TTO),WATSON Kane (JAM),,,3 - 1,11:6 11:6 4:11 12:10,WILSON Aaron,2022
2022 Caribbean Senior Championships,2022-03-03,DOUGLAS Derron,MARSH Christopher,TTO,JAM,3,2,"11,11,6,8,11|8,7,11,11,9",GROUP,OTHER,MT,2565,Main Draw,DOUGLAS Derron (TTO),MARSH Christopher (JAM),,,3 - 2,11:8 11:7 6:11 8:11 11:9,DOUGLAS Derron,2022
2022 Caribbean Senior Championships,2022-03-03,GONZALEZ Daniel,VILA Isaac,PUR,DOM,3,1,"13,6,11,11|11,11,6,9",GROUP,OTHER,MT,2565,Main Draw,GONZALEZ Daniel (PUR),VILA Isaac (DOM),,,3 - 1,13:11 6:11 11:6 11:9,GONZALEZ Daniel,2022
2022 Caribbean Senior Championships,2022-03-03,GALVEZ Samuel,NARANJO Angel,DOM,PUR,3,0,"11,11,11|7,5,7",GROUP,OTHER,MT,2565,Main Draw,NARANJO Angel (PUR),GALVEZ Samuel (DOM),,,0 - 3,7:11 5:11 7:11,GALVEZ Samuel,2022
2022 Caribbean Senior Championships,2022-03-03,PIETRI Richard,TEJADA Abit,PUR,DOM,3,1,"11,7,11,11|4,11,8,7",GROUP,OTHER,MT,2565,Main Draw,PIETRI Richard (PUR),TEJADA Abit (DOM),,,3 - 1,11:4 7:11 11:8 11:7,PIETRI Richard,2022
2022 Caribbean Senior Championships,2022-03-03,GONZALEZ Daniel,GALVEZ Samuel,PUR,DOM,3,0,"11,11,11|9,7,3",GROUP,OTHER,MT,2565,Main Draw,GONZALEZ Daniel (PUR),GALVEZ Samuel (DOM),,,3 - 0,11:9 11:7 11:3,GONZALEZ Daniel,2022
