tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
2020 ITTF Finals Zhengzhou 2020,2020-11-19,SUH Hyo Won,ISHIKAWA Kasumi,KOR,JPN,4,1,"11,3,11,11,11|8,11,9,5,5",R16,GRAND_SLAM,WS,2266,Main Draw,SUH Hyo Won (KOR),ISHIKAWA Kasumi (JPN),,,1 - 4,8:11 11:3 9:11 5:11 5:11,SUH Hyo Won,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,ITO Mima,SATO Hitomi,JPN,JPN,4,1,"11,11,11,10,11|7,4,5,12,7",R16,GRAND_SLAM,WS,2253,Main Draw,ITO Mima (JPN),SATO Hitomi (JPN),,,4 - 1,11:7 11:4 11:5 10:12 11:7,ITO Mima,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,CHEN Xingtong,SUN Yingsha,CHN,CHN,4,0,"11,11,11,11|9,7,7,4",R16,GRAND_SLAM,WS,2253,Main Draw,CHEN Xingtong (CHN),SUN Yingsha (CHN),,,4 - 0,11:9 11:7 11:7 11:4,CHEN Xingtong,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,MIZUTANI Jun/ITO Mima,HO Kwan Kit/LEE Ho Ching,JPN,HKG,3,0,"11,11,11|7,6,5",SF,GRAND_SLAM,XD,2253,Main Draw,MIZUTANI Jun (JPN) / ITO Mima (JPN),HO Kwan Kit (HKG) / LEE Ho Ching (HKG),ITO Mima (JPN),LEE Ho Ching (HKG),3 - 0,11:7 11:6 11:5,MIZUTANI Jun,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,WANG Chuqin/SUN Yingsha,ROBLES Alvaro/XIAO Maria,CHN,ESP,3,0,"11,11,11|6,4,5",SF,GRAND_SLAM,XD,2253,Main Draw,WANG Chuqin (CHN) / SUN Yingsha (CHN),ROBLES Alvaro (ESP) / XIAO Maria (ESP),SUN Yingsha (CHN),XIAO Maria (ESP),0 - 3,6:11 4:11 5:11,WANG Chuqin,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,MA Long/XU Xin,FAN Zhendong/WANG Chuqin,CHN,CHN,3,0,"11,11,11|6,9,9",SF,GRAND_SLAM,MD,2253,Main Draw,MA Long (CHN) / XU Xin (CHN),FAN Zhendong (CHN) / WANG Chuqin (CHN),XU Xin (CHN),WANG Chuqin (CHN),3 - 0,11:6 11:9 11:9,MA Long,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,DRINKHALL Paul/PITCHFORD Liam,HO Kwan Kit/WONG Chun Ting,ENG,HKG,3,2,"11,12,4,9,11|7,10,11,11,7",SF,GRAND_SLAM,MD,2253,Main Draw,DRINKHALL Paul (ENG) / PITCHFORD Liam (ENG),HO Kwan Kit (HKG) / WONG Chun Ting (HKG),PITCHFORD Liam (ENG),WONG Chun Ting (HKG),3 - 2,11:7 12:10 4:11 9:11 11:7,DRINKHALL Paul,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,WANG Manyu/ZHU Yuling,HIRANO Miu/ISHIKAWA Kasumi,CHN,JPN,3,2,"11,6,11,4,11|8,11,9,11,8",SF,GRAND_SLAM,WD,2253,Main Draw,WANG Manyu (CHN) / ZHU Yuling (MAC),HIRANO Miu (JPN) / ISHIKAWA Kasumi (JPN),ZHU Yuling (MAC),ISHIKAWA Kasumi (JPN),2 - 3,8:11 11:6 9:11 11:4 8:11,WANG Manyu,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,KIHARA Miyuu/NAGASAKI Miyu,LIN Ye/YU Mengyu,JPN,CAN,3,1,"11,14,8,12|3,12,11,10",SF,GRAND_SLAM,WD,2253,Main Draw,KIHARA Miyuu (JPN) / NAGASAKI Miyu (JPN),LIN Ye (CAN) / YU Mengyu (SGP),NAGASAKI Miyu (JPN),YU Mengyu (SGP),3 - 1,11:3 14:12 8:11 12:10,KIHARA Miyuu,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,XU Xin,NIWA Koki,CHN,JPN,4,0,"15,11,11,11|13,5,3,8",R16,GRAND_SLAM,MS,2253,Main Draw,XU Xin (CHN),NIWA Koki (JPN),,,0 - 4,13:15 5:11 3:11 8:11,XU Xin,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,PITCHFORD Liam,SAMSONOV Vladimir,ENG,BLR,4,2,"11,11,6,12,8,18|7,7,11,10,11,16",R16,GRAND_SLAM,MS,2253,Main Draw,PITCHFORD Liam (ENG),SAMSONOV Vladimir (BLR),,,2 - 4,7:11 7:11 11:6 10:12 11:8 16:18,PITCHFORD Liam,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,CHUANG Chih-Yuan,UDA Yukiya,TPE,JPN,4,3,"9,11,9,7,11,11,11|11,5,11,11,9,6,5",R16,GRAND_SLAM,MS,2253,Main Draw,CHUANG Chih-Yuan (TPE),UDA Yukiya (JPN),,,3 - 4,11:9 5:11 11:9 11:7 9:11 6:11 5:11,CHUANG Chih-Yuan,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,PERSSON Jon,KARLSSON Mattias,SWE,SWE,4,1,"11,11,11,10,13|7,5,3,12,11",R16,GRAND_SLAM,MS,2253,Main Draw,PERSSON Jon (SWE),KARLSSON Mattias (SWE),,,4 - 1,11:7 11:5 11:3 10:12 13:11,PERSSON Jon,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,GAUZY Simon,CALDERANO Hugo,FRA,BRA,4,1,"6,11,11,11,11|11,8,9,1,8",R16,GRAND_SLAM,MS,2253,Main Draw,GAUZY Simon (FRA),CALDERANO Hugo (BRA),,,1 - 4,11:6 8:11 9:11 1:11 8:11,GAUZY Simon,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,LIANG Jingkun,MIZUTANI Jun,CHN,JPN,4,3,"10,6,10,11,11,11,11|12,11,12,4,6,2,8",R16,GRAND_SLAM,MS,2253,Main Draw,LIANG Jingkun (CHN),MIZUTANI Jun (JPN),,,4 - 3,10:12 6:11 10:12 11:4 11:6 11:2 11:8,LIANG Jingkun,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,WANG Chuqin,MA Long,CHN,CHN,4,3,"13,14,4,11,3,13,11|15,12,11,8,11,11,6",R16,GRAND_SLAM,MS,2253,Main Draw,WANG Chuqin (CHN),MA Long (CHN),,,4 - 3,13:15 14:12 4:11 11:8 3:11 13:11 11:6,WANG Chuqin,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,FAN Zhendong,XU Chenhao,CHN,CHN,4,0,"11,11,11,11|4,5,9,3",R16,GRAND_SLAM,MS,2253,Main Draw,FAN Zhendong (CHN),XU Chenhao (CHN),,,4 - 0,11:4 11:5 11:9 11:3,FAN Zhendong,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,WANG Manyu,ZHU Yuling,CHN,MAC,4,2,"11,11,13,9,11,12|3,3,15,11,9,10",QF,GRAND_SLAM,WS,2253,Main Draw,WANG Manyu (CHN),ZHU Yuling (MAC),,,2 - 4,3:11 3:11 15:13 11:9 9:11 10:12,WANG Manyu,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,CHEN Meng,WANG Yidi,CHN,CHN,4,1,"11,11,13,11,11|5,8,15,6,6",QF,GRAND_SLAM,WS,2253,Main Draw,CHEN Meng (CHN),WANG Yidi (CHN),,,4 - 1,11:5 11:8 13:15 11:6 11:6,CHEN Meng,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,DING Ning,CHEN Xingtong,CHN,CHN,4,0,"11,11,11,11|6,4,8,1",QF,GRAND_SLAM,WS,2253,Main Draw,DING Ning (CHN),CHEN Xingtong (CHN),,,4 - 0,11:6 11:4 11:8 11:1,DING Ning,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,ITO Mima,FENG Tianwei,JPN,SGP,4,2,"11,11,12,5,11,11|6,7,14,11,5,7",QF,GRAND_SLAM,WS,2253,Main Draw,ITO Mima (JPN),FENG Tianwei (SGP),,,4 - 2,11:6 11:7 12:14 5:11 11:5 11:7,ITO Mima,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,FAN Zhendong,PERSSON Jon,CHN,SWE,4,1,"11,11,11,6,12|9,9,7,11,10",QF,GRAND_SLAM,MS,2253,Main Draw,FAN Zhendong (CHN),PERSSON Jon (SWE),,,4 - 1,11:9 11:9 11:7 6:11 12:10,FAN Zhendong,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,XU Xin,GAUZY Simon,CHN,FRA,4,3,"6,11,8,11,11,8,11|11,6,11,8,6,11,7",QF,GRAND_SLAM,MS,2253,Main Draw,XU Xin (CHN),GAUZY Simon (FRA),,,3 - 4,11:6 6:11 11:8 8:11 6:11 11:8 7:11,XU Xin,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,WANG Chuqin,LIANG Jingkun,CHN,CHN,4,2,"11,11,7,9,11,11|5,8,11,11,5,7",QF,GRAND_SLAM,MS,2253,Main Draw,WANG Chuqin (CHN),LIANG Jingkun (CHN),,,2 - 4,5:11 8:11 11:7 11:9 5:11 7:11,WANG Chuqin,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,PITCHFORD Liam,CHUANG Chih-Yuan,ENG,TPE,4,0,"14,11,11,11|12,8,5,7",QF,GRAND_SLAM,MS,2253,Main Draw,PITCHFORD Liam (ENG),CHUANG Chih-Yuan (TPE),,,4 - 0,14:12 11:8 11:5 11:7,PITCHFORD Liam,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,WANG Manyu/ZHU Yuling,KIHARA Miyuu/NAGASAKI Miyu,CHN,JPN,3,1,"11,7,11,11|4,11,8,9",F,GRAND_SLAM,WD,2253,Main Draw,WANG Manyu (CHN) / ZHU Yuling (MAC),KIHARA Miyuu (JPN) / NAGASAKI Miyu (JPN),ZHU Yuling (MAC),NAGASAKI Miyu (JPN),1 - 3,4:11 11:7 8:11 9:11,WANG Manyu,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,ITO Mima,DING Ning,JPN,CHN,4,0,"11,14,11,11|6,12,0,5",SF,GRAND_SLAM,WS,2253,Main Draw,ITO Mima (JPN),DING Ning (CHN),,,4 - 0,11:6 14:12 11:0 11:5,ITO Mima,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,CHEN Meng,WANG Manyu,CHN,CHN,4,2,"10,11,11,11,11,11|12,7,9,13,5,4",SF,GRAND_SLAM,WS,2253,Main Draw,CHEN Meng (CHN),WANG Manyu (CHN),,,4 - 2,10:12 11:7 11:9 11:13 11:5 11:4,CHEN Meng,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,MA Long/XU Xin,DRINKHALL Paul/PITCHFORD Liam,CHN,ENG,3,1,"11,8,11,11|8,11,1,6",F,GRAND_SLAM,MD,2253,Main Draw,MA Long (CHN) / XU Xin (CHN),DRINKHALL Paul (ENG) / PITCHFORD Liam (ENG),XU Xin (CHN),PITCHFORD Liam (ENG),3 - 1,11:8 8:11 11:1 11:6,MA Long,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,MIZUTANI Jun/ITO Mima,WANG Chuqin/SUN Yingsha,JPN,CHN,3,1,"11,7,11,15|8,11,4,13",F,GRAND_SLAM,XD,2253,Main Draw,MIZUTANI Jun (JPN) / ITO Mima (JPN),WANG Chuqin (CHN) / SUN Yingsha (CHN),ITO Mima (JPN),SUN Yingsha (CHN),3 - 1,11:8 7:11 11:4 15:13,MIZUTANI Jun,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,FAN Zhendong,WANG Chuqin,CHN,CHN,4,2,"7,8,11,14,11,11|11,11,6,12,7,9",SF,GRAND_SLAM,MS,2253,Main Draw,FAN Zhendong (CHN),WANG Chuqin (CHN),,,4 - 2,7:11 8:11 11:6 14:12 11:7 11:9,FAN Zhendong,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,PITCHFORD Liam,XU Xin,ENG,CHN,4,2,"3,11,11,6,15,11|11,7,9,11,13,9",SF,GRAND_SLAM,MS,2253,Main Draw,PITCHFORD Liam (ENG),XU Xin (CHN),,,4 - 2,3:11 11:7 11:9 6:11 15:13 11:9,PITCHFORD Liam,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,CHEN Meng,ITO Mima,CHN,JPN,4,1,"3,11,11,11,11|11,7,9,7,7",F,GRAND_SLAM,WS,2253,Main Draw,CHEN Meng (CHN),ITO Mima (JPN),,,4 - 1,3:11 11:7 11:9 11:7 11:7,CHEN Meng,2020
ITTF World Tour Platinum Qatar Open Doha 2020,2020-03-03,FAN Zhendong,PITCHFORD Liam,CHN,ENG,4,2,"11,11,8,11,6,11|9,7,11,4,11,7",F,GRAND_SLAM,MS,2253,Main Draw,FAN Zhendong (CHN),PITCHFORD Liam (ENG),,,4 - 2,11:9 11:7 8:11 11:4 6:11 11:7,FAN Zhendong,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,ASSAR Omar/MESHREF Dina,TORIOLA Segun/OSHONAIKE Olufunke,EGY,NGR,4,0,"11,11,11,11|6,6,7,2",F,OLYMPICS,XD,2252,Main Draw,ASSAR Omar (EGY) / MESHREF Dina (EGY),TORIOLA Segun (NGR) / OSHONAIKE Olufunke (NGR),MESHREF Dina (EGY),OSHONAIKE Olufunke (NGR),4 - 0,11:6 11:6 11:7 11:2,ASSAR Omar,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,MAMIA Thameur/GARCI Fadwa,KHEROUF Sami/LOGHRAIBI Lynda,TUN,ALG,4,0,"0,0,0,0|0,0,0,0",F,OLYMPICS,XD,2252,Main Draw,MAMIA Thameur (TUN) / GARCI Fadwa (TUN),KHEROUF Sami (ALG) / LOGHRAIBI Lynda (ALG),GARCI Fadwa (TUN),LOGHRAIBI Lynda (ALG),4 - 0,0:0 0:0 0:0 0:0,MAMIA Thameur,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,HAJ SALAH Abir,JALIM Nandeshwaree,TUN,MRI,4,0,"11,11,11,11|6,5,8,8",F,OLYMPICS,WS,2252,Main Draw,HAJ SALAH Abir (TUN),JALIM Nandeshwaree (MRI),,,4 - 0,11:6 11:5 11:8 11:8,HAJ SALAH Abir,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,GULTI Marta,LOGHRAIBI Lynda,ETH,ALG,4,0,"0,0,0,0|0,0,0,0",2,OLYMPICS,WS,2252,Position Draw,GULTI Marta (ETH),LOGHRAIBI Lynda (ALG),,,0 - 4,0:0 0:0 0:0 0:0,GULTI Marta,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,BEN YAHIA Kerem,ARUNA Quadri,TUN,NGR,4,0,"0,0,0,0|0,0,0,0",2,OLYMPICS,MS,2252,Position Draw,BEN YAHIA Kerem (TUN),ARUNA Quadri (NGR),,,0 - 4,0:0 0:0 0:0 0:0,BEN YAHIA Kerem,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OBA Oba Kizito,FANNY Kokou,CIV,TOG,4,0,"11,11,11,11|5,0,0,0",F,OLYMPICS,MS,2252,Main Draw,OBA Oba Kizito (CIV),FANNY Kokou (TOG),,,4 - 0,11:5 11:0 11:0 11:0,OBA Oba Kizito,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,TORIOLA Segun/OSHONAIKE Olufunke,KHEROUF Sami/LOGHRAIBI Lynda,NGR,ALG,4,0,"11,13,11,11|5,11,6,1",SF,OLYMPICS,XD,2252,Main Draw,TORIOLA Segun (NGR) / OSHONAIKE Olufunke (NGR),KHEROUF Sami (ALG) / LOGHRAIBI Lynda (ALG),OSHONAIKE Olufunke (NGR),LOGHRAIBI Lynda (ALG),0 - 4,5:11 11:13 6:11 1:11,TORIOLA Segun,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,ASSAR Omar/MESHREF Dina,MAMIA Thameur/GARCI Fadwa,EGY,TUN,4,0,"11,11,11,11|8,6,8,2",SF,OLYMPICS,XD,2252,Main Draw,ASSAR Omar (EGY) / MESHREF Dina (EGY),MAMIA Thameur (TUN) / GARCI Fadwa (TUN),MESHREF Dina (EGY),GARCI Fadwa (TUN),4 - 0,11:8 11:6 11:8 11:2,ASSAR Omar,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OBA Oba Kizito,ARUNA Quadri,CIV,NGR,4,0,"0,0,0,0|0,0,0,0",SF,OLYMPICS,MS,2252,Main Draw,OBA Oba Kizito (CIV),ARUNA Quadri (NGR),,,0 - 4,0:0 0:0 0:0 0:0,OBA Oba Kizito,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,HAJ SALAH Abir,LOGHRAIBI Lynda,TUN,ALG,4,0,"0,0,0,0|0,0,0,0",SF,OLYMPICS,WS,2252,Main Draw,HAJ SALAH Abir (TUN),LOGHRAIBI Lynda (ALG),,,4 - 0,0:0 0:0 0:0 0:0,HAJ SALAH Abir,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,FANNY Kokou,BEN YAHIA Kerem,TOG,TUN,4,0,"11,11,11,12|6,8,7,10",SF,OLYMPICS,MS,2252,Main Draw,FANNY Kokou (TOG),BEN YAHIA Kerem (TUN),,,4 - 0,11:6 11:8 11:7 12:10,FANNY Kokou,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,JALIM Nandeshwaree,GULTI Marta,MRI,ETH,4,3,"9,11,13,11,5,13,11|11,8,15,6,11,11,3",SF,OLYMPICS,WS,2252,Main Draw,JALIM Nandeshwaree (MRI),GULTI Marta (ETH),,,3 - 4,11:9 8:11 15:13 6:11 11:5 11:13 3:11,JALIM Nandeshwaree,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,TORIOLA Segun/OSHONAIKE Olufunke,MUTUA Brian/JUMA Doreen,NGR,KEN,4,0,"11,11,11,11|4,6,7,4",QF,OLYMPICS,XD,2252,Main Draw,TORIOLA Segun (NGR) / OSHONAIKE Olufunke (NGR),MUTUA Brian (KEN) / JUMA Doreen (KEN),OSHONAIKE Olufunke (NGR),JUMA Doreen (KEN),0 - 4,4:11 6:11 7:11 4:11,TORIOLA Segun,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,ASSAR Omar/MESHREF Dina,DJAMAL Ahmed/HOUSSEIN Rahma,EGY,DJI,4,0,"11,11,11,11|4,2,2,2",QF,OLYMPICS,XD,2252,Main Draw,ASSAR Omar (EGY) / MESHREF Dina (EGY),DJAMAL Ahmed (DJI) / HOUSSEIN Rahma (DJI),MESHREF Dina (EGY),HOUSSEIN Rahma (DJI),4 - 0,11:4 11:2 11:2 11:2,ASSAR Omar,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,KHEROUF Sami/LOGHRAIBI Lynda,SULTAN Godfrey/KILINDO Christy,ALG,SEY,4,0,"0,0,0,0|0,0,0,0",QF,OLYMPICS,XD,2252,Main Draw,KHEROUF Sami (ALG) / LOGHRAIBI Lynda (ALG),SULTAN Godfrey (SEY) / KILINDO Christy (SEY),LOGHRAIBI Lynda (ALG),KILINDO Christy (SEY),4 - 0,0:0 0:0 0:0 0:0,KHEROUF Sami,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,MAMIA Thameur/GARCI Fadwa,KASSA Gedeon/NZANGANI Cyntia,TUN,COD,4,1,"7,11,11,15,11|11,8,8,13,6",QF,OLYMPICS,XD,2252,Main Draw,MAMIA Thameur (TUN) / GARCI Fadwa (TUN),KASSA Gedeon (COD) / NZANGANI Cyntia (COD),GARCI Fadwa (TUN),NZANGANI Cyntia (COD),1 - 4,11:7 8:11 8:11 13:15 6:11,MAMIA Thameur,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OMOTAYO Olajide,BEN YAHIA Kerem,NGR,TUN,4,0,"11,11,11,11|6,9,9,7",QUAL,OLYMPICS,MS,2252,Qualification,OMOTAYO Olajide (NGR),BEN YAHIA Kerem (TUN),,,4 - 0,11:6 11:9 11:9 11:7,OMOTAYO Olajide,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,BOURIAH Larbi,OBA Oba Kizito,ALG,CIV,4,0,"11,11,11,11|9,6,8,7",QUAL,OLYMPICS,MS,2252,Qualification,BOURIAH Larbi (ALG),OBA Oba Kizito (CIV),,,4 - 0,11:9 11:6 11:8 11:7,BOURIAH Larbi,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,HMAM Adam,ARUNA Quadri,TUN,NGR,4,0,"0,0,0,0|0,0,0,0",QUAL,OLYMPICS,MS,2252,Qualification,HMAM Adam (TUN),ARUNA Quadri (NGR),,,0 - 4,0:0 0:0 0:0 0:0,HMAM Adam,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,DIAW Ibrahima,FANNY Kokou,DEN,TOG,4,0,"0,0,0,0|0,0,0,0",QUAL,OLYMPICS,MS,2252,Qualification,DIAW Ibrahima (DEN),FANNY Kokou (TOG),,,4 - 0,0:0 0:0 0:0 0:0,DIAW Ibrahima,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,HANFFOU Sarah,LOGHRAIBI Lynda,CMR,ALG,4,0,"0,0,0,0|0,0,0,0",QUAL,OLYMPICS,WS,2252,Qualification,HANFFOU Sarah (CMR),LOGHRAIBI Lynda (ALG),,,4 - 0,0:0 0:0 0:0 0:0,HANFFOU Sarah,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OSHONAIKE Olufunke,JALIM Nandeshwaree,NGR,MRI,4,1,"11,6,11,11,11|7,11,5,8,7",QUAL,OLYMPICS,WS,2252,Qualification,OSHONAIKE Olufunke (NGR),JALIM Nandeshwaree (MRI),,,4 - 1,11:7 6:11 11:5 11:8 11:7,OSHONAIKE Olufunke,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,EDEM Offiong,HAJ SALAH Abir,NGR,TUN,4,0,"18,11,16,11|16,8,14,5",QUAL,OLYMPICS,WS,2252,Qualification,EDEM Offiong (NGR),HAJ SALAH Abir (TUN),,,4 - 0,18:16 11:8 16:14 11:5,EDEM Offiong,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,GARCI Fadwa,GULTI Marta,TUN,ETH,4,2,"11,11,8,11,5,11|8,4,11,6,11,4",QUAL,OLYMPICS,WS,2252,Qualification,GARCI Fadwa (TUN),GULTI Marta (ETH),,,4 - 2,11:8 11:4 8:11 11:6 5:11 11:4,GARCI Fadwa,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,BEN YAHIA Kerem,OBA Oba Kizito,TUN,CIV,4,2,"3,11,10,12,11,17|11,8,12,10,6,15",QUAL,OLYMPICS,MS,2252,Qualification,BEN YAHIA Kerem (TUN),OBA Oba Kizito (CIV),,,2 - 4,11:3 8:11 12:10 10:12 6:11 15:17,BEN YAHIA Kerem,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OMOTAYO Olajide,BOURIAH Larbi,NGR,ALG,4,0,"11,11,11,11|2,2,9,4",QUAL,OLYMPICS,MS,2252,Qualification,OMOTAYO Olajide (NGR),BOURIAH Larbi (ALG),,,4 - 0,11:2 11:2 11:9 11:4,OMOTAYO Olajide,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,HMAM Adam,FANNY Kokou,TUN,TOG,4,0,"11,11,11,11|7,8,9,5",QUAL,OLYMPICS,MS,2252,Qualification,HMAM Adam (TUN),FANNY Kokou (TOG),,,0 - 4,7:11 8:11 9:11 5:11,HMAM Adam,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,DIAW Ibrahima,ARUNA Quadri,DEN,NGR,4,2,"11,11,11,6,11,11|7,8,8,11,13,7",QUAL,OLYMPICS,MS,2252,Qualification,DIAW Ibrahima (DEN),ARUNA Quadri (NGR),,,2 - 4,7:11 8:11 8:11 11:6 13:11 7:11,DIAW Ibrahima,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,JALIM Nandeshwaree,LOGHRAIBI Lynda,MRI,ALG,4,1,"12,11,11,9,11|10,7,7,11,6",QUAL,OLYMPICS,WS,2252,Qualification,JALIM Nandeshwaree (MRI),LOGHRAIBI Lynda (ALG),,,4 - 1,12:10 11:7 11:7 9:11 11:6,JALIM Nandeshwaree,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OSHONAIKE Olufunke,HANFFOU Sarah,NGR,CMR,4,1,"12,11,4,11,11|10,4,11,7,6",QUAL,OLYMPICS,WS,2252,Qualification,OSHONAIKE Olufunke (NGR),HANFFOU Sarah (CMR),,,1 - 4,10:12 4:11 11:4 7:11 6:11,OSHONAIKE Olufunke,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,HAJ SALAH Abir,GULTI Marta,TUN,ETH,4,2,"11,11,8,6,11,11|4,0,11,11,3,5",QUAL,OLYMPICS,WS,2252,Qualification,HAJ SALAH Abir (TUN),GULTI Marta (ETH),,,2 - 4,4:11 0:11 11:8 11:6 3:11 5:11,HAJ SALAH Abir,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,EDEM Offiong,GARCI Fadwa,NGR,TUN,4,3,"13,11,9,11,5,8,11|11,1,11,9,11,11,6",QUAL,OLYMPICS,WS,2252,Qualification,EDEM Offiong (NGR),GARCI Fadwa (TUN),,,4 - 3,13:11 11:1 9:11 11:9 5:11 8:11 11:6,EDEM Offiong,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,BOURIAH Larbi,BEN YAHIA Kerem,ALG,TUN,4,3,"7,6,11,11,10,11,11|11,11,9,5,12,5,9",QUAL,OLYMPICS,MS,2252,Qualification,BOURIAH Larbi (ALG),BEN YAHIA Kerem (TUN),,,4 - 3,7:11 6:11 11:9 11:5 10:12 11:5 11:9,BOURIAH Larbi,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,OMOTAYO Olajide,OBA Oba Kizito,NGR,CIV,4,2,"6,11,11,11,11,11|11,6,9,13,9,9",QUAL,OLYMPICS,MS,2252,Qualification,OMOTAYO Olajide (NGR),OBA Oba Kizito (CIV),,,4 - 2,6:11 11:6 11:9 11:13 11:9 11:9,OMOTAYO Olajide,2020
African Singles and Mixed Doubles Olympic Qualification Tournament Tunisia 2020,2020-02-27,ARUNA Quadri,FANNY Kokou,NGR,TOG,4,0,"11,11,11,11|7,4,7,3",QUAL,OLYMPICS,MS,2252,Qualification,ARUNA Quadri (NGR),FANNY Kokou (TOG),,,4 - 0,11:7 11:4 11:7 11:3,ARUNA Quadri,2020
