tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Women's World Cup Guangzhou 2005,2005-12-13,ZHANG Yining,GUO Yue,CHN,CHN,4,2,"9,7,11,11,11,13|11,11,8,6,8,11",QuarterFinal,WORLD_CUP,WS,1761,Main Draw,ZHANG Yining (CHN),GUO Yue (CHN),,,4 - 2,9:11 7:11 11:8 11:6 11:8 13:11,ZHANG Yining,2005
Panasonic China Open Harbin 2005,2005-09-08,KIM Hyehyun,PARK Seonghye,KOR,KOR,3,0,"11,12,11|7,10,4",3,GRAND_SLAM,U21WS,1751,Qualification,KIM Hyehyun (KOR),PARK Seonghye (KOR),,,3 - 0,11:7 12:10 11:4,KIM Hyehyun,2005
Panasonic China Open Harbin 2005,2005-09-08,LEE Eunhee,MOON Bosun,KOR,KOR,3,2,"9,11,8,11,12|11,5,11,9,10",,GRAND_SLAM,U21WS,1751,Qualification,LEE Eunhee (KOR),MOON Bosun (KOR),,,3 - 2,9:11 11:5 8:11 11:9 12:10,LEE Eunhee,2005
Panasonic China Open Harbin 2005,2005-09-08,YU Kwok See,LEE Eunhee,HKG,KOR,3,1,"7,11,11,11|11,9,6,4",QR2,GRAND_SLAM,U21WS,1751,Qualification,YU Kwok See (HKG),LEE Eunhee (KOR),,,1 - 3,11:7 9:11 6:11 4:11,YU Kwok See,2005
Panasonic China Open Harbin 2005,2005-09-08,MOON Bosun,YU Kwok See,KOR,HKG,3,0,"11,11,11|9,4,6",3,GRAND_SLAM,U21WS,1751,Qualification,MOON Bosun (KOR),YU Kwok See (HKG),,,0 - 3,9:11 4:11 6:11,MOON Bosun,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Qiangbing,NAM Hyejin (1985),AUT,KOR,3,2,"7,11,11,8,11|11,6,7,11,8",,GRAND_SLAM,U21WS,1751,Qualification,LI Qiangbing (AUT),NAM Hyejin (1985) (KOR),,,3 - 2,7:11 11:6 11:7 8:11 11:8,LI Qiangbing,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Qiangbing,DVORAK Galia,AUT,ESP,3,0,"11,12,13|5,10,11",QR2,GRAND_SLAM,U21WS,1751,Qualification,LI Qiangbing (AUT),DVORAK Galia (ESP),,,3 - 0,11:5 12:10 13:11,LI Qiangbing,2005
Panasonic China Open Harbin 2005,2005-09-08,DVORAK Galia,NAM Hyejin (1985),ESP,KOR,3,1,"11,11,9,11|5,8,11,8",3,GRAND_SLAM,U21WS,1751,Qualification,DVORAK Galia (ESP),NAM Hyejin (1985) (KOR),,,3 - 1,11:5 11:8 9:11 11:8,DVORAK Galia,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,PARK Seonghye,PRK,KOR,4,2,"9,11,8,11,11,11|11,8,11,7,7,4",QR4,GRAND_SLAM,WS,1751,Qualification,HAN Hye Song (PRK),PARK Seonghye (KOR),,,4 - 2,9:11 11:8 8:11 11:7 11:7 11:4,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,RYOM Won Ok,ZHANG Xueling,PRK,SGP,4,2,"11,12,11,8,5,11|8,10,6,11,11,4",QR4,GRAND_SLAM,WS,1751,Qualification,RYOM Won Ok (PRK),ZHANG Xueling (SGP),,,4 - 2,11:8 12:10 11:6 8:11 5:11 11:4,RYOM Won Ok,2005
Panasonic China Open Harbin 2005,2005-09-08,JEE Minhyung,KIM Junghyun,AUS,KOR,3,1,"11,7,11,11|8,11,9,8",,GRAND_SLAM,U21WS,1751,Qualification,JEE Minhyung (AUS),KIM Junghyun (KOR),,,1 - 3,8:11 11:7 9:11 8:11,JEE Minhyung,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,ISHIZUKA Miwako,PRK,JPN,3,2,"9,11,11,6,11|11,9,9,11,9",QR2,GRAND_SLAM,U21WS,1751,Qualification,HAN Hye Song (PRK),ISHIZUKA Miwako (JPN),,,3 - 2,9:11 11:9 11:9 6:11 11:9,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,KIM Junghyun,PRK,KOR,3,1,"11,7,11,11|6,11,8,8",3,GRAND_SLAM,U21WS,1751,Qualification,HAN Hye Song (PRK),KIM Junghyun (KOR),,,1 - 3,6:11 11:7 8:11 8:11,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,JEE Minhyung,ISHIZUKA Miwako,AUS,JPN,3,1,"11,11,12,11|6,2,14,8",QR4,GRAND_SLAM,U21WS,1751,Qualification,JEE Minhyung (AUS),ISHIZUKA Miwako (JPN),,,3 - 1,11:6 11:2 12:14 11:8,JEE Minhyung,2005
Panasonic China Open Harbin 2005,2005-09-08,KIM Junghyun,ISHIZUKA Miwako,KOR,JPN,3,2,"11,9,12,4,11|5,11,10,11,7",5,GRAND_SLAM,U21WS,1751,Qualification,KIM Junghyun (KOR),ISHIZUKA Miwako (JPN),,,3 - 2,11:5 9:11 12:10 4:11 11:7,KIM Junghyun,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,JEE Minhyung,PRK,AUS,3,2,"11,11,9,7,11|9,9,11,11,5",6,GRAND_SLAM,U21WS,1751,Qualification,HAN Hye Song (PRK),JEE Minhyung (AUS),,,3 - 2,11:9 11:9 9:11 7:11 11:5,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,SUN Beibei,JEE Minhyung,SGP,AUS,4,3,"6,11,11,9,11,7,11|11,4,6,11,9,11,4",QuarterFinal,GRAND_SLAM,U21WS,1751,Main Draw,SUN Beibei (SGP),JEE Minhyung (AUS),,,4 - 3,6:11 11:4 11:6 9:11 11:9 7:11 11:4,SUN Beibei,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,LEE Eunhee,PRK,KOR,4,3,"11,12,11,11,8,11,11|6,14,13,8,11,4,5",QuarterFinal,GRAND_SLAM,U21WS,1751,Main Draw,HAN Hye Song (PRK),LEE Eunhee (KOR),,,3 - 4,6:11 14:12 13:11 8:11 11:8 4:11 5:11,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Qiangbing,KIM Hyehyun,AUT,KOR,4,1,"11,11,8,11,11|7,5,11,6,6",QuarterFinal,GRAND_SLAM,U21WS,1751,Main Draw,LI Qiangbing (AUT),KIM Hyehyun (KOR),,,4 - 1,11:7 11:5 8:11 11:6 11:6,LI Qiangbing,2005
Panasonic China Open Harbin 2005,2005-09-08,MOON Bosun,DVORAK Galia,KOR,ESP,4,2,"11,11,11,11,9,11|9,13,5,9,11,6",QuarterFinal,GRAND_SLAM,U21WS,1751,Main Draw,MOON Bosun (KOR),DVORAK Galia (ESP),,,2 - 4,9:11 13:11 5:11 9:11 11:9 6:11,MOON Bosun,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,SUN Beibei,PRK,SGP,4,3,"11,6,11,11,4,2,11|9,11,3,2,11,11,8",SemiFinal,GRAND_SLAM,U21WS,1751,Main Draw,HAN Hye Song (PRK),SUN Beibei (SGP),,,3 - 4,9:11 11:6 3:11 2:11 11:4 11:2 8:11,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,MOON Bosun,LI Qiangbing,KOR,AUT,4,3,"12,11,7,8,10,11,12|10,5,11,11,12,9,10",SemiFinal,GRAND_SLAM,U21WS,1751,Main Draw,MOON Bosun (KOR),LI Qiangbing (AUT),,,3 - 4,10:12 5:11 11:7 11:8 12:10 9:11 10:12,MOON Bosun,2005
Panasonic China Open Harbin 2005,2005-09-08,HAN Hye Song,MOON Bosun,PRK,KOR,4,2,"11,10,11,2,11,11|9,12,5,11,2,9",Final,GRAND_SLAM,U21WS,1751,Main Draw,HAN Hye Song (PRK),MOON Bosun (KOR),,,4 - 2,11:9 10:12 11:5 2:11 11:2 11:9,HAN Hye Song,2005
Panasonic China Open Harbin 2005,2005-09-08,CHEN Qi/WANG Liqin,JANG Song Man/TAN Ruiwu,CHN,PRK,4,0,"11,11,11,11|7,7,8,5",R16,GRAND_SLAM,MD,1751,Main Draw,CHEN Qi (CHN) / WANG Liqin (CHN),JANG Song Man (PRK) / TAN Ruiwu (CRO),WANG Liqin (CHN),TAN Ruiwu (CRO),4 - 0,11:7 11:7 11:8 11:5,CHEN Qi,2005
Panasonic China Open Harbin 2005,2005-09-08,CHEN Qi/WANG Liqin,LEE Jungsam/LIM Jaehyun,CHN,KOR,4,0,"11,11,11,11|8,8,5,7",QuarterFinal,GRAND_SLAM,MD,1751,Main Draw,CHEN Qi (CHN) / WANG Liqin (CHN),LEE Jungsam (KOR) / LIM Jaehyun (KOR),WANG Liqin (CHN),LIM Jaehyun (KOR),4 - 0,11:8 11:8 11:5 11:7,CHEN Qi,2005
Panasonic China Open Harbin 2005,2005-09-08,MA Lin/WANG Hao,CHEN Qi/WANG Liqin,CHN,CHN,4,0,"14,11,12,11|12,7,10,9",SemiFinal,GRAND_SLAM,MD,1751,Main Draw,MA Lin (CHN) / WANG Hao (CHN),CHEN Qi (CHN) / WANG Liqin (CHN),WANG Hao (CHN),WANG Liqin (CHN),0 - 4,12:14 7:11 10:12 9:11,MA Lin,2005
Panasonic China Open Harbin 2005,2005-09-08,KONG Linghui/MA Long,MA Lin/WANG Hao,CHN,CHN,4,3,"16,11,9,13,11,8,11|14,8,11,15,9,11,8",Final,GRAND_SLAM,MD,1751,Main Draw,KONG Linghui (CHN) / MA Long (CHN),MA Lin (CHN) / WANG Hao (CHN),MA Long (CHN),WANG Hao (CHN),4 - 3,16:14 11:8 9:11 13:15 11:9 8:11 11:8,KONG Linghui,2005
Panasonic China Open Harbin 2005,2005-09-08,JANG Song Man/TAN Ruiwu,TSE Ka Chun/ZHANG Wilson,PRK,HKG,3,0,"11,11,11|4,7,8",QR16,GRAND_SLAM,MD,1751,Qualification,JANG Song Man (PRK) / TAN Ruiwu (CRO),TSE Ka Chun (HKG) / ZHANG Wilson (CAN),TAN Ruiwu (CRO),ZHANG Wilson (CAN),3 - 0,11:4 11:7 11:8,JANG Song Man,2005
Panasonic China Open Harbin 2005,2005-09-08,RI Chol Guk/RI Kwang Il,CARNEROS Alfredo/DURAN Marc,PRK,ESP,4,3,"9,12,11,7,11,11,11|11,10,13,11,9,6,9",R16,GRAND_SLAM,MD,1751,Main Draw,RI Chol Guk (PRK) / RI Kwang Il (PRK),CARNEROS Alfredo (ESP) / DURAN Marc (ESP),RI Kwang Il (PRK),DURAN Marc (ESP),3 - 4,11:9 10:12 13:11 11:7 9:11 6:11 9:11,RI Chol Guk,2005
Panasonic China Open Harbin 2005,2005-09-08,KO Lai Chak/LI Ching,CHO Jihoon/KIM Junghoon,HKG,KOR,4,1,"11,11,8,11,11|8,2,11,8,8",R16,GRAND_SLAM,MD,1751,Main Draw,KO Lai Chak (HKG) / LI Ching (HKG),CHO Jihoon (KOR) / KIM Junghoon (KOR),LI Ching (HKG),KIM Junghoon (KOR),4 - 1,11:8 11:2 8:11 11:8 11:8,KO Lai Chak,2005
Panasonic China Open Harbin 2005,2005-09-08,CHO Eonrae/LEE Jungwoo,KO Lai Chak/LI Ching,KOR,HKG,4,2,"11,11,6,4,11,11|2,4,11,11,5,9",QuarterFinal,GRAND_SLAM,MD,1751,Main Draw,CHO Eonrae (KOR) / LEE Jungwoo (KOR),KO Lai Chak (HKG) / LI Ching (HKG),LEE Jungwoo (KOR),LI Ching (HKG),2 - 4,2:11 4:11 11:6 11:4 5:11 9:11,CHO Eonrae,2005
Panasonic China Open Harbin 2005,2005-09-08,KONG Linghui/MA Long,MITAMURA Muneaki/YOSHIDA Kaii,CHN,JPN,4,1,"11,6,15,11,11|7,11,13,3,9",R16,GRAND_SLAM,MD,1751,Main Draw,KONG Linghui (CHN) / MA Long (CHN),MITAMURA Muneaki (JPN) / YOSHIDA Kaii (JPN),MA Long (CHN),YOSHIDA Kaii (JPN),1 - 4,7:11 11:6 13:15 3:11 9:11,KONG Linghui,2005
Panasonic China Open Harbin 2005,2005-09-08,LEE Jungsam/LIM Jaehyun,SHIMOYAMA Takanori/TOKIYOSHI Yuichi,KOR,JPN,4,0,"13,13,11,11|11,11,6,8",R16,GRAND_SLAM,MD,1751,Main Draw,LEE Jungsam (KOR) / LIM Jaehyun (KOR),SHIMOYAMA Takanori (JPN) / TOKIYOSHI Yuichi (JPN),LIM Jaehyun (KOR),TOKIYOSHI Yuichi (JPN),0 - 4,11:13 11:13 6:11 8:11,LEE Jungsam,2005
Panasonic China Open Harbin 2005,2005-09-08,SHIMOYAMA Takanori/TOKIYOSHI Yuichi,LIU Zhongze/MA Liang,JPN,SGP,3,1,"11,8,11,13|8,11,8,11",QR16,GRAND_SLAM,MD,1751,Qualification,SHIMOYAMA Takanori (JPN) / TOKIYOSHI Yuichi (JPN),LIU Zhongze (SGP) / MA Liang (SGP),TOKIYOSHI Yuichi (JPN),MA Liang (SGP),3 - 1,11:8 8:11 11:8 13:11,SHIMOYAMA Takanori,2005
Panasonic China Open Harbin 2005,2005-09-08,MA Lin/WANG Hao,LEE Jinkwon/YOON Jaeyoung,CHN,KOR,4,1,"11,11,11,9,12|5,5,5,11,10",R16,GRAND_SLAM,MD,1751,Main Draw,MA Lin (CHN) / WANG Hao (CHN),LEE Jinkwon (KOR) / YOON Jaeyoung (KOR),WANG Hao (CHN),YOON Jaeyoung (KOR),1 - 4,5:11 5:11 5:11 11:9 10:12,MA Lin,2005
Panasonic China Open Harbin 2005,2005-09-08,KONG Linghui/MA Long,CHO Eonrae/LEE Jungwoo,CHN,KOR,4,3,"11,11,8,11,14,9,12|7,6,11,3,16,11,10",SemiFinal,GRAND_SLAM,MD,1751,Main Draw,KONG Linghui (CHN) / MA Long (CHN),CHO Eonrae (KOR) / LEE Jungwoo (KOR),MA Long (CHN),LEE Jungwoo (KOR),3 - 4,7:11 6:11 11:8 3:11 16:14 11:9 10:12,KONG Linghui,2005
Panasonic China Open Harbin 2005,2005-09-08,MA Lin/WANG Hao,RI Chol Guk/RI Kwang Il,CHN,PRK,4,0,"11,11,11,11|6,5,6,5",QuarterFinal,GRAND_SLAM,MD,1751,Main Draw,MA Lin (CHN) / WANG Hao (CHN),RI Chol Guk (PRK) / RI Kwang Il (PRK),WANG Hao (CHN),RI Kwang Il (PRK),0 - 4,6:11 5:11 6:11 5:11,MA Lin,2005
Panasonic China Open Harbin 2005,2005-09-08,RI Chol Guk/RI Kwang Il,MACHADO Carlos/MONTEIRO Joao,PRK,ESP,3,0,"11,12,11|5,10,9",QR16,GRAND_SLAM,MD,1751,Qualification,RI Chol Guk (PRK) / RI Kwang Il (PRK),MACHADO Carlos (ESP) / MONTEIRO Joao (POR),RI Kwang Il (PRK),MONTEIRO Joao (POR),3 - 0,11:5 12:10 11:9,RI Chol Guk,2005
Panasonic China Open Harbin 2005,2005-09-08,AN Chol Yong/KIM Hyok Bong,MATSUDAIRA Kenta/OYA Hidetoshi,PRK,JPN,3,0,"11,11,11|8,5,8",QR16,GRAND_SLAM,MD,1751,Qualification,AN Chol Yong (PRK) / KIM Hyok Bong (PRK),MATSUDAIRA Kenta (JPN) / OYA Hidetoshi (JPN),KIM Hyok Bong (PRK),OYA Hidetoshi (JPN),3 - 0,11:8 11:5 11:8,AN Chol Yong,2005
Panasonic China Open Harbin 2005,2005-09-08,CAI Xiaoli/YANG Zi,AN Chol Yong/KIM Hyok Bong,SGP,PRK,4,1,"11,9,11,11,11|7,11,1,8,3",R16,GRAND_SLAM,MD,1751,Main Draw,CAI Xiaoli (SGP) / YANG Zi (SGP),AN Chol Yong (PRK) / KIM Hyok Bong (PRK),YANG Zi (SGP),KIM Hyok Bong (PRK),4 - 1,11:7 9:11 11:1 11:8 11:3,CAI Xiaoli,2005
Panasonic China Open Harbin 2005,2005-09-08,KONG Linghui/MA Long,CAI Xiaoli/YANG Zi,CHN,SGP,4,0,"11,14,12,11|8,12,10,6",QuarterFinal,GRAND_SLAM,MD,1751,Main Draw,KONG Linghui (CHN) / MA Long (CHN),CAI Xiaoli (SGP) / YANG Zi (SGP),MA Long (CHN),YANG Zi (SGP),0 - 4,8:11 12:14 10:12 6:11,KONG Linghui,2005
Panasonic China Open Harbin 2005,2005-09-08,CHO Eonrae/LEE Jungwoo,AXELQVIST Johan/NILSSON Peter,KOR,SWE,4,0,"11,11,11,11|7,7,5,5",R16,GRAND_SLAM,MD,1751,Main Draw,CHO Eonrae (KOR) / LEE Jungwoo (KOR),AXELQVIST Johan (SWE) / NILSSON Peter (SWE),LEE Jungwoo (KOR),NILSSON Peter (SWE),0 - 4,7:11 7:11 5:11 5:11,CHO Eonrae,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Jiawei/ZHANG Xueling,LI Qiangbing/LIU Jia,SGP,AUT,4,2,"11,11,11,8,10,11|9,5,6,11,12,4",QuarterFinal,GRAND_SLAM,WD,1751,Main Draw,LI Jiawei (SGP) / ZHANG Xueling (SGP),LI Qiangbing (AUT) / LIU Jia (AUT),ZHANG Xueling (SGP),LIU Jia (AUT),2 - 4,9:11 5:11 6:11 11:8 12:10 4:11,LI Jiawei,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Qiangbing/LIU Jia,ETSUZAKI Ayumi/FUJITA Yuki,AUT,JPN,3,0,"11,11,11|3,5,6",QR16,GRAND_SLAM,WD,1751,Qualification,LI Qiangbing (AUT) / LIU Jia (AUT),ETSUZAKI Ayumi (JPN) / FUJITA Yuki (JPN),LIU Jia (AUT),FUJITA Yuki (JPN),3 - 0,11:3 11:5 11:6,LI Qiangbing,2005
Panasonic China Open Harbin 2005,2005-09-08,GUO Yan (1982)/GUO Yue,GAO Jun/SHEN Yanfei,CHN,USA,4,1,"7,11,11,11,12|11,4,3,8,10",R16,GRAND_SLAM,WD,1751,Main Draw,GUO Yan (1982) (CHN) / GUO Yue (CHN),GAO Jun (USA) / SHEN Yanfei (ESP),GUO Yue (CHN),SHEN Yanfei (ESP),4 - 1,7:11 11:4 11:3 11:8 12:10,GUO Yan (1982),2005
Panasonic China Open Harbin 2005,2005-09-08,CHANG Chenchen/FAN Ying,SUN Beibei/WANG Yuegu,CHN,SGP,4,1,"11,11,11,11,11|9,13,8,6,5",R16,GRAND_SLAM,WD,1751,Main Draw,CHANG Chenchen (CHN) / FAN Ying (CHN),SUN Beibei (SGP) / WANG Yuegu (SGP),FAN Ying (CHN),WANG Yuegu (SGP),4 - 1,11:9 11:13 11:8 11:6 11:5,CHANG Chenchen,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Xiaoxia/PENG Luyang,KO Un Gyong/RYOM Won Ok,CHN,PRK,4,2,"11,11,3,11,6,11|7,6,11,7,11,1",R16,GRAND_SLAM,WD,1751,Main Draw,LI Xiaoxia (CHN) / PENG Luyang (CHN),KO Un Gyong (PRK) / RYOM Won Ok (PRK),PENG Luyang (CHN),RYOM Won Ok (PRK),4 - 2,11:7 11:6 3:11 11:7 6:11 11:1,LI Xiaoxia,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Xiaoxia/PENG Luyang,LAU Sui Fei/SONG Ah Sim,CHN,HKG,4,1,"12,11,7,11,11|10,5,11,9,9",QuarterFinal,GRAND_SLAM,WD,1751,Main Draw,LI Xiaoxia (CHN) / PENG Luyang (CHN),LAU Sui Fei (HKG) / SONG Ah Sim (HKG),PENG Luyang (CHN),SONG Ah Sim (HKG),4 - 1,12:10 11:5 7:11 11:9 11:9,LI Xiaoxia,2005
Panasonic China Open Harbin 2005,2005-09-08,GUO Yan (1982)/GUO Yue,CHANG Chenchen/FAN Ying,CHN,CHN,4,0,"11,11,11,11|6,7,9,8",SemiFinal,GRAND_SLAM,WD,1751,Main Draw,GUO Yan (1982) (CHN) / GUO Yue (CHN),CHANG Chenchen (CHN) / FAN Ying (CHN),GUO Yue (CHN),FAN Ying (CHN),4 - 0,11:6 11:7 11:9 11:8,GUO Yan (1982),2005
Panasonic China Open Harbin 2005,2005-09-08,GUO Yan (1982)/GUO Yue,LI Jiawei/ZHANG Xueling,CHN,SGP,4,2,"11,11,7,8,11,11|8,6,11,11,9,4",Final,GRAND_SLAM,WD,1751,Main Draw,GUO Yan (1982) (CHN) / GUO Yue (CHN),LI Jiawei (SGP) / ZHANG Xueling (SGP),GUO Yue (CHN),ZHANG Xueling (SGP),4 - 2,11:8 11:6 7:11 8:11 11:9 11:4,GUO Yan (1982),2005
Panasonic China Open Harbin 2005,2005-09-08,GUO Yan (1982)/GUO Yue,JEE Minhyung/KWAK Bangbang,CHN,AUS,3,1,"7,11,11,12|11,9,5,10",QR16,GRAND_SLAM,WD,1751,Qualification,GUO Yan (1982) (CHN) / GUO Yue (CHN),JEE Minhyung (AUS) / KWAK Bangbang (KOR),GUO Yue (CHN),KWAK Bangbang (KOR),3 - 1,7:11 11:9 11:5 12:10,GUO Yan (1982),2005
Panasonic China Open Harbin 2005,2005-09-08,CHANG Chenchen/FAN Ying,HAN Hye Song/XU Chris,CHN,PRK,3,0,"12,11,11|10,4,5",QR16,GRAND_SLAM,WD,1751,Qualification,CHANG Chenchen (CHN) / FAN Ying (CHN),HAN Hye Song (PRK) / XU Chris (CAN),FAN Ying (CHN),XU Chris (CAN),3 - 0,12:10 11:4 11:5,CHANG Chenchen,2005
Panasonic China Open Harbin 2005,2005-09-08,TIE Yana/ZHANG Rui,OHATA Nahoko/SUEMASU Asami,HKG,JPN,4,1,"8,11,11,11,11|11,2,8,5,1",R16,GRAND_SLAM,WD,1751,Main Draw,TIE Yana (HKG) / ZHANG Rui (HKG),OHATA Nahoko (JPN) / SUEMASU Asami (JPN),ZHANG Rui (HKG),SUEMASU Asami (JPN),4 - 1,8:11 11:2 11:8 11:5 11:1,TIE Yana,2005
Panasonic China Open Harbin 2005,2005-09-08,GUO Yan (1982)/GUO Yue,TIE Yana/ZHANG Rui,CHN,HKG,4,1,"7,11,11,11,11|11,9,4,7,7",QuarterFinal,GRAND_SLAM,WD,1751,Main Draw,GUO Yan (1982) (CHN) / GUO Yue (CHN),TIE Yana (HKG) / ZHANG Rui (HKG),GUO Yue (CHN),ZHANG Rui (HKG),1 - 4,11:7 9:11 4:11 7:11 7:11,GUO Yan (1982),2005
Panasonic China Open Harbin 2005,2005-09-08,LIN Ling/YU Kwok See,DVORAK Galia/PARK Seonghye,HKG,ESP,3,0,"11,11,11|8,7,5",QR16,GRAND_SLAM,WD,1751,Qualification,LIN Ling (HKG) / YU Kwok See (HKG),DVORAK Galia (ESP) / PARK Seonghye (KOR),YU Kwok See (HKG),PARK Seonghye (KOR),3 - 0,11:8 11:7 11:5,LIN Ling,2005
Panasonic China Open Harbin 2005,2005-09-08,LAU Sui Fei/SONG Ah Sim,ISHIZUKA Miwako/KONISHI An,HKG,JPN,4,0,"12,11,11,11|10,3,9,7",R16,GRAND_SLAM,WD,1751,Main Draw,LAU Sui Fei (HKG) / SONG Ah Sim (HKG),ISHIZUKA Miwako (JPN) / KONISHI An (JPN),SONG Ah Sim (HKG),KONISHI An (JPN),0 - 4,10:12 3:11 9:11 7:11,LAU Sui Fei,2005
Panasonic China Open Harbin 2005,2005-09-08,ISHIZUKA Miwako/KONISHI An,MOON Bosun/SHIN Soohee,JPN,KOR,3,2,"11,10,11,8,11|8,12,4,11,8",QR16,GRAND_SLAM,WD,1751,Qualification,ISHIZUKA Miwako (JPN) / KONISHI An (JPN),MOON Bosun (KOR) / SHIN Soohee (KOR),KONISHI An (JPN),SHIN Soohee (KOR),3 - 2,11:8 10:12 11:4 8:11 11:8,ISHIZUKA Miwako,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Qiangbing/LIU Jia,KIM Hyehyun/KIM Junghyun,AUT,KOR,4,3,"6,11,11,7,11,11,11|11,8,13,11,9,7,8",R16,GRAND_SLAM,WD,1751,Main Draw,LI Qiangbing (AUT) / LIU Jia (AUT),KIM Hyehyun (KOR) / KIM Junghyun (KOR),LIU Jia (AUT),KIM Junghyun (KOR),3 - 4,11:6 8:11 13:11 11:7 9:11 7:11 8:11,LI Qiangbing,2005
Panasonic China Open Harbin 2005,2005-09-08,OHATA Nahoko/SUEMASU Asami,TAN Paey Fern/YOON Sunae,JPN,SGP,3,2,"5,11,14,11,11|11,7,12,13,7",QR16,GRAND_SLAM,WD,1751,Qualification,OHATA Nahoko (JPN) / SUEMASU Asami (JPN),TAN Paey Fern (SGP) / YOON Sunae (KOR),SUEMASU Asami (JPN),YOON Sunae (KOR),2 - 3,11:5 7:11 12:14 13:11 7:11,OHATA Nahoko,2005
Panasonic China Open Harbin 2005,2005-09-08,KO Un Gyong/RYOM Won Ok,JUN Hyunsil/LEE Hyangmi,PRK,KOR,3,0,"11,11,11|5,6,5",QR16,GRAND_SLAM,WD,1751,Qualification,KO Un Gyong (PRK) / RYOM Won Ok (PRK),JUN Hyunsil (KOR) / LEE Hyangmi (KOR),RYOM Won Ok (PRK),LEE Hyangmi (KOR),0 - 3,5:11 6:11 5:11,KO Un Gyong,2005
Panasonic China Open Harbin 2005,2005-09-08,KIM Hyang Mi/KIM Mi Yong,LIN Ling/YU Kwok See,PRK,HKG,4,1,"11,11,6,11,11|7,7,11,5,6",R16,GRAND_SLAM,WD,1751,Main Draw,KIM Hyang Mi (PRK) / KIM Mi Yong (PRK),LIN Ling (HKG) / YU Kwok See (HKG),KIM Mi Yong (PRK),YU Kwok See (HKG),4 - 1,11:7 11:7 6:11 11:5 11:6,KIM Hyang Mi,2005
Panasonic China Open Harbin 2005,2005-09-08,CHANG Chenchen/FAN Ying,KIM Hyang Mi/KIM Mi Yong,CHN,PRK,4,2,"9,11,11,11,7,11|11,5,3,8,11,6",QuarterFinal,GRAND_SLAM,WD,1751,Main Draw,CHANG Chenchen (CHN) / FAN Ying (CHN),KIM Hyang Mi (PRK) / KIM Mi Yong (PRK),FAN Ying (CHN),KIM Mi Yong (PRK),2 - 4,11:9 5:11 3:11 8:11 11:7 6:11,CHANG Chenchen,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Jiawei/ZHANG Xueling,FUJII Hiroko/KANAZAWA Saki,SGP,JPN,4,0,"11,11,11,11|8,6,3,7",R16,GRAND_SLAM,WD,1751,Main Draw,LI Jiawei (SGP) / ZHANG Xueling (SGP),FUJII Hiroko (JPN) / KANAZAWA Saki (JPN),ZHANG Xueling (SGP),KANAZAWA Saki (JPN),4 - 0,11:8 11:6 11:3 11:7,LI Jiawei,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Jiawei/ZHANG Xueling,LI Xiaoxia/PENG Luyang,SGP,CHN,4,3,"6,11,9,11,11,4,11|11,8,11,9,9,11,9",SemiFinal,GRAND_SLAM,WD,1751,Main Draw,LI Jiawei (SGP) / ZHANG Xueling (SGP),LI Xiaoxia (CHN) / PENG Luyang (CHN),ZHANG Xueling (SGP),PENG Luyang (CHN),4 - 3,6:11 11:8 9:11 11:9 11:9 4:11 11:9,LI Jiawei,2005
Panasonic China Open Harbin 2005,2005-09-08,LI Jiawei/ZHANG Xueling,LEE Eunhee/NAM Hyejin (1985),SGP,KOR,3,0,"11,11,11|9,8,8",QR16,GRAND_SLAM,WD,1751,Qualification,LI Jiawei (SGP) / ZHANG Xueling (SGP),LEE Eunhee (KOR) / NAM Hyejin (1985) (KOR),ZHANG Xueling (SGP),NAM Hyejin (1985) (KOR),3 - 0,11:9 11:8 11:8,LI Jiawei,2005
US Open Fort Lauderdale 2005,2005-07-07,SAMSONOV Vladimir,REED Barney,BLR,USA,4,0,"14,13,11,11|12,11,5,6",R64,GRAND_SLAM,MS,1739,Main Draw,SAMSONOV Vladimir (BLR),REED Barney (USA),,,4 - 0,14:12 13:11 11:5 11:6,SAMSONOV Vladimir,2005
