tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Volkswagen China vs. World Team Challenge Match Shanghai 2004,2004-12-14,JOO Saehyuk,MA Long,KOR,CHN,3,1,"11,12,11,11|8,14,6,8",,WTT_FEEDER,MT,1928,Main Draw,JOO Saehyuk (KOR),MA Long (CHN),,,1 - 3,8:11 14:12 6:11 8:11,JOO Saehyuk,2009
German Open Leipzig 2004,2004-11-11,SEREDA Peter,CSABA Bence,SVK,CAN,4,2,"12,11,11,3,10,12|10,8,9,11,12,10",R32,GRAND_SLAM,U21MS,1710,Main Draw,SEREDA Peter (SVK),CSABA Bence (CAN),,,4 - 2,12:10 11:8 11:9 3:11 10:12 12:10,SEREDA Peter,2004
German Open Leipzig 2004,2004-11-11,DEBRUYERES Clement,MIZUTANI Jun,FRA,JPN,4,2,"3,11,11,8,11,11|11,8,9,11,9,5",R32,GRAND_SLAM,U21MS,1710,Main Draw,DEBRUYERES Clement (FRA),MIZUTANI Jun (JPN),,,4 - 2,3:11 11:8 11:9 8:11 11:9 11:5,DEBRUYERES Clement,2004
German Open Leipzig 2004,2004-11-11,GRIGOREV Artur,JAKAB Janos,RUS,HUN,4,0,"12,11,11,11|10,8,8,7",R32,GRAND_SLAM,U21MS,1710,Main Draw,GRIGOREV Artur (RUS),JAKAB Janos (HUN),,,0 - 4,10:12 8:11 8:11 7:11,GRIGOREV Artur,2004
German Open Leipzig 2004,2004-11-11,PISTEJ Lubomir,OVTCHAROV Dimitrij,SVK,GER,4,3,"13,4,9,7,11,11,11|11,11,11,11,8,6,4",R32,GRAND_SLAM,U21MS,1710,Main Draw,PISTEJ Lubomir (SVK),OVTCHAROV Dimitrij (GER),,,3 - 4,11:13 11:4 11:9 11:7 8:11 6:11 4:11,PISTEJ Lubomir,2004
German Open Leipzig 2004,2004-11-11,GORAK Daniel,DESPRES Rodolphe,POL,FRA,4,0,"12,11,11,11|10,9,8,9",R32,GRAND_SLAM,U21MS,1710,Main Draw,GORAK Daniel (POL),DESPRES Rodolphe (FRA),,,4 - 0,12:10 11:9 11:8 11:9,GORAK Daniel,2004
German Open Leipzig 2004,2004-11-11,MURAMORI Minoru,PETO Zsolt,JPN,SRB,4,0,"11,11,11,11|7,7,7,7",R32,GRAND_SLAM,U21MS,1710,Main Draw,MURAMORI Minoru (JPN),PETO Zsolt (SRB),,,0 - 4,7:11 7:11 7:11 7:11,MURAMORI Minoru,2004
German Open Leipzig 2004,2004-11-11,BOBILLIER Loic,MONTEIRO Joao,FRA,POR,4,3,"11,11,8,8,8,11,11|2,9,11,11,11,4,3",R32,GRAND_SLAM,U21MS,1710,Main Draw,BOBILLIER Loic (FRA),MONTEIRO Joao (POR),,,3 - 4,2:11 9:11 11:8 11:8 11:8 4:11 3:11,BOBILLIER Loic,2004
German Open Leipzig 2004,2004-11-11,AXELQVIST Johan,KONGSGAARD Christian,SWE,DEN,4,1,"11,11,11,8,11|8,8,8,11,8",R32,GRAND_SLAM,U21MS,1710,Main Draw,AXELQVIST Johan (SWE),KONGSGAARD Christian (DEN),,,1 - 4,8:11 8:11 8:11 11:8 8:11,AXELQVIST Johan,2004
German Open Leipzig 2004,2004-11-11,MATSUMOTO Cazuo,ZWICKL Daniel,BRA,HUN,4,3,"11,11,7,10,11,12,11|9,5,11,12,13,10,7",R32,GRAND_SLAM,U21MS,1710,Main Draw,MATSUMOTO Cazuo (BRA),ZWICKL Daniel (HUN),,,3 - 4,9:11 5:11 11:7 12:10 13:11 10:12 7:11,MATSUMOTO Cazuo,2004
German Open Leipzig 2004,2004-11-11,SCHLICHTER Jorg,KONECNY Tomas,GER,CZE,4,2,"11,6,11,6,11,11|7,11,8,11,3,8",R32,GRAND_SLAM,U21MS,1710,Main Draw,SCHLICHTER Jorg (GER),KONECNY Tomas (CZE),,,2 - 4,7:11 11:6 8:11 11:6 3:11 8:11,SCHLICHTER Jorg,2004
German Open Leipzig 2004,2004-11-11,SVENSSON Robert,NAKANO Yusuke,SWE,JPN,4,0,"11,11,11,11|8,4,5,8",R32,GRAND_SLAM,U21MS,1710,Main Draw,SVENSSON Robert (SWE),NAKANO Yusuke (JPN),,,4 - 0,11:8 11:4 11:5 11:8,SVENSSON Robert,2004
German Open Leipzig 2004,2004-11-11,SUCH Bartosz,BALL Andreas,POL,GER,4,2,"11,3,4,11,11,11|4,11,11,8,5,6",R32,GRAND_SLAM,U21MS,1710,Main Draw,SUCH Bartosz (POL),BALL Andreas (GER),,,2 - 4,4:11 11:3 11:4 8:11 5:11 6:11,SUCH Bartosz,2004
German Open Leipzig 2004,2004-11-11,BAUM Patrick,TAKAKIWA Taku,GER,JPN,4,2,"11,12,13,8,11,11|4,14,11,11,7,9",R16,GRAND_SLAM,U21MS,1710,Main Draw,BAUM Patrick (GER),TAKAKIWA Taku (JPN),,,2 - 4,4:11 14:12 11:13 11:8 7:11 9:11,BAUM Patrick,2004
German Open Leipzig 2004,2004-11-11,BERTIN Christophe,DURAN Marc,FRA,ESP,4,0,"11,11,11,11|9,3,8,7",R16,GRAND_SLAM,U21MS,1710,Main Draw,BERTIN Christophe (FRA),DURAN Marc (ESP),,,4 - 0,11:9 11:3 11:8 11:7,BERTIN Christophe,2004
German Open Leipzig 2004,2004-11-11,SEREDA Peter,DEBRUYERES Clement,SVK,FRA,4,0,"11,11,15,11|6,5,13,8",R16,GRAND_SLAM,U21MS,1710,Main Draw,SEREDA Peter (SVK),DEBRUYERES Clement (FRA),,,4 - 0,11:6 11:5 15:13 11:8,SEREDA Peter,2004
German Open Leipzig 2004,2004-11-11,PISTEJ Lubomir,GRIGOREV Artur,SVK,RUS,4,0,"12,11,11,12|10,4,7,10",R16,GRAND_SLAM,U21MS,1710,Main Draw,PISTEJ Lubomir (SVK),GRIGOREV Artur (RUS),,,0 - 4,10:12 4:11 7:11 10:12,PISTEJ Lubomir,2004
German Open Leipzig 2004,2004-11-11,GORAK Daniel,MURAMORI Minoru,POL,JPN,4,2,"11,11,6,9,11,12|6,9,11,11,2,10",R16,GRAND_SLAM,U21MS,1710,Main Draw,GORAK Daniel (POL),MURAMORI Minoru (JPN),,,4 - 2,11:6 11:9 6:11 9:11 11:2 12:10,GORAK Daniel,2004
German Open Leipzig 2004,2004-11-11,AXELQVIST Johan,BOBILLIER Loic,SWE,FRA,4,2,"11,11,5,4,11,12|8,5,11,11,5,10",R16,GRAND_SLAM,U21MS,1710,Main Draw,AXELQVIST Johan (SWE),BOBILLIER Loic (FRA),,,2 - 4,8:11 5:11 11:5 11:4 5:11 10:12,AXELQVIST Johan,2004
German Open Leipzig 2004,2004-11-11,SCHLICHTER Jorg,MATSUMOTO Cazuo,GER,BRA,4,3,"9,9,3,11,11,11,11|11,11,11,5,6,6,4",R16,GRAND_SLAM,U21MS,1710,Main Draw,SCHLICHTER Jorg (GER),MATSUMOTO Cazuo (BRA),,,3 - 4,11:9 11:9 11:3 5:11 6:11 6:11 4:11,SCHLICHTER Jorg,2004
German Open Leipzig 2004,2004-11-11,SUCH Bartosz,SVENSSON Robert,POL,SWE,4,3,"11,9,11,11,11,7,11|5,11,13,5,5,11,4",R16,GRAND_SLAM,U21MS,1710,Main Draw,SUCH Bartosz (POL),SVENSSON Robert (SWE),,,3 - 4,5:11 11:9 13:11 5:11 5:11 11:7 4:11,SUCH Bartosz,2004
German Open Leipzig 2004,2004-11-11,BERTIN Christophe,BAUM Patrick,FRA,GER,4,2,"11,11,8,9,11,11|8,5,11,11,7,8",QuarterFinal,GRAND_SLAM,U21MS,1710,Main Draw,BERTIN Christophe (FRA),BAUM Patrick (GER),,,2 - 4,8:11 5:11 11:8 11:9 7:11 8:11,BERTIN Christophe,2004
German Open Leipzig 2004,2004-11-11,SEREDA Peter,PISTEJ Lubomir,SVK,SVK,4,1,"9,11,11,11,11|11,7,4,5,3",QuarterFinal,GRAND_SLAM,U21MS,1710,Main Draw,SEREDA Peter (SVK),PISTEJ Lubomir (SVK),,,4 - 1,9:11 11:7 11:4 11:5 11:3,SEREDA Peter,2004
German Open Leipzig 2004,2004-11-11,AXELQVIST Johan,GORAK Daniel,SWE,POL,4,2,"11,7,9,11,14,11|9,11,11,9,12,6",QuarterFinal,GRAND_SLAM,U21MS,1710,Main Draw,AXELQVIST Johan (SWE),GORAK Daniel (POL),,,2 - 4,9:11 11:7 11:9 9:11 12:14 6:11,AXELQVIST Johan,2004
German Open Leipzig 2004,2004-11-11,SCHLICHTER Jorg,SUCH Bartosz,GER,POL,4,0,"11,11,11,11|5,8,9,3",QuarterFinal,GRAND_SLAM,U21MS,1710,Main Draw,SCHLICHTER Jorg (GER),SUCH Bartosz (POL),,,4 - 0,11:5 11:8 11:9 11:3,SCHLICHTER Jorg,2004
German Open Leipzig 2004,2004-11-11,BERTIN Christophe,SEREDA Peter,FRA,SVK,4,0,"11,11,11,11|9,6,8,4",SemiFinal,GRAND_SLAM,U21MS,1710,Main Draw,BERTIN Christophe (FRA),SEREDA Peter (SVK),,,4 - 0,11:9 11:6 11:8 11:4,BERTIN Christophe,2004
German Open Leipzig 2004,2004-11-11,AXELQVIST Johan,SCHLICHTER Jorg,SWE,GER,4,1,"7,11,12,11,11|11,4,10,3,9",SemiFinal,GRAND_SLAM,U21MS,1710,Main Draw,AXELQVIST Johan (SWE),SCHLICHTER Jorg (GER),,,4 - 1,7:11 11:4 12:10 11:3 11:9,AXELQVIST Johan,2004
German Open Leipzig 2004,2004-11-11,BERTIN Christophe,AXELQVIST Johan,FRA,SWE,4,3,"4,11,9,11,8,11,11|11,9,11,6,11,8,6",Final,GRAND_SLAM,U21MS,1710,Main Draw,BERTIN Christophe (FRA),AXELQVIST Johan (SWE),,,4 - 3,4:11 11:9 9:11 11:6 8:11 11:8 11:6,BERTIN Christophe,2004
German Open Leipzig 2004,2004-11-11,PENG Luyang,LOVAS Petra,CHN,HUN,4,2,"11,11,11,13,8,11|5,7,4,15,11,4",R64,GRAND_SLAM,WS,1710,Main Draw,PENG Luyang (CHN),LOVAS Petra (HUN),,,2 - 4,5:11 7:11 4:11 15:13 11:8 4:11,PENG Luyang,2004
German Open Leipzig 2004,2004-11-11,ELLO Vivien,FUKUOKA Haruna,HUN,JPN,4,0,"11,11,11,11|8,7,7,8",R64,GRAND_SLAM,WS,1710,Main Draw,ELLO Vivien (HUN),FUKUOKA Haruna (JPN),,,0 - 4,8:11 7:11 7:11 8:11,ELLO Vivien,2004
German Open Leipzig 2004,2004-11-11,ZHANG Rui,PAVLOVICH Veronika,HKG,BLR,4,3,"11,11,11,9,5,11,12|13,6,9,11,11,6,10",R64,GRAND_SLAM,WS,1710,Main Draw,ZHANG Rui (HKG),PAVLOVICH Veronika (BLR),,,3 - 4,13:11 6:11 9:11 11:9 11:5 6:11 10:12,ZHANG Rui,2004
German Open Leipzig 2004,2004-11-11,FUJINUMA Ai,BOLLMEIER Nadine,JPN,GER,4,3,"11,3,11,11,11,6,11|13,11,8,4,9,11,3",R64,GRAND_SLAM,WS,1710,Main Draw,FUJINUMA Ai (JPN),BOLLMEIER Nadine (GER),,,4 - 3,11:13 3:11 11:8 11:4 11:9 6:11 11:3,FUJINUMA Ai,2004
German Open Leipzig 2004,2004-11-11,KOSTROMINA Tatyana (1973),PAOVIC Sandra,BLR,CRO,4,1,"11,11,11,3,11|5,9,3,11,7",R64,GRAND_SLAM,WS,1710,Main Draw,KOSTROMINA Tatyana (1973) (BLR),PAOVIC Sandra (CRO),,,1 - 4,5:11 9:11 3:11 11:3 7:11,KOSTROMINA Tatyana (1973),2004
German Open Leipzig 2004,2004-11-11,SCHALL Elke,LI Qiangbing,GER,AUT,4,2,"11,11,11,4,8,11|8,4,6,11,11,5",R64,GRAND_SLAM,WS,1710,Main Draw,SCHALL Elke (GER),LI Qiangbing (AUT),,,4 - 2,11:8 11:4 11:6 4:11 8:11 11:5,SCHALL Elke,2004
German Open Leipzig 2004,2004-11-11,LAU Sui Fei,VACHOVCOVA Alena,HKG,CZE,4,3,"6,5,11,9,11,11,11|11,11,5,11,4,6,7",R64,GRAND_SLAM,WS,1710,Main Draw,LAU Sui Fei (HKG),VACHOVCOVA Alena (CZE),,,3 - 4,11:6 11:5 5:11 11:9 4:11 6:11 7:11,LAU Sui Fei,2004
German Open Leipzig 2004,2004-11-11,LIU Jia,NECULA Iulia,AUT,ROU,4,0,"13,11,11,11|11,4,7,7",R64,GRAND_SLAM,WS,1710,Main Draw,LIU Jia (AUT),NECULA Iulia (ROU),,,4 - 0,13:11 11:4 11:7 11:7,LIU Jia,2004
German Open Leipzig 2004,2004-11-11,PASKAUSKIENE Ruta,PETZNER Martina,LTU,AUT,4,0,"11,11,11,11|6,8,6,4",R64,GRAND_SLAM,WS,1710,Main Draw,PASKAUSKIENE Ruta (LTU),PETZNER Martina (AUT),,,0 - 4,6:11 8:11 6:11 4:11,PASKAUSKIENE Ruta,2004
German Open Leipzig 2004,2004-11-11,PALINA Irina,GOURIN Anne-Sophie,RUS,FRA,4,1,"11,6,12,11,11|8,11,10,5,8",R64,GRAND_SLAM,WS,1710,Main Draw,PALINA Irina (RUS),GOURIN Anne-Sophie (FRA),,,4 - 1,11:8 6:11 12:10 11:5 11:8,PALINA Irina,2004
German Open Leipzig 2004,2004-11-11,PAVLOVICH Viktoria,HIURA Reiko,BLR,JPN,4,0,"11,11,12,11|9,6,10,8",R64,GRAND_SLAM,WS,1710,Main Draw,PAVLOVICH Viktoria (BLR),HIURA Reiko (JPN),,,0 - 4,9:11 6:11 10:12 8:11,PAVLOVICH Viktoria,2004
German Open Leipzig 2004,2004-11-11,SCHOPP Jie,DODEAN Daniela,GER,ROU,4,0,"15,13,13,11|13,11,11,4",R64,GRAND_SLAM,WS,1710,Main Draw,SCHOPP Jie (GER),DODEAN Daniela (ROU),,,4 - 0,15:13 13:11 13:11 11:4,SCHOPP Jie,2004
German Open Leipzig 2004,2004-11-11,ROBERTSON Laura,BATORFI Csilla,GER,HUN,4,2,"4,11,7,11,11,11|11,8,11,5,7,5",R64,GRAND_SLAM,WS,1710,Main Draw,ROBERTSON Laura (GER),BATORFI Csilla (HUN),,,4 - 2,4:11 11:8 7:11 11:5 11:7 11:5,ROBERTSON Laura,2004
German Open Leipzig 2004,2004-11-11,LANG Kristin,GANINA Svetlana,GER,RUS,4,2,"11,5,11,12,5,11|5,11,5,10,11,7",R64,GRAND_SLAM,WS,1710,Main Draw,LANG Kristin (GER),GANINA Svetlana (RUS),,,2 - 4,5:11 11:5 5:11 10:12 11:5 7:11,LANG Kristin,2004
German Open Leipzig 2004,2004-11-11,BOROS Tamara,CIGANKOVA Nataliya,CRO,BLR,4,0,"11,11,11,11|4,5,4,5",R64,GRAND_SLAM,WS,1710,Main Draw,BOROS Tamara (CRO),CIGANKOVA Nataliya (BLR),,,0 - 4,4:11 5:11 4:11 5:11,BOROS Tamara,2004
German Open Leipzig 2004,2004-11-11,GUO Yue,BOLSHAKOVA Natalia,CHN,RUS,4,2,"11,2,5,11,12,11|8,11,11,6,10,5",R64,GRAND_SLAM,WS,1710,Main Draw,GUO Yue (CHN),BOLSHAKOVA Natalia (RUS),,,4 - 2,11:8 2:11 5:11 11:6 12:10 11:5,GUO Yue,2004
German Open Leipzig 2004,2004-11-11,BAKULA Andrea,FADEEVA Oxana,CRO,RUS,4,3,"11,11,11,10,8,9,11|8,7,8,12,11,11,7",R64,GRAND_SLAM,WS,1710,Main Draw,BAKULA Andrea (CRO),FADEEVA Oxana (RUS),,,4 - 3,11:8 11:7 11:8 10:12 8:11 9:11 11:7,BAKULA Andrea,2004
German Open Leipzig 2004,2004-11-11,STRBIKOVA Renata,SOLJA Amelie,CZE,AUT,4,0,"12,11,12,11|10,3,10,2",R64,GRAND_SLAM,WS,1710,Main Draw,STRBIKOVA Renata (CZE),SOLJA Amelie (AUT),,,4 - 0,12:10 11:3 12:10 11:2,STRBIKOVA Renata,2004
German Open Leipzig 2004,2004-11-11,LI Xiaoxia,DVORAK Galia,CHN,ESP,4,2,"9,3,11,11,11,13|11,11,7,6,4,11",R64,GRAND_SLAM,WS,1710,Main Draw,LI Xiaoxia (CHN),DVORAK Galia (ESP),,,2 - 4,11:9 11:3 7:11 6:11 4:11 11:13,LI Xiaoxia,2004
German Open Leipzig 2004,2004-11-11,TOTH Krisztina,ROHR Meike,HUN,GER,4,1,"11,11,7,13,11|6,9,11,11,3",R64,GRAND_SLAM,WS,1710,Main Draw,TOTH Krisztina (HUN),ROHR Meike (GER),,,4 - 1,11:6 11:9 7:11 13:11 11:3,TOTH Krisztina,2004
German Open Leipzig 2004,2004-11-11,GOBEL Jessica,FAZEKAS Maria,GER,HUN,4,1,"11,8,11,11,11|5,11,9,9,9",R64,GRAND_SLAM,WS,1710,Main Draw,GOBEL Jessica (GER),FAZEKAS Maria (HUN),,,4 - 1,11:5 8:11 11:9 11:9 11:9,GOBEL Jessica,2004
German Open Leipzig 2004,2004-11-11,CAO Zhen,JANTA-LIPINSKA Anna,CHN,POL,4,0,"11,11,11,11|9,6,5,6",R64,GRAND_SLAM,WS,1710,Main Draw,CAO Zhen (CHN),JANTA-LIPINSKA Anna (POL),,,0 - 4,9:11 6:11 5:11 6:11,CAO Zhen,2004
German Open Leipzig 2004,2004-11-11,FUJII Hiroko,TIE Yana,JPN,HKG,4,1,"12,10,11,11,11|10,12,8,9,9",R64,GRAND_SLAM,WS,1710,Main Draw,FUJII Hiroko (JPN),TIE Yana (HKG),,,1 - 4,10:12 12:10 8:11 9:11 9:11,FUJII Hiroko,2004
German Open Leipzig 2004,2004-11-11,ZAMFIR Adriana,VACENOVSKA Iveta,ROU,CZE,4,0,"11,11,12,11|8,7,10,9",R64,GRAND_SLAM,WS,1710,Main Draw,ZAMFIR Adriana (ROU),VACENOVSKA Iveta (CZE),,,0 - 4,8:11 7:11 10:12 9:11,ZAMFIR Adriana,2004
German Open Leipzig 2004,2004-11-11,POTA Georgina,KRAMER Tanja,HUN,GER,4,1,"11,7,11,11,11|9,11,9,8,5",R64,GRAND_SLAM,WS,1710,Main Draw,POTA Georgina (HUN),KRAMER Tanja (GER),,,4 - 1,11:9 7:11 11:9 11:8 11:5,POTA Georgina,2004
German Open Leipzig 2004,2004-11-11,SONG Ah Sim,MOLNAR Zita,HKG,HUN,4,0,"14,11,11,11|12,7,4,5",R64,GRAND_SLAM,WS,1710,Main Draw,SONG Ah Sim (HKG),MOLNAR Zita (HUN),,,0 - 4,12:14 7:11 4:11 5:11,SONG Ah Sim,2004
German Open Leipzig 2004,2004-11-11,STEFF Mihaela,ZHU Fang,ROU,ESP,4,3,"8,11,11,11,8,7,11|11,9,4,7,11,11,1",R64,GRAND_SLAM,WS,1710,Main Draw,STEFF Mihaela (ROU),ZHU Fang (ESP),,,4 - 3,8:11 11:9 11:4 11:7 8:11 7:11 11:1,STEFF Mihaela,2004
German Open Leipzig 2004,2004-11-11,HIRANO Sayaka,LI Yun Fei,JPN,BEL,4,1,"11,4,11,11,11|8,11,9,3,4",R64,GRAND_SLAM,WS,1710,Main Draw,HIRANO Sayaka (JPN),LI Yun Fei (BEL),,,1 - 4,8:11 11:4 9:11 3:11 4:11,HIRANO Sayaka,2004
German Open Leipzig 2004,2004-11-11,MOLNAR Cornelia,DEMIENOVA Zuzana,CRO,SVK,4,2,"11,11,3,11,10,11|3,4,11,6,12,3",R64,GRAND_SLAM,WS,1710,Main Draw,MOLNAR Cornelia (CRO),DEMIENOVA Zuzana (SVK),,,4 - 2,11:3 11:4 3:11 11:6 10:12 11:3,MOLNAR Cornelia,2004
German Open Leipzig 2004,2004-11-11,GUO Yan (1982),SAMARA Elizabeta,CHN,ROU,4,0,"11,11,11,11|2,6,5,6",R64,GRAND_SLAM,WS,1710,Main Draw,GUO Yan (1982) (CHN),SAMARA Elizabeta (ROU),,,0 - 4,2:11 6:11 5:11 6:11,GUO Yan (1982),2004
German Open Leipzig 2004,2004-11-11,NIU Jianfeng,PENG Luyang,CHN,CHN,4,0,"11,11,11,11|9,3,7,3",R32,GRAND_SLAM,WS,1710,Main Draw,NIU Jianfeng (CHN),PENG Luyang (CHN),,,4 - 0,11:9 11:3 11:7 11:3,NIU Jianfeng,2004
German Open Leipzig 2004,2004-11-11,ELLO Vivien,ZHANG Rui,HUN,HKG,4,3,"12,13,11,6,12,11,11|14,11,9,11,14,8,7",R32,GRAND_SLAM,WS,1710,Main Draw,ELLO Vivien (HUN),ZHANG Rui (HKG),,,4 - 3,12:14 13:11 11:9 6:11 12:14 11:8 11:7,ELLO Vivien,2004
German Open Leipzig 2004,2004-11-11,FUJINUMA Ai,KOSTROMINA Tatyana (1973),JPN,BLR,4,2,"11,11,11,9,7,11|8,5,5,11,11,9",R32,GRAND_SLAM,WS,1710,Main Draw,FUJINUMA Ai (JPN),KOSTROMINA Tatyana (1973) (BLR),,,4 - 2,11:8 11:5 11:5 9:11 7:11 11:9,FUJINUMA Ai,2004
German Open Leipzig 2004,2004-11-11,LAU Sui Fei,SCHALL Elke,HKG,GER,4,3,"9,11,8,11,12,8,11|11,5,11,4,10,11,7",R32,GRAND_SLAM,WS,1710,Main Draw,LAU Sui Fei (HKG),SCHALL Elke (GER),,,3 - 4,11:9 5:11 11:8 4:11 10:12 11:8 7:11,LAU Sui Fei,2004
German Open Leipzig 2004,2004-11-11,PASKAUSKIENE Ruta,LIU Jia,LTU,AUT,4,2,"11,11,9,9,11,11|7,9,11,11,5,9",R32,GRAND_SLAM,WS,1710,Main Draw,PASKAUSKIENE Ruta (LTU),LIU Jia (AUT),,,2 - 4,7:11 9:11 11:9 11:9 5:11 9:11,PASKAUSKIENE Ruta,2004
German Open Leipzig 2004,2004-11-11,PAVLOVICH Viktoria,PALINA Irina,BLR,RUS,4,1,"11,11,9,11,11|7,8,11,8,3",R32,GRAND_SLAM,WS,1710,Main Draw,PAVLOVICH Viktoria (BLR),PALINA Irina (RUS),,,1 - 4,7:11 8:11 11:9 8:11 3:11,PAVLOVICH Viktoria,2004
German Open Leipzig 2004,2004-11-11,SCHOPP Jie,ROBERTSON Laura,GER,GER,4,3,"11,11,13,10,9,8,11|9,7,11,12,11,11,4",R32,GRAND_SLAM,WS,1710,Main Draw,SCHOPP Jie (GER),ROBERTSON Laura (GER),,,4 - 3,11:9 11:7 13:11 10:12 9:11 8:11 11:4,SCHOPP Jie,2004
German Open Leipzig 2004,2004-11-11,BOROS Tamara,LANG Kristin,CRO,GER,4,3,"11,11,11,9,8,3,11|7,9,4,11,11,11,6",R32,GRAND_SLAM,WS,1710,Main Draw,BOROS Tamara (CRO),LANG Kristin (GER),,,3 - 4,7:11 9:11 4:11 11:9 11:8 11:3 6:11,BOROS Tamara,2004
German Open Leipzig 2004,2004-11-11,GUO Yue,BAKULA Andrea,CHN,CRO,4,0,"11,11,11,11|6,9,6,5",R32,GRAND_SLAM,WS,1710,Main Draw,GUO Yue (CHN),BAKULA Andrea (CRO),,,4 - 0,11:6 11:9 11:6 11:5,GUO Yue,2004
German Open Leipzig 2004,2004-11-11,LI Xiaoxia,STRBIKOVA Renata,CHN,CZE,4,0,"11,11,11,11|4,9,6,6",R32,GRAND_SLAM,WS,1710,Main Draw,LI Xiaoxia (CHN),STRBIKOVA Renata (CZE),,,0 - 4,4:11 9:11 6:11 6:11,LI Xiaoxia,2004
German Open Leipzig 2004,2004-11-11,TOTH Krisztina,GOBEL Jessica,HUN,GER,4,1,"11,11,9,14,11|6,9,11,12,8",R32,GRAND_SLAM,WS,1710,Main Draw,TOTH Krisztina (HUN),GOBEL Jessica (GER),,,4 - 1,11:6 11:9 9:11 14:12 11:8,TOTH Krisztina,2004
German Open Leipzig 2004,2004-11-11,CAO Zhen,ERDELJI Silvija,CHN,SRB,4,2,"11,14,9,11,7,11|7,12,11,9,11,7",R32,GRAND_SLAM,WS,1710,Main Draw,CAO Zhen (CHN),ERDELJI Silvija (SRB),,,2 - 4,7:11 12:14 11:9 9:11 11:7 7:11,CAO Zhen,2004
German Open Leipzig 2004,2004-11-11,FUJII Hiroko,ZAMFIR Adriana,JPN,ROU,4,3,"9,16,6,11,6,11,11|11,14,11,6,11,8,5",R32,GRAND_SLAM,WS,1710,Main Draw,FUJII Hiroko (JPN),ZAMFIR Adriana (ROU),,,4 - 3,9:11 16:14 6:11 11:6 6:11 11:8 11:5,FUJII Hiroko,2004
German Open Leipzig 2004,2004-11-11,POTA Georgina,SONG Ah Sim,HUN,HKG,4,2,"11,11,11,5,9,12|1,9,5,11,11,10",R32,GRAND_SLAM,WS,1710,Main Draw,POTA Georgina (HUN),SONG Ah Sim (HKG),,,4 - 2,11:1 11:9 11:5 5:11 9:11 12:10,POTA Georgina,2004
German Open Leipzig 2004,2004-11-11,STEFF Mihaela,HIRANO Sayaka,ROU,JPN,4,0,"11,11,11,11|7,6,4,7",R32,GRAND_SLAM,WS,1710,Main Draw,STEFF Mihaela (ROU),HIRANO Sayaka (JPN),,,4 - 0,11:7 11:6 11:4 11:7,STEFF Mihaela,2004
German Open Leipzig 2004,2004-11-11,GUO Yan (1982),MOLNAR Cornelia,CHN,CRO,4,0,"11,11,11,11|8,6,7,8",R32,GRAND_SLAM,WS,1710,Main Draw,GUO Yan (1982) (CHN),MOLNAR Cornelia (CRO),,,0 - 4,8:11 6:11 7:11 8:11,GUO Yan (1982),2004
German Open Leipzig 2004,2004-11-11,NIU Jianfeng,ELLO Vivien,CHN,HUN,4,0,"11,11,11,11|7,5,5,3",R16,GRAND_SLAM,WS,1710,Main Draw,NIU Jianfeng (CHN),ELLO Vivien (HUN),,,4 - 0,11:7 11:5 11:5 11:3,NIU Jianfeng,2004
German Open Leipzig 2004,2004-11-11,LAU Sui Fei,FUJINUMA Ai,HKG,JPN,4,3,"12,11,15,4,9,10,11|10,6,13,11,11,12,8",R16,GRAND_SLAM,WS,1710,Main Draw,LAU Sui Fei (HKG),FUJINUMA Ai (JPN),,,3 - 4,10:12 6:11 13:15 11:4 11:9 12:10 8:11,LAU Sui Fei,2004
German Open Leipzig 2004,2004-11-11,PAVLOVICH Viktoria,PASKAUSKIENE Ruta,BLR,LTU,4,2,"2,11,6,11,11,11|11,5,11,8,4,9",R16,GRAND_SLAM,WS,1710,Main Draw,PAVLOVICH Viktoria (BLR),PASKAUSKIENE Ruta (LTU),,,2 - 4,11:2 5:11 11:6 8:11 4:11 9:11,PAVLOVICH Viktoria,2004
German Open Leipzig 2004,2004-11-11,BOROS Tamara,SCHOPP Jie,CRO,GER,4,0,"11,11,11,11|4,7,8,9",R16,GRAND_SLAM,WS,1710,Main Draw,BOROS Tamara (CRO),SCHOPP Jie (GER),,,0 - 4,4:11 7:11 8:11 9:11,BOROS Tamara,2004
German Open Leipzig 2004,2004-11-11,LI Xiaoxia,GUO Yue,CHN,CHN,4,1,"11,14,8,11,11|8,12,11,6,8",R16,GRAND_SLAM,WS,1710,Main Draw,LI Xiaoxia (CHN),GUO Yue (CHN),,,1 - 4,8:11 12:14 11:8 6:11 8:11,LI Xiaoxia,2004
German Open Leipzig 2004,2004-11-11,CAO Zhen,TOTH Krisztina,CHN,HUN,4,1,"11,8,11,11,11|4,11,6,8,8",R16,GRAND_SLAM,WS,1710,Main Draw,CAO Zhen (CHN),TOTH Krisztina (HUN),,,1 - 4,4:11 11:8 6:11 8:11 8:11,CAO Zhen,2004
German Open Leipzig 2004,2004-11-11,POTA Georgina,FUJII Hiroko,HUN,JPN,4,0,"11,11,13,11|6,6,11,7",R16,GRAND_SLAM,WS,1710,Main Draw,POTA Georgina (HUN),FUJII Hiroko (JPN),,,0 - 4,6:11 6:11 11:13 7:11,POTA Georgina,2004
