tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Tournament of Champions Changsha 2008,2009-01-09,MA Lin,KREANGA Kalinikos,CHN,GRE,4,0,"11,11,11,11|7,5,8,4",QuarterFinal,OTHER,MS,807,Main Draw,MA Lin (CHN),KREANGA Kalinikos (GRE),,,4 - 0,11:7 11:5 11:8 11:4,MA Lin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HAN Jimin,PAPIC Juan,KOR,CHI,4,1,"9,11,11,11,11|11,2,6,6,9",R64,GRAND_SLAM,MS,769,Main Draw,HAN Jimin (KOR),PAPIC Juan (CHI),,,1 - 4,11:9 2:11 6:11 6:11 9:11,HAN Jimin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOON Jaeyoung,FERNANDEZ Marcelo,KOR,CHI,4,0,"11,11,11,11|6,8,4,8",R64,GRAND_SLAM,MS,769,Main Draw,YOON Jaeyoung (KOR),FERNANDEZ Marcelo (CHI),,,0 - 4,6:11 8:11 4:11 8:11,YOON Jaeyoung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JIANG Tianyi,SOTO Ricardo,HKG,CHI,4,0,"11,11,11,11|7,5,4,4",R64,GRAND_SLAM,MS,769,Main Draw,JIANG Tianyi (HKG),SOTO Ricardo (CHI),,,4 - 0,11:7 11:5 11:4 11:4,JIANG Tianyi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATSUDAIRA Kenji,LEBESSON Emmanuel,JPN,FRA,4,3,"11,11,10,5,11,5,11|7,8,12,11,8,11,8",R64,GRAND_SLAM,MS,769,Main Draw,MATSUDAIRA Kenji (JPN),LEBESSON Emmanuel (FRA),,,4 - 3,11:7 11:8 10:12 5:11 11:8 5:11 11:8,MATSUDAIRA Kenji,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ACHANTA Sharath,JEONG Sangeun,IND,KOR,4,1,"11,16,10,11,11|7,14,12,1,9",R64,GRAND_SLAM,MS,769,Main Draw,ACHANTA Sharath (IND),JEONG Sangeun (KOR),,,4 - 1,11:7 16:14 10:12 11:1 11:9,ACHANTA Sharath,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,TANG Peng,CONTRERAS Matias,HKG,CHI,4,0,"11,11,11,11|4,8,7,5",R64,GRAND_SLAM,MS,769,Main Draw,TANG Peng (HKG),CONTRERAS Matias (CHI),,,0 - 4,4:11 8:11 7:11 5:11,TANG Peng,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SAIVE Jean-Michel,FUENZALIDA Cristian,BEL,CHI,4,0,"11,11,11,11|1,7,8,3",R64,GRAND_SLAM,MS,769,Main Draw,SAIVE Jean-Michel (BEL),FUENZALIDA Cristian (CHI),,,4 - 0,11:1 11:7 11:8 11:3,SAIVE Jean-Michel,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,TSUBOI Gustavo,KOR,BRA,4,1,"9,11,11,11,11|11,6,8,7,7",R64,GRAND_SLAM,MS,769,Main Draw,LEE Sang Su (KOR),TSUBOI Gustavo (BRA),,,4 - 1,9:11 11:6 11:8 11:7 11:7,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,APOLONIA Tiago,UEDA Jin,POR,JPN,4,0,"11,11,11,14|5,4,5,12",R64,GRAND_SLAM,MS,769,Main Draw,APOLONIA Tiago (POR),UEDA Jin (JPN),,,4 - 0,11:5 11:4 11:5 14:12,APOLONIA Tiago,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOSHIDA Kaii,MADRID Marcos,JPN,MEX,4,0,"11,11,11,11|1,9,7,6",R64,GRAND_SLAM,MS,769,Main Draw,YOSHIDA Kaii (JPN),MADRID Marcos (MEX),,,0 - 4,1:11 9:11 7:11 6:11,YOSHIDA Kaii,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CHEUNG Yuk,SALAZAR Sergio,HKG,CHI,4,0,"11,11,11,11|8,9,9,2",R64,GRAND_SLAM,MS,769,Main Draw,CHEUNG Yuk (HKG),SALAZAR Sergio (CHI),,,4 - 0,11:8 11:9 11:9 11:2,CHEUNG Yuk,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LIVENTSOV Alexey,MATSUMOTO Cazuo,RUS,BRA,4,2,"11,11,5,11,6,11|7,8,11,8,11,6",R64,GRAND_SLAM,MS,769,Main Draw,LIVENTSOV Alexey (RUS),MATSUMOTO Cazuo (BRA),,,2 - 4,7:11 8:11 11:5 8:11 11:6 6:11,LIVENTSOV Alexey,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,NEKHVEDOVICH Vitaly,LEVIS Bruno,BLR,CHI,4,2,"9,11,7,11,11,11|11,9,11,4,8,2",R64,GRAND_SLAM,MS,769,Main Draw,NEKHVEDOVICH Vitaly (BLR),LEVIS Bruno (CHI),,,2 - 4,11:9 9:11 11:7 4:11 8:11 2:11,NEKHVEDOVICH Vitaly,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,GAO Ning,MOAVRO Sebastian,SGP,ARG,4,0,"11,11,11,11|7,5,6,8",R64,GRAND_SLAM,MS,769,Main Draw,GAO Ning (SGP),MOAVRO Sebastian (ARG),,,0 - 4,7:11 5:11 6:11 8:11,GAO Ning,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Ching,KIM Kyungmin,HKG,KOR,4,0,"11,11,11,11|4,3,7,8",R64,GRAND_SLAM,MS,769,Main Draw,LI Ching (HKG),KIM Kyungmin (KOR),,,4 - 0,11:4 11:3 11:7 11:8,LI Ching,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,WU Chih-Chi,ANTHONY Amalraj,TPE,IND,4,0,"11,11,11,11|8,7,7,3",R64,GRAND_SLAM,MS,769,Main Draw,WU Chih-Chi (TPE),ANTHONY Amalraj (IND),,,0 - 4,8:11 7:11 7:11 3:11,WU Chih-Chi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KO Junhyung,FREITAS Marcos,KOR,POR,4,3,"7,8,11,11,9,11,11|11,11,8,6,11,7,8",R64,GRAND_SLAM,MS,769,Main Draw,KO Junhyung (KOR),FREITAS Marcos (POR),,,3 - 4,11:7 11:8 8:11 6:11 11:9 7:11 8:11,KO Junhyung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,GARDOS Robert,SAHA Subhajit,AUT,IND,4,2,"11,11,9,16,11,11|8,5,11,18,7,3",R64,GRAND_SLAM,MS,769,Main Draw,GARDOS Robert (AUT),SAHA Subhajit (IND),,,2 - 4,8:11 5:11 11:9 18:16 7:11 3:11,GARDOS Robert,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Junghoon,SALIFOU Abdel-Kader,KOR,BEN,4,0,"11,11,11,11|8,8,4,8",R64,GRAND_SLAM,MS,769,Main Draw,KIM Junghoon (KOR),SALIFOU Abdel-Kader (BEN),,,4 - 0,11:8 11:8 11:4 11:8,KIM Junghoon,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HUANG Sheng-Sheng,JOVER Sebastien,TPE,FRA,4,2,"11,9,13,9,11,11|7,11,11,11,5,7",R64,GRAND_SLAM,MS,769,Main Draw,HUANG Sheng-Sheng (TPE),JOVER Sebastien (FRA),,,4 - 2,11:7 9:11 13:11 9:11 11:5 11:7,HUANG Sheng-Sheng,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MONTEIRO Thiago,JANCARIK Lubomir,BRA,CZE,4,1,"11,12,11,11,11|9,14,5,2,5",R64,GRAND_SLAM,MS,769,Main Draw,MONTEIRO Thiago (BRA),JANCARIK Lubomir (CZE),,,4 - 1,11:9 12:14 11:5 11:2 11:5,MONTEIRO Thiago,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KAN Yo,TIAPKIN Sergei,JPN,RUS,4,0,"11,11,11,12|7,8,3,10",R64,GRAND_SLAM,MS,769,Main Draw,KAN Yo (JPN),TIAPKIN Sergei (RUS),,,0 - 4,7:11 8:11 3:11 10:12,KAN Yo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CHUANG Chih-Yuan,KIM Bumseob,TPE,KOR,4,1,"11,7,11,11,11|3,11,8,9,3",R64,GRAND_SLAM,MS,769,Main Draw,CHUANG Chih-Yuan (TPE),KIM Bumseob (KOR),,,4 - 1,11:3 7:11 11:8 11:9 11:3,CHUANG Chih-Yuan,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CARNEROS Alfredo,OYA Hidetoshi,ESP,JPN,4,2,"8,11,11,6,12,12|11,6,4,11,10,10",R64,GRAND_SLAM,MS,769,Main Draw,CARNEROS Alfredo (ESP),OYA Hidetoshi (JPN),,,2 - 4,11:8 6:11 4:11 11:6 10:12 10:12,CARNEROS Alfredo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,GACINA Andrej,VOSTES Yannick,CRO,BEL,4,0,"11,11,11,11|9,9,5,9",R64,GRAND_SLAM,MS,769,Main Draw,GACINA Andrej (CRO),VOSTES Yannick (BEL),,,4 - 0,11:9 11:9 11:5 11:9,GACINA Andrej,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HE Zhiwen,ROGIERS Benjamin,ESP,BEL,4,1,"11,12,11,8,11|6,10,4,11,8",R64,GRAND_SLAM,MS,769,Main Draw,HE Zhiwen (ESP),ROGIERS Benjamin (BEL),,,1 - 4,6:11 10:12 4:11 11:8 8:11,HE Zhiwen,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YANG Zi,MUJICA Henry,SGP,VEN,4,0,"11,11,11,13|8,9,7,11",R64,GRAND_SLAM,MS,769,Main Draw,YANG Zi (SGP),MUJICA Henry (VEN),,,4 - 0,11:8 11:9 11:7 13:11,YANG Zi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATTENET Adrien,HOYAMA Hugo,FRA,BRA,4,2,"11,12,8,11,6,11|8,10,11,8,11,7",R64,GRAND_SLAM,MS,769,Main Draw,MATTENET Adrien (FRA),HOYAMA Hugo (BRA),,,4 - 2,11:8 12:10 8:11 11:8 6:11 11:7,MATTENET Adrien,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SHMYREV Maxim,DIAZ Luis,RUS,VEN,4,1,"11,11,8,11,11|9,7,11,6,3",R64,GRAND_SLAM,MS,769,Main Draw,SHMYREV Maxim (RUS),DIAZ Luis (VEN),,,4 - 1,11:9 11:7 8:11 11:6 11:3,SHMYREV Maxim,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RYU Seungmin,BAVARESCO Yuri,KOR,BRA,4,0,"11,11,11,11|5,7,5,7",R64,GRAND_SLAM,MS,769,Main Draw,RYU Seungmin (KOR),BAVARESCO Yuri (BRA),,,0 - 4,5:11 7:11 5:11 7:11,RYU Seungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RUBTSOV Igor,SAMSONOV Vladimir,RUS,BLR,4,0,"11,11,11,12|8,9,6,10",R32,GRAND_SLAM,MS,769,Main Draw,RUBTSOV Igor (RUS),SAMSONOV Vladimir (BLR),,,0 - 4,8:11 9:11 6:11 10:12,RUBTSOV Igor,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOON Jaeyoung,HAN Jimin,KOR,KOR,4,1,"11,11,11,7,12|9,9,8,11,10",R32,GRAND_SLAM,MS,769,Main Draw,YOON Jaeyoung (KOR),HAN Jimin (KOR),,,1 - 4,9:11 9:11 8:11 11:7 10:12,YOON Jaeyoung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JIANG Tianyi,MATSUDAIRA Kenji,HKG,JPN,4,1,"11,11,3,11,11|8,5,11,6,7",R32,GRAND_SLAM,MS,769,Main Draw,JIANG Tianyi (HKG),MATSUDAIRA Kenji (JPN),,,4 - 1,11:8 11:5 3:11 11:6 11:7,JIANG Tianyi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,ACHANTA Sharath,TANG Peng,IND,HKG,4,1,"11,11,11,5,15|4,7,9,11,13",R32,GRAND_SLAM,MS,769,Main Draw,ACHANTA Sharath (IND),TANG Peng (HKG),,,4 - 1,11:4 11:7 11:9 5:11 15:13,ACHANTA Sharath,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LEE Sang Su,SAIVE Jean-Michel,KOR,BEL,4,3,"11,9,11,11,11,5,11|6,11,13,8,4,11,8",R32,GRAND_SLAM,MS,769,Main Draw,LEE Sang Su (KOR),SAIVE Jean-Michel (BEL),,,3 - 4,6:11 11:9 13:11 8:11 4:11 11:5 8:11,LEE Sang Su,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOSHIDA Kaii,APOLONIA Tiago,JPN,POR,4,3,"9,16,6,6,11,11,12|11,14,11,11,3,6,10",R32,GRAND_SLAM,MS,769,Main Draw,YOSHIDA Kaii (JPN),APOLONIA Tiago (POR),,,3 - 4,11:9 14:16 11:6 11:6 3:11 6:11 10:12,YOSHIDA Kaii,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CHEUNG Yuk,LIVENTSOV Alexey,HKG,RUS,4,0,"11,11,11,11|3,7,9,7",R32,GRAND_SLAM,MS,769,Main Draw,CHEUNG Yuk (HKG),LIVENTSOV Alexey (RUS),,,4 - 0,11:3 11:7 11:9 11:7,CHEUNG Yuk,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,GAO Ning,NEKHVEDOVICH Vitaly,SGP,BLR,4,0,"11,11,11,11|7,2,8,9",R32,GRAND_SLAM,MS,769,Main Draw,GAO Ning (SGP),NEKHVEDOVICH Vitaly (BLR),,,0 - 4,7:11 2:11 8:11 9:11,GAO Ning,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Ching,WU Chih-Chi,HKG,TPE,4,2,"11,11,10,8,11,11|2,6,12,11,6,7",R32,GRAND_SLAM,MS,769,Main Draw,LI Ching (HKG),WU Chih-Chi (TPE),,,4 - 2,11:2 11:6 10:12 8:11 11:6 11:7,LI Ching,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,GARDOS Robert,KO Junhyung,AUT,KOR,4,3,"9,7,11,11,11,2,11|11,11,1,9,7,11,7",R32,GRAND_SLAM,MS,769,Main Draw,GARDOS Robert (AUT),KO Junhyung (KOR),,,3 - 4,11:9 11:7 1:11 9:11 7:11 11:2 7:11,GARDOS Robert,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KIM Junghoon,HUANG Sheng-Sheng,KOR,TPE,4,1,"11,8,11,11,11|8,11,2,4,7",R32,GRAND_SLAM,MS,769,Main Draw,KIM Junghoon (KOR),HUANG Sheng-Sheng (TPE),,,4 - 1,11:8 8:11 11:2 11:4 11:7,KIM Junghoon,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KAN Yo,MONTEIRO Thiago,JPN,BRA,4,1,"11,11,9,11,11|4,9,11,8,6",R32,GRAND_SLAM,MS,769,Main Draw,KAN Yo (JPN),MONTEIRO Thiago (BRA),,,1 - 4,4:11 9:11 11:9 8:11 6:11,KAN Yo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CHUANG Chih-Yuan,CARNEROS Alfredo,TPE,ESP,4,0,"11,11,11,11|7,6,6,3",R32,GRAND_SLAM,MS,769,Main Draw,CHUANG Chih-Yuan (TPE),CARNEROS Alfredo (ESP),,,4 - 0,11:7 11:6 11:6 11:3,CHUANG Chih-Yuan,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HE Zhiwen,GACINA Andrej,ESP,CRO,4,1,"11,11,11,4,12|9,5,4,11,10",R32,GRAND_SLAM,MS,769,Main Draw,HE Zhiwen (ESP),GACINA Andrej (CRO),,,1 - 4,9:11 5:11 4:11 11:4 10:12,HE Zhiwen,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATTENET Adrien,YANG Zi,FRA,SGP,4,3,"3,11,9,11,14,2,11|11,6,11,2,12,11,8",R32,GRAND_SLAM,MS,769,Main Draw,MATTENET Adrien (FRA),YANG Zi (SGP),,,3 - 4,11:3 6:11 11:9 2:11 12:14 11:2 8:11,MATTENET Adrien,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RYU Seungmin,SHMYREV Maxim,KOR,RUS,4,0,"11,11,11,11|5,9,5,6",R32,GRAND_SLAM,MS,769,Main Draw,RYU Seungmin (KOR),SHMYREV Maxim (RUS),,,0 - 4,5:11 9:11 5:11 6:11,RYU Seungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOON Jaeyoung,RUBTSOV Igor,KOR,RUS,4,2,"11,10,11,9,12,11|9,12,6,11,10,5",R16,GRAND_SLAM,MS,769,Main Draw,YOON Jaeyoung (KOR),RUBTSOV Igor (RUS),,,2 - 4,9:11 12:10 6:11 11:9 10:12 5:11,YOON Jaeyoung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JIANG Tianyi,ACHANTA Sharath,HKG,IND,4,1,"11,7,11,11,12|6,11,8,8,10",R16,GRAND_SLAM,MS,769,Main Draw,JIANG Tianyi (HKG),ACHANTA Sharath (IND),,,4 - 1,11:6 7:11 11:8 11:8 12:10,JIANG Tianyi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOSHIDA Kaii,LEE Sang Su,JPN,KOR,4,1,"11,6,11,11,11|9,11,7,7,6",R16,GRAND_SLAM,MS,769,Main Draw,YOSHIDA Kaii (JPN),LEE Sang Su (KOR),,,1 - 4,9:11 11:6 7:11 7:11 6:11,YOSHIDA Kaii,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CHEUNG Yuk,GAO Ning,HKG,SGP,4,2,"12,11,11,11,5,11|10,5,13,6,11,7",R16,GRAND_SLAM,MS,769,Main Draw,CHEUNG Yuk (HKG),GAO Ning (SGP),,,4 - 2,12:10 11:5 11:13 11:6 5:11 11:7,CHEUNG Yuk,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Ching,GARDOS Robert,HKG,AUT,4,1,"11,11,11,11,11|6,4,13,9,6",R16,GRAND_SLAM,MS,769,Main Draw,LI Ching (HKG),GARDOS Robert (AUT),,,4 - 1,11:6 11:4 11:13 11:9 11:6,LI Ching,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KAN Yo,KIM Junghoon,JPN,KOR,4,1,"13,11,8,11,12|11,9,11,7,10",R16,GRAND_SLAM,MS,769,Main Draw,KAN Yo (JPN),KIM Junghoon (KOR),,,1 - 4,11:13 9:11 11:8 7:11 10:12,KAN Yo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CHUANG Chih-Yuan,HE Zhiwen,TPE,ESP,4,0,"11,11,11,11|9,9,2,2",R16,GRAND_SLAM,MS,769,Main Draw,CHUANG Chih-Yuan (TPE),HE Zhiwen (ESP),,,4 - 0,11:9 11:9 11:2 11:2,CHUANG Chih-Yuan,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RYU Seungmin,MATTENET Adrien,KOR,FRA,4,1,"11,11,11,7,11|9,9,5,11,6",R16,GRAND_SLAM,MS,769,Main Draw,RYU Seungmin (KOR),MATTENET Adrien (FRA),,,1 - 4,9:11 9:11 5:11 11:7 6:11,RYU Seungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOON Jaeyoung,JIANG Tianyi,KOR,HKG,4,2,"11,10,11,11,11,11|9,12,9,13,9,8",QuarterFinal,GRAND_SLAM,MS,769,Main Draw,YOON Jaeyoung (KOR),JIANG Tianyi (HKG),,,4 - 2,11:9 10:12 11:9 11:13 11:9 11:8,YOON Jaeyoung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOSHIDA Kaii,CHEUNG Yuk,JPN,HKG,4,3,"9,11,6,11,14,6,11|11,7,11,8,12,11,5",QuarterFinal,GRAND_SLAM,MS,769,Main Draw,YOSHIDA Kaii (JPN),CHEUNG Yuk (HKG),,,4 - 3,9:11 11:7 6:11 11:8 14:12 6:11 11:5,YOSHIDA Kaii,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,LI Ching,KAN Yo,HKG,JPN,4,0,"11,11,13,11|8,6,11,9",QuarterFinal,GRAND_SLAM,MS,769,Main Draw,LI Ching (HKG),KAN Yo (JPN),,,4 - 0,11:8 11:6 13:11 11:9,LI Ching,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RYU Seungmin,CHUANG Chih-Yuan,KOR,TPE,4,2,"4,11,9,11,11,11|11,5,11,7,8,3",QuarterFinal,GRAND_SLAM,MS,769,Main Draw,RYU Seungmin (KOR),CHUANG Chih-Yuan (TPE),,,2 - 4,11:4 5:11 11:9 7:11 8:11 3:11,RYU Seungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,YOON Jaeyoung,YOSHIDA Kaii,KOR,JPN,4,1,"11,11,11,2,11|8,6,4,11,6",SemiFinal,GRAND_SLAM,MS,769,Main Draw,YOON Jaeyoung (KOR),YOSHIDA Kaii (JPN),,,4 - 1,11:8 11:6 11:4 2:11 11:6,YOON Jaeyoung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RYU Seungmin,LI Ching,KOR,HKG,4,3,"11,11,3,11,12,8,11|5,13,11,8,10,11,8",SemiFinal,GRAND_SLAM,MS,769,Main Draw,RYU Seungmin (KOR),LI Ching (HKG),,,3 - 4,5:11 13:11 11:3 8:11 10:12 11:8 8:11,RYU Seungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,RYU Seungmin,YOON Jaeyoung,KOR,KOR,4,1,"11,11,7,11,11|8,4,11,5,6",Final,GRAND_SLAM,MS,769,Main Draw,RYU Seungmin (KOR),YOON Jaeyoung (KOR),,,1 - 4,8:11 4:11 11:7 5:11 6:11,RYU Seungmin,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JEONG Sangeun,GRECO Juan,KOR,ARG,4,0,"11,11,11,11|7,4,1,3",,GRAND_SLAM,MS,769,Qualification,JEONG Sangeun (KOR),GRECO Juan (ARG),,,4 - 0,11:7 11:4 11:1 11:3,JEONG Sangeun,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,JEONG Sangeun,FERNANDEZ Marcelo,KOR,CHI,4,0,"12,11,11,11|10,4,4,3",,GRAND_SLAM,MS,769,Qualification,JEONG Sangeun (KOR),FERNANDEZ Marcelo (CHI),,,4 - 0,12:10 11:4 11:4 11:3,JEONG Sangeun,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,FERNANDEZ Marcelo,GRECO Juan,CHI,ARG,4,0,"11,11,12,11|5,8,10,4",,GRAND_SLAM,MS,769,Qualification,FERNANDEZ Marcelo (CHI),GRECO Juan (ARG),,,4 - 0,11:5 11:8 12:10 11:4,FERNANDEZ Marcelo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,NEKHVEDOVICH Vitaly,BENAVIDES Daniel,BLR,CHI,4,0,"11,11,11,11|3,6,2,3",,GRAND_SLAM,MS,769,Qualification,NEKHVEDOVICH Vitaly (BLR),BENAVIDES Daniel (CHI),,,4 - 0,11:3 11:6 11:2 11:3,NEKHVEDOVICH Vitaly,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,NEKHVEDOVICH Vitaly,MOAVRO Sebastian,BLR,ARG,4,1,"11,11,11,7,11|4,4,8,11,3",,GRAND_SLAM,MS,769,Qualification,NEKHVEDOVICH Vitaly (BLR),MOAVRO Sebastian (ARG),,,4 - 1,11:4 11:4 11:8 7:11 11:3,NEKHVEDOVICH Vitaly,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MOAVRO Sebastian,BENAVIDES Daniel,ARG,CHI,4,1,"11,11,11,10,11|8,9,8,12,7",,GRAND_SLAM,MS,769,Qualification,MOAVRO Sebastian (ARG),BENAVIDES Daniel (CHI),,,4 - 1,11:8 11:9 11:8 10:12 11:7,MOAVRO Sebastian,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,OYA Hidetoshi,SLININ Julio,JPN,ARG,4,0,"11,11,11,11|5,4,8,7",,GRAND_SLAM,MS,769,Qualification,OYA Hidetoshi (JPN),SLININ Julio (ARG),,,4 - 0,11:5 11:4 11:8 11:7,OYA Hidetoshi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,OYA Hidetoshi,SOTO Ricardo,JPN,CHI,4,2,"9,11,11,11,9,11|11,1,6,9,11,5",,GRAND_SLAM,MS,769,Qualification,OYA Hidetoshi (JPN),SOTO Ricardo (CHI),,,4 - 2,9:11 11:1 11:6 11:9 9:11 11:5,OYA Hidetoshi,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SOTO Ricardo,SLININ Julio,CHI,ARG,4,0,"12,11,11,11|10,9,8,9",,GRAND_SLAM,MS,769,Qualification,SOTO Ricardo (CHI),SLININ Julio (ARG),,,4 - 0,12:10 11:9 11:8 11:9,SOTO Ricardo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATSUMOTO Cazuo,BRIZUELA Hernan,BRA,ARG,4,1,"11,11,11,9,11|8,5,6,11,6",,GRAND_SLAM,MS,769,Qualification,MATSUMOTO Cazuo (BRA),BRIZUELA Hernan (ARG),,,4 - 1,11:8 11:5 11:6 9:11 11:6,MATSUMOTO Cazuo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,MATSUMOTO Cazuo,CONTRERAS Matias,BRA,CHI,4,1,"11,13,11,10,11|5,11,5,12,8",,GRAND_SLAM,MS,769,Qualification,MATSUMOTO Cazuo (BRA),CONTRERAS Matias (CHI),,,4 - 1,11:5 13:11 11:5 10:12 11:8,MATSUMOTO Cazuo,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,CONTRERAS Matias,BRIZUELA Hernan,CHI,ARG,4,2,"11,11,9,17,11,11|9,8,11,19,4,5",,GRAND_SLAM,MS,769,Qualification,CONTRERAS Matias (CHI),BRIZUELA Hernan (ARG),,,4 - 2,11:9 11:8 9:11 17:19 11:4 11:5,CONTRERAS Matias,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HUANG Sheng-Sheng,BAVARESCO Yuri,TPE,BRA,4,0,"11,11,11,11|5,5,4,8",,GRAND_SLAM,MS,769,Qualification,HUANG Sheng-Sheng (TPE),BAVARESCO Yuri (BRA),,,4 - 0,11:5 11:5 11:4 11:8,HUANG Sheng-Sheng,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,HUANG Sheng-Sheng,SALAZAR Sergio,TPE,CHI,4,0,"11,11,11,11|7,5,6,3",,GRAND_SLAM,MS,769,Qualification,HUANG Sheng-Sheng (TPE),SALAZAR Sergio (CHI),,,4 - 0,11:7 11:5 11:6 11:3,HUANG Sheng-Sheng,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,SALAZAR Sergio,BAVARESCO Yuri,CHI,BRA,4,1,"11,11,6,14,11|5,8,11,12,5",,GRAND_SLAM,MS,769,Qualification,SALAZAR Sergio (CHI),BAVARESCO Yuri (BRA),,,4 - 1,11:5 11:8 6:11 14:12 11:5,SALAZAR Sergio,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KO Junhyung,CABRERA Javier,KOR,CHI,4,0,"11,11,11,11|4,2,3,8",,GRAND_SLAM,MS,769,Qualification,KO Junhyung (KOR),CABRERA Javier (CHI),,,4 - 0,11:4 11:2 11:3 11:8,KO Junhyung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,KO Junhyung,DIAZ Luis,KOR,VEN,4,0,"11,11,11,11|4,7,7,9",,GRAND_SLAM,MS,769,Qualification,KO Junhyung (KOR),DIAZ Luis (VEN),,,4 - 0,11:4 11:7 11:7 11:9,KO Junhyung,2008
Pro Tour Chile Open Santiago 2008,2008-04-23,DIAZ Luis,CABRERA Javier,VEN,CHI,4,0,"11,12,11,11|5,10,5,6",,GRAND_SLAM,MS,769,Qualification,DIAZ Luis (VEN),CABRERA Javier (CHI),,,4 - 0,11:5 12:10 11:5 11:6,DIAZ Luis,2008
