tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
US Open Las Vegas 2016,2016-12-12,CHEN Baiyu,BRODD Viktor,USA,SWE,4,1,"11,11,11,9,11|6,8,6,11,9",R32,WTT_CONTENDER,MS,518,Main Draw,BRODD Viktor (SWE),CHEN Baiyu (USA),,,1 - 4,6:11 8:11 6:11 11:9 9:11,CHEN Baiyu,2016
US Open Las Vegas 2016,2016-12-12,CHEN Ruichao,TIAN Ye,USA,USA,4,2,"7,9,17,11,11,12|11,11,15,9,9,10",R32,WTT_CONTENDER,MS,518,Main Draw,CHEN Ruichao (USA),TIAN Ye (USA),,,4 - 2,7:11 9:11 17:15 11:9 11:9 12:10,CHEN Ruichao,2016
US Open Las Vegas 2016,2016-12-12,ZHANG Kai,SHAH Manush,USA,IND,4,2,"9,11,11,10,11,11|11,3,9,12,5,9",R32,WTT_CONTENDER,MS,518,Main Draw,SHAH Manush (IND),ZHANG Kai (USA),,,2 - 4,11:9 3:11 9:11 12:10 5:11 9:11,ZHANG Kai,2016
US Open Las Vegas 2016,2016-12-12,JHA Kanak,KITAGUCHI Daisuke,USA,JPN,4,2,"11,4,5,11,11,11|9,11,11,7,8,8",R32,WTT_CONTENDER,MS,518,Main Draw,KITAGUCHI Daisuke (JPN),JHA Kanak (USA),,,2 - 4,9:11 11:4 11:5 7:11 8:11 8:11,JHA Kanak,2016
US Open Las Vegas 2016,2016-12-12,CHEN Bowen,FENG Yijun,USA,USA,4,1,"12,11,6,11,12|10,7,11,9,10",R32,WTT_CONTENDER,MS,518,Main Draw,FENG Yijun (USA),CHEN Bowen (USA),,,1 - 4,10:12 7:11 11:6 9:11 10:12,CHEN Bowen,2016
US Open Las Vegas 2016,2016-12-12,FUJIMOTO Kaito,KOBES Kristian,JPN,SVK,4,0,"11,11,11,11|5,5,6,3",R32,WTT_CONTENDER,MS,518,Main Draw,FUJIMOTO Kaito (JPN),KOBES Kristian (SVK),,,4 - 0,11:5 11:5 11:6 11:3,FUJIMOTO Kaito,2016
US Open Las Vegas 2016,2016-12-12,LI Bochao,LIU Dan,USA,USA,4,1,"11,11,11,11,12|9,13,6,5,10",R32,WTT_CONTENDER,MS,518,Main Draw,LI Bochao (USA),LIU Dan (USA),,,4 - 1,11:9 11:13 11:6 11:5 12:10,LI Bochao,2016
US Open Las Vegas 2016,2016-12-12,JIN Takuya,MIUCHI Kentaro,JPN,JPN,4,1,"11,11,11,6,11|6,6,9,11,9",R32,WTT_CONTENDER,MS,518,Main Draw,MIUCHI Kentaro (JPN),JIN Takuya (JPN),,,1 - 4,6:11 6:11 9:11 11:6 9:11,JIN Takuya,2016
US Open Las Vegas 2016,2016-12-12,MATSUDAIRA Kenji,XING Hangwei,JPN,CHN,4,1,"11,9,11,11,11|8,11,8,6,9",R16,WTT_CONTENDER,MS,518,Main Draw,MATSUDAIRA Kenji (JPN),XING Hangwei (CHN),,,4 - 1,11:8 9:11 11:8 11:6 11:9,MATSUDAIRA Kenji,2016
US Open Las Vegas 2016,2016-12-12,WANG Wei,LI Jian,USA,USA,4,1,"11,11,5,11,11|8,3,11,5,7",R16,WTT_CONTENDER,MS,518,Main Draw,LI Jian (USA),WANG Wei (USA),,,1 - 4,8:11 3:11 11:5 5:11 7:11,WANG Wei,2016
US Open Las Vegas 2016,2016-12-12,HIRANO Yuki,TAO Wenzhang,JPN,USA,4,0,"11,12,11,11|9,10,4,9",R16,WTT_CONTENDER,MS,518,Main Draw,TAO Wenzhang (USA),HIRANO Yuki (JPN),,,0 - 4,9:11 10:12 4:11 9:11,HIRANO Yuki,2016
US Open Las Vegas 2016,2016-12-12,HOU Yingchao,AIDA Satoshi,CAN,JPN,4,2,"9,11,9,11,11,11|11,6,11,3,6,8",R16,WTT_CONTENDER,MS,518,Main Draw,AIDA Satoshi (JPN),HOU Yingchao (CAN),,,2 - 4,11:9 6:11 11:9 3:11 6:11 8:11,HOU Yingchao,2016
US Open Las Vegas 2016,2016-12-12,CHEN Baiyu,CHEN Ruichao,USA,USA,4,1,"11,8,12,12,11|9,11,10,10,6",R16,WTT_CONTENDER,MS,518,Main Draw,CHEN Baiyu (USA),CHEN Ruichao (USA),,,4 - 1,11:9 8:11 12:10 12:10 11:6,CHEN Baiyu,2016
US Open Las Vegas 2016,2016-12-12,JHA Kanak,ZHANG Kai,USA,USA,4,3,"12,9,8,11,11,10,11|10,11,11,6,9,12,6",R16,WTT_CONTENDER,MS,518,Main Draw,ZHANG Kai (USA),JHA Kanak (USA),,,3 - 4,10:12 11:9 11:8 6:11 9:11 12:10 6:11,JHA Kanak,2016
US Open Las Vegas 2016,2016-12-12,FUJIMOTO Kaito,CHEN Bowen,JPN,USA,4,1,"11,11,5,11,11|9,4,11,9,3",R16,WTT_CONTENDER,MS,518,Main Draw,CHEN Bowen (USA),FUJIMOTO Kaito (JPN),,,1 - 4,9:11 4:11 11:5 9:11 3:11,FUJIMOTO Kaito,2016
US Open Las Vegas 2016,2016-12-12,JIN Takuya,LI Bochao,JPN,USA,4,2,"11,6,8,11,11,11|7,11,11,7,8,5",R16,WTT_CONTENDER,MS,518,Main Draw,LI Bochao (USA),JIN Takuya (JPN),,,2 - 4,7:11 11:6 11:8 7:11 8:11 5:11,JIN Takuya,2016
US Open Las Vegas 2016,2016-12-12,WANG Wei,MATSUDAIRA Kenji,USA,JPN,4,1,"9,11,11,11,11|11,7,8,7,7",QuarterFinal,WTT_CONTENDER,MS,518,Main Draw,MATSUDAIRA Kenji (JPN),WANG Wei (USA),,,1 - 4,11:9 7:11 8:11 7:11 7:11,WANG Wei,2016
US Open Las Vegas 2016,2016-12-12,HOU Yingchao,HIRANO Yuki,CAN,JPN,4,2,"8,12,11,9,11,11|11,10,5,11,8,7",QuarterFinal,WTT_CONTENDER,MS,518,Main Draw,HIRANO Yuki (JPN),HOU Yingchao (CAN),,,2 - 4,11:8 10:12 5:11 11:9 8:11 7:11,HOU Yingchao,2016
US Open Las Vegas 2016,2016-12-12,CHEN Baiyu,JHA Kanak,USA,USA,4,1,"14,8,11,11,11|12,11,6,5,4",QuarterFinal,WTT_CONTENDER,MS,518,Main Draw,CHEN Baiyu (USA),JHA Kanak (USA),,,4 - 1,14:12 8:11 11:6 11:5 11:4,CHEN Baiyu,2016
US Open Las Vegas 2016,2016-12-12,JIN Takuya,FUJIMOTO Kaito,JPN,JPN,4,3,"11,1,1,11,11,9,11|7,11,11,7,5,11,5",QuarterFinal,WTT_CONTENDER,MS,518,Main Draw,FUJIMOTO Kaito (JPN),JIN Takuya (JPN),,,3 - 4,7:11 11:1 11:1 7:11 5:11 11:9 5:11,JIN Takuya,2016
US Open Las Vegas 2016,2016-12-12,WANG Wei,HOU Yingchao,USA,CAN,4,3,"14,11,8,4,11,11,11|12,13,11,11,9,9,8",SemiFinal,WTT_CONTENDER,MS,518,Main Draw,WANG Wei (USA),HOU Yingchao (CAN),,,4 - 3,14:12 11:13 8:11 4:11 11:9 11:9 11:8,WANG Wei,2016
US Open Las Vegas 2016,2016-12-12,CHEN Baiyu,JIN Takuya,USA,JPN,4,3,"6,10,11,11,7,11,11|11,12,7,5,11,6,8",SemiFinal,WTT_CONTENDER,MS,518,Main Draw,CHEN Baiyu (USA),JIN Takuya (JPN),,,4 - 3,6:11 10:12 11:7 11:5 7:11 11:6 11:8,CHEN Baiyu,2016
US Open Las Vegas 2016,2016-12-12,WANG Wei,CHEN Baiyu,USA,USA,4,1,"9,11,11,11,15|11,1,8,7,13",Final,WTT_CONTENDER,MS,518,Main Draw,WANG Wei (USA),CHEN Baiyu (USA),,,4 - 1,9:11 11:1 11:8 11:7 15:13,WANG Wei,2016
US Open Las Vegas 2016,2016-12-12,MATSUMOTO Yuki,IMAI Hiroe,JPN,USA,4,0,"11,11,11,11|5,1,8,8",R32,WTT_CONTENDER,WS,518,Main Draw,MATSUMOTO Yuki (JPN),IMAI Hiroe (USA),,,4 - 0,11:5 11:1 11:8 11:8,MATSUMOTO Yuki,2016
US Open Las Vegas 2016,2016-12-12,ICHIKAWA Azusa,CORDERO Carelyn,JPN,PUR,4,0,"11,11,11,11|5,6,4,6",R32,WTT_CONTENDER,WS,518,Main Draw,CORDERO Carelyn (PUR),ICHIKAWA Azusa (JPN),,,0 - 4,5:11 6:11 4:11 6:11,ICHIKAWA Azusa,2016
US Open Las Vegas 2016,2016-12-12,WANG Ying,WANG Huijing,USA,USA,4,1,"11,14,11,6,11|6,12,3,11,5",R32,WTT_CONTENDER,WS,518,Main Draw,WANG Huijing (USA),WANG Ying (USA),,,1 - 4,6:11 12:14 3:11 11:6 5:11,WANG Ying,2016
US Open Las Vegas 2016,2016-12-12,WANG Shuang,ZHANG Yanfang,USA,USA,4,2,"16,6,8,11,11,11|14,11,11,9,9,7",R32,WTT_CONTENDER,WS,518,Main Draw,WANG Shuang (USA),ZHANG Yanfang (USA),,,4 - 2,16:14 6:11 8:11 11:9 11:9 11:7,WANG Shuang,2016
US Open Las Vegas 2016,2016-12-12,KABASAWA Kae,YIP Lily,JPN,USA,4,0,"12,11,11,11|10,5,9,1",R32,WTT_CONTENDER,WS,518,Main Draw,YIP Lily (USA),KABASAWA Kae (JPN),,,0 - 4,10:12 5:11 9:11 1:11,KABASAWA Kae,2016
US Open Las Vegas 2016,2016-12-12,TAKAHASHI Yume,KOBACHI Yurie,JPN,JPN,4,1,"11,9,11,11,11|8,11,9,5,5",R32,WTT_CONTENDER,WS,518,Main Draw,KOBACHI Yurie (JPN),TAKAHASHI Yume (JPN),,,1 - 4,8:11 11:9 9:11 5:11 5:11,TAKAHASHI Yume,2016
US Open Las Vegas 2016,2016-12-12,SUN Chen,MORI Misaki,CHN,JPN,4,0,"11,11,11,11|5,4,6,9",R32,WTT_CONTENDER,WS,518,Main Draw,SUN Chen (CHN),MORI Misaki (JPN),,,4 - 0,11:5 11:4 11:6 11:9,SUN Chen,2016
US Open Las Vegas 2016,2016-12-12,NAGAO Takako,LI Yue,JPN,USA,4,1,"5,11,11,11,11|11,8,4,2,4",R32,WTT_CONTENDER,WS,518,Main Draw,NAGAO Takako (JPN),LI Yue (USA),,,4 - 1,5:11 11:8 11:4 11:2 11:4,NAGAO Takako,2016
US Open Las Vegas 2016,2016-12-12,TAKAHASHI Mariko,ICHIKAWA Azusa,JPN,JPN,4,3,"11,9,8,11,11,12,11|9,11,11,4,4,14,9",R16,WTT_CONTENDER,WS,518,Main Draw,ICHIKAWA Azusa (JPN),TAKAHASHI Mariko (JPN),,,3 - 4,9:11 11:9 11:8 4:11 4:11 14:12 9:11,TAKAHASHI Mariko,2016
US Open Las Vegas 2016,2016-12-12,WANG Ying,DIAZ Melanie,USA,PUR,4,3,"10,11,11,7,10,11,11|12,5,4,11,12,9,8",R16,WTT_CONTENDER,WS,518,Main Draw,DIAZ Melanie (PUR),WANG Ying (USA),,,3 - 4,12:10 5:11 4:11 11:7 12:10 9:11 8:11,WANG Ying,2016
US Open Las Vegas 2016,2016-12-12,TASHIRO Saki,WANG Shuang,JPN,USA,4,0,"12,11,11,11|10,3,4,8",R16,WTT_CONTENDER,WS,518,Main Draw,WANG Shuang (USA),TASHIRO Saki (JPN),,,0 - 4,10:12 3:11 4:11 8:11,TASHIRO Saki,2016
US Open Las Vegas 2016,2016-12-12,TAKAHASHI Yume,SILVA Yadira,JPN,MEX,4,0,"11,11,11,11|5,8,4,8",R16,WTT_CONTENDER,WS,518,Main Draw,TAKAHASHI Yume (JPN),SILVA Yadira (MEX),,,4 - 0,11:5 11:8 11:4 11:8,TAKAHASHI Yume,2016
US Open Las Vegas 2016,2016-12-12,ODONO Yui,SUN Chen,JPN,CHN,4,2,"5,8,11,11,11,11|11,11,9,8,9,7",R16,WTT_CONTENDER,WS,518,Main Draw,ODONO Yui (JPN),SUN Chen (CHN),,,4 - 2,5:11 8:11 11:9 11:8 11:9 11:7,ODONO Yui,2016
US Open Las Vegas 2016,2016-12-12,DIAZ Adriana,NAGAO Takako,PUR,JPN,4,1,"11,5,11,11,11|9,11,6,7,7",R16,WTT_CONTENDER,WS,518,Main Draw,NAGAO Takako (JPN),DIAZ Adriana (PUR),,,1 - 4,9:11 11:5 6:11 7:11 7:11,DIAZ Adriana,2016
US Open Las Vegas 2016,2016-12-12,MATSUMOTO Yuki,TAKAHASHI Mariko,JPN,JPN,4,1,"11,11,7,11,11|5,3,11,9,7",QuarterFinal,WTT_CONTENDER,WS,518,Main Draw,MATSUMOTO Yuki (JPN),TAKAHASHI Mariko (JPN),,,4 - 1,11:5 11:3 7:11 11:9 11:7,MATSUMOTO Yuki,2016
US Open Las Vegas 2016,2016-12-12,TASHIRO Saki,WANG Ying,JPN,USA,4,0,"11,11,11,11|9,3,7,6",QuarterFinal,WTT_CONTENDER,WS,518,Main Draw,WANG Ying (USA),TASHIRO Saki (JPN),,,0 - 4,9:11 3:11 7:11 6:11,TASHIRO Saki,2016
US Open Las Vegas 2016,2016-12-12,TAKAHASHI Yume,KABASAWA Kae,JPN,JPN,4,2,"11,4,11,5,14,11|8,11,5,11,12,7",QuarterFinal,WTT_CONTENDER,WS,518,Main Draw,KABASAWA Kae (JPN),TAKAHASHI Yume (JPN),,,2 - 4,8:11 11:4 5:11 11:5 12:14 7:11,TAKAHASHI Yume,2016
US Open Las Vegas 2016,2016-12-12,DIAZ Adriana,ODONO Yui,PUR,JPN,4,3,"6,11,8,11,8,12,11|11,5,11,9,11,10,9",QuarterFinal,WTT_CONTENDER,WS,518,Main Draw,ODONO Yui (JPN),DIAZ Adriana (PUR),,,3 - 4,11:6 5:11 11:8 9:11 11:8 10:12 9:11,DIAZ Adriana,2016
US Open Las Vegas 2016,2016-12-12,TASHIRO Saki,MATSUMOTO Yuki,JPN,JPN,4,1,"11,11,11,8,11|6,3,9,11,7",SemiFinal,WTT_CONTENDER,WS,518,Main Draw,MATSUMOTO Yuki (JPN),TASHIRO Saki (JPN),,,1 - 4,6:11 3:11 9:11 11:8 7:11,TASHIRO Saki,2016
US Open Las Vegas 2016,2016-12-12,DIAZ Adriana,TAKAHASHI Yume,PUR,JPN,4,1,"11,11,11,15,11|13,9,4,13,5",SemiFinal,WTT_CONTENDER,WS,518,Main Draw,TAKAHASHI Yume (JPN),DIAZ Adriana (PUR),,,1 - 4,13:11 9:11 4:11 13:15 5:11,DIAZ Adriana,2016
US Open Las Vegas 2016,2016-12-12,DIAZ Adriana,TASHIRO Saki,PUR,JPN,4,2,"5,8,11,11,11,12|11,11,5,8,6,10",Final,WTT_CONTENDER,WS,518,Main Draw,TASHIRO Saki (JPN),DIAZ Adriana (PUR),,,2 - 4,11:5 11:8 5:11 8:11 6:11 10:12,DIAZ Adriana,2016
US Open Las Vegas 2016,2016-12-12,KITAGUCHI Daisuke,CHU Anthony,JPN,USA,4,0,"11,11,11,11|9,4,3,6",R32,WTT_CONTENDER,U21MS,518,Main Draw,CHU Anthony (USA),KITAGUCHI Daisuke (JPN),,,0 - 4,9:11 4:11 3:11 6:11,KITAGUCHI Daisuke,2016
US Open Las Vegas 2016,2016-12-12,MENG Zixiang,JIANG Kenny,USA,CAN,4,0,"11,11,11,11|6,9,8,7",R32,WTT_CONTENDER,U21MS,518,Main Draw,MENG Zixiang (USA),JIANG Kenny (CAN),,,4 - 0,11:6 11:9 11:8 11:7,MENG Zixiang,2016
US Open Las Vegas 2016,2016-12-12,ZHAO Zi Rui,JIN Yuxiang,USA,USA,4,0,"11,11,11,11|9,7,7,5",R32,WTT_CONTENDER,U21MS,518,Main Draw,ZHAO Zi Rui (USA),JIN Yuxiang (USA),,,4 - 0,11:9 11:7 11:7 11:5,ZHAO Zi Rui,2016
US Open Las Vegas 2016,2016-12-12,KUMAR Nikhil,CHEN Bowen,USA,USA,4,2,"11,11,11,5,11,12|4,8,13,11,7,10",R32,WTT_CONTENDER,U21MS,518,Main Draw,CHEN Bowen (USA),KUMAR Nikhil (USA),,,2 - 4,4:11 8:11 13:11 11:5 7:11 10:12,KUMAR Nikhil,2016
US Open Las Vegas 2016,2016-12-12,WEI Dianren,TU Edmond,USA,USA,4,0,"11,11,13,11|7,6,11,7",R32,WTT_CONTENDER,U21MS,518,Main Draw,TU Edmond (USA),WEI Dianren (USA),,,0 - 4,7:11 6:11 11:13 7:11,WEI Dianren,2016
US Open Las Vegas 2016,2016-12-12,TIAN Ye,LY Edward,USA,CAN,4,2,"8,11,11,11,8,11|11,9,5,4,11,6",R32,WTT_CONTENDER,U21MS,518,Main Draw,LY Edward (CAN),TIAN Ye (USA),,,2 - 4,11:8 9:11 5:11 4:11 11:8 6:11,TIAN Ye,2016
US Open Las Vegas 2016,2016-12-12,ZHENG Pu,TIO Nicholas,USA,USA,4,1,"11,9,11,11,11|9,11,5,6,6",R16,WTT_CONTENDER,U21MS,518,Main Draw,ZHENG Pu (USA),TIO Nicholas (USA),,,4 - 1,11:9 9:11 11:5 11:6 11:6,ZHENG Pu,2016
US Open Las Vegas 2016,2016-12-12,MENG Zixiang,SHAH Manush,USA,IND,4,2,"7,11,11,11,9,11|11,8,9,5,11,4",R16,WTT_CONTENDER,U21MS,518,Main Draw,SHAH Manush (IND),MENG Zixiang (USA),,,2 - 4,11:7 8:11 9:11 5:11 11:9 4:11,MENG Zixiang,2016
US Open Las Vegas 2016,2016-12-12,ZHAO Zi Rui,LIU Victor,USA,USA,4,3,"8,11,11,11,8,9,11|11,5,9,7,11,11,6",R16,WTT_CONTENDER,U21MS,518,Main Draw,ZHAO Zi Rui (USA),LIU Victor (USA),,,4 - 3,8:11 11:5 11:9 11:7 8:11 9:11 11:6,ZHAO Zi Rui,2016
US Open Las Vegas 2016,2016-12-12,HAZIN Jeremy,KUMAR Nikhil,CAN,USA,4,2,"11,14,2,11,3,14|6,12,11,8,11,12",R16,WTT_CONTENDER,U21MS,518,Main Draw,HAZIN Jeremy (CAN),KUMAR Nikhil (USA),,,4 - 2,11:6 14:12 2:11 11:8 3:11 14:12,HAZIN Jeremy,2016
US Open Las Vegas 2016,2016-12-12,WEI Dianren,CHODRI Kunal,USA,USA,4,2,"11,7,11,11,11,11|13,11,5,6,4,7",R16,WTT_CONTENDER,U21MS,518,Main Draw,WEI Dianren (USA),CHODRI Kunal (USA),,,4 - 2,11:13 7:11 11:5 11:6 11:4 11:7,WEI Dianren,2016
US Open Las Vegas 2016,2016-12-12,ZHANG Kai,WAERSTAD Marcus,USA,NOR,4,1,"11,20,11,16,11|6,18,8,18,8",R16,WTT_CONTENDER,U21MS,518,Main Draw,WAERSTAD Marcus (NOR),ZHANG Kai (USA),,,1 - 4,6:11 18:20 8:11 18:16 8:11,ZHANG Kai,2016
US Open Las Vegas 2016,2016-12-12,JHA Kanak,TIAN Ye,USA,USA,4,2,"12,11,10,12,11,15|10,5,12,14,5,13",R16,WTT_CONTENDER,U21MS,518,Main Draw,TIAN Ye (USA),JHA Kanak (USA),,,2 - 4,10:12 5:11 12:10 14:12 5:11 13:15,JHA Kanak,2016
US Open Las Vegas 2016,2016-12-12,ZHENG Pu,KITAGUCHI Daisuke,USA,JPN,4,2,"4,11,9,11,11,11|11,7,11,6,7,9",QuarterFinal,WTT_CONTENDER,U21MS,518,Main Draw,KITAGUCHI Daisuke (JPN),ZHENG Pu (USA),,,2 - 4,11:4 7:11 11:9 6:11 7:11 9:11,ZHENG Pu,2016
US Open Las Vegas 2016,2016-12-12,ZHAO Zi Rui,MENG Zixiang,USA,USA,4,2,"6,11,11,11,8,11|11,4,7,7,11,8",QuarterFinal,WTT_CONTENDER,U21MS,518,Main Draw,MENG Zixiang (USA),ZHAO Zi Rui (USA),,,2 - 4,11:6 4:11 7:11 7:11 11:8 8:11,ZHAO Zi Rui,2016
US Open Las Vegas 2016,2016-12-12,WEI Dianren,HAZIN Jeremy,USA,CAN,4,1,"7,12,11,11,11|11,10,6,7,3",QuarterFinal,WTT_CONTENDER,U21MS,518,Main Draw,HAZIN Jeremy (CAN),WEI Dianren (USA),,,1 - 4,11:7 10:12 6:11 7:11 3:11,WEI Dianren,2016
US Open Las Vegas 2016,2016-12-12,ZHANG Kai,JHA Kanak,USA,USA,4,1,"11,11,5,11,11|4,5,11,9,8",QuarterFinal,WTT_CONTENDER,U21MS,518,Main Draw,ZHANG Kai (USA),JHA Kanak (USA),,,4 - 1,11:4 11:5 5:11 11:9 11:8,ZHANG Kai,2016
US Open Las Vegas 2016,2016-12-12,ZHAO Zi Rui,ZHENG Pu,USA,USA,4,2,"6,10,11,11,12,11|11,12,8,9,10,7",SemiFinal,WTT_CONTENDER,U21MS,518,Main Draw,ZHENG Pu (USA),ZHAO Zi Rui (USA),,,2 - 4,11:6 12:10 8:11 9:11 10:12 7:11,ZHAO Zi Rui,2016
US Open Las Vegas 2016,2016-12-12,WEI Dianren,ZHANG Kai,USA,USA,4,1,"12,9,11,11,11|10,11,7,9,9",SemiFinal,WTT_CONTENDER,U21MS,518,Main Draw,WEI Dianren (USA),ZHANG Kai (USA),,,4 - 1,12:10 9:11 11:7 11:9 11:9,WEI Dianren,2016
US Open Las Vegas 2016,2016-12-12,WEI Dianren,ZHAO Zi Rui,USA,USA,4,2,"11,8,7,11,11,11|8,11,11,7,9,4",Final,WTT_CONTENDER,U21MS,518,Main Draw,ZHAO Zi Rui (USA),WEI Dianren (USA),,,2 - 4,8:11 11:8 11:7 7:11 9:11 4:11,WEI Dianren,2016
US Open Las Vegas 2016,2016-12-12,KABASAWA Kae,XIONG Isabelle,JPN,CAN,3,0,"12,11,11|10,5,3",R32,WTT_CONTENDER,U21WS,518,Main Draw,KABASAWA Kae (JPN),XIONG Isabelle (CAN),,,3 - 0,12:10 11:5 11:3,KABASAWA Kae,2016
US Open Las Vegas 2016,2016-12-12,YANG Jingxu,DEB Ishana,CHN,USA,3,2,"8,11,10,11,11|11,6,12,7,8",R32,WTT_CONTENDER,U21WS,518,Main Draw,YANG Jingxu (CHN),DEB Ishana (USA),,,3 - 2,8:11 11:6 10:12 11:7 11:8,YANG Jingxu,2016
US Open Las Vegas 2016,2016-12-12,CHI Ge,CHU Isabel,CHN,USA,3,0,"11,11,15|7,8,13",R32,WTT_CONTENDER,U21WS,518,Main Draw,CHU Isabel (USA),CHI Ge (CHN),,,0 - 3,7:11 8:11 13:15,CHI Ge,2016
US Open Las Vegas 2016,2016-12-12,NAGAO Takako,XU Joyce,JPN,CAN,3,0,"11,11,11|2,4,6",R32,WTT_CONTENDER,U21WS,518,Main Draw,XU Joyce (CAN),NAGAO Takako (JPN),,,0 - 3,2:11 4:11 6:11,NAGAO Takako,2016
US Open Las Vegas 2016,2016-12-12,KABASAWA Kae,DIAZ Adriana,JPN,PUR,4,2,"10,7,11,13,11,11|12,11,6,11,6,5",R16,WTT_CONTENDER,U21WS,518,Main Draw,DIAZ Adriana (PUR),KABASAWA Kae (JPN),,,2 - 4,12:10 11:7 6:11 11:13 6:11 5:11,KABASAWA Kae,2016
US Open Las Vegas 2016,2016-12-12,MARUTHAPANDIAN Lavanya,SANTEK Leona,USA,CRO,4,2,"9,11,8,11,11,11|11,8,11,3,8,4",R16,WTT_CONTENDER,U21WS,518,Main Draw,MARUTHAPANDIAN Lavanya (USA),SANTEK Leona (CRO),,,4 - 2,9:11 11:8 8:11 11:3 11:8 11:4,MARUTHAPANDIAN Lavanya,2016
US Open Las Vegas 2016,2016-12-12,FRANOVIC Karla,ACKERMAN Esther,CRO,USA,4,3,"4,14,11,11,11,11,11|11,16,8,13,7,6,5",R16,WTT_CONTENDER,U21WS,518,Main Draw,FRANOVIC Karla (CRO),ACKERMAN Esther (USA),,,4 - 3,4:11 14:16 11:8 11:13 11:7 11:6 11:5,FRANOVIC Karla,2016
US Open Las Vegas 2016,2016-12-12,YANG Jingxu,BRITO Eva,CHN,DOM,4,0,"11,11,11,11|4,3,7,5",R16,WTT_CONTENDER,U21WS,518,Main Draw,YANG Jingxu (CHN),BRITO Eva (DOM),,,4 - 0,11:4 11:3 11:7 11:5,YANG Jingxu,2016
US Open Las Vegas 2016,2016-12-12,CHI Ge,PAVLOVIC Andrea,CHN,CRO,4,1,"11,14,11,11,11|4,16,7,7,4",R16,WTT_CONTENDER,U21WS,518,Main Draw,PAVLOVIC Andrea (CRO),CHI Ge (CHN),,,1 - 4,4:11 16:14 7:11 7:11 4:11,CHI Ge,2016
US Open Las Vegas 2016,2016-12-12,SUN Chen,YANG Grace,CHN,USA,4,0,"11,11,12,11|3,4,10,4",R16,WTT_CONTENDER,U21WS,518,Main Draw,SUN Chen (CHN),YANG Grace (USA),,,4 - 0,11:3 11:4 12:10 11:4,SUN Chen,2016
US Open Las Vegas 2016,2016-12-12,ZHANG Yanfang,NIETO Janina,USA,PER,4,0,"11,11,11,11|2,4,5,5",R16,WTT_CONTENDER,U21WS,518,Main Draw,NIETO Janina (PER),ZHANG Yanfang (USA),,,0 - 4,2:11 4:11 5:11 5:11,ZHANG Yanfang,2016
US Open Las Vegas 2016,2016-12-12,NAGAO Takako,DIAZ Melanie,JPN,PUR,4,1,"11,11,11,10,11|6,5,5,12,8",R16,WTT_CONTENDER,U21WS,518,Main Draw,NAGAO Takako (JPN),DIAZ Melanie (PUR),,,4 - 1,11:6 11:5 11:5 10:12 11:8,NAGAO Takako,2016
US Open Las Vegas 2016,2016-12-12,KABASAWA Kae,MARUTHAPANDIAN Lavanya,JPN,USA,4,0,"11,11,11,12|8,4,7,10",QuarterFinal,WTT_CONTENDER,U21WS,518,Main Draw,KABASAWA Kae (JPN),MARUTHAPANDIAN Lavanya (USA),,,4 - 0,11:8 11:4 11:7 12:10,KABASAWA Kae,2016
US Open Las Vegas 2016,2016-12-12,YANG Jingxu,FRANOVIC Karla,CHN,CRO,4,0,"14,11,11,11|12,9,2,5",QuarterFinal,WTT_CONTENDER,U21WS,518,Main Draw,FRANOVIC Karla (CRO),YANG Jingxu (CHN),,,0 - 4,12:14 9:11 2:11 5:11,YANG Jingxu,2016
US Open Las Vegas 2016,2016-12-12,CHI Ge,SUN Chen,CHN,CHN,4,2,"6,15,11,11,8,11|11,13,6,8,11,9",QuarterFinal,WTT_CONTENDER,U21WS,518,Main Draw,CHI Ge (CHN),SUN Chen (CHN),,,4 - 2,6:11 15:13 11:6 11:8 8:11 11:9,CHI Ge,2016
US Open Las Vegas 2016,2016-12-12,NAGAO Takako,ZHANG Yanfang,JPN,USA,4,0,"11,11,11,11|9,9,9,9",QuarterFinal,WTT_CONTENDER,U21WS,518,Main Draw,ZHANG Yanfang (USA),NAGAO Takako (JPN),,,0 - 4,9:11 9:11 9:11 9:11,NAGAO Takako,2016
US Open Las Vegas 2016,2016-12-12,KABASAWA Kae,YANG Jingxu,JPN,CHN,4,0,"11,11,11,11|8,5,7,7",SemiFinal,WTT_CONTENDER,U21WS,518,Main Draw,KABASAWA Kae (JPN),YANG Jingxu (CHN),,,4 - 0,11:8 11:5 11:7 11:7,KABASAWA Kae,2016
US Open Las Vegas 2016,2016-12-12,NAGAO Takako,CHI Ge,JPN,CHN,4,3,"14,12,11,9,11,8,11|16,10,8,11,8,11,8",SemiFinal,WTT_CONTENDER,U21WS,518,Main Draw,CHI Ge (CHN),NAGAO Takako (JPN),,,3 - 4,16:14 10:12 8:11 11:9 8:11 11:8 8:11,NAGAO Takako,2016
US Open Las Vegas 2016,2016-12-12,NAGAO Takako,KABASAWA Kae,JPN,JPN,4,0,"11,14,11,11|8,12,7,7",Final,WTT_CONTENDER,U21WS,518,Main Draw,KABASAWA Kae (JPN),NAGAO Takako (JPN),,,0 - 4,8:11 12:14 7:11 7:11,NAGAO Takako,2016
