tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
Pro Tour Grand Finals Stockholm 2002,2002-12-12,MA Lin,SMIRNOV Alexey,CHN,RUS,4,2,"11,11,5,11,1,11|9,7,11,9,11,4",R16,GRAND_SLAM,MS,1509,Main Draw,MA Lin (CHN),SMIRNOV Alexey (RUS),,,4 - 2,11:9 11:7 5:11 11:9 1:11 11:4,MA Lin,2002
Danish Open Farum 2002,2002-11-21,TOKIC Bojan,JUZBASIC Ivan,SLO,CRO,4,0,"12,11,11,11|10,4,7,2",3,GRAND_SLAM,MS,1508,Qualification,TOKIC Bojan (SLO),JUZBASIC Ivan (CRO),,,4 - 0,12:10 11:4 11:7 11:2,TOKIC Bojan,2002
Danish Open Farum 2002,2002-11-21,SIMONCIK Josef,STENBERG Marten,CZE,SWE,4,0,"11,12,11,11|9,10,8,9",,GRAND_SLAM,MS,1508,Qualification,SIMONCIK Josef (CZE),STENBERG Marten (SWE),,,0 - 4,9:11 10:12 8:11 9:11,SIMONCIK Josef,2002
Danish Open Farum 2002,2002-11-21,GARDOS Robert,SIMONCIK Josef,AUT,CZE,4,1,"11,11,11,7,11|9,5,7,11,9",QR2,GRAND_SLAM,MS,1508,Qualification,GARDOS Robert (AUT),SIMONCIK Josef (CZE),,,4 - 1,11:9 11:5 11:7 7:11 11:9,GARDOS Robert,2002
Danish Open Farum 2002,2002-11-21,GARDOS Robert,STENBERG Marten,AUT,SWE,4,2,"4,5,11,11,13,12|11,11,6,6,11,10",3,GRAND_SLAM,MS,1508,Qualification,GARDOS Robert (AUT),STENBERG Marten (SWE),,,4 - 2,4:11 5:11 11:6 11:6 13:11 12:10,GARDOS Robert,2002
Danish Open Farum 2002,2002-11-21,SVENSSON Robert,KAUCKY Petr,SWE,CZE,4,2,"3,11,11,3,11,11|11,6,5,11,6,5",,GRAND_SLAM,MS,1508,Qualification,SVENSSON Robert (SWE),KAUCKY Petr (CZE),,,4 - 2,3:11 11:6 11:5 3:11 11:6 11:5,SVENSSON Robert,2002
Danish Open Farum 2002,2002-11-21,FEJER-KONNERTH Zoltan,KAUCKY Petr,GER,CZE,4,1,"11,11,11,1,11|5,4,6,11,5",QR2,GRAND_SLAM,MS,1508,Qualification,FEJER-KONNERTH Zoltan (GER),KAUCKY Petr (CZE),,,4 - 1,11:5 11:4 11:6 1:11 11:5,FEJER-KONNERTH Zoltan,2002
Danish Open Farum 2002,2002-11-21,FEJER-KONNERTH Zoltan,SVENSSON Robert,GER,SWE,4,1,"11,11,11,11,11|2,3,6,13,7",3,GRAND_SLAM,MS,1508,Qualification,FEJER-KONNERTH Zoltan (GER),SVENSSON Robert (SWE),,,4 - 1,11:2 11:3 11:6 11:13 11:7,FEJER-KONNERTH Zoltan,2002
Danish Open Farum 2002,2002-11-21,FADEEV Evgeny,FYNSK Daniel,RUS,DEN,4,1,"11,11,11,3,12|7,5,5,11,10",,GRAND_SLAM,MS,1508,Qualification,FADEEV Evgeny (RUS),FYNSK Daniel (DEN),,,4 - 1,11:7 11:5 11:5 3:11 12:10,FADEEV Evgeny,2002
Danish Open Farum 2002,2002-11-21,NILSSON Peter,FYNSK Daniel,SWE,DEN,4,2,"11,11,10,7,13,11|5,4,12,11,11,5",QR2,GRAND_SLAM,MS,1508,Qualification,NILSSON Peter (SWE),FYNSK Daniel (DEN),,,4 - 2,11:5 11:4 10:12 7:11 13:11 11:5,NILSSON Peter,2002
Danish Open Farum 2002,2002-11-21,FADEEV Evgeny,NILSSON Peter,RUS,SWE,4,3,"11,11,6,5,11,7,11|9,8,11,11,7,11,7",3,GRAND_SLAM,MS,1508,Qualification,FADEEV Evgeny (RUS),NILSSON Peter (SWE),,,3 - 4,9:11 8:11 11:6 11:5 7:11 11:7 7:11,FADEEV Evgeny,2002
Danish Open Farum 2002,2002-11-21,KISHIKAWA Seiya,JENSEN Stephan,JPN,DEN,4,0,"11,11,11,11|3,3,4,6",,GRAND_SLAM,MS,1508,Qualification,KISHIKAWA Seiya (JPN),JENSEN Stephan (DEN),,,4 - 0,11:3 11:3 11:4 11:6,KISHIKAWA Seiya,2002
Danish Open Farum 2002,2002-11-21,VARIN Eric,JENSEN Stephan,FRA,DEN,4,0,"11,11,11,11|4,5,7,5",QR2,GRAND_SLAM,MS,1508,Qualification,VARIN Eric (FRA),JENSEN Stephan (DEN),,,4 - 0,11:4 11:5 11:7 11:5,VARIN Eric,2002
Danish Open Farum 2002,2002-11-21,VARIN Eric,KISHIKAWA Seiya,FRA,JPN,4,2,"11,11,10,4,11,11|6,9,12,11,6,8",3,GRAND_SLAM,MS,1508,Qualification,VARIN Eric (FRA),KISHIKAWA Seiya (JPN),,,4 - 2,11:6 11:9 10:12 4:11 11:6 11:8,VARIN Eric,2002
Danish Open Farum 2002,2002-11-21,OMORI Takahiro,RASMUSSEN Claus,JPN,DEN,4,1,"11,13,11,9,11|8,11,5,11,7",,GRAND_SLAM,MS,1508,Qualification,OMORI Takahiro (JPN),RASMUSSEN Claus (DEN),,,4 - 1,11:8 13:11 11:5 9:11 11:7,OMORI Takahiro,2002
Danish Open Farum 2002,2002-11-21,ZOOGLING Mikael,RASMUSSEN Claus,SWE,DEN,4,1,"7,11,11,11,12|11,8,2,7,10",QR2,GRAND_SLAM,MS,1508,Qualification,ZOOGLING Mikael (SWE),RASMUSSEN Claus (DEN),,,4 - 1,7:11 11:8 11:2 11:7 12:10,ZOOGLING Mikael,2002
Danish Open Farum 2002,2002-11-21,ZOOGLING Mikael,OMORI Takahiro,SWE,JPN,4,0,"11,11,11,12|8,8,3,10",3,GRAND_SLAM,MS,1508,Qualification,ZOOGLING Mikael (SWE),OMORI Takahiro (JPN),,,4 - 0,11:8 11:8 11:3 12:10,ZOOGLING Mikael,2002
Danish Open Farum 2002,2002-11-21,ASAMOAH Cyprian,SKOVSEN Mads,SWE,DEN,4,0,"11,11,11,12|9,9,9,10",,GRAND_SLAM,MS,1508,Qualification,ASAMOAH Cyprian (SWE),SKOVSEN Mads (DEN),,,4 - 0,11:9 11:9 11:9 12:10,ASAMOAH Cyprian,2002
Danish Open Farum 2002,2002-11-21,DAUS David,SKOVSEN Mads,GER,DEN,4,1,"11,14,11,11,11|4,16,3,4,7",QR2,GRAND_SLAM,MS,1508,Qualification,DAUS David (GER),SKOVSEN Mads (DEN),,,4 - 1,11:4 14:16 11:3 11:4 11:7,DAUS David,2002
Danish Open Farum 2002,2002-11-21,DAUS David,ASAMOAH Cyprian,GER,SWE,4,2,"11,11,11,7,7,11|4,9,6,11,11,6",3,GRAND_SLAM,MS,1508,Qualification,DAUS David (GER),ASAMOAH Cyprian (SWE),,,4 - 2,11:4 11:9 11:6 7:11 7:11 11:6,DAUS David,2002
Danish Open Farum 2002,2002-11-21,HOGSBERG Kim,BOISARD Jean-Sebastien,DEN,FRA,4,3,"11,9,15,11,11,3,11|5,11,13,4,13,11,2",,GRAND_SLAM,MS,1508,Qualification,HOGSBERG Kim (DEN),BOISARD Jean-Sebastien (FRA),,,4 - 3,11:5 9:11 15:13 11:4 11:13 3:11 11:2,HOGSBERG Kim,2002
Danish Open Farum 2002,2002-11-21,STENBERG Mattias,BOISARD Jean-Sebastien,SWE,FRA,4,1,"17,11,10,11,11|15,9,12,6,9",QR2,GRAND_SLAM,MS,1508,Qualification,STENBERG Mattias (SWE),BOISARD Jean-Sebastien (FRA),,,4 - 1,17:15 11:9 10:12 11:6 11:9,STENBERG Mattias,2002
Danish Open Farum 2002,2002-11-21,STENBERG Mattias,HOGSBERG Kim,SWE,DEN,4,1,"5,12,11,13,11|11,10,4,11,2",3,GRAND_SLAM,MS,1508,Qualification,STENBERG Mattias (SWE),HOGSBERG Kim (DEN),,,4 - 1,5:11 12:10 11:4 13:11 11:2,STENBERG Mattias,2002
Danish Open Farum 2002,2002-11-21,GONZALES Raymond,NIELSEN Christian,NOR,DEN,4,0,"11,11,11,11|7,3,7,9",,GRAND_SLAM,MS,1508,Qualification,GONZALES Raymond (NOR),NIELSEN Christian (DEN),,,4 - 0,11:7 11:3 11:7 11:9,GONZALES Raymond,2002
Danish Open Farum 2002,2002-11-21,CABESTANY Cedrik,NIELSEN Christian,FRA,DEN,4,0,"11,11,11,11|7,5,9,6",QR2,GRAND_SLAM,MS,1508,Qualification,CABESTANY Cedrik (FRA),NIELSEN Christian (DEN),,,4 - 0,11:7 11:5 11:9 11:6,CABESTANY Cedrik,2002
Danish Open Farum 2002,2002-11-21,CABESTANY Cedrik,GONZALES Raymond,FRA,NOR,4,0,"11,11,11,11|4,5,9,7",3,GRAND_SLAM,MS,1508,Qualification,CABESTANY Cedrik (FRA),GONZALES Raymond (NOR),,,4 - 0,11:4 11:5 11:9 11:7,CABESTANY Cedrik,2002
Danish Open Farum 2002,2002-11-21,SURBEK Dragutin,ASMUSSEN Jakob,CRO,DEN,4,0,"11,11,11,11|9,7,6,7",,GRAND_SLAM,MS,1508,Qualification,SURBEK Dragutin (CRO),ASMUSSEN Jakob (DEN),,,4 - 0,11:9 11:7 11:6 11:7,SURBEK Dragutin,2002
Danish Open Farum 2002,2002-11-21,NILSSON Stefan,ASMUSSEN Jakob,SWE,DEN,4,0,"11,11,11,11|5,7,7,6",QR2,GRAND_SLAM,MS,1508,Qualification,NILSSON Stefan (SWE),ASMUSSEN Jakob (DEN),,,4 - 0,11:5 11:7 11:7 11:6,NILSSON Stefan,2002
Danish Open Farum 2002,2002-11-21,NILSSON Stefan,SURBEK Dragutin,SWE,CRO,4,1,"11,10,11,11,11|6,12,4,5,3",3,GRAND_SLAM,MS,1508,Qualification,NILSSON Stefan (SWE),SURBEK Dragutin (CRO),,,4 - 1,11:6 10:12 11:4 11:5 11:3,NILSSON Stefan,2002
Danish Open Farum 2002,2002-11-21,MONTEIRO Joao,JESPERSEN Rasmus,POR,DEN,4,0,"11,12,11,11|9,10,5,5",,GRAND_SLAM,MS,1508,Qualification,MONTEIRO Joao (POR),JESPERSEN Rasmus (DEN),,,4 - 0,11:9 12:10 11:5 11:5,MONTEIRO Joao,2002
Danish Open Farum 2002,2002-11-21,SANADA Koji,JESPERSEN Rasmus,JPN,DEN,4,0,"11,11,11,14|8,7,8,12",QR2,GRAND_SLAM,MS,1508,Qualification,SANADA Koji (JPN),JESPERSEN Rasmus (DEN),,,4 - 0,11:8 11:7 11:8 14:12,SANADA Koji,2002
Danish Open Farum 2002,2002-11-21,SANADA Koji,MONTEIRO Joao,JPN,POR,4,2,"9,11,13,11,7,13|11,9,11,9,11,11",3,GRAND_SLAM,MS,1508,Qualification,SANADA Koji (JPN),MONTEIRO Joao (POR),,,4 - 2,9:11 11:9 13:11 11:9 7:11 13:11,SANADA Koji,2002
Danish Open Farum 2002,2002-11-21,JOVER Sebastien,PETERSEN Christoffer,FRA,DEN,4,1,"11,11,9,11,11|6,7,11,2,6",QR2,GRAND_SLAM,MS,1508,Qualification,JOVER Sebastien (FRA),PETERSEN Christoffer (DEN),,,4 - 1,11:6 11:7 9:11 11:2 11:6,JOVER Sebastien,2002
Danish Open Farum 2002,2002-11-21,GERELL Par,GORAK Daniel,SWE,POL,4,1,"11,13,11,6,11|8,11,7,11,7",,GRAND_SLAM,MS,1508,Qualification,GERELL Par (SWE),GORAK Daniel (POL),,,1 - 4,8:11 11:13 7:11 11:6 7:11,GERELL Par,2002
Danish Open Farum 2002,2002-11-21,MOLDOVAN Istvan,GERELL Par,NOR,SWE,4,0,"11,11,11,14|3,8,6,12",QR2,GRAND_SLAM,MS,1508,Qualification,MOLDOVAN Istvan (NOR),GERELL Par (SWE),,,4 - 0,11:3 11:8 11:6 14:12,MOLDOVAN Istvan,2002
Danish Open Farum 2002,2002-11-21,GORAK Daniel,MOLDOVAN Istvan,POL,NOR,4,2,"11,11,9,10,11,11|3,8,11,12,7,8",3,GRAND_SLAM,MS,1508,Qualification,GORAK Daniel (POL),MOLDOVAN Istvan (NOR),,,2 - 4,3:11 8:11 11:9 12:10 7:11 8:11,GORAK Daniel,2002
Danish Open Farum 2002,2002-11-21,ROSVALL Henrik,BOBOCICA Mihai,SWE,ITA,4,1,"11,11,11,5,11|8,8,6,11,8",,GRAND_SLAM,MS,1508,Qualification,ROSVALL Henrik (SWE),BOBOCICA Mihai (ITA),,,4 - 1,11:8 11:8 11:6 5:11 11:8,ROSVALL Henrik,2002
Danish Open Farum 2002,2002-11-21,BOBOCICA Mihai,CLOSSET Marc,ITA,BEL,4,1,"14,11,11,10,11|12,9,5,12,9",QR2,GRAND_SLAM,MS,1508,Qualification,BOBOCICA Mihai (ITA),CLOSSET Marc (BEL),,,1 - 4,12:14 9:11 5:11 12:10 9:11,BOBOCICA Mihai,2002
Danish Open Farum 2002,2002-11-21,ROSVALL Henrik,CLOSSET Marc,SWE,BEL,4,2,"10,11,11,11,5,11|12,4,6,5,11,2",3,GRAND_SLAM,MS,1508,Qualification,ROSVALL Henrik (SWE),CLOSSET Marc (BEL),,,2 - 4,12:10 4:11 6:11 5:11 11:5 2:11,ROSVALL Henrik,2002
Danish Open Farum 2002,2002-11-21,PAVELKA Tomas,ANDERSSON Joakim,CZE,SWE,4,0,"11,11,12,11|5,4,10,7",QR2,GRAND_SLAM,MS,1508,Qualification,PAVELKA Tomas (CZE),ANDERSSON Joakim (SWE),,,4 - 0,11:5 11:4 12:10 11:7,PAVELKA Tomas,2002
Danish Open Farum 2002,2002-11-21,VOZICKY Bohumil,SABATINO Daniele,CZE,ITA,4,1,"11,7,11,11,11|5,11,7,6,6",,GRAND_SLAM,MS,1508,Qualification,VOZICKY Bohumil (CZE),SABATINO Daniele (ITA),,,4 - 1,11:5 7:11 11:7 11:6 11:6,VOZICKY Bohumil,2002
Danish Open Farum 2002,2002-11-21,SORENSEN Mads,SABATINO Daniele,DEN,ITA,4,1,"11,11,11,9,11|4,5,6,11,8",QR2,GRAND_SLAM,MS,1508,Qualification,SORENSEN Mads (DEN),SABATINO Daniele (ITA),,,4 - 1,11:4 11:5 11:6 9:11 11:8,SORENSEN Mads,2002
Danish Open Farum 2002,2002-11-21,SORENSEN Mads,VOZICKY Bohumil,DEN,CZE,4,2,"7,5,11,11,11,13|11,11,8,6,9,11",3,GRAND_SLAM,MS,1508,Qualification,SORENSEN Mads (DEN),VOZICKY Bohumil (CZE),,,4 - 2,7:11 5:11 11:8 11:6 11:9 13:11,SORENSEN Mads,2002
Danish Open Farum 2002,2002-11-21,ARAI Shu,GOUVEIA Vitor,JPN,POR,4,0,"15,11,11,11|13,8,4,8",,GRAND_SLAM,MS,1508,Qualification,ARAI Shu (JPN),GOUVEIA Vitor (POR),,,4 - 0,15:13 11:8 11:4 11:8,ARAI Shu,2002
Danish Open Farum 2002,2002-11-21,KRCIL Frantisek,GOUVEIA Vitor,CZE,POR,4,0,"11,11,11,11|7,8,4,6",QR2,GRAND_SLAM,MS,1508,Qualification,KRCIL Frantisek (CZE),GOUVEIA Vitor (POR),,,4 - 0,11:7 11:8 11:4 11:6,KRCIL Frantisek,2002
Danish Open Farum 2002,2002-11-21,ARAI Shu,KRCIL Frantisek,JPN,CZE,4,3,"8,11,11,10,8,11,11|11,5,8,12,11,5,4",3,GRAND_SLAM,MS,1508,Qualification,ARAI Shu (JPN),KRCIL Frantisek (CZE),,,3 - 4,11:8 5:11 8:11 12:10 11:8 5:11 4:11,ARAI Shu,2002
Danish Open Farum 2002,2002-11-21,KOSOWSKI Jakub,HENRIQUES Nuno,POL,POR,4,0,"11,11,11,11|9,9,5,8",,GRAND_SLAM,MS,1508,Qualification,KOSOWSKI Jakub (POL),HENRIQUES Nuno (POR),,,4 - 0,11:9 11:9 11:5 11:8,KOSOWSKI Jakub,2002
Danish Open Farum 2002,2002-11-21,KUZMIN Fedor,HENRIQUES Nuno,RUS,POR,4,1,"11,11,11,11,11|4,2,13,6,8",QR2,GRAND_SLAM,MS,1508,Qualification,KUZMIN Fedor (RUS),HENRIQUES Nuno (POR),,,4 - 1,11:4 11:2 11:13 11:6 11:8,KUZMIN Fedor,2002
Danish Open Farum 2002,2002-11-21,KOSOWSKI Jakub,KUZMIN Fedor,POL,RUS,4,1,"8,18,11,13,11|11,16,8,11,9",3,GRAND_SLAM,MS,1508,Qualification,KOSOWSKI Jakub (POL),KUZMIN Fedor (RUS),,,1 - 4,11:8 16:18 8:11 11:13 9:11,KOSOWSKI Jakub,2002
Danish Open Farum 2002,2002-11-21,QUENTEL Dorian,KRUTOV Andrei,FRA,RUS,4,0,"18,11,11,11|16,6,8,4",,GRAND_SLAM,MS,1508,Qualification,QUENTEL Dorian (FRA),KRUTOV Andrei (RUS),,,4 - 0,18:16 11:6 11:8 11:4,QUENTEL Dorian,2002
Danish Open Farum 2002,2002-11-21,SAKAMOTO Ryusuke,KRUTOV Andrei,JPN,RUS,4,1,"7,14,11,11,11|11,12,9,4,9",QR2,GRAND_SLAM,MS,1508,Qualification,SAKAMOTO Ryusuke (JPN),KRUTOV Andrei (RUS),,,4 - 1,7:11 14:12 11:9 11:4 11:9,SAKAMOTO Ryusuke,2002
Danish Open Farum 2002,2002-11-21,QUENTEL Dorian,SAKAMOTO Ryusuke,FRA,JPN,4,3,"11,9,7,11,11,5,11|6,11,11,1,6,11,2",3,GRAND_SLAM,MS,1508,Qualification,QUENTEL Dorian (FRA),SAKAMOTO Ryusuke (JPN),,,3 - 4,6:11 11:9 11:7 1:11 6:11 11:5 2:11,QUENTEL Dorian,2002
Danish Open Farum 2002,2002-11-21,MA Lin,CABESTANY Cedrik,CHN,FRA,4,0,"11,11,11,11|9,4,6,6",R64,GRAND_SLAM,MS,1508,Main Draw,MA Lin (CHN),CABESTANY Cedrik (FRA),,,4 - 0,11:9 11:4 11:6 11:6,MA Lin,2002
Danish Open Farum 2002,2002-11-21,BENTSEN Allan,CARNEROS Alfredo,DEN,ESP,4,1,"12,11,11,9,11|10,2,8,11,6",R64,GRAND_SLAM,MS,1508,Main Draw,BENTSEN Allan (DEN),CARNEROS Alfredo (ESP),,,1 - 4,10:12 2:11 8:11 11:9 6:11,BENTSEN Allan,2002
Danish Open Farum 2002,2002-11-21,CRISAN Adrian,STEPANEK David,ROU,CZE,4,0,"11,11,11,11|2,8,6,5",R64,GRAND_SLAM,MS,1508,Main Draw,CRISAN Adrian (ROU),STEPANEK David (CZE),,,4 - 0,11:2 11:8 11:6 11:5,CRISAN Adrian,2002
Danish Open Farum 2002,2002-11-21,BLASZCZYK Lucjan,SORENSEN Mads,POL,DEN,4,2,"11,11,10,11,4,11|7,9,12,8,11,9",R64,GRAND_SLAM,MS,1508,Main Draw,BLASZCZYK Lucjan (POL),SORENSEN Mads (DEN),,,2 - 4,7:11 9:11 12:10 8:11 11:4 9:11,BLASZCZYK Lucjan,2002
Danish Open Farum 2002,2002-11-21,CHILA Patrick,MOLDOVAN Istvan,FRA,NOR,4,3,"12,7,11,8,12,11,11|10,11,8,11,14,7,3",R64,GRAND_SLAM,MS,1508,Main Draw,CHILA Patrick (FRA),MOLDOVAN Istvan (NOR),,,4 - 3,12:10 7:11 11:8 8:11 12:14 11:7 11:3,CHILA Patrick,2002
Danish Open Farum 2002,2002-11-21,TASAKI Toshio,TOSIC Roko,JPN,CRO,4,1,"11,11,10,11,11|4,9,12,8,7",R64,GRAND_SLAM,MS,1508,Main Draw,TASAKI Toshio (JPN),TOSIC Roko (CRO),,,1 - 4,4:11 9:11 12:10 8:11 7:11,TASAKI Toshio,2002
Danish Open Farum 2002,2002-11-21,TANG Peng,DELOBBE Damien,HKG,BEL,4,1,"11,11,11,8,13|6,5,2,11,11",R64,GRAND_SLAM,MS,1508,Main Draw,TANG Peng (HKG),DELOBBE Damien (BEL),,,4 - 1,11:6 11:5 11:2 8:11 13:11,TANG Peng,2002
Danish Open Farum 2002,2002-11-21,RYU Seungmin,LUCESOLI Francesco,KOR,ITA,4,0,"11,11,12,11|4,8,10,5",R64,GRAND_SLAM,MS,1508,Main Draw,RYU Seungmin (KOR),LUCESOLI Francesco (ITA),,,0 - 4,4:11 8:11 10:12 5:11,RYU Seungmin,2002
Danish Open Farum 2002,2002-11-21,OH Sangeun,JOVER Sebastien,KOR,FRA,4,0,"11,11,11,11|7,8,5,6",R64,GRAND_SLAM,MS,1508,Main Draw,OH Sangeun (KOR),JOVER Sebastien (FRA),,,4 - 0,11:7 11:8 11:5 11:6,OH Sangeun,2002
Danish Open Farum 2002,2002-11-21,TOKIC Bojan,KRZESZEWSKI Tomasz,SLO,POL,4,1,"11,11,11,9,12|7,7,7,11,10",R64,GRAND_SLAM,MS,1508,Main Draw,TOKIC Bojan (SLO),KRZESZEWSKI Tomasz (POL),,,4 - 1,11:7 11:7 11:7 9:11 12:10,TOKIC Bojan,2002
Danish Open Farum 2002,2002-11-21,MANSSON Magnus,DAUS David,SWE,GER,4,3,"7,13,9,11,11,5,11|11,11,11,8,3,11,8",R64,GRAND_SLAM,MS,1508,Main Draw,MANSSON Magnus (SWE),DAUS David (GER),,,4 - 3,7:11 13:11 9:11 11:8 11:3 5:11 11:8,MANSSON Magnus,2002
Danish Open Farum 2002,2002-11-21,KARLSSON Peter,GONZALES Raymond,SWE,NOR,4,0,"11,11,11,11|9,6,6,7",R64,GRAND_SLAM,MS,1508,Main Draw,KARLSSON Peter (SWE),GONZALES Raymond (NOR),,,0 - 4,9:11 6:11 6:11 7:11,KARLSSON Peter,2002
Danish Open Farum 2002,2002-11-21,ELOI Damien,ARAI Shu,FRA,JPN,4,3,"11,11,7,6,11,4,11|9,7,11,11,4,11,6",R64,GRAND_SLAM,MS,1508,Main Draw,ELOI Damien (FRA),ARAI Shu (JPN),,,4 - 3,11:9 11:7 7:11 6:11 11:4 4:11 11:6,ELOI Damien,2002
Danish Open Farum 2002,2002-11-21,GRUJIC Slobodan,TUGWELL Finn,SRB,DEN,4,2,"11,7,11,11,1,11|3,11,3,8,11,9",R64,GRAND_SLAM,MS,1508,Main Draw,GRUJIC Slobodan (SRB),TUGWELL Finn (DEN),,,2 - 4,3:11 11:7 3:11 8:11 11:1 9:11,GRUJIC Slobodan,2002
Danish Open Farum 2002,2002-11-21,KARAKASEVIC Aleksandar,NILSSON Stefan,SRB,SWE,4,0,"11,11,13,11|6,9,11,3",R64,GRAND_SLAM,MS,1508,Main Draw,KARAKASEVIC Aleksandar (SRB),NILSSON Stefan (SWE),,,4 - 0,11:6 11:9 13:11 11:3,KARAKASEVIC Aleksandar,2002
Danish Open Farum 2002,2002-11-21,SCHLAGER Werner,BRATANOV Martin,AUT,BEL,4,0,"11,11,11,11|6,5,6,8",R64,GRAND_SLAM,MS,1508,Main Draw,SCHLAGER Werner (AUT),BRATANOV Martin (BEL),,,0 - 4,6:11 5:11 6:11 8:11,SCHLAGER Werner,2002
Danish Open Farum 2002,2002-11-21,BOLL Timo,VARIN Eric,GER,FRA,4,3,"11,11,4,8,11,16,11|8,7,11,11,3,18,5",R64,GRAND_SLAM,MS,1508,Main Draw,BOLL Timo (GER),VARIN Eric (FRA),,,4 - 3,11:8 11:7 4:11 8:11 11:3 16:18 11:5,BOLL Timo,2002
Danish Open Farum 2002,2002-11-21,QIN Zhijian,YUZAWA Ryo,CHN,JPN,4,2,"11,11,10,12,8,13|8,6,12,10,11,11",R64,GRAND_SLAM,MS,1508,Main Draw,QIN Zhijian (CHN),YUZAWA Ryo (JPN),,,2 - 4,8:11 6:11 12:10 10:12 11:8 11:13,QIN Zhijian,2002
Danish Open Farum 2002,2002-11-21,SHMYREV Maxim,QUENTEL Dorian,RUS,FRA,4,2,"9,11,11,5,12,11|11,5,5,11,10,4",R64,GRAND_SLAM,MS,1508,Main Draw,SHMYREV Maxim (RUS),QUENTEL Dorian (FRA),,,4 - 2,9:11 11:5 11:5 5:11 12:10 11:4,SHMYREV Maxim,2002
Danish Open Farum 2002,2002-11-21,LEE Chulseung,FADEEV Evgeny,KOR,RUS,4,2,"12,12,11,10,9,11|10,10,6,12,11,4",R64,GRAND_SLAM,MS,1508,Main Draw,LEE Chulseung (KOR),FADEEV Evgeny (RUS),,,2 - 4,10:12 10:12 6:11 12:10 11:9 4:11,LEE Chulseung,2002
Danish Open Farum 2002,2002-11-21,WANG Jianfeng,HAKANSSON Fredrik,NOR,SWE,4,3,"5,11,10,11,11,5,11|11,9,12,8,7,11,6",R64,GRAND_SLAM,MS,1508,Main Draw,WANG Jianfeng (NOR),HAKANSSON Fredrik (SWE),,,3 - 4,11:5 9:11 12:10 8:11 7:11 11:5 6:11,WANG Jianfeng,2002
Danish Open Farum 2002,2002-11-21,LEGOUT Christophe,STENBERG Mattias,FRA,SWE,4,1,"12,8,11,11,11|10,11,8,8,7",R64,GRAND_SLAM,MS,1508,Main Draw,LEGOUT Christophe (FRA),STENBERG Mattias (SWE),,,1 - 4,10:12 11:8 8:11 8:11 7:11,LEGOUT Christophe,2002
Danish Open Farum 2002,2002-11-21,HIELSCHER Lars,PAVELKA Tomas,GER,CZE,4,2,"10,11,9,11,11,11|12,8,11,7,7,7",R64,GRAND_SLAM,MS,1508,Main Draw,HIELSCHER Lars (GER),PAVELKA Tomas (CZE),,,4 - 2,10:12 11:8 9:11 11:7 11:7 11:7,HIELSCHER Lars,2002
Danish Open Farum 2002,2002-11-21,KONG Linghui,MAZUNOV Dmitry,CHN,RUS,4,3,"11,11,9,16,8,7,11|8,1,11,14,11,11,6",R64,GRAND_SLAM,MS,1508,Main Draw,KONG Linghui (CHN),MAZUNOV Dmitry (RUS),,,3 - 4,8:11 1:11 11:9 14:16 11:8 11:7 6:11,KONG Linghui,2002
Danish Open Farum 2002,2002-11-21,HEISTER Danny,MONRAD Martin,NED,DEN,4,0,"11,11,11,11|7,5,6,4",R64,GRAND_SLAM,MS,1508,Main Draw,HEISTER Danny (NED),MONRAD Martin (DEN),,,4 - 0,11:7 11:5 11:6 11:4,HEISTER Danny,2002
Danish Open Farum 2002,2002-11-21,WOSIK Torben,ROSVALL Henrik,GER,SWE,4,3,"11,5,13,11,10,13,11|4,11,15,6,12,11,7",R64,GRAND_SLAM,MS,1508,Main Draw,WOSIK Torben (GER),ROSVALL Henrik (SWE),,,3 - 4,4:11 11:5 15:13 6:11 12:10 11:13 7:11,WOSIK Torben,2002
Danish Open Farum 2002,2002-11-21,WANG Jianjun,LAKEEV Vasily,CHN,RUS,4,3,"12,11,11,7,9,11,11|14,7,6,11,11,6,9",R64,GRAND_SLAM,MS,1508,Main Draw,WANG Jianjun (CHN),LAKEEV Vasily (RUS),,,4 - 3,12:14 11:7 11:6 7:11 9:11 11:6 11:9,WANG Jianjun,2002
Danish Open Farum 2002,2002-11-21,MAZE Michael,ZOOGLING Mikael,DEN,SWE,4,0,"13,11,11,11|11,6,7,9",R64,GRAND_SLAM,MS,1508,Main Draw,MAZE Michael (DEN),ZOOGLING Mikael (SWE),,,0 - 4,11:13 6:11 7:11 9:11,MAZE Michael,2002
Danish Open Farum 2002,2002-11-21,SMIRNOV Alexey,GARDOS Robert,RUS,AUT,4,0,"11,11,11,11|9,7,8,9",R64,GRAND_SLAM,MS,1508,Main Draw,SMIRNOV Alexey (RUS),GARDOS Robert (AUT),,,4 - 0,11:9 11:7 11:8 11:9,SMIRNOV Alexey,2002
Danish Open Farum 2002,2002-11-21,LUNDQVIST Jens,KOSOWSKI Jakub,SWE,POL,4,1,"11,11,11,10,11|1,4,6,12,9",R64,GRAND_SLAM,MS,1508,Main Draw,LUNDQVIST Jens (SWE),KOSOWSKI Jakub (POL),,,1 - 4,1:11 4:11 6:11 12:10 9:11,LUNDQVIST Jens,2002
