tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ACHANTA Sharath/GNANASEKARAN Sathiyan,LIND Anders/MAJOROS Bence,IND,DEN,3,0,"11,11,15|5,4,13",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,ACHANTA Sharath (IND) / GNANASEKARAN Sathiyan (IND),LIND Anders (DEN) / MAJOROS Bence (HUN),GNANASEKARAN Sathiyan (IND),MAJOROS Bence (HUN),3 - 0,11:5 11:4 15:13,ACHANTA Sharath,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,GARDOS Robert/HABESOHN Daniel,DIXON Xavier/LEE Yonghun,AUT,AUS,3,0,"11,11,11|8,6,5",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,GARDOS Robert (AUT) / HABESOHN Daniel (AUT),DIXON Xavier (AUS) / LEE Yonghun (AUS),HABESOHN Daniel (AUT),LEE Yonghun (AUS),3 - 0,11:8 11:6 11:5,GARDOS Robert,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DRAGOMAN Andreea/SAMARA Elizabeta,KUMAHARA Luca/TAKAHASHI Bruna,ROU,BRA,3,2,"11,11,8,7,11|6,6,11,11,9",R32,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,DRAGOMAN Andreea (ROU) / SAMARA Elizabeta (ROU),KUMAHARA Luca (BRA) / TAKAHASHI Bruna (BRA),SAMARA Elizabeta (ROU),TAKAHASHI Bruna (BRA),2 - 3,6:11 6:11 11:8 11:7 9:11,DRAGOMAN Andreea,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KIHARA Miyuu/NAGASAKI Miyu,GOI Rui Xuan/WONG Xin Ru,JPN,SGP,3,0,"11,11,11|3,4,4",R32,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,KIHARA Miyuu (JPN) / NAGASAKI Miyu (JPN),GOI Rui Xuan (SGP) / WONG Xin Ru (SGP),NAGASAKI Miyu (JPN),WONG Xin Ru (SGP),0 - 3,3:11 4:11 4:11,KIHARA Miyuu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Meng,SAWETTABUT Jinnipa,CHN,THA,4,0,"11,11,11,11|5,2,2,3",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,CHEN Meng (CHN),SAWETTABUT Jinnipa (THA),,,4 - 0,11:5 11:2 11:2 11:3,CHEN Meng,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JEON Jihee/SHIN Yubin,JEGER Mateja/MALOBABIC Ivana,KOR,CRO,3,0,"11,11,11|6,6,8",R32,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,JEON Jihee (KOR) / SHIN Yubin (KOR),JEGER Mateja (CRO) / MALOBABIC Ivana (CRO),SHIN Yubin (KOR),MALOBABIC Ivana (CRO),3 - 0,11:6 11:6 11:8,JEON Jihee,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JANG Woojin/LIM Jonghoon,AKKUZU Can/LEBESSON Emmanuel,KOR,FRA,3,2,"9,5,11,11,12|11,11,8,9,10",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),AKKUZU Can (FRA) / LEBESSON Emmanuel (FRA),LIM Jonghoon (KOR),LEBESSON Emmanuel (FRA),2 - 3,11:9 11:5 8:11 9:11 10:12,JANG Woojin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,BERGSTROM Linda/KALLBERG Christina,HO Tin-Tin/MISCHEK-COLUCCI Karoline,SWE,ENG,3,1,"12,11,8,11|10,4,11,7",R32,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,BERGSTROM Linda (SWE) / KALLBERG Christina (SWE),HO Tin-Tin (ENG) / MISCHEK-COLUCCI Karoline (AUT),KALLBERG Christina (SWE),MISCHEK-COLUCCI Karoline (AUT),1 - 3,10:12 4:11 11:8 7:11,BERGSTROM Linda,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LORENZO Santiago,LUM Nicholas,ARG,AUS,4,3,"8,11,11,6,7,11,11|11,7,9,11,11,9,6",R128,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LUM Nicholas (AUS),LORENZO Santiago (ARG),,,3 - 4,11:8 7:11 9:11 11:6 11:7 9:11 6:11,LORENZO Santiago,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,PANG Koen/WONG Xin Ru,ISHIY Vitor/TAKAHASHI Bruna,SGP,BRA,3,0,"11,11,11|5,7,3",R32,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,PANG Koen (SGP) / WONG Xin Ru (SGP),ISHIY Vitor (BRA) / TAKAHASHI Bruna (BRA),WONG Xin Ru (SGP),TAKAHASHI Bruna (BRA),3 - 0,11:5 11:7 11:3,PANG Koen,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WONG Chun Ting/DOO Hoi Kem,ECSEKI Nandor/MADARASZ Dora,HKG,HUN,3,2,"7,11,11,5,13|11,6,5,11,11",R32,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),ECSEKI Nandor (HUN) / MADARASZ Dora (HUN),DOO Hoi Kem (HKG),MADARASZ Dora (HUN),3 - 2,7:11 11:6 11:5 5:11 13:11,WONG Chun Ting,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,NAGASAKI Miyu,DIAZ Melanie,JPN,PUR,4,0,"11,11,11,11|0,0,0,0",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,DIAZ Melanie (PUR),NAGASAKI Miyu (JPN),,,0 - 4,0:11 0:11 0:11 0:11,NAGASAKI Miyu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MOREGARD Truls/KALLBERG Christina,PISTEJ Lubomir/VARADY Barbora,SWE,SVK,3,1,"11,11,6,11|5,5,11,6",R32,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,MOREGARD Truls (SWE) / KALLBERG Christina (SWE),PISTEJ Lubomir (SVK) / VARADY Barbora (SVK),KALLBERG Christina (SWE),VARADY Barbora (SVK),1 - 3,5:11 5:11 11:6 6:11,MOREGARD Truls,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LEE Sang Su,ACHANTA Sharath,KOR,IND,4,0,"11,13,11,12|4,11,8,10",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LEE Sang Su (KOR),ACHANTA Sharath (IND),,,4 - 0,11:4 13:11 11:8 12:10,LEE Sang Su,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIANG Jingkun,YOSHIMURA Maharu,CHN,JPN,4,1,"11,11,10,11,14|5,5,12,4,12",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LIANG Jingkun (CHN),YOSHIMURA Maharu (JPN),,,4 - 1,11:5 11:5 10:12 11:4 14:12,LIANG Jingkun,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DRAGOMAN Andreea,YILMAZ Ozge,ROU,TUR,4,0,"11,14,11,11|3,12,4,4",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,DRAGOMAN Andreea (ROU),YILMAZ Ozge (TUR),,,4 - 0,11:3 14:12 11:4 11:4,DRAGOMAN Andreea,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JORGIC Darko/POLANSKY Tomas,BOBOCICA Mihai/STOYANOV Niagol,SLO,ITA,3,0,"11,11,11|7,9,5",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,JORGIC Darko (SLO) / POLANSKY Tomas (CZE),BOBOCICA Mihai (ITA) / STOYANOV Niagol (ITA),POLANSKY Tomas (CZE),STOYANOV Niagol (ITA),3 - 0,11:7 11:9 11:5,JORGIC Darko,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,TOGAMI Shunsuke/UDA Yukiya,DESAI Harmeet/SHAH Manush,JPN,IND,3,0,"11,11,11|4,3,8",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,TOGAMI Shunsuke (JPN) / UDA Yukiya (JPN),DESAI Harmeet (IND) / SHAH Manush (IND),UDA Yukiya (JPN),SHAH Manush (IND),3 - 0,11:4 11:3 11:8,TOGAMI Shunsuke,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WINTER Sabine/KAUFMANN Annett,LUTZ Camille/PAVADE Prithika,GER,FRA,3,2,"11,3,9,11,11|6,11,11,9,3",R32,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,WINTER Sabine (GER) / KAUFMANN Annett (GER),LUTZ Camille (FRA) / PAVADE Prithika (FRA),KAUFMANN Annett (GER),PAVADE Prithika (FRA),2 - 3,6:11 11:3 11:9 9:11 3:11,WINTER Sabine,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HAN Ying,AKULA Sreeja,GER,IND,4,0,"11,11,11,11|2,4,2,4",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,AKULA Sreeja (IND),HAN Ying (GER),,,0 - 4,2:11 4:11 2:11 4:11,HAN Ying,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DRINKHALL Paul,ZELJKO Filip,ENG,CRO,4,2,"12,9,11,9,15,11|10,11,6,11,13,8",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,DRINKHALL Paul (ENG),ZELJKO Filip (CRO),,,4 - 2,12:10 9:11 11:6 9:11 15:13 11:8,DRINKHALL Paul,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,POTA Georgina,SAWETTABUT Suthasini,HUN,THA,4,1,"11,8,11,11,13|6,11,8,9,11",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SAWETTABUT Suthasini (THA),POTA Georgina (HUN),,,1 - 4,6:11 11:8 8:11 9:11 11:13,POTA Georgina,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHENG I-Ching/LI Yu-Jhun,ALTINKAYA Sibel/KULAKCEKEN Simay,TPE,TUR,3,0,"11,11,11|2,6,9",R32,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,CHENG I-Ching (TPE) / LI Yu-Jhun (TPE),ALTINKAYA Sibel (TUR) / KULAKCEKEN Simay (TUR),LI Yu-Jhun (TPE),KULAKCEKEN Simay (TUR),0 - 3,2:11 6:11 9:11,CHENG I-Ching,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,AFANADOR Brian/GONZALEZ Daniel,ALAMIAN Nima/ALAMIYAN Noshad,PUR,IRI,3,0,"11,13,15|9,11,13",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,AFANADOR Brian (PUR) / GONZALEZ Daniel (PUR),ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),GONZALEZ Daniel (PUR),ALAMIYAN Noshad (IRI),0 - 3,9:11 11:13 13:15,AFANADOR Brian,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MA Long,WANG Eugene,CHN,CAN,4,0,"15,11,11,11|13,4,3,6",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,MA Long (CHN),WANG Eugene (CAN),,,4 - 0,15:13 11:4 11:3 11:6,MA Long,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu/HAYATA Hina,MADRID Marcos/SILVA Yadira,JPN,MEX,3,0,"11,13,11|5,11,3",R32,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,HARIMOTO Tomokazu (JPN) / HAYATA Hina (JPN),MADRID Marcos (MEX) / SILVA Yadira (MEX),HAYATA Hina (JPN),SILVA Yadira (MEX),0 - 3,5:11 11:13 3:11,HARIMOTO Tomokazu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ECSEKI Nandor/SZUDI Adam,ISHIY Vitor/JOUTI Eric,HUN,BRA,3,0,"11,11,11|6,7,7",R32,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,ECSEKI Nandor (HUN) / SZUDI Adam (HUN),ISHIY Vitor (BRA) / JOUTI Eric (BRA),SZUDI Adam (HUN),JOUTI Eric (BRA),0 - 3,6:11 7:11 7:11,ECSEKI Nandor,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Chuqin,TOGAMI Shunsuke,CHN,JPN,4,1,"11,11,11,6,11|3,3,3,11,6",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,TOGAMI Shunsuke (JPN),WANG Chuqin (CHN),,,1 - 4,3:11 3:11 3:11 11:6 6:11,WANG Chuqin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Gaoyuan/LIN Shidong,JORGIC Darko/POLANSKY Tomas,CHN,SLO,3,0,"11,11,11|4,3,3",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,LIN Gaoyuan (CHN) / LIN Shidong (CHN),JORGIC Darko (SLO) / POLANSKY Tomas (CZE),LIN Shidong (CHN),POLANSKY Tomas (CZE),0 - 3,4:11 3:11 3:11,LIN Gaoyuan,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,BATRA Manika,WONG Xin Ru,IND,SGP,4,0,"11,14,11,11|9,12,4,8",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,WONG Xin Ru (SGP),BATRA Manika (IND),,,0 - 4,9:11 12:14 4:11 8:11,BATRA Manika,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SZOCS Bernadette,ALHODABY Mariam,ROU,EGY,4,3,"11,13,8,11,9,8,11|8,11,11,7,11,11,6",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SZOCS Bernadette (ROU),ALHODABY Mariam (EGY),,,4 - 3,11:8 13:11 8:11 11:7 9:11 8:11 11:6,SZOCS Bernadette,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SHIN Yubin,ZARIF Audrey,KOR,FRA,4,1,"7,11,11,11,11|11,8,4,6,6",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SHIN Yubin (KOR),ZARIF Audrey (FRA),,,4 - 1,7:11 11:8 11:4 11:6 11:6,SHIN Yubin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SUN Yingsha/WANG Manyu,DOO Hoi Kem/ZHU Chengzhu,CHN,HKG,3,0,"11,11,11|8,7,7",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,SUN Yingsha (CHN) / WANG Manyu (CHN),DOO Hoi Kem (HKG) / ZHU Chengzhu (HKG),WANG Manyu (CHN),ZHU Chengzhu (HKG),3 - 0,11:8 11:7 11:7,SUN Yingsha,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,QIU Dang,GNANASEKARAN Sathiyan,GER,IND,4,0,"11,11,11,11|6,6,5,7",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,GNANASEKARAN Sathiyan (IND),QIU Dang (GER),,,0 - 4,6:11 6:11 5:11 7:11,QIU Dang,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,BOBOCICA Mihai,GAUZY Simon,ITA,FRA,4,3,"9,11,5,7,11,14,11|11,8,11,11,8,12,9",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,BOBOCICA Mihai (ITA),GAUZY Simon (FRA),,,4 - 3,9:11 11:8 5:11 7:11 11:8 14:12 11:9,BOBOCICA Mihai,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIND Anders,AFANADOR Brian,DEN,PUR,4,1,"11,11,6,11,11|9,7,11,5,6",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,AFANADOR Brian (PUR),LIND Anders (DEN),,,1 - 4,9:11 7:11 11:6 5:11 6:11,LIND Anders,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Yidi,XIAO Maria,CHN,ESP,4,0,"11,11,11,11|5,3,4,3",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,XIAO Maria (ESP),WANG Yidi (CHN),,,0 - 4,5:11 3:11 4:11 3:11,WANG Yidi,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu/HAYATA Hina,UDA Yukiya/KIHARA Miyuu,JPN,JPN,3,0,"11,11,11|8,6,8",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,HARIMOTO Tomokazu (JPN) / HAYATA Hina (JPN),UDA Yukiya (JPN) / KIHARA Miyuu (JPN),HAYATA Hina (JPN),KIHARA Miyuu (JPN),0 - 3,8:11 6:11 8:11,HARIMOTO Tomokazu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,YUAN Jia Nan,VARADY Barbora,FRA,SVK,4,2,"11,11,11,9,5,11|9,6,7,11,11,7",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,VARADY Barbora (SVK),YUAN Jia Nan (FRA),,,2 - 4,9:11 6:11 7:11 11:9 11:5 7:11,YUAN Jia Nan,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MESHREF Dina,WEGRZYN Anna,EGY,POL,4,0,"11,11,11,11|7,6,8,7",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,MESHREF Dina (EGY),WEGRZYN Anna (POL),,,4 - 0,11:7 11:6 11:8 11:7,MESHREF Dina,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Gaoyuan,HABESOHN Daniel,CHN,AUT,4,0,"11,11,11,11|3,7,6,4",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,HABESOHN Daniel (AUT),LIN Gaoyuan (CHN),,,0 - 4,3:11 7:11 6:11 4:11,LIN Gaoyuan,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ITO Mima,LUTZ Camille,JPN,FRA,4,0,"11,11,11,11|4,4,3,2",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,LUTZ Camille (FRA),ITO Mima (JPN),,,0 - 4,4:11 4:11 3:11 2:11,ITO Mima,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Yun-Ju,ELBEIALI Mohamed,TPE,EGY,4,0,"11,11,11,11|6,8,9,8",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LIN Yun-Ju (TPE),ELBEIALI Mohamed (EGY),,,4 - 0,11:6 11:8 11:9 11:8,LIN Yun-Ju,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JANG Woojin,LORENZO Santiago,KOR,ARG,4,0,"11,11,11,11|3,8,9,4",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LORENZO Santiago (ARG),JANG Woojin (KOR),,,0 - 4,3:11 8:11 9:11 4:11,JANG Woojin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Manyu,MATELOVA Hana,CHN,CZE,4,0,"11,11,11,11|3,4,5,7",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,MATELOVA Hana (CZE),WANG Manyu (CHN),,,0 - 4,3:11 4:11 5:11 7:11,WANG Manyu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Xingtong,LEE Zion,CHN,KOR,4,1,"11,11,10,11,11|9,4,12,6,6",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,CHEN Xingtong (CHN),LEE Zion (KOR),,,4 - 1,11:9 11:4 10:12 11:6 11:6,CHEN Xingtong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ZHU Chengzhu,CHOI Hyojoo,HKG,KOR,4,2,"11,10,11,3,12,11|4,12,7,11,10,9",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,ZHU Chengzhu (HKG),CHOI Hyojoo (KOR),,,4 - 2,11:4 10:12 11:7 3:11 12:10 11:9,ZHU Chengzhu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KARLSSON Mattias/KARLSSON Kristian,KUBIK Maciej/KULCZYCKI Samuel,SWE,POL,3,0,"11,11,13|5,4,11",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,KARLSSON Mattias (SWE) / KARLSSON Kristian (SWE),KUBIK Maciej (POL) / KULCZYCKI Samuel (POL),KARLSSON Kristian (SWE),KULCZYCKI Samuel (POL),0 - 3,5:11 4:11 11:13,KARLSSON Mattias,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LEBRUN Felix,KAO Cheng-Jui,FRA,TPE,4,0,"11,11,11,11|6,8,5,7",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LEBRUN Felix (FRA),KAO Cheng-Jui (TPE),,,4 - 0,11:6 11:8 11:5 11:7,LEBRUN Felix,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu,FREITAS Marcos,JPN,POR,4,0,"12,11,11,12|10,8,9,10",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,FREITAS Marcos (POR),HARIMOTO Tomokazu (JPN),,,0 - 4,10:12 8:11 9:11 10:12,HARIMOTO Tomokazu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Chuqin/SUN Yingsha,GARDOS Robert/POLCANOVA Sofia,CHN,AUT,3,0,"11,11,11|7,6,7",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,WANG Chuqin (CHN) / SUN Yingsha (CHN),GARDOS Robert (AUT) / POLCANOVA Sofia (AUT),SUN Yingsha (CHN),POLCANOVA Sofia (AUT),3 - 0,11:7 11:6 11:7,WANG Chuqin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WONG Chun Ting/DOO Hoi Kem,KUMAR Nikhil/WANG Amy,HKG,USA,3,0,"11,11,11|7,6,2",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),KUMAR Nikhil (USA) / WANG Amy (USA),DOO Hoi Kem (HKG),WANG Amy (USA),3 - 0,11:7 11:6 11:2,WONG Chun Ting,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIM Jonghoon/SHIN Yubin,PANG Koen/WONG Xin Ru,KOR,SGP,3,0,"11,11,11|3,4,9",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,LIM Jonghoon (KOR) / SHIN Yubin (KOR),PANG Koen (SGP) / WONG Xin Ru (SGP),SHIN Yubin (KOR),WONG Xin Ru (SGP),3 - 0,11:3 11:4 11:9,LIM Jonghoon,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ASSAR Omar,GERASSIMENKO Kirill,EGY,KAZ,4,2,"9,11,7,11,11,15|11,7,11,8,9,13",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,ASSAR Omar (EGY),GERASSIMENKO Kirill (KAZ),,,4 - 2,9:11 11:7 7:11 11:8 11:9 15:13,ASSAR Omar,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,GAUZY Simon/PAVADE Prithika,QIU Dang/MITTELHAM Nina,FRA,GER,3,2,"9,11,9,11,11|11,8,11,6,7",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,GAUZY Simon (FRA) / PAVADE Prithika (FRA),QIU Dang (GER) / MITTELHAM Nina (GER),PAVADE Prithika (FRA),MITTELHAM Nina (GER),3 - 2,9:11 11:8 9:11 11:6 11:7,GAUZY Simon,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,FRANZISKA Patrick,DIXON Xavier,GER,AUS,4,0,"11,11,11,11|1,3,1,5",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,FRANZISKA Patrick (GER),DIXON Xavier (AUS),,,4 - 0,11:1 11:3 11:1 11:5,FRANZISKA Patrick,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,VARADY Barbora/MATELOVA Hana,LEE Ho Ching/NG Wing Lam,SVK,HKG,3,1,"5,11,11,11|11,9,9,4",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,VARADY Barbora (SVK) / MATELOVA Hana (CZE),LEE Ho Ching (HKG) / NG Wing Lam (HKG),MATELOVA Hana (CZE),NG Wing Lam (HKG),1 - 3,11:5 9:11 9:11 4:11,VARADY Barbora,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JANG Woojin/LIM Jonghoon,GARDOS Robert/HABESOHN Daniel,KOR,AUT,3,0,"11,11,11|8,8,5",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),GARDOS Robert (AUT) / HABESOHN Daniel (AUT),LIM Jonghoon (KOR),HABESOHN Daniel (AUT),0 - 3,8:11 8:11 5:11,JANG Woojin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ROBLES Alvaro,ARUNA Quadri,ESP,NGR,4,3,"8,9,11,11,11,3,11|11,11,8,3,9,11,8",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,ARUNA Quadri (NGR),ROBLES Alvaro (ESP),,,3 - 4,11:8 11:9 8:11 3:11 9:11 11:3 8:11,ROBLES Alvaro,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KIHARA Miyuu,PARANANG Orawan,JPN,THA,4,0,"11,11,11,11|4,7,5,2",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,PARANANG Orawan (THA),KIHARA Miyuu (JPN),,,0 - 4,4:11 7:11 5:11 2:11,KIHARA Miyuu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,FAN Zhendong/WANG Chuqin,LEBRUN Alexis/LEBRUN Felix,CHN,FRA,3,2,"11,11,8,9,11|7,5,11,11,7",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,FAN Zhendong (CHN) / WANG Chuqin (CHN),LEBRUN Alexis (FRA) / LEBRUN Felix (FRA),WANG Chuqin (CHN),LEBRUN Felix (FRA),3 - 2,11:7 11:5 8:11 9:11 11:7,FAN Zhendong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JEON Jihee/SHIN Yubin,BERGSTROM Linda/KALLBERG Christina,KOR,SWE,3,0,"13,11,11|11,9,3",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,JEON Jihee (KOR) / SHIN Yubin (KOR),BERGSTROM Linda (SWE) / KALLBERG Christina (SWE),SHIN Yubin (KOR),KALLBERG Christina (SWE),3 - 0,13:11 11:9 11:3,JEON Jihee,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LI Yu-Jhun,GODA Hana,TPE,EGY,4,1,"8,11,11,11,11|11,9,3,7,4",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,LI Yu-Jhun (TPE),GODA Hana (EGY),,,4 - 1,8:11 11:9 11:3 11:7 11:4,LI Yu-Jhun,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WONG Chun Ting,ALLEGRO Martin,HKG,BEL,4,1,"11,8,11,11,11|4,11,4,9,8",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,ALLEGRO Martin (BEL),WONG Chun Ting (HKG),,,1 - 4,4:11 11:8 4:11 9:11 8:11,WONG Chun Ting,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ALAMIYAN Noshad,GROTH Jonathan,IRI,DEN,4,3,"11,11,9,15,3,4,11|5,9,11,13,11,11,9",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,ALAMIYAN Noshad (IRI),GROTH Jonathan (DEN),,,4 - 3,11:5 11:9 9:11 15:13 3:11 4:11 11:9,ALAMIYAN Noshad,2023
