tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MATI Taiwo,LAM Siu Hang,NGR,HKG,4,3,"7,16,5,11,8,11,11|11,14,11,9,11,8,6",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LAM Siu Hang (HKG),MATI Taiwo (NGR),,,3 - 4,11:7 14:16 11:5 9:11 11:8 8:11 6:11,MATI Taiwo,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KARLSSON Kristian,RASSENFOSSE Adrien,SWE,BEL,4,1,"11,11,8,12,11|1,6,11,10,8",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,RASSENFOSSE Adrien (BEL),KARLSSON Kristian (SWE),,,1 - 4,1:11 6:11 11:8 10:12 8:11,KARLSSON Kristian,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DIACONU Adina,DOO Hoi Kem,ROU,HKG,4,2,"11,11,11,10,8,14|3,3,5,12,11,12",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,DIACONU Adina (ROU),DOO Hoi Kem (HKG),,,4 - 2,11:3 11:3 11:5 10:12 8:11 14:12,DIACONU Adina,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,POLCANOVA Sofia/SZOCS Bernadette,MITTELHAM Nina/SHAN Xiaona,AUT,GER,3,0,"11,13,11|8,11,6",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),MITTELHAM Nina (GER) / SHAN Xiaona (GER),SZOCS Bernadette (ROU),SHAN Xiaona (GER),0 - 3,8:11 11:13 6:11,POLCANOVA Sofia,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,FILUS Ruwen,YANG Tzu-Yi,GER,TPE,4,0,"11,11,11,11|9,7,7,7",R64,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,YANG Tzu-Yi (TPE),FILUS Ruwen (GER),,,0 - 4,9:11 7:11 7:11 7:11,FILUS Ruwen,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DIAZ Adriana,MALOBABIC Ivana,PUR,CRO,4,1,"14,11,9,11,11|12,1,11,4,5",R64,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,DIAZ Adriana (PUR),MALOBABIC Ivana (CRO),,,4 - 1,14:12 11:1 9:11 11:4 11:5,DIAZ Adriana,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Yun-Ju/CHEN Szu-Yu,ROBLES Alvaro/XIAO Maria,TPE,ESP,3,1,"11,11,6,12|3,6,11,10",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,LIN Yun-Ju (TPE) / CHEN Szu-Yu (TPE),ROBLES Alvaro (ESP) / XIAO Maria (ESP),CHEN Szu-Yu (TPE),XIAO Maria (ESP),1 - 3,3:11 6:11 11:6 10:12,LIN Yun-Ju,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Shidong/KUAI Man,CHO Daeseong/KIM Nayeong,CHN,KOR,3,0,"13,11,11|11,5,6",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,LIN Shidong (CHN) / KUAI Man (CHN),CHO Daeseong (KOR) / KIM Nayeong (KOR),KUAI Man (CHN),KIM Nayeong (KOR),0 - 3,11:13 5:11 6:11,LIN Shidong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MOREGARD Truls/KALLBERG Christina,GNANASEKARAN Sathiyan/BATRA Manika,SWE,IND,3,1,"5,11,11,12|11,8,8,10",R16,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,MOREGARD Truls (SWE) / KALLBERG Christina (SWE),GNANASEKARAN Sathiyan (IND) / BATRA Manika (IND),KALLBERG Christina (SWE),BATRA Manika (IND),3 - 1,5:11 11:8 11:8 12:10,MOREGARD Truls,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DIAZ Adriana,BATRA Manika,PUR,IND,4,3,"6,12,11,6,13,9,11|11,10,9,11,11,11,3",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,DIAZ Adriana (PUR),BATRA Manika (IND),,,4 - 3,6:11 12:10 11:9 6:11 13:11 9:11 11:3,DIAZ Adriana,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Chuqin,UDA Yukiya,CHN,JPN,4,1,"11,13,4,11,11|9,11,11,1,3",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,UDA Yukiya (JPN),WANG Chuqin (CHN),,,1 - 4,9:11 11:13 11:4 1:11 3:11,WANG Chuqin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHO Daeseong/LEE Sang Su,IONESCU Ovidiu/ROBLES Alvaro,KOR,ROU,3,1,"13,16,11,11|11,18,9,7",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,CHO Daeseong (KOR) / LEE Sang Su (KOR),IONESCU Ovidiu (ROU) / ROBLES Alvaro (ESP),LEE Sang Su (KOR),ROBLES Alvaro (ESP),3 - 1,13:11 16:18 11:9 11:7,CHO Daeseong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Meng/WANG Yidi,DRAGOMAN Andreea/SAMARA Elizabeta,CHN,ROU,3,0,"11,11,11|7,1,8",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,CHEN Meng (CHN) / WANG Yidi (CHN),DRAGOMAN Andreea (ROU) / SAMARA Elizabeta (ROU),WANG Yidi (CHN),SAMARA Elizabeta (ROU),3 - 0,11:7 11:1 11:8,CHEN Meng,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,FAN Zhendong,WONG Chun Ting,CHN,HKG,4,1,"8,11,11,11,11|11,7,5,9,6",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,FAN Zhendong (CHN),WONG Chun Ting (HKG),,,4 - 1,8:11 11:7 11:5 11:9 11:6,FAN Zhendong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ITO Mima,POTA Georgina,JPN,HUN,4,0,"11,11,11,11|7,7,7,8",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,POTA Georgina (HUN),ITO Mima (JPN),,,0 - 4,7:11 7:11 7:11 8:11,ITO Mima,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ECSEKI Nandor/SZUDI Adam,AFANADOR Brian/GONZALEZ Daniel,HUN,PUR,3,0,"11,11,11|7,7,7",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,ECSEKI Nandor (HUN) / SZUDI Adam (HUN),AFANADOR Brian (PUR) / GONZALEZ Daniel (PUR),SZUDI Adam (HUN),GONZALEZ Daniel (PUR),0 - 3,7:11 7:11 7:11,ECSEKI Nandor,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHENG I-Ching/LI Yu-Jhun,WINTER Sabine/KAUFMANN Annett,TPE,GER,3,0,"11,11,11|7,7,7",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,CHENG I-Ching (TPE) / LI Yu-Jhun (TPE),WINTER Sabine (GER) / KAUFMANN Annett (GER),LI Yu-Jhun (TPE),KAUFMANN Annett (GER),0 - 3,7:11 7:11 7:11,CHENG I-Ching,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Xingtong,ZHU Chengzhu,CHN,HKG,4,2,"11,8,12,11,11,11|4,11,14,4,5,7",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,CHEN Xingtong (CHN),ZHU Chengzhu (HKG),,,4 - 2,11:4 8:11 12:14 11:4 11:5 11:7,CHEN Xingtong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SUH Hyo Won,DIACONU Adina,KOR,ROU,4,2,"11,11,11,10,11,11|9,3,6,12,13,6",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SUH Hyo Won (KOR),DIACONU Adina (ROU),,,4 - 2,11:9 11:3 11:6 10:12 11:13 11:6,SUH Hyo Won,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,GERALDO Joao,FRANZISKA Patrick,POR,GER,4,3,"4,11,17,11,10,7,11|11,7,15,8,12,11,6",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,FRANZISKA Patrick (GER),GERALDO Joao (POR),,,3 - 4,11:4 7:11 15:17 8:11 12:10 11:7 6:11,GERALDO Joao,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MA Long,KARLSSON Kristian,CHN,SWE,4,1,"11,11,11,12,11|4,1,6,14,1",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,MA Long (CHN),KARLSSON Kristian (SWE),,,4 - 1,11:4 11:1 11:6 12:14 11:1,MA Long,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu/HAYATA Hina,LIM Jonghoon/SHIN Yubin,JPN,KOR,3,0,"11,11,11|8,5,6",QuarterFinal,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,HARIMOTO Tomokazu (JPN) / HAYATA Hina (JPN),LIM Jonghoon (KOR) / SHIN Yubin (KOR),HAYATA Hina (JPN),SHIN Yubin (KOR),0 - 3,8:11 5:11 6:11,HARIMOTO Tomokazu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,ASSAR Omar,MOREGARD Truls,EGY,SWE,4,2,"11,3,4,11,11,11|6,11,11,9,7,9",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,ASSAR Omar (EGY),MOREGARD Truls (SWE),,,4 - 2,11:6 3:11 4:11 11:9 11:7 11:9,ASSAR Omar,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Manyu,HAPONOVA Hanna,CHN,UKR,4,3,"9,11,10,11,11,10,11|11,7,12,9,1,12,3",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,HAPONOVA Hanna (UKR),WANG Manyu (CHN),,,3 - 4,11:9 7:11 12:10 9:11 1:11 12:10 3:11,WANG Manyu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SUN Yingsha,SAMARA Elizabeta,CHN,ROU,4,0,"11,12,11,11|8,10,8,5",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SUN Yingsha (CHN),SAMARA Elizabeta (ROU),,,4 - 0,11:8 12:10 11:8 11:5,SUN Yingsha,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KIHARA Miyuu/NAGASAKI Miyu,CHEN Szu-Yu/HUANG Yi-Hua,JPN,TPE,3,1,"11,9,11,11|7,11,8,9",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,KIHARA Miyuu (JPN) / NAGASAKI Miyu (JPN),CHEN Szu-Yu (TPE) / HUANG Yi-Hua (TPE),NAGASAKI Miyu (JPN),HUANG Yi-Hua (TPE),1 - 3,7:11 11:9 8:11 9:11,KIHARA Miyuu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Yidi,YU Fu,CHN,POR,4,1,"11,8,11,11,15|6,11,8,3,13",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,YU Fu (POR),WANG Yidi (CHN),,,1 - 4,6:11 11:8 8:11 3:11 13:15,WANG Yidi,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,DRINKHALL Paul/PITCHFORD Liam,ACHANTA Sharath/GNANASEKARAN Sathiyan,ENG,IND,3,1,"9,11,14,12|11,8,12,10",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,DRINKHALL Paul (ENG) / PITCHFORD Liam (ENG),ACHANTA Sharath (IND) / GNANASEKARAN Sathiyan (IND),PITCHFORD Liam (ENG),GNANASEKARAN Sathiyan (IND),3 - 1,9:11 11:8 14:12 12:10,DRINKHALL Paul,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Gaoyuan,LEE Sang Su,CHN,KOR,4,0,"11,11,11,11|7,7,6,3",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LEE Sang Su (KOR),LIN Gaoyuan (CHN),,,0 - 4,7:11 7:11 6:11 3:11,LIN Gaoyuan,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HIRANO Miu,JEON Jihee,JPN,KOR,4,0,"11,11,11,12|9,6,6,10",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,HIRANO Miu (JPN),JEON Jihee (KOR),,,4 - 0,11:9 11:6 11:6 12:10,HIRANO Miu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Yun-Ju,FILUS Ruwen,TPE,GER,4,0,"13,11,11,11|11,5,6,8",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LIN Yun-Ju (TPE),FILUS Ruwen (GER),,,4 - 0,13:11 11:5 11:6 11:8,LIN Yun-Ju,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIND Anders,ALAMIYAN Noshad,DEN,IRI,4,1,"12,11,10,11,11|10,5,12,5,9",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LIND Anders (DEN),ALAMIYAN Noshad (IRI),,,4 - 1,12:10 11:5 10:12 11:5 11:9,LIND Anders,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIN Shidong/KUAI Man,GAUZY Simon/PAVADE Prithika,CHN,FRA,3,1,"11,11,8,11|6,7,11,9",QuarterFinal,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,LIN Shidong (CHN) / KUAI Man (CHN),GAUZY Simon (FRA) / PAVADE Prithika (FRA),KUAI Man (CHN),PAVADE Prithika (FRA),1 - 3,6:11 7:11 11:8 9:11,LIN Shidong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HAYATA Hina/ITO Mima,BATRA Manika/KAMATH Archana,JPN,IND,3,0,"11,11,11|8,6,7",R16,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,HAYATA Hina (JPN) / ITO Mima (JPN),BATRA Manika (IND) / KAMATH Archana (IND),ITO Mima (JPN),KAMATH Archana (IND),0 - 3,8:11 6:11 7:11,HAYATA Hina,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,OVTCHAROV Dimitrij/FRANZISKA Patrick,TOGAMI Shunsuke/UDA Yukiya,GER,JPN,3,2,"11,6,10,11,11|7,11,12,6,8",R16,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,OVTCHAROV Dimitrij (GER) / FRANZISKA Patrick (GER),TOGAMI Shunsuke (JPN) / UDA Yukiya (JPN),FRANZISKA Patrick (GER),UDA Yukiya (JPN),2 - 3,7:11 11:6 12:10 6:11 8:11,OVTCHAROV Dimitrij,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Chuqin/SUN Yingsha,LIN Yun-Ju/CHEN Szu-Yu,CHN,TPE,3,0,"12,11,11|10,8,9",QuarterFinal,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,WANG Chuqin (CHN) / SUN Yingsha (CHN),LIN Yun-Ju (TPE) / CHEN Szu-Yu (TPE),SUN Yingsha (CHN),CHEN Szu-Yu (TPE),3 - 0,12:10 11:8 11:9,WANG Chuqin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu,CHUANG Chih-Yuan,JPN,TPE,4,0,"11,11,11,11|7,9,5,7",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,CHUANG Chih-Yuan (TPE),HARIMOTO Tomokazu (JPN),,,0 - 4,7:11 9:11 5:11 7:11,HARIMOTO Tomokazu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HAN Ying,DRAGOMAN Andreea,GER,ROU,4,0,"11,11,11,11|5,3,3,6",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,DRAGOMAN Andreea (ROU),HAN Ying (GER),,,0 - 4,5:11 3:11 3:11 6:11,HAN Ying,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIM Jonghoon,PISTEJ Lubomir,KOR,SVK,4,2,"7,8,11,11,11,11|11,11,7,6,7,5",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,PISTEJ Lubomir (SVK),LIM Jonghoon (KOR),,,2 - 4,11:7 11:8 7:11 6:11 7:11 5:11,LIM Jonghoon,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SHIN Yubin,YUAN Jia Nan,KOR,FRA,4,3,"9,11,11,8,9,11,12|11,9,9,11,11,5,10",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SHIN Yubin (KOR),YUAN Jia Nan (FRA),,,4 - 3,9:11 11:9 11:9 8:11 9:11 11:5 12:10,SHIN Yubin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,MITTELHAM Nina,LI Yu-Jhun,GER,TPE,4,0,"11,11,11,11|7,7,9,4",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,MITTELHAM Nina (GER),LI Yu-Jhun (TPE),,,4 - 0,11:7 11:7 11:9 11:4,MITTELHAM Nina,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,PUCAR Tomislav,OVTCHAROV Dimitrij,CRO,GER,4,3,"11,8,9,11,11,6,11|9,11,11,9,7,11,6",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,OVTCHAROV Dimitrij (GER),PUCAR Tomislav (CRO),,,3 - 4,9:11 11:8 11:9 9:11 7:11 11:6 6:11,PUCAR Tomislav,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KIHARA Miyuu,MESHREF Dina,JPN,EGY,4,1,"8,11,11,11,11|11,4,6,1,5",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,MESHREF Dina (EGY),KIHARA Miyuu (JPN),,,1 - 4,11:8 4:11 6:11 1:11 5:11,KIHARA Miyuu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JORGIC Darko,LEBRUN Alexis,SLO,FRA,4,0,"11,11,11,12|8,7,4,10",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LEBRUN Alexis (FRA),JORGIC Darko (SLO),,,0 - 4,8:11 7:11 4:11 10:12,JORGIC Darko,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIANG Jingkun,DRINKHALL Paul,CHN,ENG,4,1,"11,11,9,12,13|4,5,11,10,11",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LIANG Jingkun (CHN),DRINKHALL Paul (ENG),,,4 - 1,11:4 11:5 9:11 12:10 13:11,LIANG Jingkun,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Meng,SHAN Xiaona,CHN,GER,4,0,"11,11,11,11|2,6,4,2",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,CHEN Meng (CHN),SHAN Xiaona (GER),,,4 - 0,11:2 11:6 11:4 11:2,CHEN Meng,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JANG Woojin,MATI Taiwo,KOR,NGR,4,0,"11,11,11,11|3,7,7,5",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,MATI Taiwo (NGR),JANG Woojin (KOR),,,0 - 4,3:11 7:11 7:11 5:11,JANG Woojin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHENG I-Ching,SZOCS Bernadette,TPE,ROU,4,1,"11,4,11,11,15|6,11,4,7,13",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SZOCS Bernadette (ROU),CHENG I-Ching (TPE),,,1 - 4,6:11 11:4 4:11 7:11 13:15,CHENG I-Ching,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HAYATA Hina,NAGASAKI Miyu,JPN,JPN,4,0,"11,11,11,11|3,6,8,3",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,HAYATA Hina (JPN),NAGASAKI Miyu (JPN),,,4 - 0,11:3 11:6 11:8 11:3,HAYATA Hina,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,BOBOCICA Mihai,ROBLES Alvaro,ITA,ESP,4,2,"11,3,4,11,11,16|9,11,11,9,7,14",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,ROBLES Alvaro (ESP),BOBOCICA Mihai (ITA),,,2 - 4,9:11 11:3 11:4 9:11 7:11 14:16,BOBOCICA Mihai,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KUKULKOVA Tatiana,MONFARDINI Gaia,SVK,ITA,4,1,"11,8,11,11,11|5,11,5,3,9",R32,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,KUKULKOVA Tatiana (SVK),MONFARDINI Gaia (ITA),,,4 - 1,11:5 8:11 11:5 11:3 11:9,KUKULKOVA Tatiana,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,QIU Dang,LEBRUN Felix,GER,FRA,4,2,"11,11,8,8,11,11|7,8,11,11,8,9",R32,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LEBRUN Felix (FRA),QIU Dang (GER),,,2 - 4,7:11 8:11 11:8 11:8 8:11 9:11,QIU Dang,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WONG Chun Ting/DOO Hoi Kem,MOREGARD Truls/KALLBERG Christina,HKG,SWE,3,0,"11,11,11|4,8,7",QuarterFinal,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,WONG Chun Ting (HKG) / DOO Hoi Kem (HKG),MOREGARD Truls (SWE) / KALLBERG Christina (SWE),DOO Hoi Kem (HKG),KALLBERG Christina (SWE),3 - 0,11:4 11:8 11:7,WONG Chun Ting,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JEON Jihee/SHIN Yubin,POLCANOVA Sofia/SZOCS Bernadette,KOR,AUT,3,0,"11,15,11|9,13,4",QuarterFinal,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,JEON Jihee (KOR) / SHIN Yubin (KOR),POLCANOVA Sofia (AUT) / SZOCS Bernadette (ROU),SHIN Yubin (KOR),SZOCS Bernadette (ROU),3 - 0,11:9 15:13 11:4,JEON Jihee,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Chuqin,GERALDO Joao,CHN,POR,4,0,"11,11,11,12|4,4,4,10",R16,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,GERALDO Joao (POR),WANG Chuqin (CHN),,,0 - 4,4:11 4:11 4:11 10:12,WANG Chuqin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,FAN Zhendong,QIU Dang,CHN,GER,4,0,"12,11,11,11|10,7,8,5",R16,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,FAN Zhendong (CHN),QIU Dang (GER),,,4 - 0,12:10 11:7 11:8 11:5,FAN Zhendong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Meng,KIHARA Miyuu,CHN,JPN,4,2,"11,7,11,5,11,11|8,11,5,11,7,7",R16,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,CHEN Meng (CHN),KIHARA Miyuu (JPN),,,4 - 2,11:8 7:11 11:5 5:11 11:7 11:7,CHEN Meng,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,LIANG Jingkun,JORGIC Darko,CHN,SLO,4,2,"12,11,9,11,7,11|10,5,11,6,11,7",R16,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,LIANG Jingkun (CHN),JORGIC Darko (SLO),,,4 - 2,12:10 11:5 9:11 11:6 7:11 11:7,LIANG Jingkun,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,JANG Woojin/LIM Jonghoon,ECSEKI Nandor/SZUDI Adam,KOR,HUN,3,0,"11,12,11|4,10,7",QuarterFinal,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,JANG Woojin (KOR) / LIM Jonghoon (KOR),ECSEKI Nandor (HUN) / SZUDI Adam (HUN),LIM Jonghoon (KOR),SZUDI Adam (HUN),0 - 3,4:11 10:12 7:11,JANG Woojin,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu,BOBOCICA Mihai,JPN,ITA,4,0,"11,12,12,12|5,10,10,10",R16,WORLD_CHAMPIONSHIPS,MS,2660,Main Draw,BOBOCICA Mihai (ITA),HARIMOTO Tomokazu (JPN),,,0 - 4,5:11 10:12 10:12 10:12,HARIMOTO Tomokazu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,FAN Zhendong/WANG Chuqin,LIN Gaoyuan/LIN Shidong,CHN,CHN,3,1,"11,8,13,11|8,11,11,9",QuarterFinal,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,FAN Zhendong (CHN) / WANG Chuqin (CHN),LIN Gaoyuan (CHN) / LIN Shidong (CHN),WANG Chuqin (CHN),LIN Shidong (CHN),3 - 1,11:8 8:11 13:11 11:9,FAN Zhendong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHEN Meng/WANG Yidi,HAYATA Hina/ITO Mima,CHN,JPN,3,0,"12,11,12|10,9,10",QuarterFinal,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,CHEN Meng (CHN) / WANG Yidi (CHN),HAYATA Hina (JPN) / ITO Mima (JPN),WANG Yidi (CHN),ITO Mima (JPN),3 - 0,12:10 11:9 12:10,CHEN Meng,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,SUN Yingsha,SHIN Yubin,CHN,KOR,4,0,"11,11,11,11|6,8,8,5",R16,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,SUN Yingsha (CHN),SHIN Yubin (KOR),,,4 - 0,11:6 11:8 11:8 11:5,SUN Yingsha,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,KIHARA Miyuu/NAGASAKI Miyu,VARADY Barbora/MATELOVA Hana,JPN,SVK,3,2,"11,9,6,11,11|8,11,11,2,3",QuarterFinal,WORLD_CHAMPIONSHIPS,WD,2660,Main Draw,KIHARA Miyuu (JPN) / NAGASAKI Miyu (JPN),VARADY Barbora (SVK) / MATELOVA Hana (CZE),NAGASAKI Miyu (JPN),MATELOVA Hana (CZE),2 - 3,8:11 11:9 11:6 2:11 3:11,KIHARA Miyuu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,WANG Manyu,MITTELHAM Nina,CHN,GER,4,1,"10,11,11,11,11|12,7,8,7,5",R16,WORLD_CHAMPIONSHIPS,WS,2660,Main Draw,MITTELHAM Nina (GER),WANG Manyu (CHN),,,1 - 4,12:10 7:11 8:11 7:11 5:11,WANG Manyu,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,CHO Daeseong/LEE Sang Su,KARLSSON Mattias/KARLSSON Kristian,KOR,SWE,3,1,"11,11,8,11|8,6,11,9",QuarterFinal,WORLD_CHAMPIONSHIPS,MD,2660,Main Draw,CHO Daeseong (KOR) / LEE Sang Su (KOR),KARLSSON Mattias (SWE) / KARLSSON Kristian (SWE),LEE Sang Su (KOR),KARLSSON Kristian (SWE),3 - 1,11:8 11:6 8:11 11:9,CHO Daeseong,2023
ITTF World Table Tennis Championships Finals 2023,2023-05-20,HARIMOTO Tomokazu/HAYATA Hina,LIN Shidong/KUAI Man,JPN,CHN,3,1,"7,11,11,11|11,6,7,6",SemiFinal,WORLD_CHAMPIONSHIPS,XD,2660,Main Draw,HARIMOTO Tomokazu (JPN) / HAYATA Hina (JPN),LIN Shidong (CHN) / KUAI Man (CHN),HAYATA Hina (JPN),KUAI Man (CHN),1 - 3,11:7 6:11 7:11 6:11,HARIMOTO Tomokazu,2023
