slug,name,name_en,name_zh,tier,country,city,start_date,end_date,aliases
2012-13th-arab-cup-amman,13th Arab Cup Amman 2012,,,OTHER,,,,,
2012-butterfly-baltic-cup-tallinn,Butterfly Baltic Cup Tallinn 2012,,,OTHER,,,,,
2012-ittf-latin-american-championships-rio-de-janeiro,ITTF Latin American Championships Rio de Janeiro 2012,,,OTHER,,,,,
2012-ibero-american-senior-championships-lisbon,Ibero-American Senior Championships Lisbon 2012,,,OTHER,,,,,
2012-latin-american-olympic-qualification-tournament-rio-de-janeiro,Latin American Olympic Qualification Tournament Rio de Janeiro 2012,,,OTHER,,,,,
2012-oceania-olympic-qualification-tournament-sydney,Oceania Olympic Qualification Tournament Sydney 2012,,,OTHER,,,,,
2012-world-team-table-tennis-championships-dortmund,World Team Table Tennis Championships Dortmund 2012,,,WORLD_CHAMPIONSHIPS,,,,,
2012-world-tour-hungarian-open-budapest,World Tour Hungarian Open Budapest 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-kuwait-open-kuwait-city,World Tour Kuwait Open Kuwait City 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-qatar-open-doha,World Tour Qatar Open Doha 2012,,,WTT_CONTENDER,,,,,
2012-world-tour-slovenia-open-velenje,World Tour Slovenia Open Velenje 2012,,,WTT_CONTENDER,,,,,
2006-brazilian-open-sao-paulo,Brazilian Open Sao Paulo 2006,,,WTT_CONTENDER,,,,,
2006-chile-open-santiago,Chile Open Santiago 2006,,,WTT_CONTENDER,,,,,
2006-chinese-taipei-open-taipei,Chinese Taipei Open Taipei 2006,,,WTT_CONTENDER,,,,,
2006-japan-open-yokohama,Japan Open Yokohama 2006,,,WTT_CONTENDER,,,,,
2006-men-s-world-cup-paris,Men's World Cup Paris 2006,,,WORLD_CUP,,,,,
2006-oceania-championships-geelong,Oceania Championships Geelong 2006,,,OTHER,,,,,
2006-panasonic-china-open-guangzhou,Panasonic China Open Guangzhou 2006,,,WTT_CONTENDER,,,,,
2006-polish-open-warsaw,Polish Open Warsaw 2006,,,WTT_CONTENDER,,,,,
2006-pro-tour-grand-finals-hong-kong,Pro Tour Grand Finals Hong Kong 2006,,,GRAND_SLAM,,,,,
2006-russian-open-st-petersburg,Russian Open St. Petersburg 2006,,,WTT_CONTENDER,,,,,
2006-serbian-open-belgrade,Serbian Open Belgrade 2006,,,WTT_CONTENDER,,,,,
2006-singapore-open,Singapore Open 2006,,,WTT_CONTENDER,,,,,
2006-volkswagen-china-open-kunshan,Volkswagen China Open Kunshan 2006,,,WTT_CONTENDER,,,,,
2006-women-s-world-cup-urumqi,Women's World Cup Urumqi 2006,,,WORLD_CUP,,,,,
2007-chinese-taipei-open-taipei,Chinese Taipei Open Taipei 2007,,,WTT_CONTENDER,,,,,
2007-croatian-open-zagreb,Croatian Open Zagreb 2007,,,WTT_CONTENDER,,,,,
2007-eurosib-russian-open-st-petersburg,Eurosib Russian Open St. Petersburg 2007,,,WTT_CONTENDER,,,,,
2007-indian-open-new-delhi,INDIAN Open New Delhi 2007,,,WTT_CONTENDER,,,,,
2007-kuwait-open-salwa-cup,KUWAIT Open Salwa Cup 2007,,,WTT_CONTENDER,,,,,
2007-liebherr-austrian-open-wels,LIEBHERR Austrian Open Wels 2007,,,WTT_CONTENDER,,,,,
2007-liebherr-brazilian-open-belo-horizonte,LIEBHERR Brazilian Open Belo Horizonte 2007,,,WTT_CONTENDER,,,,,
2007-liebherr-chile-open-santiago,LIEBHERR Chile Open Santiago 2007,,,WTT_CONTENDER,,,,,
2007-liebherr-french-open-toulouse,LIEBHERR French Open Toulouse 2007,,,WTT_CONTENDER,,,,,
2007-liebherr-german-open-bremen,LIEBHERR German Open Bremen 2007,,,WTT_CONTENDER,,,,,
2007-liebherr-men-s-world-cup-barcelona,LIEBHERR Men's World Cup Barcelona 2007,,,WORLD_CUP,,,,,
2007-panasonic-china-open-shenzhen,Panasonic China Open Shenzhen 2007,,,WTT_CONTENDER,,,,,
2007-qatar-open-doha,Qatar Open Doha 2007,,,WTT_CONTENDER,,,,,
2007-slovenia-open-velenje,SLOVENIA Open Velenje 2007,,,WTT_CONTENDER,,,,,
2007-swedish-open-stockholm,Swedish Open Stockholm 2007,,,WTT_CONTENDER,,,,,
2007-volkswagen-china-open-nanjing,Volkswagen China Open Nanjing 2007,,,WTT_CONTENDER,,,,,
2007-volkswagen-japan-open-chiba,Volkswagen Japan Open Chiba 2007,,,WTT_CONTENDER,,,,,
2007-volkswagen-korea-open-seongnam,Volkswagen Korea Open Seongnam 2007,,,WTT_CONTENDER,,,,,
2007-volkswagen-pro-tour-grand-finals-beijing,Volkswagen Pro Tour Grand Finals Beijing 2007,,,GRAND_SLAM,,,,,
2007-volkswagen-women-s-world-cup-chengdu,Volkswagen Women's World Cup Chengdu 2007,,,WORLD_CUP,,,,,
2007-world-table-tennis-championships-zagreb,World Table Tennis Championships Zagreb 2007,,,WORLD_CHAMPIONSHIPS,,,,,
2007-world-team-cup-magdeburg,World Team Cup Magdeburg 2007,,,WORLD_CUP,,,,,
2022-23-german-league,2022/23 German League,,,EURO_LEAGUE,,,,,
2023-24-german-league,2023/24 German League,,,EURO_LEAGUE,,,,,
2023-24-japan-t-league-men-s,2023/24 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2023-24-japan-t-league-women-s,2023/24 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2024-25-german-league,2024/25 German League,,,EURO_LEAGUE,,,,,
2024-25-japan-t-league-men-s,2024/25 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2024-25-japan-t-league-women-s,2024/25 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2025-26-japan-t-league-women-s,2025/26 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2025-26-japan-t-league-men-s,2025/26 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2018-19-japan-t-league-men-s,2018/19 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2018-19-japan-t-league-women-s,2018/19 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2019-20-japan-t-league-men-s,2019/20 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2019-20-japan-t-league-women-s,2019/20 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2020-21-japan-t-league-men-s,2020/21 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2020-21-japan-t-league-women-s,2020/21 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2021-22-japan-t-league-men-s,2021/22 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2021-22-japan-t-league-women-s,2021/22 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2022-23-japan-t-league-men-s,2022/23 Japan T.League Men's,,,JP_T_LEAGUE,,,,,
2022-23-japan-t-league-women-s,2022/23 Japan T.League Women's,,,JP_T_LEAGUE,,,,,
2005-german-open-magdeburg,German Open Magdeburg 2005,,,WTT_CONTENDER,,,,,
2005-japan-open-yokohama,Japan Open Yokohama 2005,,,WTT_CONTENDER,,,,,
2005-men-s-world-cup-liege,Men's World Cup Liege 2005,,,WORLD_CUP,,,,,
2005-panasonic-china-open-harbin,Panasonic China Open Harbin 2005,,,WTT_CONTENDER,,,,,
2005-pro-tour-grand-finals-fuzhou,Pro Tour Grand Finals Fuzhou 2005,,,GRAND_SLAM,,,,,
2005-st-petersburg-open,St. Petersburg Open 2005,,,WTT_CONTENDER,,,,,
2005-swedish-open-gothenburg,Swedish Open Gothenburg 2005,,,WTT_CONTENDER,,,,,
2005-us-open-fort-lauderdale,US Open Fort Lauderdale 2005,,,WTT_CONTENDER,,,,,
2005-volkswagen-china-open-shenzhen,Volkswagen China Open Shenzhen 2005,,,WTT_CONTENDER,,,,,
2005-women-s-world-cup-guangzhou,Women's World Cup Guangzhou 2005,,,WORLD_CUP,,,,,
2006-croatia-open-zagreb,Croatia Open Zagreb 2006,,,WTT_CONTENDER,,,,,
2006-kuwait-open-kuwait-city,KUWAIT Open Kuwait City 2006,,,WTT_CONTENDER,,,,,
2006-korean-open-jeonju,Korean Open Jeonju 2006,,,WTT_CONTENDER,,,,,
2006-qatar-open-doha,Qatar Open Doha 2006,,,WTT_CONTENDER,,,,,
2006-world-team-table-tennis-championships-bremen,World Team Table Tennis Championships Bremen 2006,,,WORLD_CHAMPIONSHIPS,,,,,
2003-pro-tour-grand-finals-guangzhou,Pro Tour Grand Finals Guangzhou 2003,,,GRAND_SLAM,,,,,
2003-women-s-world-cup-hong-kong,Women's World Cup Hong Kong 2003,,,WORLD_CUP,,,,,
2004-croatia-open-croatia,Croatia Open Croatia 2004,,,WTT_CONTENDER,,,,,
2004-greece-open-athens,Greece Open Athens 2004,,,WTT_CONTENDER,,,,,
2005-brazilian-open-rio-de-janeiro,Brazilian Open Rio de Janeiro 2005,,,WTT_CONTENDER,,,,,
2005-chile-open-santiago,Chile Open Santiago 2005,,,WTT_CONTENDER,,,,,
2005-chinese-taipei-open-taipei,Chinese Taipei Open Taipei 2005,,,WTT_CONTENDER,,,,,
2005-croatia-open-zagreb,Croatia Open Zagreb 2005,,,WTT_CONTENDER,,,,,
2005-korean-open-suncheon,Korean Open Suncheon 2005,,,WTT_CONTENDER,,,,,
2005-slovenia-open-velenje,SLOVENIA Open Velenje 2005,,,WTT_CONTENDER,,,,,
2005-world-table-tennis-championships-shanghai,World Table Tennis Championships Shanghai 2005,,,WORLD_CHAMPIONSHIPS,,,,,
2026-cttsl-womens-regular,2026 China Table Tennis Super League (Women's Regular Season),2026 China Table Tennis Super League (Women's Regular Season),2026 乒超联赛 女团常规赛,CN_NATIONAL_LEAGUE,,,2026-07-23,2026-08-01,2026 中国乒乓球俱乐部超级联赛 女团常规赛|2026乒超|2026 乒超联赛|乒超女团
2026-cttsl-mens-regular,2026 China Table Tennis Super League (Men's Regular Season),2026 China Table Tennis Super League (Men's Regular Season),2026 乒超联赛 男团常规赛,CN_NATIONAL_LEAGUE,,,2026-07-23,2026-08-01,2026 中国乒乓球俱乐部超级联赛 男团常规赛|2026乒超|2026 乒超联赛|乒超男团
2021-cttsl-mens-finals,2021 China Table Tennis Super League (Men's Finals),2021 China Table Tennis Super League (Men's Finals),2021 乒超联赛 男团总决赛,CN_NATIONAL_LEAGUE,CHN,,2021-10-12,2021-10-12,2021乒超|2021 乒超联赛|乒超男团|2021 乒超男团决赛
2021-cttsl-womens-finals,2021 China Table Tennis Super League (Women's Finals),2021 China Table Tennis Super League (Women's Finals),2021 乒超联赛 女团总决赛,CN_NATIONAL_LEAGUE,CHN,,2021-10-12,2021-10-12,2021乒超|2021 乒超联赛|乒超女团|2021 乒超女团决赛
2022-cttsl-mens-finals,2022 China Table Tennis Super League (Men's Finals),2022 China Table Tennis Super League (Men's Finals),2022 乒超联赛 男团总决赛,CN_NATIONAL_LEAGUE,CHN,,2022-12-11,2022-12-11,2022乒超|2022 乒超联赛|乒超男团|2022 乒超男团决赛
2022-cttsl-womens-finals,2022 China Table Tennis Super League (Women's Finals),2022 China Table Tennis Super League (Women's Finals),2022 乒超联赛 女团总决赛,CN_NATIONAL_LEAGUE,CHN,,2022-12-11,2022-12-11,2022乒超|2022 乒超联赛|乒超女团|2022 乒超女团决赛
2023-cttsl-mens-finals,2023 China Table Tennis Super League (Men's Finals),2023 China Table Tennis Super League (Men's Finals),2023 乒超联赛 男团总决赛,CN_NATIONAL_LEAGUE,CHN,,2023-12-24,2023-12-24,2023乒超|2023 乒超联赛|乒超男团|2023 乒超男团决赛
2023-cttsl-womens-finals,2023 China Table Tennis Super League (Women's Finals),2023 China Table Tennis Super League (Women's Finals),2023 乒超联赛 女团总决赛,CN_NATIONAL_LEAGUE,CHN,,2023-12-24,2023-12-24,2023乒超|2023 乒超联赛|乒超女团|2023 乒超女团决赛
2024-cttsl-mens-finals,2024 China Table Tennis Super League (Men's Finals),2024 China Table Tennis Super League (Men's Finals),2024 乒超联赛 男团总决赛,CN_NATIONAL_LEAGUE,CHN,,2025-01-01,2025-01-01,2024乒超|2024 乒超联赛|乒超男团|2024 乒超男团决赛
2024-cttsl-womens-finals,2024 China Table Tennis Super League (Women's Finals),2024 China Table Tennis Super League (Women's Finals),2024 乒超联赛 女团总决赛,CN_NATIONAL_LEAGUE,CHN,,2025-01-01,2025-01-01,2024乒超|2024 乒超联赛|乒超女团|2024 乒超女团决赛
2025-cttsl-mens-finals,2025 China Table Tennis Super League (Men's Finals),2025 China Table Tennis Super League (Men's Finals),2025 乒超联赛 男团总决赛,CN_NATIONAL_LEAGUE,CHN,,2025-12-28,2025-12-28,2025乒超|2025 乒超联赛|乒超男团|2025 乒超男团决赛
2025-cttsl-womens-finals,2025 China Table Tennis Super League (Women's Finals),2025 China Table Tennis Super League (Women's Finals),2025 乒超联赛 女团总决赛,CN_NATIONAL_LEAGUE,CHN,,2025-12-28,2025-12-28,2025乒超|2025 乒超联赛|乒超女团|2025 乒超女团决赛
2023-cttsl-womens-regular,2023 China Table Tennis Super League (Women's Regular Season),2023 China Table Tennis Super League (Women's Regular Season),2023 乒超联赛 女团常规赛,CN_NATIONAL_LEAGUE,CHN,,2023-07-20,2023-07-20,2023乒超|2023 乒超联赛|乒超女团|2023 乒超女团常规赛
